target_column,train_size_,method,n_estimators,lr,tree_size,val_rmse
Dgv,570,TradaBoostR2,40,1.0,5,21.47334348721305
Dgv,570,TradaBoostR2,50,0.1,1,9.277877690904743
Dgv,570,TradaBoostR2,50,0.1,2,10.663922258762037
Dgv,570,TradaBoostR2,50,0.1,3,9.407658863951847
Dgv,570,TradaBoostR2,50,0.1,4,22.61620792635174
Dgv,570,TradaBoostR2,50,0.1,5,21.203758446929427
Dgv,570,TradaBoostR2,50,0.5,1,10.590741102122214
Dgv,570,TradaBoostR2,50,0.5,2,9.331470159456314
Dgv,570,TradaBoostR2,50,0.5,3,13.971850829224412
Dgv,570,TradaBoostR2,50,0.5,4,9.301211656070173
Dgv,570,TradaBoostR2,50,0.5,5,15.005764014238192
Dgv,570,TradaBoostR2,50,1.0,1,10.136148258909191
Dgv,570,TradaBoostR2,50,1.0,2,8.864146821870738
Dgv,570,TradaBoostR2,50,1.0,3,12.840041087726425
Dgv,570,TradaBoostR2,50,1.0,4,12.06070594080509
Dgv,570,TradaBoostR2,50,1.0,5,24.336590299655622
Dgv,665,TradaBoostR2,10,0.1,1,7.600141533851892
Dgv,665,TradaBoostR2,10,0.1,2,9.82197767428426
Dgv,665,TradaBoostR2,10,0.1,3,12.370406010876556
Dgv,665,TradaBoostR2,10,0.1,4,17.57543986769085
Dgv,665,TradaBoostR2,10,0.1,5,17.40552538190469
Dgv,665,TradaBoostR2,10,0.5,1,9.37086640864501
Dgv,665,TradaBoostR2,10,0.5,2,8.937874839377528
Dgv,665,TradaBoostR2,10,0.5,3,9.007416562619294
Dgv,665,TradaBoostR2,10,0.5,4,10.002140831031321
Dgv,665,TradaBoostR2,10,0.5,5,19.281177162680976
Dgv,665,TradaBoostR2,10,1.0,1,10.291637039298536
Dgv,665,TradaBoostR2,10,1.0,2,9.246425076247927
Dgv,665,TradaBoostR2,10,1.0,3,10.879773925096242
Dgv,665,TradaBoostR2,10,1.0,4,12.418160967526404
Dgv,665,TradaBoostR2,10,1.0,5,14.106274713385114
Dgv,665,TradaBoostR2,20,0.1,1,8.069129358716518
Dgv,665,TradaBoostR2,20,0.1,2,7.984315576713394
Dgv,665,TradaBoostR2,20,0.1,3,9.18408481398792
Dgv,665,TradaBoostR2,20,0.1,4,13.010113269255424
Dgv,665,TradaBoostR2,20,0.1,5,21.655894728937444
Dgv,665,TradaBoostR2,20,0.5,1,10.771075165923444
Dgv,665,TradaBoostR2,20,0.5,2,9.120523338075012
Dgv,665,TradaBoostR2,20,0.5,3,9.151882419267103
Dgv,665,TradaBoostR2,20,0.5,4,9.922783506963915
Dgv,665,TradaBoostR2,20,0.5,5,12.45037245456526
Dgv,665,TradaBoostR2,20,1.0,1,10.626038815631329
Dgv,665,TradaBoostR2,20,1.0,2,9.67487181290308
Dgv,665,TradaBoostR2,20,1.0,3,10.569332135532783
Dgv,665,TradaBoostR2,20,1.0,4,11.215801525899346
Dgv,665,TradaBoostR2,20,1.0,5,16.84639533116291
Dgv,665,TradaBoostR2,30,0.1,1,8.56915795386042
Dgv,665,TradaBoostR2,30,0.1,2,8.018165709846619
Dgv,665,TradaBoostR2,30,0.1,3,8.43033348607727
Dgv,665,TradaBoostR2,30,0.1,4,12.920409785236933
Dgv,665,TradaBoostR2,30,0.1,5,19.283017291521592
Dgv,665,TradaBoostR2,30,0.5,1,10.304411895740426
Dgv,665,TradaBoostR2,30,0.5,2,9.23939058769913
Dgv,665,TradaBoostR2,30,0.5,3,9.62490352257141
Dgv,665,TradaBoostR2,30,0.5,4,11.13370769763879
Dgv,665,TradaBoostR2,30,0.5,5,11.185628780773877
Dgv,665,TradaBoostR2,30,1.0,1,10.189254212982473
Dgv,665,TradaBoostR2,30,1.0,2,9.297941039133837
Dgv,665,TradaBoostR2,30,1.0,3,9.91457873005297
Dgv,665,TradaBoostR2,30,1.0,4,10.719534043500277
Dgv,665,TradaBoostR2,30,1.0,5,17.352076453878226
Dgv,665,TradaBoostR2,40,0.1,1,8.998189769990816
Dgv,665,TradaBoostR2,40,0.1,2,8.40412659706565
Dgv,665,TradaBoostR2,40,0.1,3,8.534860592267568
Dgv,665,TradaBoostR2,40,0.1,4,10.35706832691891
Dgv,665,TradaBoostR2,40,0.1,5,12.058329668595366
Dgv,665,TradaBoostR2,40,0.5,1,10.325120824762081
Dgv,665,TradaBoostR2,40,0.5,2,9.358632225819822
Dgv,665,TradaBoostR2,40,0.5,3,9.304681694763069
Dgv,665,TradaBoostR2,40,0.5,4,9.94938985930944
Dgv,665,TradaBoostR2,40,0.5,5,11.818463042095964
Dgv,665,TradaBoostR2,40,1.0,1,10.19237301822427
Dgv,665,TradaBoostR2,40,1.0,2,8.986332884364966
Dgv,665,TradaBoostR2,40,1.0,3,8.808992715276347
Dgv,665,TradaBoostR2,40,1.0,4,13.573091629267566
Dgv,665,TradaBoostR2,40,1.0,5,15.92834994683576
Dgv,665,TradaBoostR2,50,0.1,1,9.290875122284351
Dgv,665,TradaBoostR2,50,0.1,2,8.644404560704837
Dgv,665,TradaBoostR2,50,0.1,3,8.993168294927434
Dgv,665,TradaBoostR2,50,0.1,4,12.09562967519311
Dgv,665,TradaBoostR2,50,0.1,5,9.79009916247704
Dgv,665,TradaBoostR2,50,0.5,1,10.461105341063409
Dgv,665,TradaBoostR2,50,0.5,2,9.409280736019202
Dgv,665,TradaBoostR2,50,0.5,3,10.336384070405428
Dgv,665,TradaBoostR2,50,0.5,4,12.146750839460223
Dgv,665,TradaBoostR2,50,0.5,5,10.115522868758367
Dgv,665,TradaBoostR2,50,1.0,1,10.0614605742593
Dgv,665,TradaBoostR2,50,1.0,2,8.736564168509044
Dgv,665,TradaBoostR2,50,1.0,3,9.448258766717853
Dgv,665,TradaBoostR2,50,1.0,4,9.437320968706462
Dgv,665,TradaBoostR2,50,1.0,5,13.520801985953849
Dgv,760,TradaBoostR2,10,0.1,1,7.6345202764002265
Dgv,760,TradaBoostR2,10,0.1,2,8.103477646883533
Dgv,760,TradaBoostR2,10,0.1,3,11.742648617219851
Dgv,760,TradaBoostR2,10,0.1,4,25.726783302923707
Dgv,760,TradaBoostR2,10,0.1,5,24.61867251529886
Dgv,760,TradaBoostR2,10,0.5,1,9.357196226356292
Dgv,760,TradaBoostR2,10,0.5,2,8.630537369907046
Dgv,760,TradaBoostR2,10,0.5,3,8.631554042502762
Dgv,760,TradaBoostR2,10,0.5,4,10.325827628600376
Dgv,760,TradaBoostR2,10,0.5,5,12.3069762796412
Dgv,760,TradaBoostR2,10,1.0,1,10.35353705000392
Dgv,760,TradaBoostR2,10,1.0,2,9.175815741942705
Dgv,760,TradaBoostR2,10,1.0,3,9.18692386078954
Dgv,760,TradaBoostR2,10,1.0,4,10.329418718329654
Dgv,760,TradaBoostR2,10,1.0,5,12.382241317496934
Dgv,760,TradaBoostR2,20,0.1,1,8.063941108032733
Dgv,760,TradaBoostR2,20,0.1,2,8.185885747913279
Dgv,760,TradaBoostR2,20,0.1,3,9.046488459484051
Dgv,760,TradaBoostR2,20,0.1,4,12.423546812124327
Dgv,760,TradaBoostR2,20,0.1,5,21.69450241557546
Dgv,760,TradaBoostR2,20,0.5,1,10.094740608598588
Dgv,760,TradaBoostR2,20,0.5,2,8.646818309905527
Dgv,760,TradaBoostR2,20,0.5,3,9.16881889135911
Dgv,760,TradaBoostR2,20,0.5,4,10.198895390318597
Dgv,760,TradaBoostR2,20,0.5,5,16.955018930274907
Dgv,760,TradaBoostR2,20,1.0,1,10.25343093461009
Dgv,760,TradaBoostR2,20,1.0,2,9.11355330231377
Dgv,760,TradaBoostR2,20,1.0,3,9.316383495398151
Dgv,760,TradaBoostR2,20,1.0,4,13.079164786401531
Dgv,760,TradaBoostR2,20,1.0,5,17.825262538614993
Dgv,760,TradaBoostR2,30,0.1,1,8.587234223415956
Dgv,760,TradaBoostR2,30,0.1,2,8.14382084794165
Dgv,760,TradaBoostR2,30,0.1,3,10.72590139879808
Dgv,760,TradaBoostR2,30,0.1,4,18.842053235466363
Dgv,760,TradaBoostR2,30,0.1,5,14.31386783413673
Dgv,760,TradaBoostR2,30,0.5,1,10.092701204889147
Dgv,760,TradaBoostR2,30,0.5,2,8.711615137482847
Dgv,760,TradaBoostR2,30,0.5,3,9.262895646495704
Dgv,760,TradaBoostR2,30,0.5,4,10.638354414193426
Dgv,760,TradaBoostR2,30,0.5,5,11.619881218508866
Dgv,760,TradaBoostR2,30,1.0,1,9.96637372115365
Dgv,760,TradaBoostR2,30,1.0,2,8.655634419822041
Dgv,760,TradaBoostR2,30,1.0,3,8.797828938366331
Dgv,760,TradaBoostR2,30,1.0,4,10.038899210212548
Dgv,760,TradaBoostR2,30,1.0,5,10.614503711486968
Dgv,760,TradaBoostR2,40,0.1,1,8.810640103777693
Dgv,760,TradaBoostR2,40,0.1,2,8.283117249704457
Dgv,760,TradaBoostR2,40,0.1,3,9.401700872165199
Dgv,760,TradaBoostR2,40,0.1,4,9.608110755091307
Dgv,760,TradaBoostR2,40,0.1,5,17.12811988352052
Dgv,760,TradaBoostR2,40,0.5,1,10.198185711935404
Dgv,760,TradaBoostR2,40,0.5,2,8.597080581850523
Dgv,760,TradaBoostR2,40,0.5,3,9.177253745494374
Dgv,760,TradaBoostR2,40,0.5,4,10.840257615790064
Dgv,760,TradaBoostR2,40,0.5,5,13.502317154627685
Dgv,760,TradaBoostR2,40,1.0,1,10.374652024736474
Dgv,760,TradaBoostR2,40,1.0,2,8.83552680851093
Dgv,760,TradaBoostR2,40,1.0,3,9.649087267651616
Dgv,760,TradaBoostR2,40,1.0,4,27.070863708647074
Dgv,760,TradaBoostR2,40,1.0,5,17.623758393562046
Dgv,760,TradaBoostR2,50,0.1,1,9.020172206801014
Dgv,760,TradaBoostR2,50,0.1,2,8.573301333569308
Dgv,760,TradaBoostR2,50,0.1,3,8.417599340257052
Dgv,760,TradaBoostR2,50,0.1,4,9.390644312675729
Dgv,760,TradaBoostR2,50,0.1,5,14.517966335134972
Dgv,760,TradaBoostR2,50,0.5,1,10.406277346567713
Dgv,760,TradaBoostR2,50,0.5,2,8.748476516582997
Dgv,760,TradaBoostR2,50,0.5,3,9.036857674877828
Dgv,760,TradaBoostR2,50,0.5,4,11.28936559537637
Dgv,760,TradaBoostR2,50,0.5,5,11.515688335605256
Dgv,760,TradaBoostR2,50,1.0,1,10.127755097020136
Dgv,760,TradaBoostR2,50,1.0,2,8.587826931114524
Dgv,760,TradaBoostR2,50,1.0,3,8.648226088124124
Dgv,760,TradaBoostR2,50,1.0,4,27.607133032640206
Dgv,760,TradaBoostR2,50,1.0,5,11.600163801913334
Dgv,855,TradaBoostR2,10,0.1,1,7.518185611523515
Dgv,855,TradaBoostR2,10,0.1,2,8.513111535612785
Dgv,855,TradaBoostR2,10,0.1,3,39.5770545400442
Dgv,855,TradaBoostR2,10,0.1,4,18.382749513045518
Dgv,855,TradaBoostR2,10,0.1,5,65.3662959122596
Dgv,855,TradaBoostR2,10,0.5,1,9.036107913882418
Dgv,855,TradaBoostR2,10,0.5,2,8.473399321138938
Dgv,855,TradaBoostR2,10,0.5,3,8.421034493906046
Dgv,855,TradaBoostR2,10,0.5,4,9.343912275072725
Dgv,855,TradaBoostR2,10,0.5,5,24.100299944395985
Dgv,855,TradaBoostR2,10,1.0,1,10.294115502600587
Dgv,855,TradaBoostR2,10,1.0,2,8.980164622944182
Dgv,855,TradaBoostR2,10,1.0,3,9.626451340988355
Dgv,855,TradaBoostR2,10,1.0,4,9.722115826632471
Dgv,855,TradaBoostR2,10,1.0,5,12.567979439777934
Dgv,855,TradaBoostR2,20,0.1,1,7.913389020563054
Dgv,855,TradaBoostR2,20,0.1,2,8.193229601843981
Dgv,855,TradaBoostR2,20,0.1,3,8.520769346684698
Dgv,855,TradaBoostR2,20,0.1,4,9.060229098736105
Dgv,855,TradaBoostR2,20,0.1,5,11.3163427713147
Dgv,855,TradaBoostR2,20,0.5,1,9.916924496436163
Dgv,855,TradaBoostR2,20,0.5,2,8.687199526869378
Dgv,855,TradaBoostR2,20,0.5,3,8.842676058269692
Dgv,855,TradaBoostR2,20,0.5,4,9.846049156804968
Dgv,855,TradaBoostR2,20,0.5,5,10.899620604794283
Dgv,855,TradaBoostR2,20,1.0,1,9.845198260358645
Dgv,855,TradaBoostR2,20,1.0,2,8.968586805880552
Dgv,855,TradaBoostR2,20,1.0,3,9.196642072259284
Dgv,855,TradaBoostR2,20,1.0,4,9.656910328222754
Dgv,855,TradaBoostR2,20,1.0,5,13.473643037698555
Dgv,855,TradaBoostR2,30,0.1,1,8.386769543617406
Dgv,855,TradaBoostR2,30,0.1,2,8.388874370870735
Dgv,855,TradaBoostR2,30,0.1,3,8.024096275463226
Dgv,855,TradaBoostR2,30,0.1,4,9.241709809538161
Dgv,855,TradaBoostR2,30,0.1,5,11.091938159669443
Dgv,855,TradaBoostR2,30,0.5,1,9.845433566744822
Dgv,855,TradaBoostR2,30,0.5,2,8.734429935274832
Dgv,855,TradaBoostR2,30,0.5,3,8.828393358924476
Dgv,855,TradaBoostR2,30,0.5,4,9.109935334605874
Dgv,855,TradaBoostR2,30,0.5,5,11.514949567851584
Dgv,855,TradaBoostR2,30,1.0,1,9.556714602826474
Dgv,855,TradaBoostR2,30,1.0,2,9.004193987113023
Dgv,855,TradaBoostR2,30,1.0,3,9.153041606146733
Dgv,855,TradaBoostR2,30,1.0,4,9.915268945187249
Dgv,855,TradaBoostR2,30,1.0,5,10.25468165249823
Dgv,855,TradaBoostR2,40,0.1,1,8.824230233466976
Dgv,855,TradaBoostR2,40,0.1,2,8.603345138560243
Dgv,855,TradaBoostR2,40,0.1,3,7.855324097959037
Dgv,855,TradaBoostR2,40,0.1,4,10.823668948990235
Dgv,855,TradaBoostR2,40,0.1,5,17.551093549483102
Dgv,855,TradaBoostR2,40,0.5,1,9.923585287761043
Dgv,855,TradaBoostR2,40,0.5,2,8.767063742047876
Dgv,855,TradaBoostR2,40,0.5,3,8.638707251642145
Dgv,855,TradaBoostR2,40,0.5,4,9.781132543946061
Dgv,855,TradaBoostR2,40,0.5,5,14.99098852047345
Dgv,855,TradaBoostR2,40,1.0,1,9.385599591602096
Dgv,855,TradaBoostR2,40,1.0,2,8.556215523679674
Dgv,855,TradaBoostR2,40,1.0,3,9.244519668813258
Dgv,855,TradaBoostR2,40,1.0,4,9.59708132665987
Dgv,855,TradaBoostR2,40,1.0,5,10.702094434115622
Dgv,855,TradaBoostR2,50,0.1,1,9.156803679021248
Dgv,855,TradaBoostR2,50,0.1,2,8.724984867117607
Dgv,855,TradaBoostR2,50,0.1,3,8.061674614166202
Dgv,855,TradaBoostR2,50,0.1,4,11.530609741058669
Dgv,855,TradaBoostR2,50,0.1,5,13.454037436911019
Dgv,855,TradaBoostR2,50,0.5,1,9.784455118420887
Dgv,855,TradaBoostR2,50,0.5,2,8.57416973714976
Dgv,855,TradaBoostR2,50,0.5,3,8.37751348919723
Dgv,855,TradaBoostR2,50,0.5,4,9.689399474312669
Dgv,855,TradaBoostR2,50,0.5,5,18.605223956472656
Dgv,855,TradaBoostR2,50,1.0,1,9.429415938303272
Dgv,855,TradaBoostR2,50,1.0,2,8.527325757680732
Dgv,855,TradaBoostR2,50,1.0,3,8.264976155415265
Dgv,855,TradaBoostR2,50,1.0,4,9.402853771586207
Dgv,855,TradaBoostR2,50,1.0,5,15.014952191658566
Dgv,950,TradaBoostR2,10,0.1,1,7.526190113168293
Dgv,950,TradaBoostR2,10,0.1,2,12.465203996215255
Dgv,950,TradaBoostR2,10,0.1,3,12.520138098944878
Dgv,950,TradaBoostR2,10,0.1,4,15.68266989165746
Dgv,950,TradaBoostR2,10,0.1,5,29.84211944846936
Dgv,950,TradaBoostR2,10,0.5,1,9.306645549941251
Dgv,950,TradaBoostR2,10,0.5,2,8.730651650600961
Dgv,950,TradaBoostR2,10,0.5,3,8.11554017458617
Dgv,950,TradaBoostR2,10,0.5,4,9.718798457557913
Dgv,950,TradaBoostR2,10,0.5,5,12.141956707528085
Dgv,950,TradaBoostR2,10,1.0,1,10.12529652874677
Dgv,950,TradaBoostR2,10,1.0,2,10.13189304072954
Dgv,950,TradaBoostR2,10,1.0,3,9.378335032296334
Dgv,950,TradaBoostR2,10,1.0,4,11.598351159246246
Dgv,950,TradaBoostR2,10,1.0,5,12.389523062587582
Dgv,950,TradaBoostR2,20,0.1,1,8.085803319692337
Dgv,950,TradaBoostR2,20,0.1,2,8.174681525998768
Dgv,950,TradaBoostR2,20,0.1,3,8.159236958382715
Dgv,950,TradaBoostR2,20,0.1,4,10.16335481262199
Dgv,950,TradaBoostR2,20,0.1,5,36.292042825739145
Dgv,950,TradaBoostR2,20,0.5,1,9.834353892786755
Dgv,950,TradaBoostR2,20,0.5,2,9.010810450848656
Dgv,950,TradaBoostR2,20,0.5,3,8.762498564277276
Dgv,950,TradaBoostR2,20,0.5,4,10.638344313309792
Dgv,950,TradaBoostR2,20,0.5,5,9.132805040495098
Dgv,950,TradaBoostR2,20,1.0,1,9.97761255080604
Dgv,950,TradaBoostR2,20,1.0,2,9.372685623940475
Dgv,950,TradaBoostR2,20,1.0,3,12.107457598399208
Dgv,950,TradaBoostR2,20,1.0,4,10.43215476424993
Dgv,950,TradaBoostR2,20,1.0,5,35.78646142439087
Dgv,950,TradaBoostR2,30,0.1,1,8.3794200572721
Dgv,950,TradaBoostR2,30,0.1,2,8.14234421117404
Dgv,950,TradaBoostR2,30,0.1,3,8.012539716383523
Dgv,950,TradaBoostR2,30,0.1,4,8.705280417856585
Dgv,950,TradaBoostR2,30,0.1,5,28.05941509362027
Dgv,950,TradaBoostR2,30,0.5,1,10.17911163473346
Dgv,950,TradaBoostR2,30,0.5,2,8.843587469936203
Dgv,950,TradaBoostR2,30,0.5,3,8.7604705077038
Dgv,950,TradaBoostR2,30,0.5,4,8.931546380073337
Dgv,950,TradaBoostR2,30,0.5,5,8.923141321283543
Dgv,950,TradaBoostR2,30,1.0,1,10.047129270083893
Dgv,950,TradaBoostR2,30,1.0,2,8.965674325150825
Dgv,950,TradaBoostR2,30,1.0,3,8.486536053573223
Dgv,950,TradaBoostR2,30,1.0,4,9.755210701030643
Dgv,950,TradaBoostR2,30,1.0,5,13.376707101064165
Dgv,950,TradaBoostR2,40,0.1,1,8.772712834011589
Dgv,950,TradaBoostR2,40,0.1,2,8.296486484151334
Dgv,950,TradaBoostR2,40,0.1,3,8.053609440687223
Dgv,950,TradaBoostR2,40,0.1,4,8.597063535265855
Dgv,950,TradaBoostR2,40,0.1,5,9.69851914739159
Dgv,950,TradaBoostR2,40,0.5,1,9.961538665094007
Dgv,950,TradaBoostR2,40,0.5,2,8.868787157115973
Dgv,950,TradaBoostR2,40,0.5,3,8.44152304981216
Dgv,950,TradaBoostR2,40,0.5,4,8.835554336821984
Dgv,950,TradaBoostR2,40,0.5,5,12.395729826584036
Dgv,950,TradaBoostR2,40,1.0,1,9.736019668970844
Dgv,950,TradaBoostR2,40,1.0,2,8.704552363664728
Dgv,950,TradaBoostR2,40,1.0,3,8.306901746137493
Dgv,950,TradaBoostR2,40,1.0,4,9.61015192868245
Dgv,950,TradaBoostR2,40,1.0,5,13.94649682514964
Dgv,950,TradaBoostR2,50,0.1,1,9.013211929153124
Dgv,950,TradaBoostR2,50,0.1,2,8.496564116438313
Dgv,950,TradaBoostR2,50,0.1,3,8.184366238048833
Dgv,950,TradaBoostR2,50,0.1,4,8.188907404494334
Dgv,950,TradaBoostR2,50,0.1,5,11.420912131045858
Dgv,950,TradaBoostR2,50,0.5,1,10.095934510505053
Dgv,950,TradaBoostR2,50,0.5,2,8.69437500666347
Dgv,950,TradaBoostR2,50,0.5,3,8.477350768940344
Dgv,950,TradaBoostR2,50,0.5,4,10.013230654184786
Dgv,950,TradaBoostR2,50,0.5,5,9.88399999945366
Dgv,950,TradaBoostR2,50,1.0,1,9.61970158667001
Dgv,950,TradaBoostR2,50,1.0,2,8.463239903026892
Dgv,950,TradaBoostR2,50,1.0,3,8.393366022071962
Dgv,950,TradaBoostR2,50,1.0,4,8.813097550941013
Dgv,950,TradaBoostR2,50,1.0,5,10.546592179225353
Volume,95,TradaBoostR2,10,0.1,1,176.0505011227404
Volume,95,TradaBoostR2,10,0.1,2,598.1464699765082
Volume,95,TradaBoostR2,10,0.1,3,363.29293327745637
Volume,95,TradaBoostR2,10,0.1,4,398.327827070234
Volume,95,TradaBoostR2,10,0.1,5,299.2070603944791
Volume,95,TradaBoostR2,10,0.5,1,226.42868257989213
Volume,95,TradaBoostR2,10,0.5,2,507.8667791070976
Volume,95,TradaBoostR2,10,0.5,3,365.06013974334144
Volume,95,TradaBoostR2,10,0.5,4,234.7743554435346
Volume,95,TradaBoostR2,10,0.5,5,814.4080713471176
Volume,95,TradaBoostR2,10,1.0,1,185.23714405890135
Volume,95,TradaBoostR2,10,1.0,2,519.199703394271
Volume,95,TradaBoostR2,10,1.0,3,331.2645244346712
Volume,95,TradaBoostR2,10,1.0,4,229.91232387520296
Volume,95,TradaBoostR2,10,1.0,5,248.86028454169258
Volume,95,TradaBoostR2,20,0.1,1,193.41833067630674
Volume,95,TradaBoostR2,20,0.1,2,797.6383455627946
Volume,95,TradaBoostR2,20,0.1,3,331.98914236434956
Volume,95,TradaBoostR2,20,0.1,4,246.53523004115885
Volume,95,TradaBoostR2,20,0.1,5,275.3887265516695
Volume,95,TradaBoostR2,20,0.5,1,183.39501990163348
Volume,95,TradaBoostR2,20,0.5,2,526.7752017325629
Volume,95,TradaBoostR2,20,0.5,3,279.1142071431706
Volume,95,TradaBoostR2,20,0.5,4,246.9022547939327
Volume,95,TradaBoostR2,20,0.5,5,200.32742948923982
Volume,95,TradaBoostR2,20,1.0,1,287.51946624767385
Volume,95,TradaBoostR2,20,1.0,2,543.0812144986319
Volume,95,TradaBoostR2,20,1.0,3,1513.7170045879025
Volume,95,TradaBoostR2,20,1.0,4,235.43668786902944
Volume,95,TradaBoostR2,20,1.0,5,266.54874049161765
Volume,95,TradaBoostR2,30,0.1,1,202.14663214583376
Volume,95,TradaBoostR2,30,0.1,2,786.7406028611088
Volume,95,TradaBoostR2,30,0.1,3,351.55699813992806
Volume,95,TradaBoostR2,30,0.1,4,244.4234051192358
Volume,95,TradaBoostR2,30,0.1,5,262.14577473873607
Volume,95,TradaBoostR2,30,0.5,1,222.3461119103692
Volume,95,TradaBoostR2,30,0.5,2,529.4334369827089
Volume,95,TradaBoostR2,30,0.5,3,482.49370813017333
Volume,95,TradaBoostR2,30,0.5,4,268.5991968574034
Volume,95,TradaBoostR2,30,0.5,5,213.3831103292726
Volume,95,TradaBoostR2,30,1.0,1,271.8801170349734
Volume,95,TradaBoostR2,30,1.0,2,524.5589079815552
Volume,95,TradaBoostR2,30,1.0,3,589.3275351144297
Volume,95,TradaBoostR2,30,1.0,4,372.9328839345033
Volume,95,TradaBoostR2,30,1.0,5,238.07350727324405
Volume,95,TradaBoostR2,40,0.1,1,210.55625374175116
Volume,95,TradaBoostR2,40,0.1,2,776.2621141350692
Volume,95,TradaBoostR2,40,0.1,3,333.2271215964987
Volume,95,TradaBoostR2,40,0.1,4,265.0234144274313
Volume,95,TradaBoostR2,40,0.1,5,214.9238994054837
Volume,95,TradaBoostR2,40,0.5,1,220.55058997821902
Volume,95,TradaBoostR2,40,0.5,2,543.2858914763713
Volume,95,TradaBoostR2,40,0.5,3,605.4042791396007
Volume,95,TradaBoostR2,40,0.5,4,224.8056728961852
Volume,95,TradaBoostR2,40,0.5,5,269.1956126451563
Volume,95,TradaBoostR2,40,1.0,1,265.86315847103225
Volume,95,TradaBoostR2,40,1.0,2,641.4786638000453
Volume,95,TradaBoostR2,40,1.0,3,607.4597396476041
Volume,95,TradaBoostR2,40,1.0,4,382.25819201585176
Volume,95,TradaBoostR2,40,1.0,5,273.9158605541933
Volume,95,TradaBoostR2,50,0.1,1,209.91942408456157
Volume,95,TradaBoostR2,50,0.1,2,489.0793467992945
Volume,95,TradaBoostR2,50,0.1,3,228.70601808457832
Volume,95,TradaBoostR2,50,0.1,4,231.97551572253542
Volume,95,TradaBoostR2,50,0.1,5,214.47085018507568
Volume,95,TradaBoostR2,50,0.5,1,244.1809487600827
Volume,95,TradaBoostR2,50,0.5,2,294.888520124562
Volume,95,TradaBoostR2,50,0.5,3,550.9628099902845
Volume,95,TradaBoostR2,50,0.5,4,284.2887382172446
Volume,95,TradaBoostR2,50,0.5,5,235.48554808821228
Volume,95,TradaBoostR2,50,1.0,1,285.8534127506464
Volume,95,TradaBoostR2,50,1.0,2,436.5747939326269
Volume,95,TradaBoostR2,50,1.0,3,580.4150835054414
Volume,95,TradaBoostR2,50,1.0,4,339.35103226020925
Volume,95,TradaBoostR2,50,1.0,5,277.227358170209
Volume,190,TradaBoostR2,10,0.1,1,143.13654075770359
Volume,190,TradaBoostR2,10,0.1,2,408.92336317866415
Volume,190,TradaBoostR2,10,0.1,3,339.64485997077026
Volume,190,TradaBoostR2,10,0.1,4,309.1670573979644
Volume,190,TradaBoostR2,10,0.1,5,258.9946308744209
Volume,190,TradaBoostR2,10,0.5,1,110.05271732094123
Volume,190,TradaBoostR2,10,0.5,2,150.5906354943373
Volume,190,TradaBoostR2,10,0.5,3,225.48903111686127
Volume,190,TradaBoostR2,10,0.5,4,254.94335294893153
Volume,190,TradaBoostR2,10,0.5,5,169.50982975630285
Volume,190,TradaBoostR2,10,1.0,1,137.29937156791914
Volume,190,TradaBoostR2,10,1.0,2,303.2131952067417
Volume,190,TradaBoostR2,10,1.0,3,479.8119597599308
Volume,190,TradaBoostR2,10,1.0,4,312.1360640827773
Volume,190,TradaBoostR2,10,1.0,5,256.0415612684588
Volume,190,TradaBoostR2,20,0.1,1,168.99212391256833
Volume,190,TradaBoostR2,20,0.1,2,253.5952180944229
Volume,190,TradaBoostR2,20,0.1,3,215.37440811118478
Volume,190,TradaBoostR2,20,0.1,4,230.49452869236393
Volume,190,TradaBoostR2,20,0.1,5,579.6730664860157
Volume,190,TradaBoostR2,20,0.5,1,133.51572018643841
Volume,190,TradaBoostR2,20,0.5,2,276.26373730590313
Volume,190,TradaBoostR2,20,0.5,3,370.16674822258756
Volume,190,TradaBoostR2,20,0.5,4,228.16878510618972
Volume,190,TradaBoostR2,20,0.5,5,228.7663564264366
Volume,190,TradaBoostR2,20,1.0,1,169.27262048948438
Volume,190,TradaBoostR2,20,1.0,2,136.14345978473446
Volume,190,TradaBoostR2,20,1.0,3,209.53383534344076
Volume,190,TradaBoostR2,20,1.0,4,319.4964645580057
Volume,190,TradaBoostR2,20,1.0,5,332.4714116742414
Volume,190,TradaBoostR2,30,0.1,1,98.93794443548498
Volume,190,TradaBoostR2,30,0.1,2,271.16099869267657
Volume,190,TradaBoostR2,30,0.1,3,237.92238442552926
Volume,190,TradaBoostR2,30,0.1,4,195.83811204326776
Volume,190,TradaBoostR2,30,0.1,5,297.37811306893303
Volume,190,TradaBoostR2,30,0.5,1,146.96676164778535
Volume,190,TradaBoostR2,30,0.5,2,286.5649770314873
Volume,190,TradaBoostR2,30,0.5,3,356.0038078486043
Volume,190,TradaBoostR2,30,0.5,4,211.27441294168244
Volume,190,TradaBoostR2,30,0.5,5,200.75154437348442
Volume,190,TradaBoostR2,30,1.0,1,147.11437210791792
Volume,190,TradaBoostR2,30,1.0,2,139.80214017492852
Volume,190,TradaBoostR2,30,1.0,3,274.3165208384815
Volume,190,TradaBoostR2,30,1.0,4,206.88873557425936
Volume,190,TradaBoostR2,30,1.0,5,402.71407998441885
Volume,190,TradaBoostR2,40,0.1,1,109.19029613434618
Volume,190,TradaBoostR2,40,0.1,2,246.15852012629452
Volume,190,TradaBoostR2,40,0.1,3,275.51583442581307
Volume,190,TradaBoostR2,40,0.1,4,229.52998941530217
