,seed,rmse,mae,target_tree_size,v,epochs,method
187,5,83.63324851711145,54.91731254554251,3,0.01,1000,Baseline (XGBoost)
188,5,79.8224113694567,52.85467890457903,4,0.01,1000,Baseline (XGBoost)
189,5,78.21521492428337,51.8917571592425,5,0.01,1000,Baseline (XGBoost)
190,5,84.54704736377965,55.19854905792137,1,0.02,1000,Baseline (XGBoost)
191,5,84.81203097417138,55.313272679807014,2,0.02,1000,Baseline (XGBoost)
192,5,82.67178134436963,54.28685226791293,3,0.02,1000,Baseline (XGBoost)
193,5,79.80509496764186,53.233646919687864,4,0.02,1000,Baseline (XGBoost)
194,5,78.03670771657161,51.80385674896371,5,0.02,1000,Baseline (XGBoost)
195,5,84.67709003095209,55.215640955743666,1,0.03,1000,Baseline (XGBoost)
196,5,83.26869038679045,54.89964003407832,2,0.03,1000,Baseline (XGBoost)
197,5,82.28026671441249,54.20832902065578,3,0.03,1000,Baseline (XGBoost)
198,5,77.53793146269625,50.59211865727562,4,0.03,1000,Baseline (XGBoost)
199,5,77.39407394130446,50.87906320390507,5,0.03,1000,Baseline (XGBoost)
200,5,83.92529767076923,55.305488155019326,1,0.05,1000,Baseline (XGBoost)
201,5,84.62909672465626,55.30077964963257,2,0.05,1000,Baseline (XGBoost)
202,5,79.78484138707994,52.47308898329043,3,0.05,1000,Baseline (XGBoost)
203,5,77.44635457820415,50.560311053260925,4,0.05,1000,Baseline (XGBoost)
204,5,78.4030909208043,52.07768255796697,5,0.05,1000,Baseline (XGBoost)
205,5,84.29263608974624,55.66149290806836,1,0.08,1000,Baseline (XGBoost)
206,5,81.55613271511402,54.039266698685154,2,0.08,1000,Baseline (XGBoost)
207,5,78.07018484551399,51.2051189091962,3,0.08,1000,Baseline (XGBoost)
208,5,78.29551464249272,51.50858164554662,4,0.08,1000,Baseline (XGBoost)
209,5,77.9881338655471,51.28168688381316,5,0.08,1000,Baseline (XGBoost)
210,5,84.04339730989658,55.557785185772616,1,0.1,1000,Baseline (XGBoost)
211,5,83.96291262676357,55.203075656800706,2,0.1,1000,Baseline (XGBoost)
212,5,79.7051629730454,52.60221588804285,3,0.1,1000,Baseline (XGBoost)
213,5,78.18067189322794,51.582889062554266,4,0.1,1000,Baseline (XGBoost)
214,5,77.4082279070808,51.32252576173745,5,0.1,1000,Baseline (XGBoost)
215,5,83.290772504448,55.25165995101185,1,0.12,1000,Baseline (XGBoost)
216,5,81.78082245353596,54.28106889692765,2,0.12,1000,Baseline (XGBoost)
217,5,78.99790393992022,51.694676030543796,3,0.12,1000,Baseline (XGBoost)
218,5,79.93775129060987,52.26257102816842,4,0.12,1000,Baseline (XGBoost)
219,5,77.70515764495711,50.66609282440329,5,0.12,1000,Baseline (XGBoost)
220,5,83.39951014495199,55.689730448517686,1,0.15,1000,Baseline (XGBoost)
221,5,82.16658663556046,54.57101175694457,2,0.15,1000,Baseline (XGBoost)
222,5,78.90356846344325,51.60075215266618,3,0.15,1000,Baseline (XGBoost)
223,5,78.67447286356405,51.65229609792418,4,0.15,1000,Baseline (XGBoost)
224,5,78.58262732910065,51.16421206392151,5,0.15,1000,Baseline (XGBoost)
