,seed,rmse,mae,target_tree_size,v,epochs,method
0,1,81.50789714953893,52.8146291675189,1,0.005,1000,Baseline (XGBoost)
1,1,71.708019321304,47.86123480764759,2,0.005,1000,Baseline (XGBoost)
2,1,71.27072471099048,47.433366678225354,3,0.005,1000,Baseline (XGBoost)
3,1,72.13284112078976,48.031691257415645,4,0.005,1000,Baseline (XGBoost)
4,1,71.576722841899,47.39488600191584,5,0.005,1000,Baseline (XGBoost)
5,1,74.57311281168415,49.77117285072379,1,0.01,1000,Baseline (XGBoost)
6,1,69.94151684997213,47.04352803585128,2,0.01,1000,Baseline (XGBoost)
7,1,70.81563355815577,47.116360844237924,3,0.01,1000,Baseline (XGBoost)
8,1,72.25108022228102,48.14226501324211,4,0.01,1000,Baseline (XGBoost)
9,1,69.54082379005477,46.67524252748146,5,0.01,1000,Baseline (XGBoost)
10,1,74.46465348265363,49.4943199198407,1,0.02,1000,Baseline (XGBoost)
11,1,69.4213194179779,46.8123982498407,2,0.02,1000,Baseline (XGBoost)
12,1,71.82314970840204,47.47172485745792,3,0.02,1000,Baseline (XGBoost)
13,1,71.78506571975957,47.69810141024421,4,0.02,1000,Baseline (XGBoost)
14,1,72.01831648200212,47.65762054507294,5,0.02,1000,Baseline (XGBoost)
15,1,72.86514220391008,48.95103297354666,1,0.03,1000,Baseline (XGBoost)
16,1,69.25072322877205,46.72192098475321,2,0.03,1000,Baseline (XGBoost)
17,1,71.38631092805925,47.21867137850628,3,0.03,1000,Baseline (XGBoost)
18,1,70.22864865631784,46.870089097393645,4,0.03,1000,Baseline (XGBoost)
19,1,70.88325718739391,46.95008314460711,5,0.03,1000,Baseline (XGBoost)
20,1,71.83914656149847,48.541963032128926,1,0.05,1000,Baseline (XGBoost)
21,1,70.16131189316637,47.29340963040633,2,0.05,1000,Baseline (XGBoost)
22,1,70.7319730257738,46.99770209993682,3,0.05,1000,Baseline (XGBoost)
23,1,71.14719509790532,47.42698361644122,4,0.05,1000,Baseline (XGBoost)
24,1,70.00072990124092,46.81036224209025,5,0.05,1000,Baseline (XGBoost)
25,1,72.22692789210127,48.838329945600115,1,0.08,1000,Baseline (XGBoost)
26,1,69.30934468719202,46.77664374730459,2,0.08,1000,Baseline (XGBoost)
27,1,70.92536409994992,46.79153394146104,3,0.08,1000,Baseline (XGBoost)
28,1,70.65096623430635,46.71658212490509,4,0.08,1000,Baseline (XGBoost)
29,1,69.12874905436865,46.18772683989347,5,0.08,1000,Baseline (XGBoost)
30,1,72.51222125984489,49.210697442259445,1,0.1,1000,Baseline (XGBoost)
31,1,69.60074226923592,47.00248191235653,2,0.1,1000,Baseline (XGBoost)
32,1,72.51208628404682,47.91024053018572,3,0.1,1000,Baseline (XGBoost)
33,1,69.8256686580674,47.30366387680324,4,0.1,1000,Baseline (XGBoost)
34,1,69.7930558390049,46.937917959847844,5,0.1,1000,Baseline (XGBoost)
35,1,72.32027116900404,49.491602056021286,1,0.12,1000,Baseline (XGBoost)
36,1,70.34370478397726,47.1909916038212,2,0.12,1000,Baseline (XGBoost)
37,1,71.08827881750526,47.086410804744716,3,0.12,1000,Baseline (XGBoost)
38,1,70.14940829671285,47.1719036034632,4,0.12,1000,Baseline (XGBoost)
39,1,69.61039603974261,46.61215905428158,5,0.12,1000,Baseline (XGBoost)
40,1,72.86373145734972,49.037103081163515,1,0.15,1000,Baseline (XGBoost)
41,1,70.2158837993863,46.82571334143644,2,0.15,1000,Baseline (XGBoost)
42,1,71.62821852704971,47.76827236885705,3,0.15,1000,Baseline (XGBoost)
43,1,70.8882939010541,47.96595909476125,4,0.15,1000,Baseline (XGBoost)
