,seed,rmse,mae,target_tree_size,v,epochs,method
213,5,77.02955159463525,53.38197253399479,4,0.1,1000,Baseline (XGBoost)
214,5,79.21462923489779,53.968947665035515,5,0.1,1000,Baseline (XGBoost)
215,5,76.45036093457085,52.88168935948564,1,0.12,1000,Baseline (XGBoost)
216,5,75.49695127638932,51.574682130857035,2,0.12,1000,Baseline (XGBoost)
217,5,75.84092080165493,51.899155122850544,3,0.12,1000,Baseline (XGBoost)
218,5,77.4879134338211,53.98388479892315,4,0.12,1000,Baseline (XGBoost)
219,5,79.86009891624296,54.376285879441255,5,0.12,1000,Baseline (XGBoost)
220,5,76.87537834962262,52.96793670781966,1,0.15,1000,Baseline (XGBoost)
221,5,75.6707470942206,51.608230579876476,2,0.15,1000,Baseline (XGBoost)
222,5,74.20332668283818,51.10111204093356,3,0.15,1000,Baseline (XGBoost)
223,5,76.86819956660051,52.96024726981803,4,0.15,1000,Baseline (XGBoost)
224,5,79.33340703166135,54.175965926207724,5,0.15,1000,Baseline (XGBoost)
