,seed,rmse,mae,target_tree_size,v,epochs,method
30,1,78.28779300955661,53.94663168814331,1,0.1,1000,Baseline (XGBoost)
31,1,77.49592233268476,53.25988107486663,2,0.1,1000,Baseline (XGBoost)
32,1,76.97069750728693,53.17386446888031,3,0.1,1000,Baseline (XGBoost)
33,1,76.1553747978322,53.0645989178527,4,0.1,1000,Baseline (XGBoost)
34,1,76.8315789789078,53.96060146552094,5,0.1,1000,Baseline (XGBoost)
35,1,78.88095244350792,53.92173571353902,1,0.12,1000,Baseline (XGBoost)
36,1,80.35244269247796,55.742754533798575,2,0.12,1000,Baseline (XGBoost)
37,1,77.53065562880163,53.291601454110356,3,0.12,1000,Baseline (XGBoost)
38,1,79.76677531420083,55.67082325631233,4,0.12,1000,Baseline (XGBoost)
39,1,80.0953758451752,55.0183488658476,5,0.12,1000,Baseline (XGBoost)
40,1,78.66852119852948,54.065535240102,1,0.15,1000,Baseline (XGBoost)
41,1,78.07525910262592,54.1577517095151,2,0.15,1000,Baseline (XGBoost)
42,1,79.1954014985391,55.24452713441207,3,0.15,1000,Baseline (XGBoost)
43,1,78.26870939905616,54.5489707844185,4,0.15,1000,Baseline (XGBoost)
44,1,75.7800308851517,54.27560813901031,5,0.15,1000,Baseline (XGBoost)
45,2,87.38305935327598,56.86363128658011,1,0.005,1000,Baseline (XGBoost)
46,2,82.63178513836728,55.486337681905546,2,0.005,1000,Baseline (XGBoost)
47,2,82.69188926371964,55.5000585788073,3,0.005,1000,Baseline (XGBoost)
48,2,81.13440509953061,54.7445713728424,4,0.005,1000,Baseline (XGBoost)
49,2,80.77406333484437,54.88759629199151,5,0.005,1000,Baseline (XGBoost)
50,2,81.21305013148574,54.13208120920775,1,0.01,1000,Baseline (XGBoost)
51,2,80.64223147016621,54.47817706482974,2,0.01,1000,Baseline (XGBoost)
52,2,83.46903339773603,56.360422926717305,3,0.01,1000,Baseline (XGBoost)
53,2,80.96831655279557,54.786580908011295,4,0.01,1000,Baseline (XGBoost)
54,2,80.25636845217474,54.44856632135536,5,0.01,1000,Baseline (XGBoost)
55,2,81.7041848301467,53.92369781592374,1,0.02,1000,Baseline (XGBoost)
56,2,80.0385390973866,54.30947995914525,2,0.02,1000,Baseline (XGBoost)
57,2,82.83026553797929,56.047297199136395,3,0.02,1000,Baseline (XGBoost)
58,2,80.6675277670564,54.81697328113829,4,0.02,1000,Baseline (XGBoost)
59,2,79.21903101581655,53.394095322510225,5,0.02,1000,Baseline (XGBoost)
60,2,83.18800160543474,54.73664721047409,1,0.03,1000,Baseline (XGBoost)
61,2,80.43323959652452,54.21840249077878,2,0.03,1000,Baseline (XGBoost)
62,2,80.5841017078765,54.44055163999782,3,0.03,1000,Baseline (XGBoost)
63,2,81.1925191840696,54.84550959005909,4,0.03,1000,Baseline (XGBoost)
64,2,79.76986045225438,54.29366476032098,5,0.03,1000,Baseline (XGBoost)
65,2,82.4003963937774,54.75544653661986,1,0.05,1000,Baseline (XGBoost)
66,2,80.05675188551943,54.50232336321757,2,0.05,1000,Baseline (XGBoost)
67,2,81.38520196607298,54.8605591369891,3,0.05,1000,Baseline (XGBoost)
68,2,80.31597106775627,54.28917516996595,4,0.05,1000,Baseline (XGBoost)
69,2,79.91565821012837,54.41877576872393,5,0.05,1000,Baseline (XGBoost)
70,2,82.25057892843569,54.231082680596934,1,0.08,1000,Baseline (XGBoost)
71,2,80.00013315606326,53.99081852081001,2,0.08,1000,Baseline (XGBoost)
72,2,79.99405752728572,54.35914848502562,3,0.08,1000,Baseline (XGBoost)
73,2,80.8276031330016,55.581925230735116,4,0.08,1000,Baseline (XGBoost)
74,2,79.82126490642476,54.34281802929383,5,0.08,1000,Baseline (XGBoost)
75,2,80.91518444399713,53.73665761787646,1,0.1,1000,Baseline (XGBoost)
76,2,78.85097916827517,53.1777141409287,2,0.1,1000,Baseline (XGBoost)
77,2,81.4031953714533,55.23246969353072,3,0.1,1000,Baseline (XGBoost)
78,2,79.77184599070765,54.40598396375549,4,0.1,1000,Baseline (XGBoost)
79,2,80.94983039040794,55.01017237180758,5,0.1,1000,Baseline (XGBoost)
80,2,80.67029007107108,53.34480116609945,1,0.12,1000,Baseline (XGBoost)
81,2,79.77509368289698,54.35731543918737,2,0.12,1000,Baseline (XGBoost)
82,2,82.77003778386243,56.23044895947322,3,0.12,1000,Baseline (XGBoost)
83,2,79.89837341825901,54.34511700202199,4,0.12,1000,Baseline (XGBoost)
84,2,81.02674805561287,55.28296428984393,5,0.12,1000,Baseline (XGBoost)
85,2,81.26598863958746,53.52477471355843,1,0.15,1000,Baseline (XGBoost)
86,2,79.3898207729622,53.83852431706928,2,0.15,1000,Baseline (XGBoost)
87,2,81.20454211272835,55.22303673874412,3,0.15,1000,Baseline (XGBoost)
88,2,79.4092575470917,54.30527304333879,4,0.15,1000,Baseline (XGBoost)
89,2,82.08530053366917,55.15560707718766,5,0.15,1000,Baseline (XGBoost)
90,3,86.33063534413364,57.61754053509176,1,0.005,1000,Baseline (XGBoost)
91,3,82.26857648100074,54.75424929297117,2,0.005,1000,Baseline (XGBoost)
92,3,79.3063821824836,53.10528125279931,3,0.005,1000,Baseline (XGBoost)
93,3,77.83242239310263,52.61562546115385,4,0.005,1000,Baseline (XGBoost)
94,3,77.99978072994496,52.65722482167562,5,0.005,1000,Baseline (XGBoost)
95,3,82.8554850723897,55.22637402243642,1,0.01,1000,Baseline (XGBoost)
96,3,81.30155226901677,54.092173654392354,2,0.01,1000,Baseline (XGBoost)
97,3,79.31934735008353,53.05490895868927,3,0.01,1000,Baseline (XGBoost)
98,3,77.55983440327174,52.059399503157124,4,0.01,1000,Baseline (XGBoost)
99,3,76.65107683905265,52.189180587467966,5,0.01,1000,Baseline (XGBoost)
100,3,82.4502498589438,54.88517177210501,1,0.02,1000,Baseline (XGBoost)
101,3,79.22544795051346,53.06686418971702,2,0.02,1000,Baseline (XGBoost)
102,3,77.60515064806944,51.9276696666705,3,0.02,1000,Baseline (XGBoost)
103,3,77.46461316748086,52.022856837367996,4,0.02,1000,Baseline (XGBoost)
104,3,76.64575162044902,51.84286458838998,5,0.02,1000,Baseline (XGBoost)
105,3,82.62085064146125,55.2383993188035,1,0.03,1000,Baseline (XGBoost)
106,3,79.96572274557526,53.24076228441835,2,0.03,1000,Baseline (XGBoost)
107,3,79.97263833591319,53.17084496756036,3,0.03,1000,Baseline (XGBoost)
108,3,77.12456753480552,51.89788822644108,4,0.03,1000,Baseline (XGBoost)
109,3,77.88424350695202,52.75616738300481,5,0.03,1000,Baseline (XGBoost)
110,3,81.7163842725314,54.649923420915094,1,0.05,1000,Baseline (XGBoost)
111,3,78.73014673232744,52.575319418426666,2,0.05,1000,Baseline (XGBoost)
112,3,78.41697902793939,52.43538032647152,3,0.05,1000,Baseline (XGBoost)
113,3,77.06922629560181,51.666355339698555,4,0.05,1000,Baseline (XGBoost)
114,3,77.49253356975933,52.535026003876105,5,0.05,1000,Baseline (XGBoost)
115,3,80.80102174980402,54.45788316500214,1,0.08,1000,Baseline (XGBoost)
116,3,78.69322961313749,52.85095945403769,2,0.08,1000,Baseline (XGBoost)
117,3,79.55776919511686,52.63363988198783,3,0.08,1000,Baseline (XGBoost)
118,3,78.36128288536197,52.063670131390104,4,0.08,1000,Baseline (XGBoost)
119,3,77.89318107719383,52.79378679703534,5,0.08,1000,Baseline (XGBoost)
120,3,79.2046195220384,53.22889464577953,1,0.1,1000,Baseline (XGBoost)
121,3,78.18335042623251,52.23224456342401,2,0.1,1000,Baseline (XGBoost)
122,3,78.40834248517548,52.08401052730841,3,0.1,1000,Baseline (XGBoost)
123,3,76.9505102603033,51.32619387033988,4,0.1,1000,Baseline (XGBoost)
124,3,77.80844775915422,52.37493627268742,5,0.1,1000,Baseline (XGBoost)
125,3,78.82410732589146,53.167251555597346,1,0.12,1000,Baseline (XGBoost)
126,3,77.6199622338733,51.71448698957002,2,0.12,1000,Baseline (XGBoost)
127,3,77.87050377757917,51.97078963436455,3,0.12,1000,Baseline (XGBoost)
128,3,79.37218997157701,52.72834110836403,4,0.12,1000,Baseline (XGBoost)
129,3,77.49278769930558,52.33373421192396,5,0.12,1000,Baseline (XGBoost)
130,3,82.04816493862924,55.45407980753837,1,0.15,1000,Baseline (XGBoost)
131,3,77.63033022445225,51.80719874767911,2,0.15,1000,Baseline (XGBoost)
132,3,77.47470598175751,51.900077236990455,3,0.15,1000,Baseline (XGBoost)
133,3,76.97887003121352,51.459178093354055,4,0.15,1000,Baseline (XGBoost)
134,3,77.99615974812393,52.47577357076805,5,0.15,1000,Baseline (XGBoost)
135,4,91.28928081481921,59.962742733595626,1,0.005,1000,Baseline (XGBoost)
136,4,81.29083408570357,56.3281896806281,2,0.005,1000,Baseline (XGBoost)
137,4,79.21129245601185,54.72691497555516,3,0.005,1000,Baseline (XGBoost)
138,4,80.71063394932389,55.468293280370375,4,0.005,1000,Baseline (XGBoost)
139,4,81.5192604015503,56.08744329292388,5,0.005,1000,Baseline (XGBoost)
140,4,84.71085581671832,57.0002706453306,1,0.01,1000,Baseline (XGBoost)
141,4,79.5025435085402,55.01880686286081,2,0.01,1000,Baseline (XGBoost)
142,4,79.30892760710786,54.55985577328789,3,0.01,1000,Baseline (XGBoost)
143,4,79.93359171676518,54.91199040810487,4,0.01,1000,Baseline (XGBoost)
144,4,80.56348993583788,55.374274489609476,5,0.01,1000,Baseline (XGBoost)
145,4,85.84717498891865,57.39041922168366,1,0.02,1000,Baseline (XGBoost)
146,4,80.78634869575038,55.84587204821378,2,0.02,1000,Baseline (XGBoost)
147,4,79.97291166866593,55.56335273522942,3,0.02,1000,Baseline (XGBoost)
148,4,81.31725372416776,55.725758042322916,4,0.02,1000,Baseline (XGBoost)
149,4,81.49052283534816,56.306771070900105,5,0.02,1000,Baseline (XGBoost)
150,4,84.90559889255094,56.839954180845545,1,0.03,1000,Baseline (XGBoost)
151,4,80.86803637766727,55.72271980015038,2,0.03,1000,Baseline (XGBoost)
152,4,79.67348030009978,54.99462201188057,3,0.03,1000,Baseline (XGBoost)
153,4,78.58072947422613,54.74058134761752,4,0.03,1000,Baseline (XGBoost)
154,4,82.69336208493579,56.2869162926607,5,0.03,1000,Baseline (XGBoost)
155,4,84.64031830925519,56.5595342765405,1,0.05,1000,Baseline (XGBoost)
156,4,80.74392099762139,55.83960802847406,2,0.05,1000,Baseline (XGBoost)
157,4,80.38794517137964,55.70418150589273,3,0.05,1000,Baseline (XGBoost)
158,4,79.4336127397779,54.81707698082995,4,0.05,1000,Baseline (XGBoost)
159,4,81.76452538182244,55.9285937350958,5,0.05,1000,Baseline (XGBoost)
160,4,85.21609782235089,57.298881435194126,1,0.08,1000,Baseline (XGBoost)
161,4,81.69843953498888,56.4359103049415,2,0.08,1000,Baseline (XGBoost)
162,4,78.32646527510215,54.319877430000076,3,0.08,1000,Baseline (XGBoost)
163,4,82.28042251211308,55.97095797700302,4,0.08,1000,Baseline (XGBoost)
164,4,81.63907260937829,56.0373181895141,5,0.08,1000,Baseline (XGBoost)
165,4,83.59251703383354,56.42465302076906,1,0.1,1000,Baseline (XGBoost)
166,4,81.41708291870472,55.892868833580586,2,0.1,1000,Baseline (XGBoost)
167,4,80.694400070438,56.179584142692704,3,0.1,1000,Baseline (XGBoost)
168,4,79.83338641206497,55.307949287654104,4,0.1,1000,Baseline (XGBoost)
169,4,84.83771566496652,58.10805622878601,5,0.1,1000,Baseline (XGBoost)
170,4,84.23033881842505,56.696133664646894,1,0.12,1000,Baseline (XGBoost)
171,4,83.15661442400915,56.86330322709276,2,0.12,1000,Baseline (XGBoost)
172,4,78.7352601879375,54.81358518693684,3,0.12,1000,Baseline (XGBoost)
173,4,79.53406534493564,55.39393130200593,4,0.12,1000,Baseline (XGBoost)
174,4,83.95624705426553,58.38565148787676,5,0.12,1000,Baseline (XGBoost)
175,4,84.05857812154234,56.910100351818976,1,0.15,1000,Baseline (XGBoost)
176,4,82.68242486341879,57.95442124145543,2,0.15,1000,Baseline (XGBoost)
177,4,80.12955302079416,55.02150103586866,3,0.15,1000,Baseline (XGBoost)
178,4,79.56854288780521,55.93534521088945,4,0.15,1000,Baseline (XGBoost)
179,4,82.54769862846948,56.896038270797725,5,0.15,1000,Baseline (XGBoost)
180,5,90.9411800528329,57.633939096307515,1,0.005,1000,Baseline (XGBoost)
181,5,81.43259741025261,53.44731395601902,2,0.005,1000,Baseline (XGBoost)
182,5,80.08921456310118,52.73333245598032,3,0.005,1000,Baseline (XGBoost)
183,5,79.05664946293837,52.10962823073071,4,0.005,1000,Baseline (XGBoost)
184,5,79.20250645037156,53.137599536527524,5,0.005,1000,Baseline (XGBoost)
185,5,86.70676801574544,55.47983302259791,1,0.01,1000,Baseline (XGBoost)
186,5,80.8433788864037,53.52640786277226,2,0.01,1000,Baseline (XGBoost)
187,5,79.97991770847686,53.04041026740103,3,0.01,1000,Baseline (XGBoost)
188,5,78.92405073421617,51.77398388313601,4,0.01,1000,Baseline (XGBoost)
189,5,78.60180514335359,52.570480332443566,5,0.01,1000,Baseline (XGBoost)
190,5,84.62346046188937,54.523138672445135,1,0.02,1000,Baseline (XGBoost)
191,5,78.58301028384972,52.719007136751465,2,0.02,1000,Baseline (XGBoost)
192,5,79.50663056010328,53.09115123250642,3,0.02,1000,Baseline (XGBoost)
193,5,78.59443353099911,51.860430026763616,4,0.02,1000,Baseline (XGBoost)
194,5,78.51732639961007,52.514556077158666,5,0.02,1000,Baseline (XGBoost)
195,5,84.38078783023244,54.64957256781747,1,0.03,1000,Baseline (XGBoost)
196,5,80.78824135864427,53.31830583437319,2,0.03,1000,Baseline (XGBoost)
197,5,79.66509926418067,52.7451190574071,3,0.03,1000,Baseline (XGBoost)
198,5,78.28826042022882,51.76783677894585,4,0.03,1000,Baseline (XGBoost)
199,5,78.58596586114443,52.17381447270022,5,0.03,1000,Baseline (XGBoost)
200,5,84.86568607867612,54.85329959089186,1,0.05,1000,Baseline (XGBoost)
201,5,80.86254682887493,53.32334039588029,2,0.05,1000,Baseline (XGBoost)
202,5,79.26659250870551,52.769958875927074,3,0.05,1000,Baseline (XGBoost)
203,5,77.87084805445926,51.543335276850044,4,0.05,1000,Baseline (XGBoost)
204,5,78.51486826516546,52.45159615213045,5,0.05,1000,Baseline (XGBoost)
205,5,83.88546142685097,54.6476833223851,1,0.08,1000,Baseline (XGBoost)
206,5,80.89072156742421,53.15525387028697,2,0.08,1000,Baseline (XGBoost)
207,5,80.81806474349158,53.21886838251715,3,0.08,1000,Baseline (XGBoost)
208,5,78.92704446839238,51.880313260581104,4,0.08,1000,Baseline (XGBoost)
209,5,79.13142254159507,52.66990496266306,5,0.08,1000,Baseline (XGBoost)
210,5,84.12841154946969,54.70819411292073,1,0.1,1000,Baseline (XGBoost)
211,5,81.40159046411773,53.45874646482631,2,0.1,1000,Baseline (XGBoost)
212,5,78.47323720916378,52.53280113685107,3,0.1,1000,Baseline (XGBoost)
213,5,78.23627433180604,51.51272607608479,4,0.1,1000,Baseline (XGBoost)
214,5,78.71640261182952,53.19193320765984,5,0.1,1000,Baseline (XGBoost)
215,5,85.12779023704327,55.37804628040799,1,0.12,1000,Baseline (XGBoost)
216,5,79.90379080272594,52.5061708609326,2,0.12,1000,Baseline (XGBoost)
217,5,79.33182594928691,53.21254993835879,3,0.12,1000,Baseline (XGBoost)
218,5,77.3700977746927,51.768708828177786,4,0.12,1000,Baseline (XGBoost)
219,5,78.25909173062043,53.24070175859035,5,0.12,1000,Baseline (XGBoost)
220,5,84.68910565018695,55.2069339341809,1,0.15,1000,Baseline (XGBoost)
221,5,81.41714751038452,53.8378169100007,2,0.15,1000,Baseline (XGBoost)
222,5,78.74115573762008,52.512037567161705,3,0.15,1000,Baseline (XGBoost)
223,5,76.83005970867573,51.76450678161962,4,0.15,1000,Baseline (XGBoost)
224,5,78.91054771836619,53.286825447594204,5,0.15,1000,Baseline (XGBoost)
