,seed,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
0,860.0,0.05,1.0,1.0,0.01,0.9,400.0,5.1303613473127,3.9954366888704365,5.866383177716703,4.60110313238175
1,860.0,0.05,1.0,1.0,0.0,0.5,400.0,5.48225343157466,4.365645382523913,5.9301131775018465,4.839713157670573
2,860.0,0.05,1.0,2.0,0.01,0.9,400.0,5.531783697576274,4.230951289301802,5.564610298055264,4.3077830235170556
3,860.0,0.05,1.0,2.0,0.0,0.5,400.0,5.7293858403945395,4.463468936781627,5.727624160287331,4.5660400032206185
4,860.0,0.05,1.0,3.0,0.01,0.9,400.0,6.167049037846569,4.815757250960176,6.213624149932669,4.864604567766104
5,860.0,0.05,1.0,3.0,0.0,0.5,400.0,6.8034194269069355,5.447073208535169,6.26935540304377,5.041109910670778
6,860.0,0.05,2.0,1.0,0.01,0.9,400.0,5.454843855680624,4.429696233535219,6.016881599876047,4.882834927360801
7,860.0,0.05,2.0,1.0,0.0,0.5,400.0,5.512684392345751,4.479343473379254,6.00826359902567,4.89654265150732
8,860.0,0.05,2.0,2.0,0.01,0.9,400.0,5.742431693768609,4.4703851637387855,5.6674900787435885,4.553758866677128
9,860.0,0.05,2.0,2.0,0.0,0.5,400.0,5.789636715382765,4.4121095246460325,5.744355586892095,4.610879969248215
10,860.0,0.05,2.0,3.0,0.01,0.9,400.0,6.449581075973403,4.911283574557285,6.33424455810951,4.943479002461033
11,860.0,0.05,2.0,3.0,0.0,0.5,400.0,6.787360977654228,5.275672537783715,6.160622286082139,5.012228796258958
12,860.0,0.05,3.0,1.0,0.01,0.9,400.0,5.382671395646322,4.376358911903365,5.922368589926821,4.813620320746308
13,860.0,0.05,3.0,1.0,0.0,0.5,400.0,5.403871373382174,4.39140840502728,5.88950471914559,4.787831348967954
14,860.0,0.05,3.0,2.0,0.01,0.9,400.0,5.568779857640764,4.257855228127483,5.8764354824938065,4.596460043009306
15,860.0,0.05,3.0,2.0,0.0,0.5,400.0,5.611632770550462,4.286556056547628,5.843780099534827,4.6805013635143045
16,860.0,0.05,3.0,3.0,0.01,0.9,400.0,6.927576639219866,5.244857682103179,6.6278369393225605,5.150319553172031
17,860.0,0.05,3.0,3.0,0.0,0.5,400.0,7.656289071873789,6.305704833310126,6.170808812371999,5.109775450948876
18,860.0,0.1,1.0,1.0,0.01,0.9,400.0,7.8335445420645256,6.809075845388651,7.539554040610728,6.717046317567675
19,860.0,0.1,1.0,1.0,0.0,0.5,400.0,5.558387254439138,4.525777896683477,5.871735384967625,4.8122398140094464
20,860.0,0.1,1.0,2.0,0.01,0.9,400.0,6.134410578893007,4.732299132397572,5.823378495292724,4.735685591126541
21,860.0,0.1,1.0,2.0,0.0,0.5,400.0,5.848469470353128,4.457115883783592,5.7670354222317695,4.590740773235891
22,860.0,0.1,1.0,3.0,0.01,0.9,400.0,6.537192139366454,5.106589639121736,6.3738490787481235,5.162694752490909
23,860.0,0.1,1.0,3.0,0.0,0.5,400.0,6.883747813088536,5.536257737897122,6.207048140051171,5.010017089012906
24,860.0,0.1,2.0,1.0,0.01,0.9,400.0,7.856269834569774,6.814271309676221,7.669085959285467,6.873010305144147
25,860.0,0.1,2.0,1.0,0.0,0.5,400.0,5.531856475448518,4.440049358834285,6.005833673113659,4.884667490304834
26,860.0,0.1,2.0,2.0,0.01,0.9,400.0,5.987498701151667,4.53739469037597,5.858992167078717,4.76552420286072
27,860.0,0.1,2.0,2.0,0.0,0.5,400.0,5.624439095693493,4.258274283194674,5.730137310595351,4.568918093031026
28,860.0,0.1,2.0,3.0,0.01,0.9,400.0,6.745326265160997,5.008243415427336,6.455840539565517,5.108539170546772
29,860.0,0.1,2.0,3.0,0.0,0.5,400.0,6.946247414610344,5.271324169613994,6.344623284072087,5.151004943275857
30,860.0,0.1,3.0,1.0,0.01,0.9,400.0,6.918005724204416,5.9950244078653325,6.9486918854365145,6.246802967619942
31,860.0,0.1,3.0,1.0,0.0,0.5,400.0,5.42990617781714,4.495679103599079,5.836523503224196,4.766993023356978
32,860.0,0.1,3.0,2.0,0.01,0.9,400.0,5.85552138525824,4.3291385014978925,6.047033413021637,4.838341944721585
33,860.0,0.1,3.0,2.0,0.0,0.5,400.0,5.6928795224791875,4.289448006244446,5.940799912808521,4.720355256192759
34,860.0,0.1,3.0,3.0,0.01,0.9,400.0,7.459531966224398,5.481081497119914,6.786388826424792,5.398562567038223
35,860.0,0.1,3.0,3.0,0.0,0.5,400.0,7.461471899264294,5.754925296633754,6.278119150031816,5.117008248186756
36,860.0,0.2,1.0,1.0,0.01,0.9,400.0,9.603045822126589,8.382207510772698,9.53945457739005,8.562421898974055
37,860.0,0.2,1.0,1.0,0.0,0.5,400.0,5.622245145411055,4.457881826952243,5.897617105131784,4.833817133213679
38,860.0,0.2,1.0,2.0,0.01,0.9,400.0,12.801748675315405,10.619771687714097,11.438074372172677,9.635762676267102
39,860.0,0.2,1.0,2.0,0.0,0.5,400.0,5.855270485001589,4.3944575062051605,5.9089256958016705,4.65232399576414
40,860.0,0.2,1.0,3.0,0.01,0.9,400.0,11.116055515243325,9.40173353117903,9.493442959676747,8.49169293650172
41,860.0,0.2,1.0,3.0,0.0,0.5,400.0,7.02561029757386,5.509467226287181,6.297267185627797,5.120808414191917
42,860.0,0.2,2.0,1.0,0.01,0.9,400.0,9.185701363129946,8.023216517772747,9.141617598516675,8.260281650679733
43,860.0,0.2,2.0,1.0,0.0,0.5,400.0,5.600131715045117,4.37959928138396,5.957527284709338,4.837265740099665
44,860.0,0.2,2.0,2.0,0.01,0.9,400.0,6.0907205294820335,4.43489453522373,6.20272657114997,4.935294394533553
45,860.0,0.2,2.0,2.0,0.0,0.5,400.0,5.663147476239321,4.192049331189657,5.915358263646671,4.65345596074964
46,860.0,0.2,2.0,3.0,0.01,0.9,400.0,11.594784552640547,9.843221297668995,9.995835539009436,8.425493274580274
47,860.0,0.2,2.0,3.0,0.0,0.5,400.0,6.907144901708647,5.243285771202957,6.3418007924875575,5.070556444374042
48,860.0,0.2,3.0,1.0,0.01,0.9,400.0,7.732931263364002,6.6832025506809005,8.076695363734693,7.274733874973413
49,860.0,0.2,3.0,1.0,0.0,0.5,400.0,5.413921956348707,4.28340671848568,5.796135217454218,4.734720785050019
50,860.0,0.2,3.0,2.0,0.01,0.9,400.0,6.046804926857753,4.435525568005044,6.3441186231155795,5.0992080478234065
51,860.0,0.2,3.0,2.0,0.0,0.5,400.0,5.687385185384396,4.307547921835064,5.762603520418531,4.553033150286191
52,860.0,0.2,3.0,3.0,0.01,0.9,400.0,7.270746981835887,5.312244787464114,7.053379271216222,5.536779261281363
53,860.0,0.2,3.0,3.0,0.0,0.5,400.0,7.3568004862375025,5.868284182511924,6.072520819144085,4.947917547862848
54,860.0,0.3,1.0,1.0,0.01,0.9,400.0,12.290396620083763,11.241195485813375,12.324516481707908,11.26006942901206
55,860.0,0.3,1.0,1.0,0.0,0.5,400.0,5.473431382506357,4.2461902192805585,5.913460982998088,4.823589349438578
56,860.0,0.3,1.0,2.0,0.01,0.9,400.0,13.042916563982223,10.833128767475062,11.92579329532363,10.322891175677654
57,860.0,0.3,1.0,2.0,0.0,0.5,400.0,5.984511793396964,4.297746911471571,5.9684335343121075,4.814901883322114
58,860.0,0.3,1.0,3.0,0.01,0.9,400.0,11.519466383734763,9.781677036636463,10.154687241747993,9.154879023273553
59,860.0,0.3,1.0,3.0,0.0,0.5,400.0,7.174847546761869,5.655547312684211,6.320722547510522,5.161306169479158
