,seed,d,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,930.0,3.0,0.05,1.0,1.3109217082560654,1.032936612535365,1.3731613280016037,1.0986971656038644
1,930.0,3.0,0.05,2.0,0.6282930091470083,0.49889544612471387,0.6451500081328124,0.5207767566339894
2,930.0,3.0,0.05,3.0,0.7610024799989213,0.5926705785992997,0.794261544619744,0.6188801043815547
3,930.0,3.0,0.05,4.0,0.8363766741612332,0.6513958140143007,0.8224721307694765,0.6493826677116007
4,930.0,3.0,0.05,5.0,0.9726935214060054,0.7660514127939853,0.9716025606652864,0.7609391059275247
5,930.0,3.0,0.05,6.0,1.1569576103403867,0.8997985659624558,1.1307662407681547,0.8848132014616128
6,930.0,3.0,0.05,7.0,1.2959314036785914,1.0110675134815004,1.2790966883959978,1.0018716280800914
7,930.0,3.0,0.075,1.0,1.3486078410169138,1.0640671547643905,1.4085307677667238,1.1307145176494664
8,930.0,3.0,0.075,2.0,0.5966053028945607,0.47541061451454164,0.6198030516600969,0.5086474991274044
9,930.0,3.0,0.075,3.0,0.7053456476677383,0.5547369171353518,0.7345399159017456,0.5788084260247772
10,930.0,3.0,0.075,4.0,0.8516513823106657,0.664624975270493,0.8441833089048819,0.662115608606005
11,930.0,3.0,0.075,5.0,0.9752296010080116,0.768548068874496,0.9767275049376782,0.7660660388998963
12,930.0,3.0,0.075,6.0,1.152923698756361,0.9001971473723036,1.1264373345554628,0.8807015451192158
13,930.0,3.0,0.075,7.0,1.301921165961771,1.0205163985967167,1.2932364133039556,1.0106149346531141
14,930.0,3.0,0.1,1.0,1.488201200645763,1.1739803066988124,1.5499605170578625,1.249171743118781
15,930.0,3.0,0.1,2.0,0.6332084889333488,0.5045969401313084,0.6828695395641863,0.5517503051234571
16,930.0,3.0,0.1,3.0,0.6760997597552316,0.5260445412087444,0.689485190183708,0.5366629350938937
17,930.0,3.0,0.1,4.0,0.8715717422438674,0.6779251683282562,0.8637216635630178,0.6822292572767269
18,930.0,3.0,0.1,5.0,0.9676020990962549,0.754869259753684,0.983477515139128,0.766711660611061
19,930.0,3.0,0.1,6.0,1.1601328416453702,0.9054221909866239,1.1504084957484264,0.9017239105086822
20,930.0,3.0,0.1,7.0,1.3366255992368847,1.049502370910684,1.3433919495791526,1.0455948470470042
21,930.0,3.0,0.125,1.0,1.4192123349067332,1.1167235512924631,1.478006122263593,1.185701203835607
22,930.0,3.0,0.125,2.0,0.6632867524947608,0.5272480508427959,0.6847604365752135,0.5518739868090051
23,930.0,3.0,0.125,3.0,0.7241664324964809,0.5738090772935147,0.7286327641249373,0.5740026467942791
24,930.0,3.0,0.125,4.0,0.8822045804545501,0.6921279101345731,0.8651048136991765,0.6912406240575333
25,930.0,3.0,0.125,5.0,0.9766091153700599,0.7711845455826907,0.9885483168799745,0.7807701143802862
26,930.0,3.0,0.125,6.0,1.1482769287195673,0.8992197572407911,1.1398852758378284,0.8982635676965306
27,930.0,3.0,0.125,7.0,1.3423069407956332,1.0509814348102682,1.3135279405417155,1.0265471613461354
28,930.0,3.0,0.15,1.0,1.4149801126096233,1.1156909916936004,1.4747775123145919,1.185409964002617
29,930.0,3.0,0.15,2.0,0.6509344054208065,0.5229716261669598,0.6921597358702842,0.5695733260261272
30,930.0,3.0,0.15,3.0,0.720353987273206,0.570776709595453,0.7341766212464554,0.5843891956102338
31,930.0,3.0,0.15,4.0,0.8824568157109084,0.691749562037202,0.8586571903519771,0.6818903779390564
32,930.0,3.0,0.15,5.0,0.9929878099056406,0.7800463938814289,0.9916628682973857,0.7778270634575547
33,930.0,3.0,0.15,6.0,1.1468061253870792,0.8885842313301564,1.105507924189244,0.8756640800616874
34,930.0,3.0,0.15,7.0,1.340574317319553,1.0423102668373265,1.354052630067592,1.0529896268547332
