,seed,target_column,target_instances,method,n_estimators,lr,tree_size,val_rmse,val_mae,rmse,mae
0,1,Hgv,380,TradaBoostR2,10,0.1,1,3.4384353401956966,2.5306729166444857,3.4291880621774333,2.497561218600373
1,1,Hgv,380,TradaBoostR2,10,0.1,2,4.091212479654385,2.756536594310957,4.789968192033459,2.922557062365027
2,1,Hgv,380,TradaBoostR2,10,0.5,1,3.0213275260716475,2.119823081834902,2.873344772239585,2.064242478210927
3,2,Hgv,95,TradaBoostR2,10,0.1,1,4.573841528115777,3.348266714982007,8.035441534541715,4.40100900638657
4,1,Hgv,380,TradaBoostR2,10,0.5,2,3.138688862751977,2.1794444709555862,3.274948725793912,2.2202451873025404
5,2,Hgv,95,TradaBoostR2,10,0.1,2,8.023634021713939,4.163303261443121,17.304557692745657,5.317579173543266
6,2,Hgv,95,TradaBoostR2,10,0.5,1,3.5968176552498856,2.7121682640116505,3.856902863483101,2.8890439800051104
7,1,Hgv,380,TradaBoostR2,20,0.1,1,3.241746079868887,2.384101370190588,3.2095247135629137,2.352715598007276
8,2,Hgv,475,TradaBoostR2,10,0.1,1,3.2629045589260786,2.439888339748888,3.751491095816347,2.46997679848733
9,2,Hgv,95,TradaBoostR2,10,0.5,2,4.909434417426956,3.307187262720384,5.261411197119557,3.6071540177085817
10,1,Hgv,95,TradaBoostR2,10,0.1,1,4.744405461603527,3.648917863258134,5.963590620409263,3.829199839421816
11,2,Hgv,475,TradaBoostR2,10,0.1,2,3.2418613815353003,2.42714554422157,3.2592189712423014,2.413285090883769
12,1,Hgv,380,TradaBoostR2,20,0.1,2,3.4119592874744606,2.4747108606198043,3.623992525333506,2.377035672788275
13,1,Hgv,665,TradaBoostR2,10,0.1,1,2.921940132426462,2.195912588339991,2.9044593934260474,2.1391504408156603
14,2,Hgv,95,TradaBoostR2,20,0.1,1,3.88160458124111,3.0460453568303807,3.928165783789112,3.03947505046918
15,2,Hgv,475,TradaBoostR2,10,0.5,1,2.3456695052304424,1.709701405618078,2.265395960760173,1.746919130268545
16,1,Hgv,95,TradaBoostR2,10,0.1,2,6.970949040061809,4.811931161667869,10.246922393478616,5.459434410139519
17,1,Hgv,380,TradaBoostR2,20,0.5,1,2.846209282878901,1.987395291104984,2.8233718030631016,2.02450990538126
18,1,Hgv,665,TradaBoostR2,10,0.1,2,3.1014240721663127,2.24884160812276,3.102147772454052,2.208276861506796
19,1,Hgv,95,TradaBoostR2,10,0.5,1,4.266854650648421,3.135955575077788,4.0339460876440505,2.9575458785676134
20,2,Hgv,475,TradaBoostR2,10,0.5,2,2.7886831110109096,1.907439344084109,2.9651103804703327,1.8430412706331487
21,1,Hgv,665,TradaBoostR2,10,0.5,1,2.421785550978333,1.8528816299098096,2.415242126453069,1.8310132928612637
22,2,Hgv,285,TradaBoostR2,10,0.1,1,3.5961102947092707,2.657592551826424,5.370456967055987,3.039564060476671
23,1,Hgv,760,TradaBoostR2,10,0.1,1,2.932412727962384,2.1810598113605786,2.961585747553973,2.129339810743089
24,2,Hgv,95,TradaBoostR2,20,0.1,2,7.977825845528975,4.064910464923747,17.283806777881473,5.221121759829849
25,1,Hgv,95,TradaBoostR2,10,0.5,2,4.638617380025679,3.3480760797431013,4.929464095402492,3.3703977265767797
26,2,Hgv,475,TradaBoostR2,20,0.1,1,3.0467443243519567,2.2548495116841565,3.651310280683164,2.286218112886967
27,1,Hgv,665,TradaBoostR2,10,0.5,2,2.45351915428484,1.8731720004298,2.630789889255888,1.937725825693268
28,1,Hgv,380,TradaBoostR2,20,0.5,2,3.2054274247982417,2.275047725304308,3.912499570724932,2.5539355526026783
29,2,Hgv,285,TradaBoostR2,10,0.1,2,4.028453204064695,3.010477682669424,6.063208634081839,3.5913423116038365
30,1,Hgv,760,TradaBoostR2,10,0.1,2,3.0404684791900114,2.227082302579462,3.3686473687378724,2.3273961580237503
31,2,Hgv,95,TradaBoostR2,20,0.5,1,3.121602592679874,2.3419160454304886,3.365892514688399,2.473903600309789
32,1,Hgv,95,TradaBoostR2,20,0.1,1,4.392902221416987,3.251495354347934,5.222399137041893,3.373490325853375
33,2,Hgv,285,TradaBoostR2,10,0.5,1,2.54035347330093,1.9107983225328988,2.811806552749323,2.1342887019470727
34,1,Hgv,760,TradaBoostR2,10,0.5,1,2.351677834447156,1.7797509910812437,2.405358084894292,1.783662953810868
35,1,Hgv,665,TradaBoostR2,20,0.1,1,2.642320981631311,2.035948456942967,2.668597473309827,2.034973924350392
36,1,Hgv,380,TradaBoostR2,30,0.1,1,2.74955314204487,2.0725549563563006,2.875400548563898,2.126291019757581
37,2,Hgv,475,TradaBoostR2,20,0.1,2,5.861371931056694,2.7116831789630185,36.37240780287118,4.220830285665082
38,2,Hgv,285,TradaBoostR2,10,0.5,2,2.9271603956052576,2.1514605816639087,3.705130433808869,2.4443916734116167
39,1,Hgv,760,TradaBoostR2,10,0.5,2,2.586726016870088,1.874745757668214,2.5865851384754084,1.9132672618912625
40,2,Hgv,475,TradaBoostR2,20,0.5,1,2.556121144613402,1.7852731049507182,2.526837147375426,1.7755337503764306
41,2,Hgv,95,TradaBoostR2,20,0.5,2,3.6640867790826617,2.8355928124982475,4.958064100188079,3.161093043839031
42,1,Hgv,665,TradaBoostR2,20,0.1,2,2.9053512239772,2.185125468444509,2.7867986817743677,2.096750226779057
43,2,Hgv,285,TradaBoostR2,20,0.1,1,3.0571609519311083,2.39763109092204,3.192061922565385,2.4637454815318622
44,1,Hgv,95,TradaBoostR2,20,0.1,2,6.9973989163322186,4.731463875008481,10.738626624406896,5.525736128918296
45,1,Hgv,760,TradaBoostR2,20,0.1,1,2.525503250702808,1.9572037380729572,2.62796636359405,1.9795113767833772
46,2,Hgv,190,TradaBoostR2,10,0.1,1,3.463770658498579,2.742982014159923,3.783307611491926,2.902448123726672
47,1,Hgv,475,TradaBoostR2,10,0.1,1,3.314515758687431,2.4623317792528705,3.2305891391334094,2.425948045252975
48,1,Hgv,285,TradaBoostR2,10,0.1,1,3.769096968402993,2.764359133278816,3.7007043383573857,2.6857979624703785
49,1,Hgv,665,TradaBoostR2,20,0.5,1,2.5672484544138423,1.9481625477905689,2.566980910418632,1.9383370135319955
50,1,Hgv,380,TradaBoostR2,30,0.1,2,3.357790540181236,2.39514622228674,4.029292133142686,2.4370956715482164
51,2,Hgv,190,TradaBoostR2,10,0.1,2,6.954912449359425,3.5269634313048908,14.892330482077387,5.040458025791734
52,1,Hgv,95,TradaBoostR2,20,0.5,1,4.257817309100745,3.1026322989292163,4.184012870949986,2.910068619668897
53,1,Hgv,475,TradaBoostR2,10,0.1,2,3.545544926729582,2.6406316937780505,3.246970341641477,2.467098710919603
54,2,Hgv,95,TradaBoostR2,30,0.1,1,3.795204259759207,2.95285681613883,3.80641627934291,2.944927992090407
55,1,Hgv,285,TradaBoostR2,10,0.1,2,4.631360946422296,2.9625187713783263,6.853176576416622,3.1799548602855534
56,2,Hgv,475,TradaBoostR2,20,0.5,2,2.406236907222528,1.7033343767300149,2.248963602958422,1.6509366248911903
57,2,Hgv,190,TradaBoostR2,10,0.5,1,2.8668462624048647,2.2158674773733678,3.0884157772019663,2.361385648032516
58,2,Hgv,285,TradaBoostR2,20,0.1,2,3.094832953415739,2.3942897310587403,3.3241383265830677,2.5165779942918194
59,1,Hgv,475,TradaBoostR2,10,0.5,1,2.583209246097104,1.9448527591567253,2.7272213852721405,2.0027224632429306
60,1,Hgv,760,TradaBoostR2,20,0.1,2,2.806796066079197,2.1154913451428743,3.0650899372208844,2.131989562322409
61,1,Hgv,285,TradaBoostR2,10,0.5,1,2.9357726523621333,2.267300641842073,3.2357227721038653,2.3928434137869266
62,1,Hgv,380,TradaBoostR2,30,0.5,1,2.865869510565321,2.0826243202907992,2.9268376029995835,2.12595194023659
63,2,Hgv,285,TradaBoostR2,20,0.5,1,2.383516595146408,1.7572156727705814,2.470790824163806,1.854686750887177
64,1,Hgv,190,TradaBoostR2,10,0.1,1,4.411679700523346,3.166440344461038,4.8287917440117525,3.156038215520851
65,2,Hgv,190,TradaBoostR2,10,0.5,2,3.181233501685641,2.396662525487887,3.614649796888768,2.642474693687086
66,1,Hgv,665,TradaBoostR2,20,0.5,2,2.4367641680698857,1.8046227442415876,2.5096270268357506,1.8356212717371247
67,1,Hgv,475,TradaBoostR2,10,0.5,2,2.8241639480739877,2.044648064352234,3.0636680769933817,2.1805865983154056
68,2,Hgv,475,TradaBoostR2,30,0.1,1,2.8320619670242846,2.0737246789664363,3.646841508096401,2.124520779926432
