,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
0,70,3,MTransferTreeBoost,0.075,1,1,0.01,0.5,1000,2.1158297630060354,1.7071366418952003,2.131351613585036,1.7024937725465075
1,70,3,MTransferTreeBoost,0.075,1,1,0.01,0.9,1000,1.8764693507290948,1.5029894548623721,1.879569555472129,1.490383207142957
2,70,3,MTransferTreeBoost,0.075,1,1,0.05,0.5,1000,3.0840182132841694,2.4666033244833003,3.1475593223538443,2.5320076948318393
3,70,3,MTransferTreeBoost,0.075,1,1,0.05,0.9,1000,2.822917769201709,2.2569289633928564,2.8809248220591948,2.3104219836479656
4,70,3,MTransferTreeBoost,0.075,1,2,0.01,0.5,1000,1.308272916702157,0.988937904821104,1.306424482734689,1.0003806483837985
5,70,3,MTransferTreeBoost,0.075,1,2,0.01,0.9,1000,1.269271881945956,0.9628134337320253,1.2390954208438323,0.9405626249146375
6,70,3,MTransferTreeBoost,0.075,1,2,0.05,0.5,1000,2.7524456296540993,2.1913280363832475,2.8156680316288307,2.239697373889285
7,70,3,MTransferTreeBoost,0.075,1,2,0.05,0.9,1000,2.7638526657498574,2.1948620655730045,2.8090302142284296,2.235621220691446
8,70,3,MTransferTreeBoost,0.075,2,1,0.01,0.5,1000,2.3899342129381447,1.9054539499422225,2.387375722384554,1.8947347608886176
9,70,3,MTransferTreeBoost,0.075,2,1,0.01,0.9,1000,1.53256983394235,1.204383619193262,1.5166668516849955,1.196031678749875
10,70,3,MTransferTreeBoost,0.075,2,1,0.05,0.5,1000,3.2235631879098134,2.5426227547863043,3.257306082600408,2.6144393309198684
11,70,3,MTransferTreeBoost,0.075,2,1,0.05,0.9,1000,3.016353977083044,2.388875439918438,3.0553657366673863,2.451488874306066
12,70,3,MTransferTreeBoost,0.075,2,2,0.01,0.5,1000,2.0899654616782435,1.627269304290628,2.1109093837488744,1.6479010516247914
13,70,3,MTransferTreeBoost,0.075,2,2,0.01,0.9,1000,1.6518183396398063,1.2431258994061027,1.6338731625432903,1.2474547778418088
