,seed,target_instances,d,method,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
130,85,100,3,LADTransferTreeBoost,0.05,2,2,0.05,0.5,400,2.3498383793164073,1.8595464317004289,2.2989947073937556,1.821104857216587
131,85,100,3,MTransferTreeBoost,0.05,2,2,0.05,0.5,400,1.9064272545741747,1.483237266514482,1.8676820399829086,1.4528417017739093
132,85,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,400,1.878860236508242,1.4513032777504413,1.8243469725149797,1.4021464428806594
133,85,100,3,LADTransferTreeBoost,0.05,2,2,0.05,0.9,400,2.266536936689572,1.7708756214308776,2.227966885957325,1.751657746446093
134,85,100,3,MTransferTreeBoost,0.05,2,2,0.05,0.9,400,1.85806686824478,1.449787791164933,1.8377167885052748,1.4193784073174514
135,85,100,3,LSTransferTreeBoost,0.05,2,3,0.0,0.1,400,2.230006533048069,1.7462766737062358,2.1204136537819958,1.672759847199203
136,85,100,3,LADTransferTreeBoost,0.05,2,3,0.0,0.1,400,2.3413404994221017,1.8156173956751234,2.33231414632216,1.8196454110626872
137,85,100,3,MTransferTreeBoost,0.05,2,3,0.0,0.1,400,2.1647082104163773,1.6892282963837764,2.058315342557671,1.6217594753412696
138,85,100,3,LSTransferTreeBoost,0.05,2,3,0.0,0.5,400,2.1441644238348525,1.6928527287833655,2.0098823653044446,1.5891074296154597
139,85,100,3,LADTransferTreeBoost,0.05,2,3,0.0,0.5,400,1.996320472647929,1.5458052429678566,1.9797147033926987,1.5337991692690367
140,85,100,3,MTransferTreeBoost,0.05,2,3,0.0,0.5,400,2.0280872357427264,1.58555617014389,1.982272622626488,1.548868182372524
141,85,100,3,LSTransferTreeBoost,0.05,2,3,0.0,0.9,400,2.1161544139898507,1.6572224677985903,2.0374481717533803,1.6062568095484566
142,85,100,3,LADTransferTreeBoost,0.05,2,3,0.0,0.9,400,3.340065773997164,2.650929861423077,3.2923566357106036,2.60484097485404
143,85,100,3,MTransferTreeBoost,0.05,2,3,0.0,0.9,400,2.866597346128857,2.2979504539022875,2.814670740149695,2.261176758704732
144,85,100,3,LSTransferTreeBoost,0.05,2,3,0.01,0.1,400,2.1952108818900404,1.724845259139125,2.0867485410855995,1.648733996003137
145,85,100,3,LADTransferTreeBoost,0.05,2,3,0.01,0.1,400,2.368697848186284,1.807825207580238,2.351057175361637,1.8010183487483373
146,85,100,3,MTransferTreeBoost,0.05,2,3,0.01,0.1,400,2.202253373839953,1.7160474013090588,2.1066060950043033,1.6575137910990265
147,85,100,3,LSTransferTreeBoost,0.05,2,3,0.01,0.5,400,2.235093417788816,1.7657852225405382,2.1019302855671995,1.6595105660573248
148,85,100,3,LADTransferTreeBoost,0.05,2,3,0.01,0.5,400,2.2812500464428185,1.7806162871467417,2.2304341576963265,1.7368432124709081
149,85,100,3,MTransferTreeBoost,0.05,2,3,0.01,0.5,400,2.1128850108978376,1.6501114099747252,2.0425152697416378,1.595082241800264
150,85,100,3,LSTransferTreeBoost,0.05,2,3,0.01,0.9,400,2.087391712576356,1.6345212314007274,1.9631732462454263,1.5442475798631572
151,85,100,3,LADTransferTreeBoost,0.05,2,3,0.01,0.9,400,2.3305134154047566,1.8131981418415093,2.301440002305611,1.7903524225926144
152,85,100,3,MTransferTreeBoost,0.05,2,3,0.01,0.9,400,1.9712292455483833,1.526644397315165,1.9047663400426704,1.4843604242142059
153,85,100,3,LSTransferTreeBoost,0.05,2,3,0.05,0.1,400,2.2869979406962395,1.7859546845960694,2.1879301960337267,1.721732660421223
154,85,100,3,LADTransferTreeBoost,0.05,2,3,0.05,0.1,400,2.456607591624879,1.8870262764251255,2.4532509152932285,1.8866904437135559
155,85,100,3,MTransferTreeBoost,0.05,2,3,0.05,0.1,400,2.2032348947365734,1.7150065186661263,2.1115019586468238,1.671033195555388
156,85,100,3,LSTransferTreeBoost,0.05,2,3,0.05,0.5,400,2.2500389592840975,1.7574462392841708,2.145122911923764,1.6898755116769244
157,85,100,3,LADTransferTreeBoost,0.05,2,3,0.05,0.5,400,2.43473803463009,1.87962382336317,2.419604275535633,1.8562731780777777
158,85,100,3,MTransferTreeBoost,0.05,2,3,0.05,0.5,400,2.1434659243238503,1.6686701719407326,2.0498624294880994,1.6154317999066272
159,85,100,3,LSTransferTreeBoost,0.05,2,3,0.05,0.9,400,2.189194415731407,1.714841799267333,2.0754081666271422,1.636989290367604
160,85,100,3,LADTransferTreeBoost,0.05,2,3,0.05,0.9,400,2.4952091579074773,1.9194394165649804,2.4568238910485816,1.8886748476181132
161,85,100,3,MTransferTreeBoost,0.05,2,3,0.05,0.9,400,2.100668537096186,1.6368443239249761,2.025814643911934,1.5852653590508377
162,85,100,3,LSTransferTreeBoost,0.05,3,1,0.0,0.1,400,1.834337153838165,1.4593183728271666,1.8222899557496761,1.4486937695905682
163,85,100,3,LADTransferTreeBoost,0.05,3,1,0.0,0.1,400,2.617193400661635,2.0327752223029933,2.640647655589138,2.0481219028065345
164,85,100,3,MTransferTreeBoost,0.05,3,1,0.0,0.1,400,1.917273669385031,1.5002656161640808,1.9342220387015492,1.520073985677179
165,85,100,3,LSTransferTreeBoost,0.05,3,1,0.0,0.5,400,2.0132810308755626,1.5799188017978307,2.029118489667703,1.5944362229585576
166,85,100,3,LADTransferTreeBoost,0.05,3,1,0.0,0.5,400,2.4194705304498294,1.8957732209980291,2.418113166557894,1.8807007643603486
167,85,100,3,MTransferTreeBoost,0.05,3,1,0.0,0.5,400,2.0428413289162437,1.6055088421513832,2.074344477765806,1.621766893653818
168,85,100,3,LSTransferTreeBoost,0.05,3,1,0.0,0.9,400,2.5382130441893733,2.017493038210461,2.522677208357124,1.992572709159387
169,85,100,3,LADTransferTreeBoost,0.05,3,1,0.0,0.9,400,3.137812126614041,2.5350015925463905,3.1035724260942272,2.505045779307061
170,85,100,3,MTransferTreeBoost,0.05,3,1,0.0,0.9,400,2.5739974694011742,2.0326070646549153,2.5755073231428476,2.0129099282050458
171,85,100,3,LSTransferTreeBoost,0.05,3,1,0.01,0.1,400,1.7893358815808607,1.4299343459589506,1.7670770415772112,1.4076412030356655
172,85,100,3,LADTransferTreeBoost,0.05,3,1,0.01,0.1,400,2.837322828510314,2.209483465469074,2.8699039385776683,2.2253077628477933
173,85,100,3,MTransferTreeBoost,0.05,3,1,0.01,0.1,400,1.9502672864715642,1.5319797452409611,1.9625039641503155,1.5460406398199333
174,85,100,3,LSTransferTreeBoost,0.05,3,1,0.01,0.5,400,1.8393027740109111,1.4683947669022654,1.8540190456804788,1.4736677681343786
175,85,100,3,LADTransferTreeBoost,0.05,3,1,0.01,0.5,400,2.576809820502441,2.033565392213292,2.576392730072212,2.027014285852665
176,85,100,3,MTransferTreeBoost,0.05,3,1,0.01,0.5,400,1.9668339402090287,1.5490810951948797,2.0061559777225315,1.5737972196995853
177,85,100,3,LSTransferTreeBoost,0.05,3,1,0.01,0.9,400,1.9471438601445807,1.536076264063835,1.979601192113191,1.5636722458743073
178,85,100,3,LADTransferTreeBoost,0.05,3,1,0.01,0.9,400,2.3158783876471962,1.7786944198143366,2.345315976996833,1.8265213409183214
179,85,100,3,MTransferTreeBoost,0.05,3,1,0.01,0.9,400,1.9820153589655907,1.56174481006332,2.004342600679783,1.5705594503464948
180,85,100,3,LSTransferTreeBoost,0.05,3,1,0.05,0.1,400,1.8267101256537752,1.448861828197349,1.8119286322698562,1.4386536790477458
181,85,100,3,LADTransferTreeBoost,0.05,3,1,0.05,0.1,400,2.717712105189078,2.1091938365230707,2.752954534295568,2.1335799113370566
182,85,100,3,MTransferTreeBoost,0.05,3,1,0.05,0.1,400,2.166915866522561,1.6953276164073936,2.1682841410471836,1.7034136920626775
183,85,100,3,LSTransferTreeBoost,0.05,3,1,0.05,0.5,400,1.8217658434785762,1.4579858427384842,1.810726843789575,1.444111160096381
184,85,100,3,LADTransferTreeBoost,0.05,3,1,0.05,0.5,400,2.8882602486924753,2.2890925440034278,2.8587884121947416,2.269676286865615
185,85,100,3,MTransferTreeBoost,0.05,3,1,0.05,0.5,400,1.9560794603133862,1.5450670888717382,1.971179935153992,1.5588763080678978
186,85,100,3,LSTransferTreeBoost,0.05,3,1,0.05,0.9,400,1.877607951760119,1.4953301730824633,1.8796010906709792,1.4948490590099737
187,85,100,3,LADTransferTreeBoost,0.05,3,1,0.05,0.9,400,2.6775689961912033,2.106606495492478,2.630682019395612,2.078645969076958
188,85,100,3,MTransferTreeBoost,0.05,3,1,0.05,0.9,400,1.9300018354735669,1.5255778819060193,1.958615401496232,1.5451246940764596
189,85,100,3,LSTransferTreeBoost,0.05,3,2,0.0,0.1,400,2.0084491721211806,1.5597952030821762,1.947779408223802,1.521625372174482
190,85,100,3,LADTransferTreeBoost,0.05,3,2,0.0,0.1,400,2.534298819056575,1.9511191819001474,2.525790479765316,1.9764392051397173
