,seed,target_instances,d,method,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
55,85,100,3,LADTransferTreeBoost,0.05,1,3,0.0,0.1,400,2.2507369738265672,1.7229353798362599,2.2160275337912587,1.7284369121173178
56,85,100,3,MTransferTreeBoost,0.05,1,3,0.0,0.1,400,1.8299314319119617,1.422075059643254,1.8005323065643024,1.3854975876488576
57,85,100,3,LSTransferTreeBoost,0.05,1,3,0.0,0.5,400,1.8607265105869022,1.4115138231305833,1.7530501378440975,1.3313620224474902
58,85,100,3,LADTransferTreeBoost,0.05,1,3,0.0,0.5,400,1.799444977527871,1.3583360072730457,1.728455348001,1.3343541352903798
59,85,100,3,MTransferTreeBoost,0.05,1,3,0.0,0.5,400,1.7174914980195948,1.3407837485678777,1.644800715068898,1.2695837520548505
60,85,100,3,LSTransferTreeBoost,0.05,1,3,0.0,0.9,400,2.6644269670207223,2.1121233972890896,2.5508176813442107,2.0566847816203464
61,85,100,3,LADTransferTreeBoost,0.05,1,3,0.0,0.9,400,2.762398121893428,2.1790744159449935,2.714013765643862,2.183020422792333
62,85,100,3,MTransferTreeBoost,0.05,1,3,0.0,0.9,400,2.0662732886226705,1.6291197165592004,1.9984109614900334,1.6012216167710493
63,85,100,3,LSTransferTreeBoost,0.05,1,3,0.01,0.1,400,2.107066576691169,1.5986556297644745,2.012447999154637,1.5401879304011357
64,85,100,3,LADTransferTreeBoost,0.05,1,3,0.01,0.1,400,2.1026952207559693,1.616595001080328,2.0889595900962807,1.618644892424452
65,85,100,3,MTransferTreeBoost,0.05,1,3,0.01,0.1,400,1.8647840854320636,1.4531105928502954,1.825843277492332,1.4082440720087193
66,85,100,3,LSTransferTreeBoost,0.05,1,3,0.01,0.5,400,1.9230224566349519,1.4575494199683465,1.8192307883681649,1.381153693534552
67,85,100,3,LADTransferTreeBoost,0.05,1,3,0.01,0.5,400,1.6667574810965153,1.2962480822719435,1.5813912991869674,1.2669103441651532
68,85,100,3,MTransferTreeBoost,0.05,1,3,0.01,0.5,400,1.7307904021418223,1.3500778095655732,1.6747744349566485,1.2920301113693913
69,85,100,3,LSTransferTreeBoost,0.05,1,3,0.01,0.9,400,1.8306128729020676,1.3719492531942044,1.6858436143653692,1.28379726552195
70,85,100,3,LADTransferTreeBoost,0.05,1,3,0.01,0.9,400,1.6458469305337968,1.2552692807640746,1.547705709123312,1.2064846695769766
71,85,100,3,MTransferTreeBoost,0.05,1,3,0.01,0.9,400,1.6491163555711967,1.2965113637105241,1.5616820184695845,1.216171484833008
72,85,100,3,LSTransferTreeBoost,0.05,1,3,0.05,0.1,400,2.0809259509641342,1.5680465847630811,2.043141575734647,1.5360504360712826
73,85,100,3,LADTransferTreeBoost,0.05,1,3,0.05,0.1,400,2.066832968945758,1.605263601344164,2.011054215508259,1.5754859952518845
74,85,100,3,MTransferTreeBoost,0.05,1,3,0.05,0.1,400,1.885338133532713,1.4590740733866951,1.8758698715294695,1.4492647058703978
75,85,100,3,LSTransferTreeBoost,0.05,1,3,0.05,0.5,400,1.9888248699176176,1.5181496090704028,1.9044361149146902,1.4600745405134994
76,85,100,3,LADTransferTreeBoost,0.05,1,3,0.05,0.5,400,1.922800371629016,1.487192994596245,1.9263067135948808,1.5086178005973525
77,85,100,3,MTransferTreeBoost,0.05,1,3,0.05,0.5,400,1.7761948234062641,1.3736364844145854,1.7486863242920276,1.3468397475872835
78,85,100,3,LSTransferTreeBoost,0.05,1,3,0.05,0.9,400,1.9784393200728727,1.505054986765668,1.86474359584107,1.4211453101720712
79,85,100,3,LADTransferTreeBoost,0.05,1,3,0.05,0.9,400,1.8853354756497298,1.4500608453640493,1.8366114211305726,1.4309828936515676
80,85,100,3,MTransferTreeBoost,0.05,1,3,0.05,0.9,400,1.741457034522032,1.3539157432131639,1.6852647312638016,1.301914401810492
