,seed,target_instances,d,method,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
1303,85,500,3,LADTransferTreeBoost,0.1,2,1,0.0,0.9,400,2.518015468035748,2.0419868389505544,2.5187446899549175,2.0825056873486583
1304,85,500,3,MTransferTreeBoost,0.1,2,1,0.0,0.9,400,1.8662058706488973,1.5001232321713027,1.9294981138717657,1.5622475736593509
1305,85,500,3,LSTransferTreeBoost,0.1,2,1,0.01,0.1,400,1.7787990820849087,1.4368528598001484,1.777018121328349,1.4590594716871423
1306,85,500,3,LADTransferTreeBoost,0.1,2,1,0.01,0.1,400,1.060220486757837,0.8325359240387642,1.0376113340351834,0.8269232439758276
1307,85,500,3,MTransferTreeBoost,0.1,2,1,0.01,0.1,400,1.0239224632445938,0.8091504621393784,1.0073021164243927,0.7954946112651694
1308,85,500,3,LSTransferTreeBoost,0.1,2,1,0.01,0.5,400,1.5354404307857088,1.1477048928070515,1.5829783859458713,1.2027165953126266
1309,85,500,3,LADTransferTreeBoost,0.1,2,1,0.01,0.5,400,1.0257967850629197,0.8110748156066406,1.0184434053130413,0.8068758013904114
1310,85,500,3,MTransferTreeBoost,0.1,2,1,0.01,0.5,400,0.969426924044423,0.7670631123519878,0.9534626202742633,0.7503763267675089
1311,85,500,3,LSTransferTreeBoost,0.1,2,1,0.01,0.9,400,1.5656818598436557,1.191468476844687,1.6469596199313767,1.2636348588804223
1312,85,500,3,LADTransferTreeBoost,0.1,2,1,0.01,0.9,400,1.0263254735259286,0.8080222828136776,1.0204881231271339,0.8112147036408912
1313,85,500,3,MTransferTreeBoost,0.1,2,1,0.01,0.9,400,1.0004885715917997,0.7911164553095495,0.9965617504631439,0.7835738325493421
1314,85,500,3,LSTransferTreeBoost,0.1,2,1,0.05,0.1,400,1.8652229260371374,1.5109685413930847,1.8543724361326896,1.5258525245431034
1315,85,500,3,LADTransferTreeBoost,0.1,2,1,0.05,0.1,400,1.9741760843735536,1.5301141955503468,1.975321310482941,1.5507603799888456
1316,85,500,3,MTransferTreeBoost,0.1,2,1,0.05,0.1,400,1.027112926061106,0.8149690790763139,1.0054536046001343,0.7972782606105958
1317,85,500,3,LSTransferTreeBoost,0.1,2,1,0.05,0.5,400,1.6812462519477338,1.3372895965498615,1.6848127083758635,1.3710451468804208
1318,85,500,3,LADTransferTreeBoost,0.1,2,1,0.05,0.5,400,1.5690722046606267,1.2080780805940954,1.5825847931409327,1.2333076641405838
1319,85,500,3,MTransferTreeBoost,0.1,2,1,0.05,0.5,400,0.9994543174941082,0.790249225697748,0.9922155942004517,0.7849317018360543
1320,85,500,3,LSTransferTreeBoost,0.1,2,1,0.05,0.9,400,1.7365544618072966,1.3896316576283303,1.7529613549655274,1.432528628847412
1321,85,500,3,LADTransferTreeBoost,0.1,2,1,0.05,0.9,400,1.0740554141895304,0.8445440436923074,1.064765288715957,0.8466148849733279
1322,85,500,3,MTransferTreeBoost,0.1,2,1,0.05,0.9,400,1.0202869471618703,0.8094521826434836,1.019700372930276,0.8102368762575122
1323,85,500,3,LSTransferTreeBoost,0.1,2,2,0.0,0.1,400,3.0324606772307043,2.4896693686818234,3.0025514339239816,2.510162226679327
1324,85,500,3,LADTransferTreeBoost,0.1,2,2,0.0,0.1,400,1.029081939779879,0.8095948046631614,0.9956480741699846,0.7883389852382562
1325,85,500,3,MTransferTreeBoost,0.1,2,2,0.0,0.1,400,0.9090923897572784,0.7162816267557215,0.9134233772537831,0.7375108961868483
1326,85,500,3,LSTransferTreeBoost,0.1,2,2,0.0,0.5,400,1.3644793507338795,0.9965824167179577,1.4027873994856954,1.009011710245841
1327,85,500,3,LADTransferTreeBoost,0.1,2,2,0.0,0.5,400,0.8852793197709163,0.6927203835557455,0.8788771091991734,0.6933794282139766
1328,85,500,3,MTransferTreeBoost,0.1,2,2,0.0,0.5,400,0.8615986455786142,0.6804939810579197,0.8757233684114661,0.6928956464119892
1329,85,500,3,LSTransferTreeBoost,0.1,2,2,0.0,0.9,400,4.140416936259042,3.2752358085396818,4.133022514517738,3.287955819833531
1330,85,500,3,LADTransferTreeBoost,0.1,2,2,0.0,0.9,400,2.277880801691674,1.8319089220467595,2.29915806135819,1.8847090379428963
1331,85,500,3,MTransferTreeBoost,0.1,2,2,0.0,0.9,400,1.333935344687535,1.0581659363185463,1.3790047151007616,1.1070975265450937
1332,85,500,3,LSTransferTreeBoost,0.1,2,2,0.01,0.1,400,3.12918938702571,2.5448341372857306,3.103036400092806,2.5831437723543247
1333,85,500,3,LADTransferTreeBoost,0.1,2,2,0.01,0.1,400,1.1103968540851288,0.8799501042547886,1.0900678185557595,0.861151006507551
1334,85,500,3,MTransferTreeBoost,0.1,2,2,0.01,0.1,400,0.9109374113152803,0.7158864051302191,0.90589602395352,0.7229111412154319
1335,85,500,3,LSTransferTreeBoost,0.1,2,2,0.01,0.5,400,1.4893764794066717,1.055808661302414,1.4936119613369434,1.063130906765489
1336,85,500,3,LADTransferTreeBoost,0.1,2,2,0.01,0.5,400,0.9510047650545295,0.745484768312796,0.9533791321896986,0.7501802316849013
1337,85,500,3,MTransferTreeBoost,0.1,2,2,0.01,0.5,400,0.8476103931493646,0.6690755309271662,0.8647752025403286,0.6873322048160216
1338,85,500,3,LSTransferTreeBoost,0.1,2,2,0.01,0.9,400,1.4088881486158988,1.035501959643161,1.4696359105168388,1.0542007841814507
1339,85,500,3,LADTransferTreeBoost,0.1,2,2,0.01,0.9,400,0.8804868840842465,0.693103529097213,0.8746900156183343,0.6838837195683565
1340,85,500,3,MTransferTreeBoost,0.1,2,2,0.01,0.9,400,0.8490044434744648,0.6726328732397429,0.8600338266165111,0.6834633603960707
1341,85,500,3,LSTransferTreeBoost,0.1,2,2,0.05,0.1,400,2.9346988617773713,2.4092833267424183,2.928585234292272,2.4473858495511713
1342,85,500,3,LADTransferTreeBoost,0.1,2,2,0.05,0.1,400,0.9811825417938839,0.7728291388651418,0.9784693550882125,0.7751776269168544
1343,85,500,3,MTransferTreeBoost,0.1,2,2,0.05,0.1,400,0.8978517881897397,0.7028234304466117,0.9067668392962231,0.7298302783171686
1344,85,500,3,LSTransferTreeBoost,0.1,2,2,0.05,0.5,400,1.52796493104872,1.1170884177057954,1.5132745396776939,1.1045760112942231
1345,85,500,3,LADTransferTreeBoost,0.1,2,2,0.05,0.5,400,1.0185302101679579,0.7852735563467197,0.9941461433588658,0.7744617873974889
1346,85,500,3,MTransferTreeBoost,0.1,2,2,0.05,0.5,400,0.8738070822373537,0.6828490749293171,0.90171806558478,0.7167648229111698
1347,85,500,3,LSTransferTreeBoost,0.1,2,2,0.05,0.9,400,1.6835169864565929,1.223599440498804,1.660375107899559,1.2265045270592227
1348,85,500,3,LADTransferTreeBoost,0.1,2,2,0.05,0.9,400,1.481175524251499,1.1345901981983486,1.483733280804317,1.1350080170753072
1349,85,500,3,MTransferTreeBoost,0.1,2,2,0.05,0.9,400,0.8781266917764502,0.6938457186707389,0.9065740415070549,0.7225891686530735
1350,85,500,3,LSTransferTreeBoost,0.1,2,3,0.0,0.1,400,1.5894535891312982,1.1088997172798152,1.6707555780955254,1.110208960096317
1351,85,500,3,LADTransferTreeBoost,0.1,2,3,0.0,0.1,400,1.5340267478133391,1.1411683652821707,1.5180629872809996,1.1387030437854087
1352,85,500,3,MTransferTreeBoost,0.1,2,3,0.0,0.1,400,1.0237505480701858,0.7802721758992116,1.0037737684400754,0.7910941410016867
1353,85,500,3,LSTransferTreeBoost,0.1,2,3,0.0,0.5,400,1.4211236408291015,0.9207557468750243,1.4290814017773386,0.9447196923593012
1354,85,500,3,LADTransferTreeBoost,0.1,2,3,0.0,0.5,400,0.9225305878413447,0.7190825665253398,0.9345068849977762,0.7347795071839804
1355,85,500,3,MTransferTreeBoost,0.1,2,3,0.0,0.5,400,0.9048278120462893,0.6905108104710901,0.8986234582441757,0.7063063484422283
1356,85,500,3,LSTransferTreeBoost,0.1,2,3,0.0,0.9,400,4.201816430226792,3.3312537887527554,4.18061634104201,3.333256892325678
1357,85,500,3,LADTransferTreeBoost,0.1,2,3,0.0,0.9,400,3.751187813758009,3.0506256512557792,3.6812337470814276,3.0098779148409665
1358,85,500,3,MTransferTreeBoost,0.1,2,3,0.0,0.9,400,0.9897702399788603,0.7679592422523075,1.0192280667780544,0.8075991024858815
1359,85,500,3,LSTransferTreeBoost,0.1,2,3,0.01,0.1,400,1.6166818703976025,1.1071774528611267,1.5821751075646544,1.09680966315535
1360,85,500,3,LADTransferTreeBoost,0.1,2,3,0.01,0.1,400,1.0876986411622014,0.8245907183499327,1.0839324191875113,0.8381405368868621
1361,85,500,3,MTransferTreeBoost,0.1,2,3,0.01,0.1,400,1.0289982312313433,0.7876256410815828,1.0169023766978698,0.7938525370786603
1362,85,500,3,LSTransferTreeBoost,0.1,2,3,0.01,0.5,400,1.572441170570142,1.0590764578231915,1.5287138553256925,1.0542932296451546
1363,85,500,3,LADTransferTreeBoost,0.1,2,3,0.01,0.5,400,1.1074808013163124,0.8545092791055784,1.1289324027626644,0.8667512153915236
1364,85,500,3,MTransferTreeBoost,0.1,2,3,0.01,0.5,400,0.9240996090692782,0.6986330069467738,0.9116833500456109,0.7134582827112463
1365,85,500,3,LSTransferTreeBoost,0.1,2,3,0.01,0.9,400,1.426602870957918,0.9252900925867947,1.395005240094304,0.9367677916193615
1366,85,500,3,LADTransferTreeBoost,0.1,2,3,0.01,0.9,400,0.9215721436045811,0.6880509096093145,0.9308175572723714,0.7000350360835873
1367,85,500,3,MTransferTreeBoost,0.1,2,3,0.01,0.9,400,0.7983366812460236,0.6188469133296794,0.8161829583824901,0.6474544838485105
1368,85,500,3,LSTransferTreeBoost,0.1,2,3,0.05,0.1,400,1.6414315286678454,1.0881270212789105,1.671664730580037,1.0832056237894416
1369,85,500,3,LADTransferTreeBoost,0.1,2,3,0.05,0.1,400,2.3530368390626553,1.8066429042350396,2.358217953124673,1.8095123567517377
1370,85,500,3,MTransferTreeBoost,0.1,2,3,0.05,0.1,400,0.9896034100032517,0.759213619733003,0.9779907996472789,0.7697003624628801
1371,85,500,3,LSTransferTreeBoost,0.1,2,3,0.05,0.5,400,1.684627055842377,1.1661026505124865,1.5809110880987554,1.1150139412932498
1372,85,500,3,LADTransferTreeBoost,0.1,2,3,0.05,0.5,400,1.0786674287293943,0.8283129262238861,1.0753382846154218,0.8323540666919007
1373,85,500,3,MTransferTreeBoost,0.1,2,3,0.05,0.5,400,0.9471519168354301,0.7203516526959584,0.9587976525083213,0.7414704419908075
1374,85,500,3,LSTransferTreeBoost,0.1,2,3,0.05,0.9,400,1.685163849028307,1.1689373921472601,1.6141398548577321,1.1564172293603752
1375,85,500,3,LADTransferTreeBoost,0.1,2,3,0.05,0.9,400,1.2844967080245018,0.9619306889374099,1.2854183399897685,0.9709854813259278
1376,85,500,3,MTransferTreeBoost,0.1,2,3,0.05,0.9,400,0.9229956853251026,0.7038200105902201,0.9418491932729999,0.7352342113532435
1377,85,500,3,LSTransferTreeBoost,0.1,3,1,0.0,0.1,400,1.6457978132682678,1.251841519053212,1.7064120705184886,1.3093883930160959
1378,85,500,3,LADTransferTreeBoost,0.1,3,1,0.0,0.1,400,1.7389859483931116,1.440442068505994,1.7510233995707132,1.4498098764208658
1379,85,500,3,MTransferTreeBoost,0.1,3,1,0.0,0.1,400,0.996171902932863,0.787937342804275,0.9821483631760065,0.7755280661177407
1380,85,500,3,LSTransferTreeBoost,0.1,3,1,0.0,0.5,400,1.6775707725282778,1.3069433270895374,1.7735041651740562,1.3904140788473358
1381,85,500,3,LADTransferTreeBoost,0.1,3,1,0.0,0.5,400,1.0452862946246357,0.829532624778441,1.0841459517392642,0.8559076420877332
1382,85,500,3,MTransferTreeBoost,0.1,3,1,0.0,0.5,400,1.0073553598144398,0.8023555648333093,1.0327988684601428,0.8139170077250529
1383,85,500,3,LSTransferTreeBoost,0.1,3,1,0.0,0.9,400,2.2393066112773345,1.7617911127193884,2.3345776968963876,1.835391308141103
1384,85,500,3,LADTransferTreeBoost,0.1,3,1,0.0,0.9,400,2.2066247508722014,1.7771610313054256,2.245372934938932,1.812234273347483
1385,85,500,3,MTransferTreeBoost,0.1,3,1,0.0,0.9,400,2.817150575185474,2.250802056520166,2.8783174210090694,2.308485459763172
1386,85,500,3,LSTransferTreeBoost,0.1,3,1,0.01,0.1,400,1.676253906163437,1.303715088441664,1.7301670603538832,1.3580082885504812
1387,85,500,3,LADTransferTreeBoost,0.1,3,1,0.01,0.1,400,1.1153155859329371,0.8722777517471109,1.1103023881496716,0.8894742330309822
1388,85,500,3,MTransferTreeBoost,0.1,3,1,0.01,0.1,400,1.0190511403529903,0.8044660866231891,1.0145425142168367,0.8039126437376966
1389,85,500,3,LSTransferTreeBoost,0.1,3,1,0.01,0.5,400,1.623700100682256,1.2446761591011022,1.7087100215555087,1.3126737438362952
1390,85,500,3,LADTransferTreeBoost,0.1,3,1,0.01,0.5,400,1.072959750596396,0.8509512722593079,1.1035495878077952,0.875896316353043
1391,85,500,3,MTransferTreeBoost,0.1,3,1,0.01,0.5,400,1.0058519492155213,0.7953546000726074,1.0245249640496783,0.8047369355051357
1392,85,500,3,LSTransferTreeBoost,0.1,3,1,0.01,0.9,400,1.6473416463629675,1.2416209303573043,1.7264834510320657,1.3141853453185408
1393,85,500,3,LADTransferTreeBoost,0.1,3,1,0.01,0.9,400,1.0480940648855466,0.8183599548056422,1.0856223037635244,0.8350404149848569
1394,85,500,3,MTransferTreeBoost,0.1,3,1,0.01,0.9,400,1.0181925883804408,0.802297466711182,1.052076636684165,0.8299028565418572
1395,85,500,3,LSTransferTreeBoost,0.1,3,1,0.05,0.1,400,1.727416993589314,1.349645220295407,1.7743310630565554,1.4009492158703796
1396,85,500,3,LADTransferTreeBoost,0.1,3,1,0.05,0.1,400,2.7323652142977433,2.134000676958768,2.72411129518885,2.15421093486146
1397,85,500,3,MTransferTreeBoost,0.1,3,1,0.05,0.1,400,1.019518779879042,0.8075488077567429,1.0118483196568133,0.8009233257290087
1398,85,500,3,LSTransferTreeBoost,0.1,3,1,0.05,0.5,400,1.758360627102026,1.3741856437583897,1.8293313155168047,1.431033494930742
1399,85,500,3,LADTransferTreeBoost,0.1,3,1,0.05,0.5,400,1.0133274521977909,0.7997765101418852,1.0026525063979512,0.7933904351052614
1400,85,500,3,MTransferTreeBoost,0.1,3,1,0.05,0.5,400,1.014184353022269,0.7984284146619804,1.030054023515903,0.8095079930232879
1401,85,500,3,LSTransferTreeBoost,0.1,3,1,0.05,0.9,400,1.626422095033765,1.2637814910253782,1.6802108724990676,1.3181107866759005
1402,85,500,3,LADTransferTreeBoost,0.1,3,1,0.05,0.9,400,1.9495693792065762,1.7020081908026128,1.961938926370212,1.7112700191303025
1403,85,500,3,MTransferTreeBoost,0.1,3,1,0.05,0.9,400,1.0114080483624392,0.7977382662147265,1.0389563219344002,0.8181174155295532
1404,85,500,3,LSTransferTreeBoost,0.1,3,2,0.0,0.1,400,1.414160855893967,1.0367654772363912,1.4081119625281853,1.0437062026040116
1405,85,500,3,LADTransferTreeBoost,0.1,3,2,0.0,0.1,400,1.0100803288897215,0.8005612247639985,0.9836889483448685,0.7720096886285553
1406,85,500,3,MTransferTreeBoost,0.1,3,2,0.0,0.1,400,0.8793478369601588,0.6907162959300801,0.8926046168052896,0.7179952181118181
1407,85,500,3,LSTransferTreeBoost,0.1,3,2,0.0,0.5,400,1.4184971507593414,0.9277511554061091,1.695578061954792,1.0278634308649222
1408,85,500,3,LADTransferTreeBoost,0.1,3,2,0.0,0.5,400,0.8930657410755389,0.7077435227471139,0.9205861709813086,0.7274551018821332
1409,85,500,3,MTransferTreeBoost,0.1,3,2,0.0,0.5,400,0.8495858789032474,0.6703995420201443,0.8608607719368616,0.6777562340115292
1410,85,500,3,LSTransferTreeBoost,0.1,3,2,0.0,0.9,400,4.010515405437569,3.1721946972445596,4.003097711400246,3.180234938643804
1411,85,500,3,LADTransferTreeBoost,0.1,3,2,0.0,0.9,400,2.1153579311699087,1.693384934690404,2.1409729940644207,1.7614114741300069
1412,85,500,3,MTransferTreeBoost,0.1,3,2,0.0,0.9,400,1.3577172109959144,1.0695210468137653,1.4220157428226445,1.137453977027621
1413,85,500,3,LSTransferTreeBoost,0.1,3,2,0.01,0.1,400,1.50949739049806,1.088147112855414,1.5312327414950782,1.1046579014618787
1414,85,500,3,LADTransferTreeBoost,0.1,3,2,0.01,0.1,400,0.9698994047273178,0.7622441561912507,0.938897863919535,0.7426219420246946
1415,85,500,3,MTransferTreeBoost,0.1,3,2,0.01,0.1,400,0.9065663085289991,0.7121621775772256,0.9077767738032583,0.726179968832535
1416,85,500,3,LSTransferTreeBoost,0.1,3,2,0.01,0.5,400,1.440248336764609,1.0305134515338745,1.6413538574745983,1.0929749571816214
1417,85,500,3,LADTransferTreeBoost,0.1,3,2,0.01,0.5,400,1.0118257329822204,0.7881903709417454,1.018911680100325,0.7890022673069756
1418,85,500,3,MTransferTreeBoost,0.1,3,2,0.01,0.5,400,0.8507238002559525,0.674544700167178,0.8648052867731927,0.6822898780090434
1419,85,500,3,LSTransferTreeBoost,0.1,3,2,0.01,0.9,400,1.6919242211318744,1.2194880718769108,1.7512347379036601,1.2538861039957196
1420,85,500,3,LADTransferTreeBoost,0.1,3,2,0.01,0.9,400,0.9240038390594952,0.721340874928061,0.9301450968234294,0.7232894150129839
1421,85,500,3,MTransferTreeBoost,0.1,3,2,0.01,0.9,400,0.8938678355325034,0.7055248455305434,0.9176005836711221,0.732513908129527
1422,85,500,3,LSTransferTreeBoost,0.1,3,2,0.05,0.1,400,1.436192264024019,1.0809016553410742,1.4632244171000917,1.1089525450018256
1423,85,500,3,LADTransferTreeBoost,0.1,3,2,0.05,0.1,400,1.0297498739674984,0.8135672291188928,1.0308052891398292,0.8202888411172026
1424,85,500,3,MTransferTreeBoost,0.1,3,2,0.05,0.1,400,0.9078468943110695,0.7151381335348829,0.9325236538882243,0.7449783331829986
1425,85,500,3,LSTransferTreeBoost,0.1,3,2,0.05,0.5,400,2.0414840689388902,1.604369201622254,2.0685503055067973,1.5964329033999034
1426,85,500,3,LADTransferTreeBoost,0.1,3,2,0.05,0.5,400,0.9250456087779467,0.7241910813761965,0.9214310866670589,0.7228339457784815
1427,85,500,3,MTransferTreeBoost,0.1,3,2,0.05,0.5,400,0.8536239414607382,0.6698419795374123,0.8836349884459674,0.6980122310297352
1428,85,500,3,LSTransferTreeBoost,0.1,3,2,0.05,0.9,400,1.549817883575837,1.2130175337973896,1.6028034505868676,1.2130463095258737
1429,85,500,3,LADTransferTreeBoost,0.1,3,2,0.05,0.9,400,1.3547371306290017,1.0352826988424764,1.3775255940629663,1.05269381279051
1430,85,500,3,MTransferTreeBoost,0.1,3,2,0.05,0.9,400,0.8667910466218431,0.6818296436798786,0.9083543889466845,0.7213704243876286
1431,85,500,3,LSTransferTreeBoost,0.1,3,3,0.0,0.1,400,1.729213146269583,1.206542125931069,1.7439736986147198,1.1816373917075589
1432,85,500,3,LADTransferTreeBoost,0.1,3,3,0.0,0.1,400,1.1348131740617402,0.8737863166995065,1.1361294678308997,0.8764051883272639
1433,85,500,3,MTransferTreeBoost,0.1,3,3,0.0,0.1,400,1.0077907132200292,0.7745851561863087,0.9813956369374786,0.7649068897157993
1434,85,500,3,LSTransferTreeBoost,0.1,3,3,0.0,0.5,400,1.4470489368434383,0.9186855980089274,1.5178392252246926,0.9722860876433762
1435,85,500,3,LADTransferTreeBoost,0.1,3,3,0.0,0.5,400,0.9087588551319752,0.7096379726727517,0.9277029451345581,0.737907523897124
1436,85,500,3,MTransferTreeBoost,0.1,3,3,0.0,0.5,400,0.8564479392248836,0.6559988274898043,0.844232971948107,0.6648449896223609
1437,85,500,3,LSTransferTreeBoost,0.1,3,3,0.0,0.9,400,4.08413850370185,3.2377688213817652,4.068820271322182,3.243039882574285
1438,85,500,3,LADTransferTreeBoost,0.1,3,3,0.0,0.9,400,3.217184487547957,2.6261169045710124,3.177295705052397,2.6281684679565886
1439,85,500,3,MTransferTreeBoost,0.1,3,3,0.0,0.9,400,0.9990492093740195,0.7740167656951369,1.0260549114649908,0.8081488710842802
1440,85,500,3,LSTransferTreeBoost,0.1,3,3,0.01,0.1,400,1.6627623638370526,1.08428230593433,1.6656402156078638,1.0921623974666321
1441,85,500,3,LADTransferTreeBoost,0.1,3,3,0.01,0.1,400,0.9678838310354851,0.746041231676498,0.9703934468027174,0.7498381844276352
1442,85,500,3,MTransferTreeBoost,0.1,3,3,0.01,0.1,400,1.0106829003891578,0.7762128475931258,0.9914377894323191,0.770124921147074
1443,85,500,3,LSTransferTreeBoost,0.1,3,3,0.01,0.5,400,1.5396029012027452,0.9681735627764683,1.4832528700113707,0.979449324070286
1444,85,500,3,LADTransferTreeBoost,0.1,3,3,0.01,0.5,400,0.9129945993417765,0.7054996853581373,0.9305339647214609,0.7253747206508964
1445,85,500,3,MTransferTreeBoost,0.1,3,3,0.01,0.5,400,0.8714513329140798,0.6674760122335572,0.8848677555497546,0.6964269222321227
1446,85,500,3,LSTransferTreeBoost,0.1,3,3,0.01,0.9,400,1.6950439469183791,0.9465564094713461,1.8740492617362001,0.9729163670390778
1447,85,500,3,LADTransferTreeBoost,0.1,3,3,0.01,0.9,400,0.9344808733087995,0.7141611218642326,0.950736786314832,0.731546685113053
1448,85,500,3,MTransferTreeBoost,0.1,3,3,0.01,0.9,400,0.8126960636915919,0.6240095993869152,0.8294807701735374,0.6487636668415775
1449,85,500,3,LSTransferTreeBoost,0.1,3,3,0.05,0.1,400,1.7464894845353147,1.2559302308600728,1.7988589156387027,1.2430871593376518
1450,85,500,3,LADTransferTreeBoost,0.1,3,3,0.05,0.1,400,1.0123435687803242,0.7839870222878004,0.9947556896485101,0.767146738794929
1451,85,500,3,MTransferTreeBoost,0.1,3,3,0.05,0.1,400,1.0067762868883554,0.7745356193207045,0.9859172909984434,0.7691708492349302
1452,85,500,3,LSTransferTreeBoost,0.1,3,3,0.05,0.5,400,1.544338114672592,1.0446627056109867,1.5336180526944845,1.024592996577667
1453,85,500,3,LADTransferTreeBoost,0.1,3,3,0.05,0.5,400,0.9477555319923344,0.7441674304787708,0.9740649829232756,0.7614706712089483
1454,85,500,3,MTransferTreeBoost,0.1,3,3,0.05,0.5,400,0.9547594440134015,0.729782274393655,0.9439110461263684,0.7411613760020344
1455,85,500,3,LSTransferTreeBoost,0.1,3,3,0.05,0.9,400,1.5842637562804691,1.1008538835073556,1.5835095351085335,1.0941012659497487
1456,85,500,3,LADTransferTreeBoost,0.1,3,3,0.05,0.9,400,1.1520647881272146,0.874088251772346,1.1713392662196593,0.8949182636175415
1457,85,500,3,MTransferTreeBoost,0.1,3,3,0.05,0.9,400,0.8873071116964727,0.6872575981370831,0.9138690907134337,0.705776558506868
1458,85,100,6,LSTransferTreeBoost,0.05,1,1,0.0,0.1,400,1.794415108464362,1.4153218193455899,1.7568972902406266,1.3861974033863218
1459,85,100,6,LADTransferTreeBoost,0.05,1,1,0.0,0.1,400,3.806683685801397,3.061987840764217,3.709116016579549,3.0213280393851765
1460,85,100,6,MTransferTreeBoost,0.05,1,1,0.0,0.1,400,1.5557310352430596,1.216908138175249,1.5077732659241008,1.195339349705888
1461,85,100,6,LSTransferTreeBoost,0.05,1,1,0.0,0.5,400,1.868413796593669,1.472478170464973,1.8371400341471078,1.4554609684971642
1462,85,100,6,LADTransferTreeBoost,0.05,1,1,0.0,0.5,400,2.1318513889067816,1.653159578185915,2.135864387481384,1.6906697445249201
1463,85,100,6,MTransferTreeBoost,0.05,1,1,0.0,0.5,400,1.8577217461581315,1.4431783826405766,1.8178599572794576,1.4407847302275683
1464,85,100,6,LSTransferTreeBoost,0.05,1,1,0.0,0.9,400,3.3651360844646327,2.655256849779149,3.317800621592444,2.6449461762031623
1465,85,100,6,LADTransferTreeBoost,0.05,1,1,0.0,0.9,400,4.359832577313089,3.4974881595878564,4.325161465441666,3.484303745054467
1466,85,100,6,MTransferTreeBoost,0.05,1,1,0.0,0.9,400,2.9840326954704706,2.3676898098770836,2.942951026422711,2.366633380585202
1467,85,100,6,LSTransferTreeBoost,0.05,1,1,0.01,0.1,400,1.7886621412590002,1.4122455038934896,1.7498341127839192,1.3799759448821247
1468,85,100,6,LADTransferTreeBoost,0.05,1,1,0.01,0.1,400,3.9068128145830405,3.148895556788068,3.8043393230255456,3.102835255434276
1469,85,100,6,MTransferTreeBoost,0.05,1,1,0.01,0.1,400,1.5347577817435907,1.2007779373375869,1.4898219699581876,1.1803326302326054
1470,85,100,6,LSTransferTreeBoost,0.05,1,1,0.01,0.5,400,1.7950858433516776,1.4158408854824265,1.7570506591008779,1.3873133498625756
1471,85,100,6,LADTransferTreeBoost,0.05,1,1,0.01,0.5,400,2.010824278119377,1.5709004717332273,1.9902344433717565,1.595367452816387
1472,85,100,6,MTransferTreeBoost,0.05,1,1,0.01,0.5,400,1.5756829095643476,1.2308707113295891,1.5312490582146636,1.2124275049209978
1473,85,100,6,LSTransferTreeBoost,0.05,1,1,0.01,0.9,400,1.7803243971470724,1.406455848160648,1.737822799430213,1.3689053288016435
1474,85,100,6,LADTransferTreeBoost,0.05,1,1,0.01,0.9,400,4.3338233258616095,3.475298350344394,4.297699328738402,3.46210128699386
1475,85,100,6,MTransferTreeBoost,0.05,1,1,0.01,0.9,400,1.628497129524272,1.267009705527489,1.5892766175497743,1.2570574905785015
1476,85,100,6,LSTransferTreeBoost,0.05,1,1,0.05,0.1,400,1.754071712176764,1.3888119994429304,1.707087085692955,1.3415604407207762
1477,85,100,6,LADTransferTreeBoost,0.05,1,1,0.05,0.1,400,3.830277200108455,3.0815030880520253,3.730198419423367,3.037902283203272
1478,85,100,6,MTransferTreeBoost,0.05,1,1,0.05,0.1,400,1.533387407048971,1.2017230301326018,1.489219997908064,1.1808403943873245
1479,85,100,6,LSTransferTreeBoost,0.05,1,1,0.05,0.5,400,1.7596856819739468,1.3901373361199736,1.7150679756985387,1.3504251750008653
1480,85,100,6,LADTransferTreeBoost,0.05,1,1,0.05,0.5,400,3.2019099754414007,2.576885460200159,3.120765386780433,2.5471633869620733
1481,85,100,6,MTransferTreeBoost,0.05,1,1,0.05,0.5,400,1.531583486256534,1.2006441081770787,1.486082210495946,1.177026803732966
1482,85,100,6,LSTransferTreeBoost,0.05,1,1,0.05,0.9,400,1.8057127574120646,1.4251395081298033,1.7629426068520773,1.3911988484203868
1483,85,100,6,LADTransferTreeBoost,0.05,1,1,0.05,0.9,400,4.243831278469154,3.4001467034779087,4.202907659192051,3.385714916694592
1484,85,100,6,MTransferTreeBoost,0.05,1,1,0.05,0.9,400,1.5410114110291138,1.2067937073192814,1.4966271083390843,1.185088533445938
1485,85,100,6,LSTransferTreeBoost,0.05,1,2,0.0,0.1,400,1.8749740793818688,1.4918849222465822,1.799569753268269,1.4090042944071666
1486,85,100,6,LADTransferTreeBoost,0.05,1,2,0.0,0.1,400,1.8478284109629606,1.449378704985717,1.8046004990276943,1.4625647600519622
1487,85,100,6,MTransferTreeBoost,0.05,1,2,0.0,0.1,400,1.485120830881051,1.1499557023174487,1.4544269972252868,1.1396885457701476
1488,85,100,6,LSTransferTreeBoost,0.05,1,2,0.0,0.5,400,1.921722901792798,1.5284516006410014,1.8476790656650763,1.4505659641990951
1489,85,100,6,LADTransferTreeBoost,0.05,1,2,0.0,0.5,400,1.8124497594105864,1.4068235855393287,1.7993907199277746,1.4280132471260745
1490,85,100,6,MTransferTreeBoost,0.05,1,2,0.0,0.5,400,1.5557900675108443,1.2070401087286986,1.4998693288491605,1.1806057669763663
1491,85,100,6,LSTransferTreeBoost,0.05,1,2,0.0,0.9,400,2.7918458960653316,2.2045230553649295,2.7559954553966644,2.1873574716646624
