,seed,target_instances,d,method,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
51,85,100,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,400,1.841267761884443,1.456093760426656,1.962377221761096,1.5500535399377668
52,85,100,3,LADTransferTreeBoost,0.05,1,2,0.05,0.9,400,1.9620682682093018,1.5333997657211147,1.978247556063608,1.5745833232168729
53,85,100,3,MTransferTreeBoost,0.05,1,2,0.05,0.9,400,1.5754803520476484,1.2252468991290384,1.6436443216791563,1.3005946212980444
54,85,100,3,LSTransferTreeBoost,0.05,1,3,0.0,0.1,400,2.063166344468206,1.5810267780856702,2.092074538384543,1.629669535391275
55,85,100,3,LADTransferTreeBoost,0.05,1,3,0.0,0.1,400,2.341721920273646,1.8009541897133958,2.388215805088526,1.8526044483715323
56,85,100,3,MTransferTreeBoost,0.05,1,3,0.0,0.1,400,1.708917065233829,1.3480342772059621,1.802872981718337,1.4164778840951187
57,85,100,3,LSTransferTreeBoost,0.05,1,3,0.0,0.5,400,1.9032070223637527,1.427750219866512,1.9134144131145938,1.4759273358407592
58,85,100,3,LADTransferTreeBoost,0.05,1,3,0.0,0.5,400,2.0376380876313434,1.555189237409073,2.038036389424553,1.596732080473873
59,85,100,3,MTransferTreeBoost,0.05,1,3,0.0,0.5,400,1.7011659162007655,1.3266110674328975,1.7643727663480162,1.3844292771032516
60,85,100,3,LSTransferTreeBoost,0.05,1,3,0.0,0.9,400,2.1547800779340567,1.686345526336439,2.148398475504653,1.7055737893593144
61,85,100,3,LADTransferTreeBoost,0.05,1,3,0.0,0.9,400,2.8348738493212124,2.1956993313995268,2.8257508706606544,2.212164546451423
62,85,100,3,MTransferTreeBoost,0.05,1,3,0.0,0.9,400,2.0777761394926744,1.641687424897374,2.069962474478268,1.6578584423532654
63,85,100,3,LSTransferTreeBoost,0.05,1,3,0.01,0.1,400,2.0327583153535644,1.5684218727656138,2.0846052543233604,1.622060519454059
64,85,100,3,LADTransferTreeBoost,0.05,1,3,0.01,0.1,400,2.203510673963229,1.7180250196426514,2.222670357784976,1.7757546922878835
65,85,100,3,MTransferTreeBoost,0.05,1,3,0.01,0.1,400,1.6915105720731534,1.336775652390956,1.8007920775488402,1.4179915183403227
66,85,100,3,LSTransferTreeBoost,0.05,1,3,0.01,0.5,400,2.000319912962329,1.5251260757821432,2.004085146592091,1.5584008189248495
67,85,100,3,LADTransferTreeBoost,0.05,1,3,0.01,0.5,400,2.360423484280609,1.8073620082330668,2.398298293145873,1.8663575524208016
68,85,100,3,MTransferTreeBoost,0.05,1,3,0.01,0.5,400,1.6457224029471114,1.2941496527775536,1.7327871013997875,1.36404492140883
69,85,100,3,LSTransferTreeBoost,0.05,1,3,0.01,0.9,400,1.8860460357095492,1.4156167257350116,1.923686308512117,1.4910111139245887
70,85,100,3,LADTransferTreeBoost,0.05,1,3,0.01,0.9,400,2.1499768448929157,1.6500396176001857,2.1548500206945573,1.6718101801814065
71,85,100,3,MTransferTreeBoost,0.05,1,3,0.01,0.9,400,1.6153877388747542,1.2574206522940103,1.6651558777219626,1.3018278098544542
72,85,100,3,LSTransferTreeBoost,0.05,1,3,0.05,0.1,400,2.058550241472607,1.5869468046965083,2.116736270869854,1.6553348224148607
73,85,100,3,LADTransferTreeBoost,0.05,1,3,0.05,0.1,400,2.5890478235897705,1.9841996345945838,2.6236667612776023,2.0463622154484584
74,85,100,3,MTransferTreeBoost,0.05,1,3,0.05,0.1,400,1.7632437307397608,1.390829960514045,1.859965683649116,1.4655595017075025
75,85,100,3,LSTransferTreeBoost,0.05,1,3,0.05,0.5,400,2.0799921216508483,1.6065274997772108,2.1293226511449905,1.6580034983650633
76,85,100,3,LADTransferTreeBoost,0.05,1,3,0.05,0.5,400,2.2216482699322966,1.7025164863088695,2.2583454805646577,1.7604760288811578
77,85,100,3,MTransferTreeBoost,0.05,1,3,0.05,0.5,400,1.731375489980457,1.364260808985826,1.8171396752513853,1.4270923105020092
78,85,100,3,LSTransferTreeBoost,0.05,1,3,0.05,0.9,400,2.0052994426514275,1.5405339373370899,2.0243609363045802,1.5815926721035871
79,85,100,3,LADTransferTreeBoost,0.05,1,3,0.05,0.9,400,2.15326471874573,1.6641344913700227,2.2096771936022304,1.7463216376554078
80,85,100,3,MTransferTreeBoost,0.05,1,3,0.05,0.9,400,1.7224366513496636,1.3530646387560463,1.7993231055363013,1.4148852248848252
81,85,100,3,LSTransferTreeBoost,0.05,2,1,0.0,0.1,400,1.7000437472865082,1.3459374232576644,1.8396873922794703,1.4600430589837001
82,85,100,3,LADTransferTreeBoost,0.05,2,1,0.0,0.1,400,2.3013363315905853,1.806939570718271,2.3033209708221523,1.8367735441249842
83,85,100,3,MTransferTreeBoost,0.05,2,1,0.0,0.1,400,1.5090938698748793,1.1916704725208194,1.5806638952395793,1.2548023161090263
84,85,100,3,LSTransferTreeBoost,0.05,2,1,0.0,0.5,400,1.6721577094470426,1.3130783325753892,1.7295198050904605,1.3637763207658364
85,85,100,3,LADTransferTreeBoost,0.05,2,1,0.0,0.5,400,2.0438441422750153,1.6129881313126733,2.0395666896212936,1.6356274456536732
86,85,100,3,MTransferTreeBoost,0.05,2,1,0.0,0.5,400,1.606802086246193,1.2613337831886546,1.6386945926746372,1.2941625599447344
87,85,100,3,LSTransferTreeBoost,0.05,2,1,0.0,0.9,400,2.536885669512275,2.007894542396166,2.5656898320435872,2.0439288835052145
88,85,100,3,LADTransferTreeBoost,0.05,2,1,0.0,0.9,400,3.681774434233616,2.8962906706893126,3.675513450479946,2.90369685604011
89,85,100,3,MTransferTreeBoost,0.05,2,1,0.0,0.9,400,2.487690704907994,1.984625618169445,2.5035580929459473,2.007789932222572
90,85,100,3,LSTransferTreeBoost,0.05,2,1,0.01,0.1,400,1.755294565619076,1.397774734655657,1.8962500834658664,1.51094734735022
91,85,100,3,LADTransferTreeBoost,0.05,2,1,0.01,0.1,400,2.2981639421181024,1.804832200522647,2.293747269332178,1.836003869934389
92,85,100,3,MTransferTreeBoost,0.05,2,1,0.01,0.1,400,1.5301118527794386,1.214554121182155,1.6094736353231374,1.2789705256884079
93,85,100,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,400,1.6373785797909828,1.3002941941409913,1.7461660062009425,1.389343055151663
94,85,100,3,LADTransferTreeBoost,0.05,2,1,0.01,0.5,400,2.1662798257084543,1.7038307049878667,2.1432429153013617,1.7242186295930888
95,85,100,3,MTransferTreeBoost,0.05,2,1,0.01,0.5,400,1.4982504462498054,1.1883468088151434,1.5570149353118004,1.2415212067116002
96,85,100,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,400,1.657126374822139,1.318278700458469,1.7498214857465324,1.3985797960507562
97,85,100,3,LADTransferTreeBoost,0.05,2,1,0.01,0.9,400,2.277647122479897,1.7836506110766934,2.2827373683651158,1.804862575252804
98,85,100,3,MTransferTreeBoost,0.05,2,1,0.01,0.9,400,1.4755579894802906,1.1693234132763803,1.5267653997451458,1.218692998130533
99,85,100,3,LSTransferTreeBoost,0.05,2,1,0.05,0.1,400,1.7273069949207827,1.379168389399503,1.8763784078318286,1.4938072201982686
100,85,100,3,LADTransferTreeBoost,0.05,2,1,0.05,0.1,400,2.7223385186090097,2.12317777709044,2.7469778441891304,2.1730572623233737
101,85,100,3,MTransferTreeBoost,0.05,2,1,0.05,0.1,400,1.547364903638261,1.228572261657242,1.6323879493067892,1.2922340936687933
102,85,100,3,LSTransferTreeBoost,0.05,2,1,0.05,0.5,400,1.7090514765307332,1.3618811258666692,1.848978379805692,1.4758824775930999
103,85,100,3,LADTransferTreeBoost,0.05,2,1,0.05,0.5,400,2.232514284335102,1.7456317339745342,2.2471815166617413,1.7907773014506927
104,85,100,3,MTransferTreeBoost,0.05,2,1,0.05,0.5,400,1.529072922283196,1.2102533029047207,1.6061727878998626,1.2766367600010071
105,85,100,3,LSTransferTreeBoost,0.05,2,1,0.05,0.9,400,1.7216971695381722,1.3712254257134537,1.850173995591414,1.4799125502888273
106,85,100,3,LADTransferTreeBoost,0.05,2,1,0.05,0.9,400,2.0856458776516087,1.6428731808038788,2.065019656203031,1.6496559362060355
107,85,100,3,MTransferTreeBoost,0.05,2,1,0.05,0.9,400,1.5564785923041409,1.2381070948774084,1.628317730053135,1.3031167014118366
108,85,100,3,LSTransferTreeBoost,0.05,2,2,0.0,0.1,400,1.826737960715341,1.4548966849891867,1.963360569200823,1.548568960829135
109,85,100,3,LADTransferTreeBoost,0.05,2,2,0.0,0.1,400,2.1323230177557626,1.6397008631371681,2.13911871661179,1.670638615803646
110,85,100,3,MTransferTreeBoost,0.05,2,2,0.0,0.1,400,1.5941032070755938,1.2475661987672961,1.6709885227127295,1.325577652933931
111,85,100,3,LSTransferTreeBoost,0.05,2,2,0.0,0.5,400,1.667726336287855,1.3079468956848486,1.7653875153935816,1.3943750304937408
112,85,100,3,LADTransferTreeBoost,0.05,2,2,0.0,0.5,400,1.81357647582593,1.4209916614364375,1.8008286708963297,1.4386974153401342
113,85,100,3,MTransferTreeBoost,0.05,2,2,0.0,0.5,400,1.576042562015281,1.2129299309260595,1.581678333623081,1.250505765126687
114,85,100,3,LSTransferTreeBoost,0.05,2,2,0.0,0.9,400,2.5165637066177973,1.9612354470075497,2.5576228054601007,2.0230393380007228
115,85,100,3,LADTransferTreeBoost,0.05,2,2,0.0,0.9,400,2.3136410069759137,1.8497831919999421,2.333330132659236,1.8751611566341837
116,85,100,3,MTransferTreeBoost,0.05,2,2,0.0,0.9,400,2.1444585530476745,1.7078457892264782,2.165433630147456,1.7383928328369924
117,85,100,3,LSTransferTreeBoost,0.05,2,2,0.01,0.1,400,1.8295776017409682,1.4617630466805658,1.9745485909481735,1.5631626901038251
118,85,100,3,LADTransferTreeBoost,0.05,2,2,0.01,0.1,400,2.3811597567854386,1.8187834596498482,2.3975617114927266,1.8621848836414139
119,85,100,3,MTransferTreeBoost,0.05,2,2,0.01,0.1,400,1.6022731564450015,1.2596119784348958,1.6903303742214026,1.341168273881752
120,85,100,3,LSTransferTreeBoost,0.05,2,2,0.01,0.5,400,1.7534117695914397,1.3761891105980755,1.8696800860194582,1.4791074333191327
121,85,100,3,LADTransferTreeBoost,0.05,2,2,0.01,0.5,400,1.8262709314560028,1.4251707834046827,1.8228163632702314,1.4508357172852073
122,85,100,3,MTransferTreeBoost,0.05,2,2,0.01,0.5,400,1.5933135528473903,1.2341169893379809,1.6148100300161767,1.2845802470230614
123,85,100,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,400,1.6334042074176867,1.2948856168216751,1.7154876317536594,1.3567626959737964
124,85,100,3,LADTransferTreeBoost,0.05,2,2,0.01,0.9,400,1.8417472818573275,1.4167685296484858,1.843731354479934,1.4414743722158543
125,85,100,3,MTransferTreeBoost,0.05,2,2,0.01,0.9,400,1.6197032009439654,1.2443563185169522,1.6505742887117651,1.302589351018009
126,85,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.1,400,1.8321412749387385,1.463876087887306,1.967188552244575,1.5630076177014758
127,85,100,3,LADTransferTreeBoost,0.05,2,2,0.05,0.1,400,2.4462226148221125,1.873189366769931,2.4920596802902604,1.9369576013585457
128,85,100,3,MTransferTreeBoost,0.05,2,2,0.05,0.1,400,1.663434076880076,1.3071759399226937,1.7369771708103072,1.3771055427878511
129,85,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,400,1.8388021373888568,1.4612408050266457,1.9695157421709957,1.5578155434943683
130,85,100,3,LADTransferTreeBoost,0.05,2,2,0.05,0.5,400,2.0648183358484293,1.5837284617122305,2.0548736457010164,1.6148641456046262
131,85,100,3,MTransferTreeBoost,0.05,2,2,0.05,0.5,400,1.6214567841660954,1.267479125032851,1.7051959897630362,1.351541573192983
132,85,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,400,1.7945528302203855,1.4192311982916086,1.9244761953478262,1.5229505986624492
133,85,100,3,LADTransferTreeBoost,0.05,2,2,0.05,0.9,400,1.8941073832280328,1.4642586497449102,1.8677741887710255,1.482970607282796
134,85,100,3,MTransferTreeBoost,0.05,2,2,0.05,0.9,400,1.5598485476819608,1.2028594130679182,1.6247804725221655,1.2844654251459047
135,85,100,3,LSTransferTreeBoost,0.05,2,3,0.0,0.1,400,2.0733069341975874,1.604707714974419,2.1416797271654455,1.6806430182488392
136,85,100,3,LADTransferTreeBoost,0.05,2,3,0.0,0.1,400,2.4560119110433885,1.867379161847448,2.4939703670460953,1.929579898234378
137,85,100,3,MTransferTreeBoost,0.05,2,3,0.0,0.1,400,1.757727375836619,1.3828766043806024,1.8475750129094624,1.4589517213834147
138,85,100,3,LSTransferTreeBoost,0.05,2,3,0.0,0.5,400,1.8477221912486725,1.4119467901635019,1.870339747006778,1.4575554982352168
139,85,100,3,LADTransferTreeBoost,0.05,2,3,0.0,0.5,400,1.8440881112467313,1.414221463249712,1.8459086254125683,1.454777093986625
140,85,100,3,MTransferTreeBoost,0.05,2,3,0.0,0.5,400,1.5753977786823499,1.2325832680831428,1.623896292814038,1.2831744550743043
141,85,100,3,LSTransferTreeBoost,0.05,2,3,0.0,0.9,400,2.404454922532602,1.9245377739652432,2.36720845796312,1.932853290814633
142,85,100,3,LADTransferTreeBoost,0.05,2,3,0.0,0.9,400,2.402154829461394,1.904780304221304,2.4121473002812532,1.9310967992817434
143,85,100,3,MTransferTreeBoost,0.05,2,3,0.0,0.9,400,1.969884584581491,1.5504916896853171,2.006933259863741,1.6102405970374116
144,85,100,3,LSTransferTreeBoost,0.05,2,3,0.01,0.1,400,2.049212904578119,1.5698190360030138,2.08635103797805,1.6285321245199653
145,85,100,3,LADTransferTreeBoost,0.05,2,3,0.01,0.1,400,2.320460883836618,1.7785126304841552,2.3466474642911845,1.848568514146033
146,85,100,3,MTransferTreeBoost,0.05,2,3,0.01,0.1,400,1.7788850385899158,1.4117508101332645,1.876211178962093,1.479460326527012
147,85,100,3,LSTransferTreeBoost,0.05,2,3,0.01,0.5,400,1.8726886044923556,1.4433174597402256,1.9163428365170705,1.490241691008575
148,85,100,3,LADTransferTreeBoost,0.05,2,3,0.01,0.5,400,2.008012593534313,1.534057053521183,2.031958003800126,1.5855666602057388
149,85,100,3,MTransferTreeBoost,0.05,2,3,0.01,0.5,400,1.6409346190632885,1.2900526607887104,1.7087928125163458,1.3475346295071209
150,85,100,3,LSTransferTreeBoost,0.05,2,3,0.01,0.9,400,1.8467053744627706,1.4008457906155554,1.8499948616330177,1.430605235440226
151,85,100,3,LADTransferTreeBoost,0.05,2,3,0.01,0.9,400,1.942019541943993,1.4898173923158906,1.9678217721420002,1.5330614540978782
152,85,100,3,MTransferTreeBoost,0.05,2,3,0.01,0.9,400,1.5939514614099393,1.2457676706060223,1.6590742058839651,1.31373825571068
153,85,100,3,LSTransferTreeBoost,0.05,2,3,0.05,0.1,400,2.0203607723547536,1.539685355179721,2.0757514720085206,1.6206764600137071
154,85,100,3,LADTransferTreeBoost,0.05,2,3,0.05,0.1,400,2.0626712896270214,1.6003871735377657,2.1069265045125385,1.672413578195983
155,85,100,3,MTransferTreeBoost,0.05,2,3,0.05,0.1,400,1.8292303768406526,1.4447158792087618,1.9287053192912162,1.522892105974
156,85,100,3,LSTransferTreeBoost,0.05,2,3,0.05,0.5,400,2.045467541476189,1.571480960662383,2.0862177431388647,1.6188967401310475
157,85,100,3,LADTransferTreeBoost,0.05,2,3,0.05,0.5,400,2.033691677398903,1.5652365736865532,2.0497991287062454,1.6219531118545183
158,85,100,3,MTransferTreeBoost,0.05,2,3,0.05,0.5,400,1.6679810500728212,1.3172435122115163,1.7593962980745201,1.3858262133839092
159,85,100,3,LSTransferTreeBoost,0.05,2,3,0.05,0.9,400,1.889491980320123,1.4440983839528927,1.9395251853190252,1.4951334494582142
160,85,100,3,LADTransferTreeBoost,0.05,2,3,0.05,0.9,400,2.365788427038826,1.8078197174061583,2.3717884357255326,1.8462156101472451
161,85,100,3,MTransferTreeBoost,0.05,2,3,0.05,0.9,400,1.6918369865405405,1.327741688408627,1.7560405000492505,1.379994431991879
162,85,100,3,LSTransferTreeBoost,0.05,3,1,0.0,0.1,400,1.6986684449803802,1.3408272331493725,1.848545367423305,1.4651935172215294
163,85,100,3,LADTransferTreeBoost,0.05,3,1,0.0,0.1,400,2.316976327179358,1.8168192325014525,2.3304898369086064,1.8540449118637672
164,85,100,3,MTransferTreeBoost,0.05,3,1,0.0,0.1,400,1.5107147505874114,1.199984388213389,1.5783707505954871,1.2539768548330674
165,85,100,3,LSTransferTreeBoost,0.05,3,1,0.0,0.5,400,1.7873188561897775,1.3905290476484995,1.872911346049769,1.468633688290662
166,85,100,3,LADTransferTreeBoost,0.05,3,1,0.0,0.5,400,2.268843115347339,1.778358800384799,2.285304874975217,1.824750201858866
167,85,100,3,MTransferTreeBoost,0.05,3,1,0.0,0.5,400,1.5944513746891136,1.2454370019129233,1.6515579498464952,1.3131985250567093
168,85,100,3,LSTransferTreeBoost,0.05,3,1,0.0,0.9,400,2.7470727655320886,2.197865825461969,2.7640682415167994,2.2402296967497066
169,85,100,3,LADTransferTreeBoost,0.05,3,1,0.0,0.9,400,2.664380610705354,2.142258842590738,2.6443788286965852,2.150721555848757
170,85,100,3,MTransferTreeBoost,0.05,3,1,0.0,0.9,400,2.4036773818805046,1.9290928281955335,2.4635974968264045,1.995787947838971
171,85,100,3,LSTransferTreeBoost,0.05,3,1,0.01,0.1,400,1.7201220595270095,1.3622419997714599,1.8717472215618105,1.48658397436401
172,85,100,3,LADTransferTreeBoost,0.05,3,1,0.01,0.1,400,2.2427382883916755,1.7677585016932207,2.256498445182734,1.8089154609658469
173,85,100,3,MTransferTreeBoost,0.05,3,1,0.01,0.1,400,1.5239880613096608,1.210397156476979,1.6038575819000014,1.2710416126858737
174,85,100,3,LSTransferTreeBoost,0.05,3,1,0.01,0.5,400,1.698094900972797,1.341684866564217,1.8064455853776582,1.4336348922241
175,85,100,3,LADTransferTreeBoost,0.05,3,1,0.01,0.5,400,2.290733170686827,1.7877843352076401,2.3010955287643613,1.8220625755443833
176,85,100,3,MTransferTreeBoost,0.05,3,1,0.01,0.5,400,1.537282070820097,1.2302427295115999,1.6067689070398041,1.2847549028457146
177,85,100,3,LSTransferTreeBoost,0.05,3,1,0.01,0.9,400,1.7124691443387197,1.3472218577745088,1.8098841549765432,1.4332889747654813
178,85,100,3,LADTransferTreeBoost,0.05,3,1,0.01,0.9,400,2.005247793584231,1.5481630441115295,1.9972122095139264,1.583413137309509
179,85,100,3,MTransferTreeBoost,0.05,3,1,0.01,0.9,400,1.5080859190606852,1.1983032502499886,1.586733176906702,1.2676903220263918
180,85,100,3,LSTransferTreeBoost,0.05,3,1,0.05,0.1,400,1.719315493714156,1.3655085953243293,1.8724746035823907,1.4859788026135425
181,85,100,3,LADTransferTreeBoost,0.05,3,1,0.05,0.1,400,2.9983299040883207,2.354226112802696,3.0181859199564243,2.393728025212367
182,85,100,3,MTransferTreeBoost,0.05,3,1,0.05,0.1,400,1.5833092753781313,1.2491688114228297,1.6742058876473622,1.322852838240423
183,85,100,3,LSTransferTreeBoost,0.05,3,1,0.05,0.5,400,1.7144786735369069,1.3570983062088329,1.8575069639904769,1.4808102141105874
184,85,100,3,LADTransferTreeBoost,0.05,3,1,0.05,0.5,400,2.0942574265273466,1.6330497096245218,2.117568786085496,1.6730612989312454
185,85,100,3,MTransferTreeBoost,0.05,3,1,0.05,0.5,400,1.530567724753594,1.2152615749247453,1.6104804140696116,1.2824856067700277
186,85,100,3,LSTransferTreeBoost,0.05,3,1,0.05,0.9,400,1.7182388070673604,1.3664817048416242,1.8526317271924686,1.4840830398440152
187,85,100,3,LADTransferTreeBoost,0.05,3,1,0.05,0.9,400,2.182065353087315,1.725019934171859,2.1619581493331466,1.7279385241913015
188,85,100,3,MTransferTreeBoost,0.05,3,1,0.05,0.9,400,1.5335409622031408,1.2222417620042052,1.6055339458835303,1.2808466690980749
189,85,100,3,LSTransferTreeBoost,0.05,3,2,0.0,0.1,400,1.7470409357540113,1.3958749192469322,1.8875823785029162,1.4965028233706417
