,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
0,70,3,MTransferTreeBoost,0.075,1,1,0.01,0.5,1000,1.3903922365898067,1.0990409828298526,1.358741543634889,1.0798217404080592
1,70,3,MTransferTreeBoost,0.075,1,1,0.01,0.9,1000,1.4218873806200918,1.1146502029279113,1.3962741267079242,1.1031996690580503
2,70,3,MTransferTreeBoost,0.075,1,1,0.05,0.5,1000,2.066328813631168,1.616042760338685,2.060656645692115,1.6529661175213586
3,70,3,MTransferTreeBoost,0.075,1,1,0.05,0.9,1000,2.1343257177621777,1.6646799268480323,2.1281420903291375,1.7061791823148194
4,70,3,MTransferTreeBoost,0.075,1,2,0.01,0.5,1000,1.6014900134574035,1.248333267265739,1.5932870060306983,1.258004309779171
5,70,3,MTransferTreeBoost,0.075,1,2,0.01,0.9,1000,1.619380263594726,1.2537415876313225,1.5951819538606236,1.2587427876889747
6,70,3,MTransferTreeBoost,0.075,1,2,0.05,0.5,1000,1.6369398702176627,1.2814826489572997,1.6371630908827448,1.2947610075161164
