,seed,learning_rate,dropout,val_rmse,val_mae,rmse,mae
0,860.0,0.001,0.0,9.796878814697266,6.763664245605469,9.927811622619629,6.828726768493652
1,860.0,0.001,0.1,17.24510955810547,16.343095779418945,17.60740089416504,16.681446075439453
2,860.0,0.001,0.2,8.786015510559082,7.183526515960693,8.519389152526855,6.469144344329834
3,860.0,0.0005,0.0,9.608705520629883,6.816100120544434,9.923236846923828,7.470704555511475
4,860.0,0.0005,0.1,15.97365951538086,14.94053840637207,16.31743812561035,15.254615783691406
5,860.0,0.0005,0.2,21.50151824951172,20.93149185180664,21.53857421875,20.85696792602539
6,860.0,0.0001,0.0,9.708029747009277,6.613546848297119,9.982237815856934,7.202519416809082
7,860.0,0.0001,0.1,8.624395370483398,6.007205486297607,8.800150871276855,6.203127861022949
8,860.0,0.0001,0.2,10.688451766967773,7.233768463134766,10.868927001953125,7.539186954498291
9,860.0,5e-05,0.0,9.723252296447754,6.604755401611328,9.917901039123535,7.032769203186035
10,860.0,5e-05,0.1,9.623334884643555,8.29482364654541,9.026124954223633,7.417761325836182
11,860.0,5e-05,0.2,10.74378776550293,7.17624044418335,10.915748596191406,7.5693511962890625
12,860.0,1e-05,0.0,8.760834693908691,7.068238735198975,8.548039436340332,6.455541133880615
13,860.0,1e-05,0.1,15.547426223754883,14.162681579589844,15.6730375289917,14.152856826782227
14,860.0,1e-05,0.2,9.836153984069824,8.49193000793457,9.501359939575195,8.051109313964844
15,861.0,0.001,0.0,5.482694149017334,4.465261936187744,5.076348781585693,3.2978527545928955
16,861.0,0.001,0.1,10.104013442993164,6.873756408691406,8.884512901306152,4.852770805358887
17,861.0,0.001,0.2,9.567955017089844,6.686638832092285,8.490159034729004,4.678797721862793
18,861.0,0.0005,0.0,7.3665289878845215,5.418949127197266,7.40349006652832,5.2095561027526855
19,861.0,0.0005,0.1,9.330385208129883,6.540510654449463,8.269455909729004,4.7680864334106445
20,861.0,0.0005,0.2,14.050493240356445,11.94373607635498,12.883161544799805,10.910577774047852
21,861.0,0.0001,0.0,9.247040748596191,7.044480323791504,8.258651733398438,5.823635101318359
22,861.0,0.0001,0.1,11.97406005859375,10.797734260559082,11.604561805725098,10.713525772094727
23,861.0,0.0001,0.2,18.48613739013672,17.368343353271484,17.38391876220703,16.342388153076172
24,861.0,5e-05,0.0,9.920415878295898,6.758159637451172,8.778518676757812,4.913671016693115
25,861.0,5e-05,0.1,9.571063041687012,6.791289329528809,8.409394264221191,4.834152698516846
26,861.0,5e-05,0.2,14.134037971496582,12.218155860900879,13.095998764038086,11.349651336669922
27,861.0,1e-05,0.0,9.332253456115723,7.190176486968994,8.529688835144043,6.094491481781006
28,861.0,1e-05,0.1,9.1991548538208,6.863655090332031,8.21493911743164,5.4290595054626465
29,861.0,1e-05,0.2,9.623893737792969,7.018213748931885,8.596724510192871,5.401838779449463
30,862.0,0.001,0.0,9.397021293640137,7.976702690124512,9.08156681060791,7.313014984130859
31,862.0,0.001,0.1,14.282221794128418,12.253836631774902,13.62593936920166,11.76640510559082
32,862.0,0.001,0.2,11.983800888061523,9.222294807434082,11.356502532958984,8.760488510131836
33,862.0,0.0005,0.0,7.160714149475098,5.743845462799072,7.539971828460693,6.002936840057373
34,862.0,0.0005,0.1,13.151870727539062,11.409736633300781,12.57765007019043,10.946697235107422
35,862.0,0.0005,0.2,16.00533676147461,14.536941528320312,15.247590065002441,13.943997383117676
36,862.0,0.0001,0.0,9.787886619567871,8.283533096313477,9.440942764282227,7.754237174987793
37,862.0,0.0001,0.1,9.018932342529297,6.454316139221191,8.625442504882812,6.437533378601074
38,862.0,0.0001,0.2,9.542101860046387,6.208348274230957,8.962278366088867,6.159419536590576
39,862.0,5e-05,0.0,9.638842582702637,7.107905387878418,8.896414756774902,6.514429569244385
40,862.0,5e-05,0.1,9.77499771118164,6.38748836517334,9.312196731567383,6.254477500915527
41,862.0,5e-05,0.2,10.433455467224121,9.132513046264648,9.941486358642578,8.322214126586914
42,862.0,1e-05,0.0,9.169954299926758,6.847343444824219,8.707770347595215,6.529728889465332
43,862.0,1e-05,0.1,10.81777286529541,7.673226356506348,10.081477165222168,7.089531898498535
44,862.0,1e-05,0.2,8.878202438354492,6.217812538146973,8.456331253051758,6.233065605163574
45,863.0,0.001,0.0,6.8778276443481445,5.144674777984619,6.994231224060059,5.962950229644775
46,863.0,0.001,0.1,8.364832878112793,5.02886962890625,6.859594821929932,4.726452350616455
47,863.0,0.001,0.2,11.383057594299316,9.029243469238281,9.54368782043457,7.456072807312012
48,863.0,0.0005,0.0,7.9950127601623535,5.7630510330200195,7.1512041091918945,5.869519233703613
49,863.0,0.0005,0.1,10.228407859802246,6.535405158996582,8.355216026306152,5.430991172790527
50,863.0,0.0005,0.2,12.623403549194336,10.717477798461914,10.915691375732422,9.288053512573242
51,863.0,0.0001,0.0,7.958943843841553,4.774523735046387,6.215790748596191,4.337957382202148
52,863.0,0.0001,0.1,14.804810523986816,13.928051948547363,16.477705001831055,15.47517204284668
53,863.0,0.0001,0.2,9.608452796936035,8.316181182861328,9.791760444641113,8.594091415405273
54,863.0,5e-05,0.0,8.867487907409668,6.958364963531494,8.157755851745605,6.678262233734131
55,863.0,5e-05,0.1,9.675575256347656,8.354117393493652,9.784427642822266,8.585718154907227
56,863.0,5e-05,0.2,7.988390922546387,5.854698181152344,7.326250076293945,5.893970012664795
57,863.0,1e-05,0.0,8.073905944824219,5.532860279083252,6.968908309936523,5.367445468902588
58,863.0,1e-05,0.1,8.841641426086426,5.135753631591797,7.222857475280762,4.71129035949707
59,863.0,1e-05,0.2,8.488349914550781,6.321290493011475,7.6378021240234375,6.166666030883789
60,864.0,0.001,0.0,9.88554859161377,9.05552864074707,13.312827110290527,12.47042179107666
61,864.0,0.001,0.1,8.827686309814453,6.735280513763428,9.210420608520508,5.4610795974731445
62,864.0,0.001,0.2,13.860830307006836,13.078348159790039,13.723258018493652,11.977051734924316
63,864.0,0.0005,0.0,6.606900215148926,4.017630577087402,8.176861763000488,5.070635795593262
64,864.0,0.0005,0.1,12.031089782714844,10.99234676361084,11.85653018951416,9.612763404846191
65,864.0,0.0005,0.2,9.940839767456055,8.57814884185791,10.254206657409668,7.381388187408447
66,864.0,0.0001,0.0,9.30728816986084,8.344502449035645,12.44591236114502,11.276226997375488
67,864.0,0.0001,0.1,7.854416847229004,6.549901485443115,10.629929542541504,9.0416259765625
68,864.0,0.0001,0.2,25.480377197265625,24.137662887573242,29.611787796020508,28.12954330444336
69,864.0,5e-05,0.0,6.60930061340332,4.569090843200684,8.878410339355469,6.601622104644775
70,864.0,5e-05,0.1,6.571230411529541,3.9656975269317627,8.229881286621094,5.090567111968994
71,864.0,5e-05,0.2,11.059627532958984,9.915369033813477,11.107402801513672,8.658041000366211
72,864.0,1e-05,0.0,7.025302410125732,4.959300994873047,9.1647367477417,6.880312442779541
73,864.0,1e-05,0.1,7.036488056182861,4.232944011688232,8.614240646362305,5.4390106201171875
74,864.0,1e-05,0.2,6.280056476593018,4.5963311195373535,8.792348861694336,6.900493621826172
75,865.0,0.001,0.0,13.160386085510254,8.991065979003906,8.95626449584961,6.101163387298584
76,865.0,0.001,0.1,18.565746307373047,16.705595016479492,15.278976440429688,14.097689628601074
77,865.0,0.001,0.2,14.312528610229492,10.783684730529785,10.260879516601562,7.751689910888672
78,865.0,0.0005,0.0,12.33034610748291,8.490493774414062,8.254151344299316,5.857489585876465
79,865.0,0.0005,0.1,12.935619354248047,8.858733177185059,8.781670570373535,5.985536098480225
80,865.0,0.0005,0.2,25.08283233642578,24.06127166748047,22.447832107543945,21.81965446472168
81,865.0,0.0001,0.0,15.032954216003418,12.04965591430664,11.139209747314453,9.044668197631836
82,865.0,0.0001,0.1,12.316926956176758,9.193001747131348,8.636381149291992,6.605504035949707
