,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
0,11,3,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.7125692147611322,1.3674976356750235
1,11,3,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.6722677975441347,1.335071671154937
2,11,3,LSTransferTreeBoost,0.05,1,1,0.05,0.5,2.09074768128153,1.7141810870572527
3,11,3,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.6981240914779265,1.3605429452682152
4,11,3,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.6491488306254403,1.3187370391820787
5,11,3,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.626467844994689,1.3039298009859404
6,11,3,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.695876663967367,1.3627892393055876
7,11,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.668271774636148,1.3437547784782837
8,11,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.606726703468871,1.294812835637422
9,11,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.6259470936073406,1.301276709751372
10,11,3,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.9437267965561829,1.5790938340332235
11,11,3,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.9736977797679849,1.5884820702375806
12,11,3,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.6426540851404703,1.320195852281291
13,11,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.5777502867258064,1.2694717963587299
14,11,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9773142775046768,1.6237777509838611
15,11,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.8832205190554068,1.5414662465457651
16,11,3,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.6849269340920114,1.3579318131463998
17,11,3,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.6631461946005908,1.3343665258699091
18,11,3,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7158490709634426,1.3742368612074356
19,11,3,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.6667118526385205,1.3426343643648995
20,11,3,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.6507632773209924,1.322161123084925
21,11,3,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.6059063423880273,1.2851844395705143
22,11,3,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.6847805556654651,1.3534010977605035
23,11,3,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.6917903334600597,1.35223152227117
24,11,3,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.6415210675247007,1.3008263602288375
25,11,3,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.7262982491946737,1.3710271771306672
26,11,3,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.7471039677352902,1.4143479227561246
27,11,3,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.692305733034452,1.37310358649457
28,11,3,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.6449186105134028,1.3072490311912075
29,11,3,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.587258278344212,1.2597942733227474
30,11,3,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.702831284103459,1.3841296499226
31,11,3,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.7039990363829993,1.379122268010036
32,12,3,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.6256950359204607,1.2851741705849475
33,12,3,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.5841184073722294,1.2503231242468624
34,12,3,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.6177546560505656,1.282966013967372
35,12,3,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.6249725485742053,1.289971347038359
36,12,3,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.7029380109753693,1.342650137814631
37,12,3,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.654335885334322,1.298813234851581
38,12,3,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.6854677334170305,1.3346763998358064
39,12,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.6784296662198008,1.3288155307745984
40,12,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.6098791863869264,1.2620352317859147
41,12,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.5926985015286028,1.2451773690595491
