,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
0,11,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.121929295229213,1.6989751181361061
1,11,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,4.085340415657452,3.3286591603113753
2,11,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,2.1963981862435498,1.7487400766092707
3,11,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.1463059329187404,1.7109885911165825
4,11,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.1407185062693355,1.710177193828799
5,11,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,4.085340415657452,3.3286591603113753
6,11,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,2.1716691031901627,1.732387429503332
7,11,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.1417303313246516,1.7095193206932573
8,11,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.1176395529833676,1.6941325543069006
9,11,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,4.079671328884772,3.3292277506955488
10,11,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,2.1721285197792857,1.7301897057698374
11,11,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.1219496536256672,1.691466754224996
12,11,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.1027594781664463,1.680387592033348
13,11,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,4.079671328884772,3.3292277506955488
14,11,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,2.1369085497129485,1.7045958143407784
15,11,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.1046251873390847,1.681679081842494
16,11,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.106327041416127,1.683897360694789
17,11,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,4.3103208414264955,3.540250554162106
18,11,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.1303398718659237,1.7012763651336151
19,11,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.2241819066634325,1.766462502231357
20,11,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.101221116820481,1.6806647567363386
21,11,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,4.3103208414264955,3.540250554162106
22,11,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.131818590050296,1.7052501743964439
23,11,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.2125765692360266,1.7575857189538415
24,11,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,2.1002370795775214,1.680785469118336
25,11,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,4.31195237999939,3.5509776560536603
26,11,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.12666643532926,1.698211738220492
27,11,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.207400924074707,1.7505341977729663
28,11,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,2.08750421074896,1.6677243648486677
29,11,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,4.31195237999939,3.5509776560536603
30,11,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,2.127568561152085,1.697329102541236
31,11,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,2.213467806812794,1.7550485720928277
32,12,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.3532052343703094,1.9081553553580992
33,12,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.3204028571504187,1.8743669215773269
34,12,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,2.409702553131424,1.962606969164529
35,12,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.457375692370884,1.9921983385530688
36,12,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.2429969387278623,1.817811539508195
37,12,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.2649270346477155,1.8348931345721422
38,12,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,2.3158027741805074,1.8874012765717116
39,12,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.2491253960890494,1.8215030829377705
40,12,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.4472427375411785,1.9878385157996163
41,12,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.442329633888359,1.9825225953121024
42,12,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,2.4970782750340517,2.0342665804981754
43,12,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.4306500286584294,1.9745187890961797
44,12,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.3158865545020118,1.8797138998597074
45,12,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,2.2907445962499597,1.8578393177450745
46,12,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,2.406604025505328,1.968381284333462
47,12,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.306129662573749,1.8702272810247418
48,12,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.338087572756955,1.8933859380005842
49,12,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,2.373314577004031,1.9210701254656568
50,12,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.3506395191613763,1.9074676927758556
51,12,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.3170272837081693,1.8724738832985857
52,12,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.2419354271925553,1.8178197579497952
53,12,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,2.247793074898227,1.8193211626342634
54,12,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.270720287650025,1.8431994680260295
55,12,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.4553145999646064,1.9925586828029163
56,12,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,2.3964971958520285,1.9475892182105272
57,12,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,2.399820561716489,1.946941174585169
58,12,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.374040901133887,1.927170782643008
59,12,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.4617435161726613,1.9974364203453907
60,12,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,2.330985189887193,1.8936715060084748
61,12,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,2.313124936734369,1.8810541290453417
62,12,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,2.292317388283343,1.8547988137313438
63,12,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,2.302320938252924,1.8669347133365681
64,13,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.251260239875349,1.8073118123577059
65,13,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.251838341835804,1.8076665378926453
66,13,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,2.254104504413489,1.8102197400862776
67,13,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.2514583788886324,1.8069546107704941
68,13,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.2805537106627263,1.8305290092637134
69,13,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.2237299863056545,1.7813040256731734
70,13,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,2.2506238641863088,1.803966345783248
71,13,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.213285586040485,1.7714831911151796
72,13,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.251260239875349,1.8073118123577054
73,13,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.2518383418358043,1.8076665378926455
74,13,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,2.254104504413489,1.8102197400862776
75,13,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.2514583788886324,1.8069546107704941
76,13,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.2805537106627263,1.8305290092637139
77,13,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,2.223729986305654,1.7813040256731734
78,13,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,2.2506238641863088,1.8039663457832482
79,13,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.213285586040485,1.7714831911151796
80,13,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.2514285978904063,1.807743751013959
81,13,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,2.2374154350366737,1.7964017137313653
82,13,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.245311757321541,1.8043233757025736
83,13,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.3351621206750046,1.8784853767792402
84,13,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.2418330963499504,1.7972797741091704
85,13,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,2.238897977180403,1.7970180372709328
86,13,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.2061116592697325,1.765723344524198
87,13,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.229028579659281,1.7880720399651568
88,13,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,2.2514285978904063,1.8077437510139585
89,13,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,2.2374154350366737,1.796401713731365
90,13,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.245311757321541,1.8043233757025736
91,13,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.3351621206750046,1.8784853767792402
92,13,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,2.24183309634995,1.7972797741091704
93,13,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,2.2388979771804025,1.7970180372709326
94,13,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,2.2061116592697325,1.765723344524198
95,13,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,2.2290285796592815,1.7880720399651573
96,14,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.2351347659864698,1.7959098456105322
97,14,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.232380341197325,1.7920049124689665
