,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
48,12,1,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.3687504764289895,1.9227829448357083
49,12,1,LSTransferTreeBoost,0.1,1,1,0.01,0.9,2.3395799370820063,1.8911768844384542
50,12,1,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.5685296239731894,2.0789726429272615
51,12,1,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.430737649422299,1.9719473430086623
52,12,1,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.3134073598091733,1.8812718867540963
53,12,1,LSTransferTreeBoost,0.1,1,2,0.01,0.9,2.279722527100668,1.84743728959568
54,12,1,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.305105294490751,1.8800229995208784
55,12,1,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.3164446498956672,1.8797659566100207
56,12,1,LSTransferTreeBoost,0.1,2,1,0.01,0.5,2.2216330733354055,1.777958984087743
57,12,1,LSTransferTreeBoost,0.1,2,1,0.01,0.9,2.1785731260960834,1.751685307560446
58,12,1,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.3196207396793707,1.8806617705902275
59,12,1,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.273513348746979,1.8369385153008528
60,12,1,LSTransferTreeBoost,0.1,2,2,0.01,0.5,2.2478787776819167,1.805075667361884
61,12,1,LSTransferTreeBoost,0.1,2,2,0.01,0.9,2.093883794387598,1.6811305775440932
62,12,1,LSTransferTreeBoost,0.1,2,2,0.05,0.5,2.3316012904266157,1.9026653526093065
63,12,1,LSTransferTreeBoost,0.1,2,2,0.05,0.9,2.26966423646627,1.826839332616491
64,13,1,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.134035073667735,1.7226488973441034
65,13,1,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.0995742884383124,1.704830016159287
66,13,1,LSTransferTreeBoost,0.05,1,1,0.05,0.5,2.2171817798476496,1.786802745124576
67,13,1,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.1935075283873977,1.7684672643568922
68,13,1,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.1181287341583164,1.7018273837176356
69,13,1,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.068964947558106,1.6645226256297214
70,13,1,LSTransferTreeBoost,0.05,1,2,0.05,0.5,2.2012263271719217,1.7694744045959094
71,13,1,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.189452058741199,1.7584280966339692
72,13,1,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.947123555985035,1.5908104483506338
73,13,1,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7799683665638284,1.4296916761304292
74,13,1,LSTransferTreeBoost,0.05,2,1,0.05,0.5,2.410861413221727,1.994577410713896
75,13,1,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.470928496909098,2.045255856272745
76,13,1,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.8985807959596104,1.5393905596948483
77,13,1,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.8115847657835875,1.4685472966182556
78,13,1,LSTransferTreeBoost,0.05,2,2,0.05,0.5,2.195281702422301,1.78723792464174
79,13,1,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.1913907937570003,1.7867839749814423
80,13,1,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.147240953956759,1.7398877819890413
81,13,1,LSTransferTreeBoost,0.1,1,1,0.01,0.9,2.018482620604358,1.6250977472433825
82,13,1,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.177673791451635,1.7545983302860095
83,13,1,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.2440188545143633,1.826527061709849
84,13,1,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.0767350611075295,1.665505644234745
85,13,1,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9852717485540987,1.5923039440551348
86,13,1,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.1398274071029664,1.7147264516783778
87,13,1,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.1359828984962976,1.7162791711702454
88,13,1,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.8854449139945513,1.5305082710074094
89,13,1,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.810963393493245,1.465506651819539
90,13,1,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.3233359893416634,1.9267847223398376
91,13,1,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.1945877975141657,1.8202841131958598
92,13,1,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.872877094043362,1.5118405564717643
93,13,1,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.7629637374677911,1.4205758319569664
94,13,1,LSTransferTreeBoost,0.1,2,2,0.05,0.5,2.16752448304861,1.7849867938791844
95,13,1,LSTransferTreeBoost,0.1,2,2,0.05,0.9,2.0947728821446163,1.7291698518391185
96,14,1,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.177954048426792,1.7569484094891723
97,14,1,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.0897580174964054,1.6852778107036765
98,14,1,LSTransferTreeBoost,0.05,1,1,0.05,0.5,2.777764625615835,2.2445522590801557
99,14,1,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.7462721625885105,2.2198479618940747
100,14,1,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.198841786533243,1.775934430588095
101,14,1,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.1271485423856804,1.715824401596538
102,14,1,LSTransferTreeBoost,0.05,1,2,0.05,0.5,2.737481738080808,2.2070360677176404
103,14,1,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.7180689721656046,2.197973914040936
104,14,1,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.034499292039026,1.6345966886633416
105,14,1,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.9887004730994593,1.598957255180838
106,14,1,LSTransferTreeBoost,0.05,2,1,0.05,0.5,2.7566386385249593,2.2326406661718163
107,14,1,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.6420775364432973,2.1371605026059535
108,14,1,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.0763451564798854,1.6638279598974248
109,14,1,LSTransferTreeBoost,0.05,2,2,0.01,0.9,2.027169124854148,1.6179922555452777
110,14,1,LSTransferTreeBoost,0.05,2,2,0.05,0.5,2.7153287509302797,2.1937216730460833
111,14,1,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.606994551755968,2.1078337710116095
112,14,1,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.036178536808524,1.639230873196522
113,14,1,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.9630508390104477,1.5767694000292072
114,14,1,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.316827235399054,1.8648483052449087
115,14,1,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.313990719693073,1.8615877696011593
116,14,1,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.075204442006403,1.6709000150772741
117,14,1,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9980207037615865,1.6056008572459894
118,14,1,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.3421936679871562,1.8907643652457335
119,14,1,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.29592067524216,1.8527944382112689
120,14,1,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.9817451742766137,1.59628894528265
121,14,1,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.9509104640087116,1.5598365634590647
122,14,1,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.228341124491176,1.8002745887018021
123,14,1,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.173125856034792,1.7585256334167259
124,14,1,LSTransferTreeBoost,0.1,2,2,0.01,0.5,2.0405281889054767,1.6322614313685873
125,14,1,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.990012525314633,1.5798565757407221
126,14,1,LSTransferTreeBoost,0.1,2,2,0.05,0.5,2.3052277222623525,1.8631429316667902
127,14,1,LSTransferTreeBoost,0.1,2,2,0.05,0.9,2.192455571980945,1.7761117763509604
