,seed,method,v,target_tree_size,rmse,mae
38,1,xgboost,0.02,6,8.29945566463108,5.431122417187914
39,1,xgboost_naive_transfer,0.02,6,7.419635661264134,5.343871700034786
40,1,xgboost,0.02,7,8.492859377375678,5.580813069036368
41,1,xgboost_naive_transfer,0.02,7,7.4835360939817495,5.375733206017663
42,1,xgboost,0.03,1,6.95107564816157,4.655404407906323
43,1,xgboost_naive_transfer,0.03,1,7.492359729559516,5.465418549373366
44,1,xgboost,0.03,2,7.066586288153233,4.746466233568016
45,1,xgboost_naive_transfer,0.03,2,7.480695486720697,5.442323766565204
46,1,xgboost,0.03,3,7.207665035873125,4.8436274320243
47,1,xgboost_naive_transfer,0.03,3,7.468692008273593,5.41333902759839
48,1,xgboost,0.03,4,7.501136005486681,5.032157987970152
49,1,xgboost_naive_transfer,0.03,4,7.4293366589947425,5.388360786768171
50,1,xgboost,0.03,5,7.932217911886879,5.198754721745005
51,1,xgboost_naive_transfer,0.03,5,7.41040498694918,5.355056316832356
52,1,xgboost,0.03,6,8.282106295696874,5.425864192659077
53,1,xgboost_naive_transfer,0.03,6,7.425028214106085,5.342016260408136
54,1,xgboost,0.03,7,8.366141156612938,5.516821747465786
55,1,xgboost_naive_transfer,0.03,7,7.500361763416748,5.384549627914277
56,1,xgboost,0.05,1,6.937105528827778,4.6471694402341255
57,1,xgboost_naive_transfer,0.05,1,7.492142985541303,5.470658212712841
58,1,xgboost,0.05,2,7.06996714459755,4.748567304177693
59,1,xgboost_naive_transfer,0.05,2,7.4914312139787285,5.453858156799589
60,1,xgboost,0.05,3,7.249573271730282,4.860813713096885
61,1,xgboost_naive_transfer,0.05,3,7.462869700492462,5.416779435081753
62,1,xgboost,0.05,4,7.494179804051543,5.016651314288425
63,1,xgboost_naive_transfer,0.05,4,7.430461700248347,5.389418113868466
64,1,xgboost,0.05,5,7.889081991225756,5.185851843717496
65,1,xgboost_naive_transfer,0.05,5,7.424674089496315,5.363658839800108
66,1,xgboost,0.05,6,8.307166155985241,5.403989761688151
67,1,xgboost_naive_transfer,0.05,6,7.423310039234842,5.338020808120591
68,1,xgboost,0.05,7,8.427644913287319,5.477403982487337
69,1,xgboost_naive_transfer,0.05,7,7.471405344373913,5.376982566288178
70,1,xgboost,0.08,1,6.971781049036377,4.668679985694893
71,1,xgboost_naive_transfer,0.08,1,7.493533056193124,5.471789811995708
72,1,xgboost,0.08,2,7.073990490340743,4.744631182239369
73,1,xgboost_naive_transfer,0.08,2,7.49071163364634,5.449322629752629
