,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
0,11,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.7360476097669102,1.3965878200520314
1,11,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.72239961134315,1.3907748742144042
2,11,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.7671608786191773,1.4122075211789429
3,11,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.6993794819039847,1.3692966547141667
4,11,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.7481333357977198,1.3998527307725517
5,11,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.7219278771313247,1.3889605685904975
6,11,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.720471950845314,1.3808813888726448
7,11,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.7275487421275848,1.3795147885022918
8,11,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7423227031508557,1.4039303254239117
9,11,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7910872275205734,1.4408074057498224
10,11,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.6714895907317788,1.3522571835685728
11,11,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.6788214750822337,1.357733054029355
12,11,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.6825073924006664,1.3627016142004948
13,11,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.709873492544314,1.3803634966586091
14,11,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.757086509723066,1.4074006518052544
15,11,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.6650549245941701,1.3400476862707364
16,11,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.7796488780726145,1.4372171592306189
17,11,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7611788936346375,1.4269156375557166
18,11,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.6874064310422139,1.3617594379291473
19,11,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.6664937358298877,1.3535148959810004
20,11,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.7457902549770035,1.4078473163638012
21,11,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.749811886582208,1.4074044035754443
22,11,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.6940217155506703,1.3629855386570748
23,11,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.6578869532639922,1.3316790976755941
24,11,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.7604856044760933,1.424594250367316
25,11,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.8053220205126446,1.4618588244205808
26,11,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.6811183093335071,1.3610385477677986
27,11,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.6994107345157365,1.37325408952262
28,11,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.7255917212669212,1.3936668562254555
29,11,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.7366171331680864,1.4009627163020988
30,11,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.6844824544216848,1.351250671814385
31,11,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.6499081026476679,1.3282960356575717
32,12,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.682062168795344,1.3170465648905898
33,12,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.5950406525734675,1.2492866352521745
34,12,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.65824546993011,1.3174793732594863
35,12,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.5967160815174033,1.266856741211651
36,12,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.7036031189188463,1.3351134894495367
37,12,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.6527437842844959,1.2939280684773369
38,12,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.6824951274458413,1.3376506334323457
39,12,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.683706990575956,1.3418127398477848
40,12,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.5735606302931764,1.2365926152871816
41,12,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.647193605507629,1.2847762470005295
42,12,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.6552313718356857,1.3117244132002948
43,12,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.6028477991460321,1.2667356437152855
44,12,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.657656715906324,1.3066443566701118
45,12,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.6360342747151253,1.273499719327386
46,12,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.703111641896012,1.344387073795454
47,12,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.688493803160109,1.3365461332408244
48,12,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.6113906771595545,1.2621432337538843
49,12,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.5858495776875996,1.237444260189208
50,12,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.5974541665629969,1.2690579984722716
51,12,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.6195874853179046,1.288520844632838
52,12,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.7192887314863383,1.3506570813419265
53,12,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.6245761084037105,1.2594681363511278
54,12,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.7288410441037754,1.378423976177407
55,12,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.63078934291996,1.2778021535122934
56,12,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.6122018345038807,1.2608326751759416
57,12,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.5858196701967955,1.2340745704585951
58,12,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.626358750218131,1.284640361917394
59,12,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.5831974096196026,1.2487082560022462
60,12,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.6401008718343513,1.2836218910463117
61,12,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.611366776482295,1.253231911823752
62,12,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.6617381488922107,1.3040755561604649
63,12,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.6508225462519397,1.3031021665217226
64,13,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.8457751279611736,1.462473584884541
65,13,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.8234445777355432,1.4461587888207355
66,13,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.861974412484243,1.4746837139401683
67,13,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.8313958533761734,1.4518881254133875
68,13,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.8834502919499598,1.4913184710685214
69,13,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.8737563084934323,1.4872354603777451
70,13,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.871667952362564,1.4827268665196343
71,13,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.8770322958247458,1.4879345579517387
72,13,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.8457751279611743,1.4624735848845412
73,13,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.8234445777355428,1.446158788820735
74,13,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.8619744124842434,1.4746837139401685
75,13,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.8313958533761736,1.4518881254133877
76,13,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.8834502919499598,1.4913184710685214
77,13,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.8737563084934323,1.4872354603777451
78,13,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.8716679523625637,1.4827268665196343
79,13,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.8770322958247458,1.4879345579517387
80,13,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.8573743279963195,1.4710170759255674
81,13,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.8373603615455087,1.455153900307787
82,13,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.8227643269798424,1.4467594555499212
83,13,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.8551997013594221,1.46977513435592
84,13,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.8573348366045663,1.4663817565667185
85,13,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.865568263123116,1.478956761977037
86,13,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.8720374758598717,1.487439379535508
87,13,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.8599062860348787,1.4812105586472903
88,13,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.8573743279963195,1.4710170759255674
89,13,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.837360361545509,1.455153900307787
90,13,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.8227643269798424,1.446759455549921
91,13,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.8551997013594224,1.46977513435592
92,13,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.8573348366045663,1.4663817565667183
93,13,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.865568263123116,1.478956761977037
94,13,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.8720374758598712,1.4874393795355076
