,seed,method,d,v,target_tree_size,rmse,mae
0,11,xgboost,5,0.005,1,2.339517453631528,1.868959012250164
1,11,xgboost_naive_transfer,5,0.005,1,5.774080153468996,4.769679618748199
2,11,xgboost,5,0.005,2,1.947491753594549,1.5539157398337262
3,11,xgboost_naive_transfer,5,0.005,2,5.793218664211242,4.78970814868681
4,11,xgboost,5,0.005,3,1.9038356386287674,1.5219291938846002
5,11,xgboost_naive_transfer,5,0.005,3,5.785665189277546,4.784572354511998
6,11,xgboost,5,0.005,4,1.982984066797174,1.5793814190614412
7,11,xgboost_naive_transfer,5,0.005,4,5.763384845603748,4.800497486685897
8,11,xgboost,5,0.005,5,2.140522686543182,1.710645749767383
9,11,xgboost_naive_transfer,5,0.005,5,2.9319713299479417,2.28633582174738
10,11,xgboost,5,0.005,6,2.266158547034238,1.8508860997040657
11,11,xgboost_naive_transfer,5,0.005,6,2.981686504200449,2.3446789546597193
12,11,xgboost,5,0.005,7,2.3491398342356002,1.886933888619495
13,11,xgboost_naive_transfer,5,0.005,7,3.1208220627743684,2.4958582591085907
14,11,xgboost,5,0.01,1,1.9346135224063459,1.5328877980325712
15,11,xgboost_naive_transfer,5,0.01,1,5.785766333299597,4.792199507706262
16,11,xgboost,5,0.01,2,1.8406488375581052,1.4686750604273051
17,11,xgboost_naive_transfer,5,0.01,2,5.823882624686437,4.8321976465652625
18,11,xgboost,5,0.01,3,1.8510969317461292,1.4780473468886175
19,11,xgboost_naive_transfer,5,0.01,3,5.81819330660753,4.830282460287695
20,11,xgboost,5,0.01,4,1.9419577314795904,1.5464566662712005
21,11,xgboost_naive_transfer,5,0.01,4,5.772238356290532,4.820716665677748
22,11,xgboost,5,0.01,5,2.1216436398395664,1.6904411558668695
23,11,xgboost_naive_transfer,5,0.01,5,2.833600569140021,2.181830667380945
24,11,xgboost,5,0.01,6,2.2612901614649448,1.8436492348882572
25,11,xgboost_naive_transfer,5,0.01,6,2.944478045108913,2.308026565661815
