,seed,method,v,target_tree_size,rmse,mae
0,1,xgboost,0.005,1,7.446802257783331,5.076890021139148
1,1,xgboost_naive_transfer,0.005,1,7.71015844252409,5.640708852811054
2,1,xgboost,0.005,2,7.367777095688105,5.024906265195536
3,1,xgboost_naive_transfer,0.005,2,7.676867596868088,5.574039837064554
4,1,xgboost,0.005,3,7.58787491911595,5.1955590344988964
5,1,xgboost_naive_transfer,0.005,3,7.649069859768963,5.5403132562372
6,1,xgboost,0.005,4,7.695180728630225,5.285230811597056
7,1,xgboost_naive_transfer,0.005,4,7.607718562326272,5.506325870112221
8,1,xgboost,0.005,5,7.771197326869372,5.388575658760386
9,1,xgboost_naive_transfer,0.005,5,7.603252575325007,5.493241355548629
10,1,xgboost,0.005,6,7.910831037805757,5.542805732197517
11,1,xgboost_naive_transfer,0.005,6,7.5966438379851775,5.467631313555031
12,1,xgboost,0.005,7,7.990296051417613,5.571383566297461
13,1,xgboost_naive_transfer,0.005,7,7.571043193972176,5.474630570253591
14,1,xgboost,0.01,1,7.421091748330784,5.041627689209264
15,1,xgboost_naive_transfer,0.01,1,7.718188856497267,5.660322692344351
16,1,xgboost,0.01,2,7.3443484455412635,4.998791713179709
17,1,xgboost_naive_transfer,0.01,2,7.677808426740014,5.576681817594683
18,1,xgboost,0.01,3,7.590429289319309,5.193800423815575
19,1,xgboost_naive_transfer,0.01,3,7.6546589192137215,5.550601346865142
20,1,xgboost,0.01,4,7.7018536731484435,5.282733280922691
21,1,xgboost_naive_transfer,0.01,4,7.609653733099458,5.510826077672038
22,1,xgboost,0.01,5,7.756913614939962,5.377876762065716
23,1,xgboost_naive_transfer,0.01,5,7.603096085455288,5.4936209001175
24,1,xgboost,0.01,6,7.901189325364656,5.552532941229912
25,1,xgboost_naive_transfer,0.01,6,7.601067150421625,5.469457178185395
26,1,xgboost,0.01,7,8.016893760219332,5.5789728863798285
27,1,xgboost_naive_transfer,0.01,7,7.5774992718295255,5.4781325723582555
28,1,xgboost,0.02,1,7.418480129693961,5.0362209104573035
29,1,xgboost_naive_transfer,0.02,1,7.719058075973151,5.661724648976055
30,1,xgboost,0.02,2,7.351946704412034,5.005158541606434
31,1,xgboost_naive_transfer,0.02,2,7.679809205117064,5.583337528256114
32,1,xgboost,0.02,3,7.594148371437008,5.202983459325096
33,1,xgboost_naive_transfer,0.02,3,7.657147572110981,5.553819075631172
34,1,xgboost,0.02,4,7.686874370077858,5.26680690564283
35,1,xgboost_naive_transfer,0.02,4,7.6155203549949135,5.518370336940621
36,1,xgboost,0.02,5,7.76113820277066,5.375112862988574
37,1,xgboost_naive_transfer,0.02,5,7.611052019437688,5.504034978040063
38,1,xgboost,0.02,6,7.915500527412266,5.538327805334896
39,1,xgboost_naive_transfer,0.02,6,7.602457091749058,5.478298452457367
40,1,xgboost,0.02,7,8.015595972299339,5.591527672224821
41,1,xgboost_naive_transfer,0.02,7,7.584375981049047,5.501712775253452
42,1,xgboost,0.03,1,7.419166609987425,5.034577253782506
43,1,xgboost_naive_transfer,0.03,1,7.720458093593338,5.663406381101743
44,1,xgboost,0.03,2,7.346064377358159,4.999598229809246
45,1,xgboost_naive_transfer,0.03,2,7.699737085344519,5.616078037650678
46,1,xgboost,0.03,3,7.619077952260506,5.2082146916925725
47,1,xgboost_naive_transfer,0.03,3,7.653150705046666,5.548738449110353
48,1,xgboost,0.03,4,7.666462903243501,5.257383074756491
49,1,xgboost_naive_transfer,0.03,4,7.632639960281204,5.53550837806477
50,1,xgboost,0.03,5,7.834103513516014,5.424327369851255
51,1,xgboost_naive_transfer,0.03,5,7.608871345827462,5.5024594135319695
52,1,xgboost,0.03,6,7.929803782469864,5.538885386053907
53,1,xgboost_naive_transfer,0.03,6,7.614794113573906,5.497634135895207
54,1,xgboost,0.03,7,8.022907203300736,5.5667233224871655
55,1,xgboost_naive_transfer,0.03,7,7.613309933465128,5.51336817922187
56,1,xgboost,0.05,1,7.4279458455512986,5.049795273627404
57,1,xgboost_naive_transfer,0.05,1,7.722792686006136,5.664607062864841
58,1,xgboost,0.05,2,7.357852268326866,5.011437545594504
59,1,xgboost_naive_transfer,0.05,2,7.698361297553533,5.6218176310683425
60,1,xgboost,0.05,3,7.572610361319028,5.154840224046506
61,1,xgboost_naive_transfer,0.05,3,7.681608294525136,5.589636213294018
62,1,xgboost,0.05,4,7.801841764856475,5.3724713377956475
63,1,xgboost_naive_transfer,0.05,4,7.656516474624222,5.560613284573705
64,1,xgboost,0.05,5,7.899960208515065,5.451880808901437
65,1,xgboost_naive_transfer,0.05,5,7.635924788030871,5.546060060352133
66,1,xgboost,0.05,6,7.9697389234741935,5.539104692804337
67,1,xgboost_naive_transfer,0.05,6,7.64883058016819,5.538434260363394
68,1,xgboost,0.05,7,8.023564580691072,5.54743954404807
69,1,xgboost_naive_transfer,0.05,7,7.5909235290472905,5.510686385200896
70,1,xgboost,0.08,1,7.412481058099757,5.023124086203567
71,1,xgboost_naive_transfer,0.08,1,7.727940964272593,5.670009904697361
72,1,xgboost,0.08,2,7.373838604012817,5.015079613299574
73,1,xgboost_naive_transfer,0.08,2,7.720764895377927,5.642754733061943
74,1,xgboost,0.08,3,7.671664336791311,5.21448645092332
75,1,xgboost_naive_transfer,0.08,3,7.687046230824586,5.593979786239547
76,1,xgboost,0.08,4,7.73652867818414,5.299622977185213
77,1,xgboost_naive_transfer,0.08,4,7.685505560510538,5.585279840875269
78,1,xgboost,0.08,5,7.962977912415739,5.492867732694255
79,1,xgboost_naive_transfer,0.08,5,7.708324064003603,5.602921543442158
80,1,xgboost,0.08,6,8.067555430553734,5.573948768047085
81,1,xgboost_naive_transfer,0.08,6,7.637231329113693,5.529385400864245
82,1,xgboost,0.08,7,8.161680782148261,5.639498410070067
83,1,xgboost_naive_transfer,0.08,7,7.604802152121138,5.522760786846107
84,1,xgboost,0.1,1,7.426395232142227,5.043230203614231
85,1,xgboost_naive_transfer,0.1,1,7.728753324740637,5.670305850746892
86,1,xgboost,0.1,2,7.365405427986522,4.989034524142186
87,1,xgboost_naive_transfer,0.1,2,7.71643842645403,5.640572972812629
88,1,xgboost,0.1,3,7.598297629518019,5.180615840649972
89,1,xgboost_naive_transfer,0.1,3,7.705367539326427,5.613848427594756
90,1,xgboost,0.1,4,7.832800725987591,5.368265000703489
91,1,xgboost_naive_transfer,0.1,4,7.67276877567892,5.584400490243167
92,1,xgboost,0.1,5,7.942889373389017,5.488813687528857
93,1,xgboost_naive_transfer,0.1,5,7.697672004889763,5.591594973372864
94,1,xgboost,0.1,6,8.108898119395677,5.633620407678268
95,1,xgboost_naive_transfer,0.1,6,7.685180261662018,5.598127897687542
96,1,xgboost,0.1,7,8.24562799693749,5.680304480228142
97,1,xgboost_naive_transfer,0.1,7,7.609585039701113,5.553482402400215
98,1,xgboost,0.12,1,7.444796498418999,5.061940616863317
99,1,xgboost_naive_transfer,0.12,1,7.755143413673562,5.683145584435191
100,1,xgboost,0.12,2,7.382569578967988,5.006438377605315
101,1,xgboost_naive_transfer,0.12,2,7.726037337707823,5.647055921520728
102,1,xgboost,0.12,3,7.64659594705311,5.199981684544791
103,1,xgboost_naive_transfer,0.12,3,7.740478473286451,5.6486705236881845
104,1,xgboost,0.12,4,7.820660216069209,5.329060637055718
105,1,xgboost_naive_transfer,0.12,4,7.709484346407986,5.612351639909129
106,1,xgboost,0.12,5,8.002587762122301,5.49120442382931
107,1,xgboost_naive_transfer,0.12,5,7.747993534231304,5.62908964463892
108,1,xgboost,0.12,6,8.13095088408275,5.6457925897515695
109,1,xgboost_naive_transfer,0.12,6,7.73423750006978,5.60746453785464
110,1,xgboost,0.12,7,8.178961555500626,5.6349801393889924
111,1,xgboost_naive_transfer,0.12,7,7.73413471807331,5.64151038533374
112,1,xgboost,0.15,1,7.400754451814818,5.0134320118462075
113,1,xgboost_naive_transfer,0.15,1,7.738029447886732,5.667810620181912
114,1,xgboost,0.15,2,7.428277675093335,5.037766430954663
115,1,xgboost_naive_transfer,0.15,2,7.73751790153261,5.64671583372488
116,1,xgboost,0.15,3,7.741425394063346,5.2740401004995965
117,1,xgboost_naive_transfer,0.15,3,7.759817504877964,5.658390280340961
118,1,xgboost,0.15,4,7.841994711273424,5.421064732566554
119,1,xgboost_naive_transfer,0.15,4,7.743398331660564,5.651276258402171
120,1,xgboost,0.15,5,8.186822417616414,5.62842696786883
121,1,xgboost_naive_transfer,0.15,5,7.751715651850465,5.651057660898295
122,1,xgboost,0.15,6,8.229582736351674,5.6888293466280295
123,1,xgboost_naive_transfer,0.15,6,7.7587223273702906,5.635759830624763
124,1,xgboost,0.15,7,8.085592626965955,5.510016878740789
125,1,xgboost_naive_transfer,0.15,7,7.66240378099045,5.591664931767308
126,2,xgboost,0.005,1,7.482738801905911,5.3256508799952895
127,2,xgboost_naive_transfer,0.005,1,7.459639024363753,5.6426832114886585
128,2,xgboost,0.005,2,7.379924098641954,5.227080636444327
129,2,xgboost_naive_transfer,0.005,2,7.490751481129752,5.663689182511011
130,2,xgboost,0.005,3,7.457802007018921,5.292084322409931
131,2,xgboost_naive_transfer,0.005,3,7.461032031328675,5.618514194021669
132,2,xgboost,0.005,4,7.583061479713886,5.3822371437545025
133,2,xgboost_naive_transfer,0.005,4,7.401108755757423,5.559837835585668
134,2,xgboost,0.005,5,7.509564076183978,5.295481655366557
135,2,xgboost_naive_transfer,0.005,5,7.4200929972884415,5.544300406534679
136,2,xgboost,0.005,6,7.637858662383887,5.406287927658807
137,2,xgboost_naive_transfer,0.005,6,7.488606183417432,5.578784224608151
138,2,xgboost,0.005,7,7.669450009764528,5.398105619910249
139,2,xgboost_naive_transfer,0.005,7,7.4901715979338315,5.574250557041358
140,2,xgboost,0.01,1,7.387068422686408,5.208768077832085
141,2,xgboost_naive_transfer,0.01,1,7.494854286200922,5.682740031617887
142,2,xgboost,0.01,2,7.380492241639499,5.225679762516205
143,2,xgboost_naive_transfer,0.01,2,7.492695865199702,5.665380751078523
144,2,xgboost,0.01,3,7.4546175228339555,5.287411609101369
145,2,xgboost_naive_transfer,0.01,3,7.467922261206777,5.6238514998188425
146,2,xgboost,0.01,4,7.5890722038159035,5.391496839630196
147,2,xgboost_naive_transfer,0.01,4,7.404197014862558,5.562353940097723
148,2,xgboost,0.01,5,7.492418111354969,5.2784174901763325
149,2,xgboost_naive_transfer,0.01,5,7.4229451576402585,5.547889465947953
150,2,xgboost,0.01,6,7.645828703022688,5.404654681444648
151,2,xgboost_naive_transfer,0.01,6,7.495672893045672,5.582038940377148
152,2,xgboost,0.01,7,7.6694356747156265,5.407543111822934
153,2,xgboost_naive_transfer,0.01,7,7.50039178235421,5.584248436591768
154,2,xgboost,0.02,1,7.391297549583485,5.216608609986181
155,2,xgboost_naive_transfer,0.02,1,7.474436290099642,5.668916124607566
156,2,xgboost,0.02,2,7.379782306169273,5.224096299684228
157,2,xgboost_naive_transfer,0.02,2,7.491637961245826,5.664615128612724
158,2,xgboost,0.02,3,7.435105619452584,5.2745589997163975
159,2,xgboost_naive_transfer,0.02,3,7.477276576924058,5.633534894113667
160,2,xgboost,0.02,4,7.623466351864845,5.403051480751218
161,2,xgboost_naive_transfer,0.02,4,7.41258804199277,5.568174974341884
162,2,xgboost,0.02,5,7.499747267400893,5.283588995845032
163,2,xgboost_naive_transfer,0.02,5,7.438279304305801,5.565063796190665
164,2,xgboost,0.02,6,7.632195842256322,5.3731185620334205
165,2,xgboost_naive_transfer,0.02,6,7.502545851354497,5.59329172004185
166,2,xgboost,0.02,7,7.674720205720383,5.395883101426425
167,2,xgboost_naive_transfer,0.02,7,7.499351709131067,5.585869225262081
168,2,xgboost,0.03,1,7.387879843774093,5.211204190547963
169,2,xgboost_naive_transfer,0.03,1,7.473570490331189,5.668527711006859
170,2,xgboost,0.03,2,7.381740118860033,5.225009306308731
171,2,xgboost_naive_transfer,0.03,2,7.498218413221013,5.6694250577585805
172,2,xgboost,0.03,3,7.450666198910025,5.280876133539748
173,2,xgboost_naive_transfer,0.03,3,7.481801888512456,5.6366018327902525
174,2,xgboost,0.03,4,7.647497641652487,5.425615384575307
175,2,xgboost_naive_transfer,0.03,4,7.428521723528489,5.582227634940471
176,2,xgboost,0.03,5,7.538378499518167,5.320896311045755
