,seed,method,d,v,target_tree_size,rmse,mae
0,11,xgboost,5,0.005,1,2.097043419352412,1.6804954547323927
1,11,xgboost_naive_transfer,5,0.005,1,5.739261861785604,4.736072944553864
2,11,xgboost,5,0.005,2,1.592725784354179,1.2608514584119488
3,11,xgboost_naive_transfer,5,0.005,2,5.757600123404716,4.755273475559723
4,11,xgboost,5,0.005,3,1.5314277353342014,1.2016251612111473
5,11,xgboost_naive_transfer,5,0.005,3,5.744650775128871,4.746364358416502
6,11,xgboost,5,0.005,4,1.6247021755885642,1.262515813864137
7,11,xgboost_naive_transfer,5,0.005,4,2.955729807360009,2.3460817374371308
8,11,xgboost,5,0.005,5,1.7624185525836864,1.3617439743932005
9,11,xgboost_naive_transfer,5,0.005,5,2.874344459973857,2.2365615646780275
10,11,xgboost,5,0.005,6,1.927482211661639,1.5237351144474198
11,11,xgboost_naive_transfer,5,0.005,6,2.86862142077733,2.227744142600693
12,11,xgboost,5,0.005,7,2.115340553259133,1.6707752693088425
13,11,xgboost_naive_transfer,5,0.005,7,2.877499112389088,2.2355673764784196
14,11,xgboost,5,0.01,1,1.5928165342844722,1.2658272798291879
15,11,xgboost_naive_transfer,5,0.01,1,5.749848333372897,4.757399060038348
16,11,xgboost,5,0.01,2,1.4383168990590534,1.1189729375604416
17,11,xgboost_naive_transfer,5,0.01,2,5.786408487266081,4.795408751956217
18,11,xgboost,5,0.01,3,1.5025276371247327,1.1785942725094387
19,11,xgboost_naive_transfer,5,0.01,3,5.75579011865683,4.772791888184373
20,11,xgboost,5,0.01,4,1.6228974060691876,1.2625054044519002
21,11,xgboost_naive_transfer,5,0.01,4,2.7541823974713,2.119275650624486
22,11,xgboost,5,0.01,5,1.7553647680549473,1.3582301540339403
23,11,xgboost_naive_transfer,5,0.01,5,2.7655139083109557,2.1186435781407074
24,11,xgboost,5,0.01,6,1.9407626075774653,1.5312999296138616
25,11,xgboost_naive_transfer,5,0.01,6,2.843408397977729,2.2006690172973062
26,11,xgboost,5,0.01,7,2.1043891216417157,1.6687412512900093
27,11,xgboost_naive_transfer,5,0.01,7,2.865635288691038,2.2217873157593275
28,11,xgboost,5,0.02,1,1.3722597973930957,1.0762383743163733
29,11,xgboost_naive_transfer,5,0.02,1,5.772010338955831,4.799979894000138
30,11,xgboost,5,0.02,2,1.4415109825032602,1.1228754463808444
31,11,xgboost_naive_transfer,5,0.02,2,5.844506298113196,4.876206447105424
32,11,xgboost,5,0.02,3,1.4957619334748002,1.169198187899163
33,11,xgboost_naive_transfer,5,0.02,3,5.7848353471747895,4.8304460433935414
34,11,xgboost,5,0.02,4,1.6325647759698136,1.2698423917558503
35,11,xgboost_naive_transfer,5,0.02,4,2.7738372227346453,2.1424815442046996
36,11,xgboost,5,0.02,5,1.7472530809841622,1.3541855024305105
37,11,xgboost_naive_transfer,5,0.02,5,2.791669834892756,2.1319165137322242
38,11,xgboost,5,0.02,6,1.942460658645421,1.523638543374425
39,11,xgboost_naive_transfer,5,0.02,6,2.827033396722975,2.180153529347691
40,11,xgboost,5,0.02,7,2.094291536317025,1.6592376550545964
41,11,xgboost_naive_transfer,5,0.02,7,2.8362734165508416,2.187832768498755
42,11,xgboost,5,0.03,1,1.3718667432944043,1.0761500587547952
43,11,xgboost_naive_transfer,5,0.03,1,5.794104162885907,4.840581364059654
44,11,xgboost,5,0.03,2,1.4391563172137345,1.1171670799517102
45,11,xgboost_naive_transfer,5,0.03,2,5.903593558529234,4.958759340557842
46,11,xgboost,5,0.03,3,1.5219050567781518,1.193825117320729
47,11,xgboost_naive_transfer,5,0.03,3,5.822050963314621,4.893448325217718
48,11,xgboost,5,0.03,4,1.6091956183312086,1.2535165220940538
49,11,xgboost_naive_transfer,5,0.03,4,2.7706401373245892,2.137364929158531
50,11,xgboost,5,0.03,5,1.7389554922496453,1.3550504006354744
51,11,xgboost_naive_transfer,5,0.03,5,2.7513618222695917,2.0944248071511997
52,11,xgboost,5,0.03,6,1.9229343327525825,1.5163287091034883
53,11,xgboost_naive_transfer,5,0.03,6,2.795318504252008,2.13414943789893
54,11,xgboost,5,0.03,7,2.0979361853074385,1.6594276884290593
55,11,xgboost_naive_transfer,5,0.03,7,2.848652700613559,2.205831631715514
56,11,xgboost,5,0.05,1,1.371897990991511,1.0758164073184557
57,11,xgboost_naive_transfer,5,0.05,1,5.85132250441256,4.926816419511826
58,11,xgboost,5,0.05,2,1.4442166347562706,1.1256806058213387
59,11,xgboost_naive_transfer,5,0.05,2,6.016244730536046,5.116548156008097
60,11,xgboost,5,0.05,3,1.5326382934834544,1.1931566368565207
61,11,xgboost_naive_transfer,5,0.05,3,5.843249178728338,4.9754640303895
62,11,xgboost,5,0.05,4,1.5988614164228843,1.2385387168897204
63,11,xgboost_naive_transfer,5,0.05,4,2.760309579364648,2.1284783720157594
64,11,xgboost,5,0.05,5,1.7391620274721313,1.3575990065261325
