,seed,lr,n_estimators,tree_size,rmse,mae
0,860.0,0.1,10.0,1.0,0.08438056737508004,0.05895070053988862
1,860.0,0.1,10.0,2.0,0.10611631489709242,0.07600187509276791
2,860.0,0.1,10.0,3.0,0.10548567801773327,0.07590008526065274
3,860.0,0.1,10.0,4.0,0.09850936303868348,0.06941919276136482
4,860.0,0.1,20.0,1.0,0.08926357441438339,0.06227602894625741
5,860.0,0.1,20.0,2.0,0.10573412469885922,0.07423541693904324
6,860.0,0.1,20.0,3.0,0.10556651559700912,0.07573877025662189
7,860.0,0.1,20.0,4.0,0.10339630286786584,0.07044431317864185
8,860.0,0.1,30.0,1.0,0.09358163107465205,0.06366786694051502
9,860.0,0.1,30.0,2.0,0.10671687554520569,0.07359128444411679
10,860.0,0.1,30.0,3.0,0.10509018898003177,0.0735259627204967
11,860.0,0.1,30.0,4.0,0.1001031528563428,0.06827789047378624
12,860.0,0.1,50.0,1.0,0.08726409240194666,0.059382426916104236
13,860.0,0.1,50.0,2.0,0.10337537625322836,0.07177309939283455
14,860.0,0.1,50.0,3.0,0.09983998715973087,0.07106712707895363
15,860.0,0.1,50.0,4.0,0.09984881149513279,0.06666447966315671
16,860.0,0.1,100.0,1.0,0.08965103577494851,0.06511134242536304
17,860.0,0.1,100.0,2.0,0.10517722254821449,0.06804036862339412
18,860.0,0.1,100.0,3.0,0.10164166889396176,0.07125641156254535
19,860.0,0.1,100.0,4.0,0.09840980323049366,0.07032467175541644
20,860.0,0.1,150.0,1.0,0.08965103577494851,0.06511134242536304
21,860.0,0.1,150.0,2.0,0.096229965749616,0.06659425545750385
22,860.0,0.1,150.0,3.0,0.10142019564284126,0.07121784735737567
23,860.0,0.1,150.0,4.0,0.10303335878616272,0.07586818684159045
24,860.0,0.5,10.0,1.0,0.08734902858475047,0.05960727550441194
25,860.0,0.5,10.0,2.0,0.09875400987982605,0.06958116341648822
26,860.0,0.5,10.0,3.0,0.0994013835465116,0.07097833602645322
27,860.0,0.5,10.0,4.0,0.10000289227028383,0.06773629038550778
28,860.0,0.5,20.0,1.0,0.08965103577494851,0.06511134242536304
29,860.0,0.5,20.0,2.0,0.0955272767870593,0.06486857202337021
30,860.0,0.5,20.0,3.0,0.10224965507746331,0.07194261996962949
31,860.0,0.5,20.0,4.0,0.09772769059779599,0.06983108072497769
32,860.0,0.5,30.0,1.0,0.08965103577494851,0.06511134242536304
33,860.0,0.5,30.0,2.0,0.0948185221855231,0.06385976391885845
34,860.0,0.5,30.0,3.0,0.10123827964896748,0.07131261874256854
35,860.0,0.5,30.0,4.0,0.10273777056538766,0.07448763399341031
36,860.0,0.5,50.0,1.0,0.08832881870333874,0.06236629024666227
37,860.0,0.5,50.0,2.0,0.085098099176017,0.058598998366337696
38,860.0,0.5,50.0,3.0,0.10078198646593847,0.06880729147810066
39,860.0,0.5,50.0,4.0,0.09802694238565042,0.07062675306219185
40,860.0,0.5,100.0,1.0,0.09095707452418096,0.0642848048162627
41,860.0,0.5,100.0,2.0,0.09090078121291979,0.06476418510597624
42,860.0,0.5,100.0,3.0,0.10808192064284754,0.07010417430617734
43,860.0,0.5,100.0,4.0,0.10470059461377841,0.07290232925631925
44,860.0,0.5,150.0,1.0,0.10505276406879419,0.07641389249268692
45,860.0,0.5,150.0,2.0,0.09092695154652215,0.0647968236160445
46,860.0,0.5,150.0,3.0,0.1076511945144219,0.06914075959740405
47,860.0,0.5,150.0,4.0,0.10348181358136115,0.07123877355474556
48,860.0,1.0,10.0,1.0,0.08965103577494851,0.06511134242536304
49,860.0,1.0,10.0,2.0,0.09505486439717495,0.06457009183054997
50,860.0,1.0,10.0,3.0,0.10375250654116817,0.07336950549501503
51,860.0,1.0,10.0,4.0,0.09880535832454833,0.06973311055718188
52,860.0,1.0,20.0,1.0,0.08879572318599535,0.06413113410792427
53,860.0,1.0,20.0,2.0,0.09064439291877571,0.06247283834074108
54,860.0,1.0,20.0,3.0,0.09760757932425253,0.06653558958588367
55,860.0,1.0,20.0,4.0,0.10153459791952495,0.07346224535523181
56,860.0,1.0,30.0,1.0,0.09313245709186514,0.06273358400187569
57,860.0,1.0,30.0,2.0,0.08933422699513141,0.06302819982689299
58,860.0,1.0,30.0,3.0,0.10010071465715437,0.06775353102900906
59,860.0,1.0,30.0,4.0,0.0976477942625789,0.07050711163896645
60,860.0,1.0,50.0,1.0,0.09700049739792047,0.06878424960875035
61,860.0,1.0,50.0,2.0,0.09092446163649211,0.06479136979104755
62,860.0,1.0,50.0,3.0,0.10949439296422708,0.0704461311203075
63,860.0,1.0,50.0,4.0,0.10510034524207268,0.0731821730635397
64,860.0,1.0,100.0,1.0,0.11138836145130897,0.08210502169141772
65,860.0,1.0,100.0,2.0,0.09088962670276768,0.06477409437817015
66,860.0,1.0,100.0,3.0,0.10307149946399158,0.0681380159326974
67,860.0,1.0,100.0,4.0,0.10374089082006659,0.07143778352954312
68,860.0,1.0,150.0,1.0,0.11138836145130897,0.08210502169141772
69,860.0,1.0,150.0,2.0,0.09090619709720495,0.06477001642705676
70,860.0,1.0,150.0,3.0,0.10304076569122936,0.06809995836700831
71,860.0,1.0,150.0,4.0,0.10312990275980155,0.07114435483036761
72,861.0,0.1,10.0,1.0,0.16234612969175166,0.10566966652141656
73,861.0,0.1,10.0,2.0,0.1425201044013105,0.11166096782980812
74,861.0,0.1,10.0,3.0,0.1378349169563637,0.10772165215311898
75,861.0,0.1,10.0,4.0,0.13695752876676978,0.10269288277922524
76,861.0,0.1,20.0,1.0,0.1633044326064185,0.10706778287159051
77,861.0,0.1,20.0,2.0,0.14042643619934603,0.11090788164999728
78,861.0,0.1,20.0,3.0,0.1383195769830693,0.10782458937464608
79,861.0,0.1,20.0,4.0,0.13698083412760936,0.10327342208523009
80,861.0,0.1,30.0,1.0,0.16266003955016495,0.10664185801413302
81,861.0,0.1,30.0,2.0,0.13976796728414148,0.11155867496397738
82,861.0,0.1,30.0,3.0,0.13773863494462915,0.10824537829854541
83,861.0,0.1,30.0,4.0,0.13457816471930104,0.10161718285380257
84,861.0,0.1,50.0,1.0,0.16276835280556196,0.10519266048338656
85,861.0,0.1,50.0,2.0,0.14178548984388537,0.11190204242136721
86,861.0,0.1,50.0,3.0,0.13753950647013016,0.10831645187038634
87,861.0,0.1,50.0,4.0,0.1349197603652119,0.10235903716383828
88,861.0,0.1,100.0,1.0,0.16000249056907298,0.10412629365192498
89,861.0,0.1,100.0,2.0,0.1440578328767699,0.1077594451036716
90,861.0,0.1,100.0,3.0,0.15057472487603613,0.11687344368595336
91,861.0,0.1,100.0,4.0,0.1414115835139437,0.10871290223100238
92,861.0,0.1,150.0,1.0,0.16000249056907298,0.10412629365192498
93,861.0,0.1,150.0,2.0,0.14243350760978263,0.10593269685175662
94,861.0,0.1,150.0,3.0,0.14537192985599737,0.1126521172053282
95,861.0,0.1,150.0,4.0,0.14502912794270517,0.10870823816754871
96,861.0,0.5,10.0,1.0,0.16276835280556196,0.10519266048338656
97,861.0,0.5,10.0,2.0,0.14598762320626915,0.10914934594697401
98,861.0,0.5,10.0,3.0,0.13833211661092865,0.10801353113153034
99,861.0,0.5,10.0,4.0,0.1391488876192337,0.10720176554022683
100,861.0,0.5,20.0,1.0,0.16000249056907298,0.10412629365192498
101,861.0,0.5,20.0,2.0,0.14481178937259037,0.10866513768103366
102,861.0,0.5,20.0,3.0,0.14491676658690314,0.1123760483589435
103,861.0,0.5,20.0,4.0,0.1419901223864988,0.10906878418026818
104,861.0,0.5,30.0,1.0,0.16007922375428274,0.1044921270933414
105,861.0,0.5,30.0,2.0,0.14297413706166906,0.10701243002480909
