,seed,target_column,target_instances,method,v,source_tree_size,target_tree_size,k,m_0,val_rmse,val_mae,rmse,mae
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.421099520177504,1.8296449697787822,2.608076248656151,1.9645754378720257
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.3170975324453496,1.7373910318656167,2.4794424456593096,1.8458577904940892
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.5,3.39140039611054,2.689805812531232,3.7685820900705687,3.0830996785522404
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.9718329826866166,2.3043815404400383,3.2930075433432804,2.6309971851054463
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.454530495811943,1.8513547441346407,2.655727893388945,2.0111506457549986
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.3328001932795717,1.752949471564675,2.4939103654083152,1.8759920054423205
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.5,3.3910702748855623,2.6729414275807684,3.6830810625463895,2.98095506634566
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.9754162765712775,2.2873662590260144,3.2357466816513663,2.5454449236318215
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.3070909669789224,1.731635658472053,2.4534326889506355,1.8302226555936878
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.2637180377327217,1.6795713199206788,2.43889278177732,1.8022478803624105
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.5,3.325695555022736,2.618654345965997,3.6834733736854424,2.964658897019359
0,6,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.659163713451882,1.9917362583165272,2.721830809791578,2.046271615098434
0,6,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.5811208674672113,1.9478425473807117,2.633767392034703,1.991724261177676
0,6,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.5,3.200999793014185,2.406653563215914,3.2924222736104127,2.468184347116512
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.7148542914625526,2.0809004300688976,3.002896721001908,2.339328483885313
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.3526010460341444,1.7821807301212753,2.5037439783606517,1.8704194777313972
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.9,2.2772672947318497,1.7020423168898504,2.4463827990275875,1.820445947834004
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.5,3.756617102911129,3.076722397479651,4.0358413503580195,3.3339768127958704
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.9937052493597007,2.3383830353109296,3.248710309812911,2.55927344063881
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.3434449438162708,1.7609668599988924,2.4973816914157863,1.8732784472313482
