,seed,d,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,900.0,1.0,0.05,1.0,1.435443756342552,1.1189495312188802,1.3378263438956564,1.0444452583902333
1,900.0,1.0,0.05,2.0,1.06851044628883,0.8422038351151764,1.0148886501610306,0.8088433323996782
2,900.0,1.0,0.05,3.0,1.0888782046016443,0.8486907146660858,1.059303082753606,0.8418087713403432
3,900.0,1.0,0.05,4.0,1.137100970205144,0.8836020769342469,1.1037402291865577,0.8661902534030462
4,900.0,1.0,0.05,5.0,1.2766253938582657,0.9810942686353535,1.2330546955310036,0.9555513117752653
5,900.0,1.0,0.05,6.0,1.3797458263507063,1.0428523872034652,1.3362049524573179,1.0400618027239386
6,900.0,1.0,0.05,7.0,1.5622443529828187,1.206800752281595,1.4835802206021385,1.1409157060083122
7,900.0,1.0,0.075,1.0,1.2707126914855686,0.9929893112383523,1.1653899428995176,0.9181147565165502
8,900.0,1.0,0.075,2.0,1.0625264172663853,0.8366183551491706,1.004527653963997,0.7958111520419713
9,900.0,1.0,0.075,3.0,1.0840918746281192,0.8434982626970162,1.0417818331508788,0.8244766696433153
10,900.0,1.0,0.075,4.0,1.146983395317366,0.8917473715589804,1.1265074880340005,0.8899744967127865
11,900.0,1.0,0.075,5.0,1.2652586540378998,0.9822029853633998,1.2310142366727956,0.9646890638961839
12,900.0,1.0,0.075,6.0,1.3984076535246235,1.0753512285034954,1.3641340568300748,1.0636887852578742
13,900.0,1.0,0.075,7.0,1.561700351413522,1.202481276176728,1.5134188053014483,1.1601166755457653
14,900.0,1.0,0.1,1.0,1.2298449795381936,0.9675190671300307,1.1287037386189178,0.8931952078860991
15,900.0,1.0,0.1,2.0,1.0629861467633661,0.8395226078872045,0.984085741279471,0.7775753379711521
16,900.0,1.0,0.1,3.0,1.0902418861745384,0.8475267472790741,1.062748495410514,0.8442269875154664
17,900.0,1.0,0.1,4.0,1.179032574886256,0.9248498500224681,1.1525174109592182,0.9103068342122762
18,900.0,1.0,0.1,5.0,1.2932660135094431,0.991240497712999,1.251456086991174,0.9891295272718735
19,900.0,1.0,0.1,6.0,1.415100665717544,1.0766122686682804,1.347866249555067,1.0526263501559867
20,900.0,1.0,0.1,7.0,1.5726764030794338,1.2233718064523,1.5455879741340028,1.20227601921584
21,900.0,1.0,0.125,1.0,1.283504637366752,1.0048680411475743,1.1801413708234945,0.9318414454622598
22,900.0,1.0,0.125,2.0,1.0850048408883053,0.8509491158358597,1.0089262237089238,0.7999023749613927
23,900.0,1.0,0.125,3.0,1.0934647641271034,0.843755312596856,1.0588322609567307,0.8367481678933857
24,900.0,1.0,0.125,4.0,1.1835382415554423,0.9232953434309338,1.151417013817381,0.9163401359114183
