seed,learning_rate,dropout,d_main,num_blocks,val_rmse,val_mae,rmse,mae
860.0,0.001,0.0,64.0,2.0,5.699350833892822,4.473926067352295,5.938694477081299,4.713768005371094
861.0,0.001,0.0,64.0,2.0,8.65507698059082,5.84570837020874,5.3252034187316895,4.198033809661865
862.0,0.001,0.0,64.0,2.0,7.857001781463623,5.199100017547607,10.058536529541016,5.214776992797852
863.0,0.001,0.0,64.0,2.0,6.089156627655029,4.5947265625,10.726776123046875,6.073782920837402
864.0,0.001,0.0,64.0,2.0,7.716093063354492,6.535528182983398,6.620072364807129,4.978480815887451
865.0,0.001,0.0,64.0,2.0,11.427294731140137,6.516960620880127,5.117615699768066,3.944801092147827
866.0,0.001,0.0,64.0,2.0,9.792900085449219,5.1593017578125,7.749803066253662,5.169870853424072
867.0,0.001,0.0,64.0,2.0,6.374161720275879,3.74503493309021,10.679861068725586,6.082679271697998
868.0,0.001,0.0,64.0,2.0,6.988319396972656,5.534396171569824,8.657713890075684,6.19343376159668
869.0,0.001,0.0,64.0,2.0,7.734828948974609,5.611536979675293,6.080469131469727,4.653348445892334
870.0,0.001,0.0,64.0,2.0,7.190356254577637,5.142134189605713,10.237081527709961,5.746490955352783
871.0,0.001,0.0,64.0,2.0,8.963513374328613,6.169079303741455,6.529196739196777,4.452027320861816
872.0,0.001,0.0,64.0,2.0,6.990002632141113,4.9684882164001465,9.859636306762695,6.024515151977539
873.0,0.001,0.0,64.0,2.0,7.728506088256836,5.191255569458008,6.707104682922363,4.784696102142334
874.0,0.001,0.0,64.0,2.0,6.347208023071289,4.8197340965271,5.661370754241943,4.235106468200684
875.0,0.001,0.0,64.0,2.0,6.445885181427002,5.280911922454834,7.447664260864258,5.35962438583374
876.0,0.001,0.0,64.0,2.0,5.313494682312012,4.051052570343018,9.851158142089844,6.293024063110352
877.0,0.001,0.0,64.0,2.0,7.023453712463379,4.750358581542969,9.696052551269531,4.967774391174316
878.0,0.001,0.0,64.0,2.0,8.154576301574707,5.027322769165039,6.729085445404053,4.393927574157715
879.0,0.001,0.0,64.0,2.0,9.418858528137207,5.20471715927124,8.878317832946777,6.318444728851318
880.0,0.001,0.0,64.0,2.0,5.573134422302246,4.431466102600098,7.533320903778076,5.714537143707275
881.0,0.001,0.0,64.0,2.0,7.514878749847412,6.025972843170166,7.318989276885986,4.881591796875
882.0,0.001,0.0,64.0,2.0,6.2071533203125,5.068873405456543,6.321834564208984,5.157331943511963
883.0,0.001,0.0,64.0,2.0,7.774751663208008,5.3780670166015625,7.29832649230957,5.390982151031494
884.0,0.001,0.0,64.0,2.0,5.893387794494629,4.442011833190918,9.57374382019043,6.8530449867248535
885.0,0.001,0.0,64.0,2.0,6.394949436187744,4.422481060028076,9.54760456085205,5.4942193031311035
886.0,0.001,0.0,64.0,2.0,10.038544654846191,5.512457847595215,6.807908535003662,5.204183101654053
887.0,0.001,0.0,64.0,2.0,10.577878952026367,5.8989715576171875,6.56475830078125,4.729684829711914
888.0,0.001,0.0,64.0,2.0,6.758153915405273,5.200247764587402,7.175230026245117,5.414578437805176
889.0,0.001,0.0,64.0,2.0,8.244879722595215,5.7918806076049805,6.376984596252441,4.333673000335693
860.0,0.001,0.0,64.0,4.0,6.439085006713867,5.178183078765869,6.522138595581055,5.234568119049072
861.0,0.001,0.0,64.0,4.0,8.35399055480957,5.366076946258545,5.049219131469727,3.9952685832977295
862.0,0.001,0.0,64.0,4.0,8.036991119384766,6.022209644317627,10.157556533813477,6.006852149963379
863.0,0.001,0.0,64.0,4.0,6.343109130859375,4.888537406921387,10.741847038269043,6.3775763511657715
864.0,0.001,0.0,64.0,4.0,6.977533340454102,5.497361660003662,6.305978298187256,4.256289005279541
865.0,0.001,0.0,64.0,4.0,10.165515899658203,5.9143524169921875,4.850861072540283,3.8227741718292236
866.0,0.001,0.0,64.0,4.0,9.890923500061035,5.575967311859131,7.4630961418151855,5.453742980957031
867.0,0.001,0.0,64.0,4.0,6.752563953399658,4.139655113220215,10.9252290725708,6.2706990242004395
868.0,0.001,0.0,64.0,4.0,7.239441871643066,5.364474296569824,8.980368614196777,6.077699184417725
869.0,0.001,0.0,64.0,4.0,8.216498374938965,6.2671661376953125,6.570173740386963,5.371100425720215
870.0,0.001,0.0,64.0,4.0,7.322375774383545,5.530985355377197,10.416208267211914,6.0963311195373535
871.0,0.001,0.0,64.0,4.0,7.016061305999756,4.9450531005859375,7.639103889465332,5.149369239807129
872.0,0.001,0.0,64.0,4.0,7.034926891326904,4.821518898010254,9.156135559082031,5.458028793334961
873.0,0.001,0.0,64.0,4.0,7.609318256378174,4.941068172454834,6.510077476501465,4.7684221267700195
874.0,0.001,0.0,64.0,4.0,6.276987075805664,4.9126482009887695,6.3670973777771,4.4607834815979
875.0,0.001,0.0,64.0,4.0,5.957080364227295,4.843507766723633,7.472785472869873,5.326604843139648
876.0,0.001,0.0,64.0,4.0,5.173835754394531,4.140723705291748,9.805529594421387,6.219229698181152
877.0,0.001,0.0,64.0,4.0,6.95407772064209,4.755640506744385,9.684770584106445,6.236985683441162
878.0,0.001,0.0,64.0,4.0,7.857355117797852,5.3294572830200195,6.366623401641846,4.74576473236084
