,seed,d,lr,n_estimators,tree_size,rmse,mae
725,932.0,3.0,0.1,20.0,2.0,2.896060083732366,2.307329276923528
726,932.0,3.0,0.1,20.0,3.0,2.1647047818737772,1.7183269092114828
727,932.0,3.0,0.1,20.0,4.0,2.1922115420510555,1.7155270151871833
728,932.0,3.0,0.1,30.0,1.0,3.843525802598234,3.0844622764447776
729,932.0,3.0,0.1,30.0,2.0,2.896060083732366,2.307329276923528
730,932.0,3.0,0.1,30.0,3.0,2.1647047818737772,1.7183269092114828
731,932.0,3.0,0.1,30.0,4.0,2.1539961024615883,1.693886702443167
732,932.0,3.0,0.1,50.0,1.0,3.843525802598234,3.0844622764447776
733,932.0,3.0,0.1,50.0,2.0,2.896060083732366,2.307329276923528
734,932.0,3.0,0.1,50.0,3.0,2.29824590906693,1.8248744717242102
735,932.0,3.0,0.1,50.0,4.0,2.1200778321105735,1.6882350020412755
736,932.0,3.0,0.1,100.0,1.0,3.843525802598234,3.0844622764447776
737,932.0,3.0,0.1,100.0,2.0,2.389274101749722,1.8869104489031256
738,932.0,3.0,0.1,100.0,3.0,2.2749769186044877,1.8087871268352342
739,932.0,3.0,0.1,100.0,4.0,2.184799111649659,1.7430686840787424
740,932.0,3.0,0.1,150.0,1.0,3.843525802598234,3.0844622764447776
741,932.0,3.0,0.1,150.0,2.0,2.808531671039953,2.237850612364881
742,932.0,3.0,0.1,150.0,3.0,2.167139504918223,1.714920975985247
743,932.0,3.0,0.1,150.0,4.0,2.17469095314844,1.7138029336093386
744,932.0,3.0,0.5,10.0,1.0,3.843525802598234,3.0844622764447776
745,932.0,3.0,0.5,10.0,2.0,2.896060083732366,2.307329276923528
746,932.0,3.0,0.5,10.0,3.0,2.29824590906693,1.8248744717242102
747,932.0,3.0,0.5,10.0,4.0,2.1115157403499234,1.6922025399259673
748,932.0,3.0,0.5,20.0,1.0,3.843525802598234,3.0844622764447776
749,932.0,3.0,0.5,20.0,2.0,2.4667187601943845,1.945465605045264
750,932.0,3.0,0.5,20.0,3.0,2.1934919133762385,1.744923172216438
751,932.0,3.0,0.5,20.0,4.0,2.707915886838827,2.149801952783053
752,932.0,3.0,0.5,30.0,1.0,3.843525802598234,3.0844622764447776
753,932.0,3.0,0.5,30.0,2.0,2.896749788821364,2.3088107669572495
754,932.0,3.0,0.5,30.0,3.0,2.216100713796875,1.7540093539227477
755,932.0,3.0,0.5,30.0,4.0,2.1648934281804704,1.7164014035131883
756,932.0,3.0,0.5,50.0,1.0,3.843525802598234,3.0844622764447776
757,932.0,3.0,0.5,50.0,2.0,2.895512971437013,2.3066720821787356
758,932.0,3.0,0.5,50.0,3.0,2.1649296283483723,1.7194540320182687
759,932.0,3.0,0.5,50.0,4.0,2.1822486286899547,1.714167090784472
760,932.0,3.0,0.5,100.0,1.0,3.843525802598234,3.0844622764447776
761,932.0,3.0,0.5,100.0,2.0,2.900962869134184,2.3117955289842738
762,932.0,3.0,0.5,100.0,3.0,2.2367035233535613,1.7766086229591336
763,932.0,3.0,0.5,100.0,4.0,2.317798638909981,1.8353016014134622
764,932.0,3.0,0.5,150.0,1.0,3.843525802598234,3.0844622764447776
765,932.0,3.0,0.5,150.0,2.0,2.896749788821364,2.3088107669572495
766,932.0,3.0,0.5,150.0,3.0,2.2985560485615344,1.824830164026446
767,932.0,3.0,0.5,150.0,4.0,2.169030060745195,1.7167107419834169
768,932.0,3.0,1.0,10.0,1.0,3.843525802598234,3.0844622764447776
769,932.0,3.0,1.0,10.0,2.0,2.4667187601943845,1.945465605045264
770,932.0,3.0,1.0,10.0,3.0,2.1740835151371756,1.7270027947157809
771,932.0,3.0,1.0,10.0,4.0,2.7562765476867197,2.1967471513194154
772,932.0,3.0,1.0,20.0,1.0,3.843525802598234,3.0844622764447776
773,932.0,3.0,1.0,20.0,2.0,2.896749788821364,2.3088107669572495
774,932.0,3.0,1.0,20.0,3.0,2.170901039000743,1.724163643783214
775,932.0,3.0,1.0,20.0,4.0,2.167513974868952,1.7139814043325414
776,932.0,3.0,1.0,30.0,1.0,3.843525802598234,3.0844622764447776
777,932.0,3.0,1.0,30.0,2.0,2.9690010524348174,2.300093181680176
778,932.0,3.0,1.0,30.0,3.0,2.238026529165539,1.77513987225119
779,932.0,3.0,1.0,30.0,4.0,2.2988477991331706,1.8072462826537734
780,932.0,3.0,1.0,50.0,1.0,3.843525802598234,3.0844622764447776
781,932.0,3.0,1.0,50.0,2.0,2.900962869134184,2.3117955289842738
782,932.0,3.0,1.0,50.0,3.0,2.6153929160855336,2.0364921225293515
783,932.0,3.0,1.0,50.0,4.0,2.1648934281804704,1.7164014035131883
784,932.0,3.0,1.0,100.0,1.0,3.843525802598234,3.0844622764447776
785,932.0,3.0,1.0,100.0,2.0,2.896749788821364,2.3088107669572495
786,932.0,3.0,1.0,100.0,3.0,2.29821538033837,1.825906444950675
787,932.0,3.0,1.0,100.0,4.0,2.204112859791313,1.7460411923880015
788,932.0,3.0,1.0,150.0,1.0,3.843525802598234,3.0844622764447776
789,932.0,3.0,1.0,150.0,2.0,2.896749788821364,2.3088107669572495
790,932.0,3.0,1.0,150.0,3.0,3.426094836392765,2.7733265244660688
791,932.0,3.0,1.0,150.0,4.0,3.3863643774966334,2.7403765105712337
792,932.0,6.0,0.1,10.0,1.0,4.69409160745703,3.9245727753161326
793,932.0,6.0,0.1,10.0,2.0,4.69409160745703,3.9245727753161326
794,932.0,6.0,0.1,10.0,3.0,2.1972771821422907,1.7840470802954802
795,932.0,6.0,0.1,10.0,4.0,2.1972771821422907,1.7840470802954802
796,932.0,6.0,0.1,20.0,1.0,4.69409160745703,3.9245727753161326
797,932.0,6.0,0.1,20.0,2.0,2.6534951943136496,2.110549984017249
798,932.0,6.0,0.1,20.0,3.0,2.1972771821422907,1.7840470802954802
799,932.0,6.0,0.1,20.0,4.0,2.009469961984297,1.6474368171316227
800,932.0,6.0,0.1,30.0,1.0,4.69409160745703,3.9245727753161326
801,932.0,6.0,0.1,30.0,2.0,2.6534951943136496,2.110549984017249
802,932.0,6.0,0.1,30.0,3.0,2.009469961984297,1.6474368171316227
803,932.0,6.0,0.1,30.0,4.0,2.009469961984297,1.6474368171316227
804,932.0,6.0,0.1,50.0,1.0,4.69409160745703,3.9245727753161326
805,932.0,6.0,0.1,50.0,2.0,2.2033590642220986,1.7764635610476176
806,932.0,6.0,0.1,50.0,3.0,2.009469961984297,1.6474368171316227
807,932.0,6.0,0.1,50.0,4.0,2.0015873368980657,1.6405182279356199
808,932.0,6.0,0.1,100.0,1.0,4.69409160745703,3.9245727753161326
809,932.0,6.0,0.1,100.0,2.0,2.4619986616344005,1.9590173953772296
810,932.0,6.0,0.1,100.0,3.0,2.0108056461869652,1.647733351398836
811,932.0,6.0,0.1,100.0,4.0,2.01122983061205,1.648321139098242
812,932.0,6.0,0.1,150.0,1.0,4.69409160745703,3.9245727753161326
813,932.0,6.0,0.1,150.0,2.0,4.6944684160776795,3.9252874756204945
814,932.0,6.0,0.1,150.0,3.0,2.5014693737117577,1.9919596489731726
815,932.0,6.0,0.1,150.0,4.0,2.011270011854818,1.6388368286057713
816,932.0,6.0,0.5,10.0,1.0,4.69409160745703,3.9245727753161326
817,932.0,6.0,0.5,10.0,2.0,2.2033590642220986,1.7764635610476176
818,932.0,6.0,0.5,10.0,3.0,2.009469961984297,1.6474368171316227
819,932.0,6.0,0.5,10.0,4.0,2.0014943241626857,1.6404451314218718
820,932.0,6.0,0.5,20.0,1.0,4.69409160745703,3.9245727753161326
821,932.0,6.0,0.5,20.0,2.0,2.4619986616344005,1.9590173953772296
822,932.0,6.0,0.5,20.0,3.0,2.003432224229649,1.6422022082076
823,932.0,6.0,0.5,20.0,4.0,2.01122983061205,1.648321139098242
824,932.0,6.0,0.5,30.0,1.0,4.69409160745703,3.9245727753161326
825,932.0,6.0,0.5,30.0,2.0,4.6944684160776795,3.9252874756204945
826,932.0,6.0,0.5,30.0,3.0,2.5014693737117577,1.9919596489731726
827,932.0,6.0,0.5,30.0,4.0,2.011270011854818,1.6388368286057713
828,932.0,6.0,0.5,50.0,1.0,4.69409160745703,3.9245727753161326
829,932.0,6.0,0.5,50.0,2.0,2.5568995366198286,2.031187951339365
830,932.0,6.0,0.5,50.0,3.0,2.002105550127819,1.641636539239714
831,932.0,6.0,0.5,50.0,4.0,1.7934687296865217,1.471454182643054
832,932.0,6.0,0.5,100.0,1.0,4.69409160745703,3.9245727753161326
833,932.0,6.0,0.5,100.0,2.0,2.3072443540709715,1.8360523823631425
834,932.0,6.0,0.5,100.0,3.0,2.010196902147667,1.6400263896110825
835,932.0,6.0,0.5,100.0,4.0,2.01000331802619,1.6381294558218302
836,932.0,6.0,0.5,150.0,1.0,4.69409160745703,3.9245727753161326
837,932.0,6.0,0.5,150.0,2.0,2.5853652495607258,2.027950702026896
838,932.0,6.0,0.5,150.0,3.0,2.010196902147667,1.6400263896110825
839,932.0,6.0,0.5,150.0,4.0,2.667245638449228,2.090274939053956
840,932.0,6.0,1.0,10.0,1.0,4.69409160745703,3.9245727753161326
841,932.0,6.0,1.0,10.0,2.0,2.4619986616344005,1.9590173953772296
842,932.0,6.0,1.0,10.0,3.0,2.009985910280729,1.6482362229488607
843,932.0,6.0,1.0,10.0,4.0,2.01122983061205,1.648321139098242
844,932.0,6.0,1.0,20.0,1.0,4.69409160745703,3.9245727753161326
845,932.0,6.0,1.0,20.0,2.0,3.054517874425338,2.3880296819573896
846,932.0,6.0,1.0,20.0,3.0,2.488491744657293,1.9806655954655963
847,932.0,6.0,1.0,20.0,4.0,1.7949392209104413,1.4741101361296596
848,932.0,6.0,1.0,30.0,1.0,4.69409160745703,3.9245727753161326
849,932.0,6.0,1.0,30.0,2.0,2.65158138531256,2.108517419557286
850,932.0,6.0,1.0,30.0,3.0,2.005731591900415,1.6445947109364274
851,932.0,6.0,1.0,30.0,4.0,1.7944575018140936,1.473577241156288
852,932.0,6.0,1.0,50.0,1.0,4.69409160745703,3.9245727753161326
853,932.0,6.0,1.0,50.0,2.0,2.512678510016484,1.9736704296620204
854,932.0,6.0,1.0,50.0,3.0,2.010063081280694,1.639939490742106
855,932.0,6.0,1.0,50.0,4.0,1.99975180168723,1.6307601389246413
856,932.0,6.0,1.0,100.0,1.0,4.69409160745703,3.9245727753161326
857,932.0,6.0,1.0,100.0,2.0,4.34650537896777,3.646006141574189
858,932.0,6.0,1.0,100.0,3.0,2.010196902147667,1.6400263896110825
859,932.0,6.0,1.0,100.0,4.0,2.902706049212618,2.2960964288126724
860,932.0,6.0,1.0,150.0,1.0,4.69409160745703,3.9245727753161326
861,932.0,6.0,1.0,150.0,2.0,3.0685019959114634,2.3968268319675836
862,932.0,6.0,1.0,150.0,3.0,2.0331137100706407,1.6474655828137306
863,932.0,6.0,1.0,150.0,4.0,2.4916948372767544,1.9829973615633953
864,932.0,9.0,0.1,10.0,1.0,5.638059129996594,4.916835748618096
865,932.0,9.0,0.1,10.0,2.0,5.638059129996594,4.916835748618096
866,932.0,9.0,0.1,10.0,3.0,2.2340479154826687,1.7557586789143875
867,932.0,9.0,0.1,10.0,4.0,2.105043118530215,1.6550560983176306
868,932.0,9.0,0.1,20.0,1.0,5.638059129996594,4.916835748618096
869,932.0,9.0,0.1,20.0,2.0,5.638059129996594,4.916835748618096
870,932.0,9.0,0.1,20.0,3.0,2.2340479154826687,1.7557586789143875
871,932.0,9.0,0.1,20.0,4.0,2.2340479154826687,1.7557586789143875
872,932.0,9.0,0.1,30.0,1.0,5.638059129996594,4.916835748618096
873,932.0,9.0,0.1,30.0,2.0,2.942113631170633,2.295799630539121
874,932.0,9.0,0.1,30.0,3.0,2.2340479154826687,1.7557586789143875
875,932.0,9.0,0.1,30.0,4.0,2.2340479154826687,1.7557586789143875
876,932.0,9.0,0.1,50.0,1.0,5.638059129996594,4.916835748618096
877,932.0,9.0,0.1,50.0,2.0,2.8742535028690304,2.2891554478172607
878,932.0,9.0,0.1,50.0,3.0,2.2340479154826687,1.7557586789143875
879,932.0,9.0,0.1,50.0,4.0,2.2340479154826687,1.7557586789143875
880,932.0,9.0,0.1,100.0,1.0,5.638059129996594,4.916835748618096
881,932.0,9.0,0.1,100.0,2.0,2.4799121253655354,1.9816754002510826
882,932.0,9.0,0.1,100.0,3.0,2.2340479154826687,1.7557586789143875
883,932.0,9.0,0.1,100.0,4.0,2.2348592893588437,1.7565040598152284
884,932.0,9.0,0.1,150.0,1.0,5.638059129996594,4.916835748618096
885,932.0,9.0,0.1,150.0,2.0,2.5355553162212026,2.010581617047788
886,932.0,9.0,0.1,150.0,3.0,2.2348935156983787,1.7564321881769305
887,932.0,9.0,0.1,150.0,4.0,2.235047063735364,1.7565732626055715
888,932.0,9.0,0.5,10.0,1.0,5.638059129996594,4.916835748618096
889,932.0,9.0,0.5,10.0,2.0,2.8742535028690304,2.2891554478172607
890,932.0,9.0,0.5,10.0,3.0,2.2340479154826687,1.7557586789143875
891,932.0,9.0,0.5,10.0,4.0,2.2340479154826687,1.7557586789143875
892,932.0,9.0,0.5,20.0,1.0,5.638059129996594,4.916835748618096
893,932.0,9.0,0.5,20.0,2.0,2.343003062522245,1.8503733170765624
894,932.0,9.0,0.5,20.0,3.0,2.2348935156983787,1.7564321881769305
895,932.0,9.0,0.5,20.0,4.0,2.2348700727482678,1.7564065939424638
896,932.0,9.0,0.5,30.0,1.0,5.638059129996594,4.916835748618096
897,932.0,9.0,0.5,30.0,2.0,2.4209599184744266,1.906850821789906
898,932.0,9.0,0.5,30.0,3.0,2.231177987628934,1.7530780999168887
899,932.0,9.0,0.5,30.0,4.0,2.2346911949436192,1.7563550203179357
900,932.0,9.0,0.5,50.0,1.0,5.638059129996594,4.916835748618096
901,932.0,9.0,0.5,50.0,2.0,2.9420658040725987,2.2960681107127585
902,932.0,9.0,0.5,50.0,3.0,2.2491982506524733,1.7698137983831215
903,932.0,9.0,0.5,50.0,4.0,2.2317587505568444,1.7534292998803545
904,932.0,9.0,0.5,100.0,1.0,5.638059129996594,4.916835748618096
905,932.0,9.0,0.5,100.0,2.0,2.9420658040725987,2.2960681107127585
906,932.0,9.0,0.5,100.0,3.0,2.2340676189342608,1.7557142667873238
907,932.0,9.0,0.5,100.0,4.0,2.500137395201308,1.9959683552565148
908,932.0,9.0,0.5,150.0,1.0,5.638059129996594,4.916835748618096
909,932.0,9.0,0.5,150.0,2.0,5.638150950088281,4.917004582722686
910,932.0,9.0,0.5,150.0,3.0,2.234381694236004,1.7570648484728795
911,932.0,9.0,0.5,150.0,4.0,2.234662376685585,1.7570714009707484
912,932.0,9.0,1.0,10.0,1.0,5.638059129996594,4.916835748618096
913,932.0,9.0,1.0,10.0,2.0,2.343003062522245,1.8503733170765624
914,932.0,9.0,1.0,10.0,3.0,2.2348935156983787,1.7564321881769305
915,932.0,9.0,1.0,10.0,4.0,2.236073851328334,1.7584867275782878
916,932.0,9.0,1.0,20.0,1.0,5.638059129996594,4.916835748618096
917,932.0,9.0,1.0,20.0,2.0,2.9419479158133415,2.295533949972427
918,932.0,9.0,1.0,20.0,3.0,2.232262521158477,1.7542252186276388
919,932.0,9.0,1.0,20.0,4.0,2.2323048984546054,1.753991007294731
920,932.0,9.0,1.0,30.0,1.0,5.638059129996594,4.916835748618096
921,932.0,9.0,1.0,30.0,2.0,2.9419479158133415,2.295533949972427
922,932.0,9.0,1.0,30.0,3.0,2.000066635993298,1.5914954410944846
923,932.0,9.0,1.0,30.0,4.0,2.5066541945272074,2.001566262609386
924,932.0,9.0,1.0,50.0,1.0,5.638059129996594,4.916835748618096
925,932.0,9.0,1.0,50.0,2.0,2.9420658040725987,2.2960681107127585
926,932.0,9.0,1.0,50.0,3.0,2.1179483582932477,1.6806558594582042
927,932.0,9.0,1.0,50.0,4.0,2.2291421432831244,1.7513684449666433
928,932.0,9.0,1.0,100.0,1.0,5.638059129996594,4.916835748618096
929,932.0,9.0,1.0,100.0,2.0,3.149560179094165,2.4477173362912477
930,932.0,9.0,1.0,100.0,3.0,2.4795044100102057,1.9819617583448577
931,932.0,9.0,1.0,100.0,4.0,2.233667048558979,1.756701966563556
932,932.0,9.0,1.0,150.0,1.0,5.638059129996594,4.916835748618096
933,932.0,9.0,1.0,150.0,2.0,4.709269457237575,3.8314540441933436
934,932.0,9.0,1.0,150.0,3.0,2.234568700952521,1.7574682072069823
935,932.0,9.0,1.0,150.0,4.0,2.233667048558979,1.756701966563556
936,932.0,12.0,0.1,10.0,1.0,7.767076620233201,7.198486195774925
937,932.0,12.0,0.1,10.0,2.0,5.332143580901413,4.387302247122448
938,932.0,12.0,0.1,10.0,3.0,5.332143580901413,4.387302247122448
939,932.0,12.0,0.1,10.0,4.0,2.6683486517508004,2.1037275397905777
940,932.0,12.0,0.1,20.0,1.0,7.767076620233201,7.198486195774925
941,932.0,12.0,0.1,20.0,2.0,5.332143580901413,4.387302247122448
942,932.0,12.0,0.1,20.0,3.0,5.332143580901413,4.387302247122448
943,932.0,12.0,0.1,20.0,4.0,3.8304423057958257,3.1344374163853344
944,932.0,12.0,0.1,30.0,1.0,7.767076620233201,7.198486195774925
945,932.0,12.0,0.1,30.0,2.0,5.332143580901413,4.387302247122448
946,932.0,12.0,0.1,30.0,3.0,5.332143580901413,4.387302247122448
947,932.0,12.0,0.1,30.0,4.0,4.165468583645003,3.410561524917326
948,932.0,12.0,0.1,50.0,1.0,7.767076620233201,7.198486195774925
949,932.0,12.0,0.1,50.0,2.0,5.332143580901413,4.387302247122448
950,932.0,12.0,0.1,50.0,3.0,4.538869589726353,3.746295034041578
951,932.0,12.0,0.1,50.0,4.0,4.165468583645003,3.410561524917326
952,932.0,12.0,0.1,100.0,1.0,7.767076620233201,7.198486195774925
953,932.0,12.0,0.1,100.0,2.0,2.923457158466768,2.287095764279779
954,932.0,12.0,0.1,100.0,3.0,3.4397949057759574,2.769138945185285
955,932.0,12.0,0.1,100.0,4.0,4.065916354498377,3.3221172532494876
956,932.0,12.0,0.1,150.0,1.0,7.767076620233201,7.198486195774925
957,932.0,12.0,0.1,150.0,2.0,3.26357326946604,2.643547470501525
958,932.0,12.0,0.1,150.0,3.0,3.1571540880603592,2.4675554293204742
959,932.0,12.0,0.1,150.0,4.0,4.22515386454677,3.453944454183808
960,932.0,12.0,0.5,10.0,1.0,7.767076620233201,7.198486195774925
961,932.0,12.0,0.5,10.0,2.0,4.481531313129938,3.686847347920901
962,932.0,12.0,0.5,10.0,3.0,4.538869589726353,3.746295034041578
963,932.0,12.0,0.5,10.0,4.0,4.165468583645003,3.410561524917326
964,932.0,12.0,0.5,20.0,1.0,7.767076620233201,7.198486195774925
965,932.0,12.0,0.5,20.0,2.0,2.940775261079569,2.299795884988799
966,932.0,12.0,0.5,20.0,3.0,2.854083657746715,2.264546463251004
967,932.0,12.0,0.5,20.0,4.0,4.223084551371371,3.4524199728641447
968,932.0,12.0,0.5,30.0,1.0,7.767076620233201,7.198486195774925
969,932.0,12.0,0.5,30.0,2.0,3.946976674130693,3.296777149240085
970,932.0,12.0,0.5,30.0,3.0,2.901774819104111,2.290252569772215
971,932.0,12.0,0.5,30.0,4.0,4.226130518182662,3.4545051808313083
972,932.0,12.0,0.5,50.0,1.0,7.767076620233201,7.198486195774925
973,932.0,12.0,0.5,50.0,2.0,4.103659540823114,3.3209434610104536
974,932.0,12.0,0.5,50.0,3.0,3.10383120663437,2.4243203567938325
975,932.0,12.0,0.5,50.0,4.0,4.1631414186463775,3.409704799766324
976,932.0,12.0,0.5,100.0,1.0,7.767076620233201,7.198486195774925
977,932.0,12.0,0.5,100.0,2.0,3.086059871603096,2.4816296832460067
978,932.0,12.0,0.5,100.0,3.0,4.026102030135335,3.2760811244498944
979,932.0,12.0,0.5,100.0,4.0,4.216099951010773,3.440415702522648
980,932.0,12.0,0.5,150.0,1.0,7.767076620233201,7.198486195774925
981,932.0,12.0,0.5,150.0,2.0,2.706318558555044,2.1624211670227957
982,932.0,12.0,0.5,150.0,3.0,3.2692796855187933,2.5676678163311455
983,932.0,12.0,0.5,150.0,4.0,4.216099951010773,3.440415702522648
984,932.0,12.0,1.0,10.0,1.0,7.767076620233201,7.198486195774925
985,932.0,12.0,1.0,10.0,2.0,3.0449282529562662,2.3889419924889035
986,932.0,12.0,1.0,10.0,3.0,2.9245457587933235,2.284786536913749
987,932.0,12.0,1.0,10.0,4.0,4.235180961731147,3.462699845663893
988,932.0,12.0,1.0,20.0,1.0,7.767076620233201,7.198486195774925
989,932.0,12.0,1.0,20.0,2.0,3.9400672908828254,3.2904012403720873
990,932.0,12.0,1.0,20.0,3.0,2.9128609694253655,2.2781098255829977
991,932.0,12.0,1.0,20.0,4.0,4.221639500158898,3.451953779669879
992,932.0,12.0,1.0,30.0,1.0,7.767076620233201,7.198486195774925
993,932.0,12.0,1.0,30.0,2.0,3.5157152647418832,2.798015680178857
994,932.0,12.0,1.0,30.0,3.0,2.9129968492141054,2.278335621983778
995,932.0,12.0,1.0,30.0,4.0,4.108673915037433,3.3581563946975694
996,932.0,12.0,1.0,50.0,1.0,7.767076620233201,7.198486195774925
997,932.0,12.0,1.0,50.0,2.0,3.557358207487214,2.8842970176727842
998,932.0,12.0,1.0,50.0,3.0,3.117426316289593,2.44513515924725
999,932.0,12.0,1.0,50.0,4.0,4.010976197330968,3.2715675216046303
1000,932.0,12.0,1.0,100.0,1.0,3.8717717332740444,3.140510964540671
1001,932.0,12.0,1.0,100.0,2.0,2.991063267440922,2.372222661472777
1002,932.0,12.0,1.0,100.0,3.0,2.9087228425671072,2.289399612835555
1003,932.0,12.0,1.0,100.0,4.0,3.060054801010699,2.3891724026267087
1004,932.0,12.0,1.0,150.0,1.0,3.877768924933202,3.14123741188532
1005,932.0,12.0,1.0,150.0,2.0,2.8838237087804686,2.306818066913775
1006,932.0,12.0,1.0,150.0,3.0,2.7259204531120997,2.1349307752522706
1007,932.0,12.0,1.0,150.0,4.0,2.9850172415761103,2.3509030122139793
1008,932.0,15.0,0.1,10.0,1.0,9.387444961107986,7.6355797427244125
1009,932.0,15.0,0.1,10.0,2.0,8.35041975382395,7.146645535484628
1010,932.0,15.0,0.1,10.0,3.0,6.135229783010193,5.083470554937956
1011,932.0,15.0,0.1,10.0,4.0,6.271032974914263,5.159690954547043
1012,932.0,15.0,0.1,20.0,1.0,9.387444961107986,7.6355797427244125
1013,932.0,15.0,0.1,20.0,2.0,8.35041975382395,7.146645535484628
1014,932.0,15.0,0.1,20.0,3.0,5.79694680431402,4.787955709108139
1015,932.0,15.0,0.1,20.0,4.0,6.482399820638918,5.377564163231103
1016,932.0,15.0,0.1,30.0,1.0,9.387444961107986,7.6355797427244125
1017,932.0,15.0,0.1,30.0,2.0,8.35041975382395,7.146645535484628
1018,932.0,15.0,0.1,30.0,3.0,5.79694680431402,4.787955709108139
1019,932.0,15.0,0.1,30.0,4.0,5.886730412526407,4.872540305531531
1020,932.0,15.0,0.1,50.0,1.0,9.387444961107986,7.6355797427244125
1021,932.0,15.0,0.1,50.0,2.0,8.35041975382395,7.146645535484628
1022,932.0,15.0,0.1,50.0,3.0,5.79694680431402,4.787955709108139
1023,932.0,15.0,0.1,50.0,4.0,6.081468057489825,5.023324281570301
1024,932.0,15.0,0.1,100.0,1.0,12.070338295789384,11.678178600056064
1025,932.0,15.0,0.1,100.0,2.0,3.4305557692787443,2.7015941400440004
1026,932.0,15.0,0.1,100.0,3.0,7.571586610466985,6.438546457646804
1027,932.0,15.0,0.1,100.0,4.0,6.019176964343986,4.986523852954155
1028,932.0,15.0,0.1,150.0,1.0,12.070338295789384,11.678178600056064
1029,932.0,15.0,0.1,150.0,2.0,3.4305557692787443,2.7015941400440004
1030,932.0,15.0,0.1,150.0,3.0,3.4305557692787443,2.7015941400440004
1031,932.0,15.0,0.1,150.0,4.0,7.177544486730758,6.0293115645092685
1032,932.0,15.0,0.5,10.0,1.0,9.387444961107986,7.6355797427244125
1033,932.0,15.0,0.5,10.0,2.0,8.35041975382395,7.146645535484628
1034,932.0,15.0,0.5,10.0,3.0,5.79694680431402,4.787955709108139
1035,932.0,15.0,0.5,10.0,4.0,6.10535593850293,5.061103240230768
1036,932.0,15.0,0.5,20.0,1.0,12.070338295789384,11.678178600056064
1037,932.0,15.0,0.5,20.0,2.0,3.4305557692787443,2.7015941400440004
1038,932.0,15.0,0.5,20.0,3.0,7.09866568634996,6.052641410258946
1039,932.0,15.0,0.5,20.0,4.0,6.22289919090442,5.1170777952487185
1040,932.0,15.0,0.5,30.0,1.0,12.070338295789384,11.678178600056064
1041,932.0,15.0,0.5,30.0,2.0,4.597254852318431,3.674164421605722
1042,932.0,15.0,0.5,30.0,3.0,3.4305557692787443,2.7015941400440004
1043,932.0,15.0,0.5,30.0,4.0,7.143722137520453,5.913734425397163
1044,932.0,15.0,0.5,50.0,1.0,12.070338295789384,11.678178600056064
1045,932.0,15.0,0.5,50.0,2.0,4.493515266050144,3.5918874539380305
1046,932.0,15.0,0.5,50.0,3.0,4.012612393703975,3.0690204758729887
1047,932.0,15.0,0.5,50.0,4.0,3.2890935152999807,2.5994851868680215
1048,932.0,15.0,0.5,100.0,1.0,12.070338295789384,11.678178600056064
1049,932.0,15.0,0.5,100.0,2.0,4.629545263760039,3.7083403314293584
1050,932.0,15.0,0.5,100.0,3.0,4.035867331507067,3.0947389115930544
1051,932.0,15.0,0.5,100.0,4.0,6.2782079079559985,4.989151855626385
1052,932.0,15.0,0.5,150.0,1.0,12.070338295789384,11.678178600056064
1053,932.0,15.0,0.5,150.0,2.0,4.597254852318431,3.674164421605722
1054,932.0,15.0,0.5,150.0,3.0,3.9415663439504534,3.118331069259556
1055,932.0,15.0,0.5,150.0,4.0,7.599135074867241,6.367249809140116
1056,932.0,15.0,1.0,10.0,1.0,12.070338295789384,11.678178600056064
1057,932.0,15.0,1.0,10.0,2.0,3.4305557692787443,2.7015941400440004
1058,932.0,15.0,1.0,10.0,3.0,7.178671289733179,6.127165974332459
1059,932.0,15.0,1.0,10.0,4.0,7.699159597638117,6.4674766981758065
1060,932.0,15.0,1.0,20.0,1.0,12.070338295789384,11.678178600056064
1061,932.0,15.0,1.0,20.0,2.0,4.597254852318431,3.674164421605722
1062,932.0,15.0,1.0,20.0,3.0,4.007612909882964,3.0646298369948384
1063,932.0,15.0,1.0,20.0,4.0,3.2874780036298126,2.5996900560296377
1064,932.0,15.0,1.0,30.0,1.0,12.070338295789384,11.678178600056064
1065,932.0,15.0,1.0,30.0,2.0,4.5593925625827865,3.668038127656786
1066,932.0,15.0,1.0,30.0,3.0,4.022403302195472,3.0767128530523906
1067,932.0,15.0,1.0,30.0,4.0,3.323058353047893,2.60104443481053
1068,932.0,15.0,1.0,50.0,1.0,12.070338295789384,11.678178600056064
1069,932.0,15.0,1.0,50.0,2.0,4.629545263760039,3.7083403314293584
1070,932.0,15.0,1.0,50.0,3.0,4.0310960177352015,3.0587159656912917
1071,932.0,15.0,1.0,50.0,4.0,6.460408755772055,5.1264519004881075
1072,932.0,15.0,1.0,100.0,1.0,6.199164635366955,5.2144436982012214
1073,932.0,15.0,1.0,100.0,2.0,4.531123167723952,3.6261883886488233
1074,932.0,15.0,1.0,100.0,3.0,4.001233372213415,3.202757083409664
1075,932.0,15.0,1.0,100.0,4.0,4.090833430779555,3.133007232285573
1076,932.0,15.0,1.0,150.0,1.0,6.0008614596819,5.018056563954324
1077,932.0,15.0,1.0,150.0,2.0,3.7369790544529655,2.981817972402484
1078,932.0,15.0,1.0,150.0,3.0,3.378669606793493,2.63355749752697
1079,932.0,15.0,1.0,150.0,4.0,3.467241448264063,2.749724868834204
1080,933.0,3.0,0.1,10.0,1.0,5.6496017643707805,5.0400640859995836
1081,933.0,3.0,0.1,10.0,2.0,4.157958516491873,3.566312595907845
