,seed,disturbance_level,rmse,mae,source_tree_size,target_tree_size,v,alpha,epochs,method
0,1,1,1.5823672494575112,1.2853734429052042,1,1,0.05,0.5,1000,"(alpha = 0.5, s,t = (1, 1)), v = 0.05"
1,1,1,1.5057279805990222,1.2331174461034413,1,2,0.05,0.5,1000,"(alpha = 0.5, s,t = (1, 2)), v = 0.05"
2,1,1,1.75817336124603,1.329869398968773,2,1,0.05,0.5,1000,"(alpha = 0.5, s,t = (2, 1)), v = 0.05"
