,seed,disturbance_level,rmse,mae,source_tree_size,target_tree_size,v,tau,alpha_0,epochs,method
0,1,1,1.311303655577693,1.0224213564040983,1,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
1,1,1,1.2782336233667357,1.0032734135257497,1,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
2,1,1,1.3042193661728243,1.0185961186961774,2,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
3,1,1,1.2806654140038964,1.006363690731588,2,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
4,1,1,1.3227696164544704,1.0324770463469595,1,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
5,1,1,1.280161515260579,1.0055116271377795,1,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
6,1,1,1.309819618016754,1.0237557077002601,2,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
7,1,1,1.2855354533403964,1.0143462464439896,2,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
8,1,1,1.31353418299483,1.023205659195041,1,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
9,1,1,1.268138791335829,0.9951546299436632,1,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
10,1,1,1.295789924787895,1.0095694622580065,2,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
11,1,1,1.252200972510948,0.9824929556441618,2,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
12,1,1,1.3107154616072725,1.023352452239312,1,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
13,1,1,1.262614875817762,0.9839195875108772,1,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
14,1,1,1.3019510676463157,1.009861266709792,2,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
15,1,1,1.2721255666695703,0.9966703401896555,2,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
16,2,1,1.3851180399356169,1.094582857738009,1,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
17,2,1,1.3721249112903278,1.0938538914390201,1,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
18,2,1,1.317150250480534,1.039449137683477,2,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
19,2,1,1.2902321056991275,1.038761419009816,2,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
20,2,1,1.394334576229092,1.1017995073232905,1,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
21,2,1,1.3638202479014636,1.0834323316371262,1,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
22,2,1,1.2921744236414971,1.0208547576922442,2,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
23,2,1,1.3106499122634405,1.0594439027473799,2,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
24,2,1,1.3503272584451038,1.0670588953271876,1,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
25,2,1,1.371860281845608,1.0896450462520577,1,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
26,2,1,1.3267657787166691,1.0473772124949807,2,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
27,2,1,1.2954248302521345,1.0475047492093672,2,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
28,2,1,1.3575964548869468,1.07275724332281,1,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
29,2,1,1.3699637691824211,1.0926116748578,1,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
30,2,1,1.2601638856112105,0.9924334041059771,2,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
31,2,1,1.2877093254694616,1.032267468187917,2,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
32,3,1,1.2767799135693836,1.0205981758903324,1,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
33,3,1,1.2485222862116152,0.9959844160343178,1,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
34,3,1,1.3530493658123048,1.0758413327619216,2,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
35,3,1,1.2617048596459464,1.005141136728838,2,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
36,3,1,1.2526599288552793,1.0029556323808106,1,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
37,3,1,1.245239187564407,0.9980191372145335,1,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
38,3,1,1.2525998625412473,1.000886518231126,2,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
39,3,1,1.2436614156650718,0.9936252621754227,2,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
40,3,1,1.280098436260657,1.0220054574574384,1,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
41,3,1,1.2643032279172326,1.0127531118087256,1,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
42,3,1,1.229155417375947,0.9823628272389622,2,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
43,3,1,1.2205449131015873,0.9760160665513921,2,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
44,3,1,1.2802581910712871,1.0222209860811524,1,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
45,3,1,1.2518448006199463,1.0007286482042033,1,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
46,3,1,1.222960768751958,0.9779375069090179,2,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
47,3,1,1.280510418217261,1.0217236949163213,2,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
48,4,1,1.290953578115903,1.0113471616333236,1,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
49,4,1,1.316708567036222,1.046295919706799,1,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
50,4,1,1.3157531895348726,1.0151194695442967,2,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
51,4,1,1.3907215882793533,1.0967285379445406,2,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
52,4,1,1.2816351276445974,1.0052890652221604,1,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
53,4,1,1.3243714026368358,1.052434592310313,1,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
54,4,1,1.3323890099490079,1.0300827296430584,2,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
55,4,1,1.3917064002810573,1.0939574786066542,2,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
56,4,1,1.2793656820837669,1.0026289404043385,1,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
57,4,1,1.2919433510380927,1.032679696175299,1,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
58,4,1,1.3172512913729981,1.0129005070548387,2,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
59,4,1,1.3522504862956826,1.0612482229654552,2,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
60,4,1,1.2918953442575225,1.0090460072112064,1,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
61,4,1,1.3142294908003938,1.0434386389650607,1,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
62,4,1,1.3199265511755653,1.0178676016139976,2,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
63,4,1,1.408877658645609,1.1026477651904234,2,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
64,5,1,1.353387255949923,1.0834623242919017,1,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
65,5,1,1.244369013553359,0.9930891692737951,1,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
66,5,1,1.2772719091754392,1.0128467423387317,2,1,0.05,1.0,0.5,1000,LSTransferTreeBoost
67,5,1,1.189673197518217,0.9411513589221243,2,2,0.05,1.0,0.5,1000,LSTransferTreeBoost
68,5,1,1.3525442318033751,1.0826794586282795,1,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
69,5,1,1.20783415120665,0.9682734426673565,1,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
70,5,1,1.2883396103087057,1.0212216284497686,2,1,0.1,1.0,0.5,1000,LSTransferTreeBoost
71,5,1,1.202373841058931,0.9522574643086432,2,2,0.1,1.0,0.5,1000,LSTransferTreeBoost
72,5,1,1.392121710064601,1.1128315830988502,1,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
73,5,1,1.2363270193187599,0.9867511427195257,1,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
74,5,1,1.2775241358099743,1.013505537058101,2,1,0.15,1.0,0.5,1000,LSTransferTreeBoost
75,5,1,1.2120552155105258,0.9637237827919275,2,2,0.15,1.0,0.5,1000,LSTransferTreeBoost
76,5,1,1.3358713139205416,1.0775150921802765,1,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
77,5,1,1.2331286910254786,0.9900455056457577,1,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
78,5,1,1.2586177172607904,1.004285472457175,2,1,0.2,1.0,0.5,1000,LSTransferTreeBoost
79,5,1,1.1907293664849972,0.9419413163296453,2,2,0.2,1.0,0.5,1000,LSTransferTreeBoost
