,seed,disturbance_level,rmse,mae,tree_size,v,epochs
140,1.0,2.0,1.6246766422464014,1.2551758265956592,1.0,0.05,200.0
141,1.0,2.0,1.051358451892191,0.8219759197088854,2.0,0.05,200.0
142,1.0,2.0,1.0015386793017564,0.7924680376228607,3.0,0.05,200.0
143,1.0,2.0,1.1325332279086342,0.8885902348023555,4.0,0.05,200.0
144,1.0,2.0,1.3038882539081849,1.022042039695924,5.0,0.05,200.0
145,1.0,2.0,1.181117437559381,0.914137616006859,1.0,0.1,200.0
146,1.0,2.0,0.8506398585880918,0.6698573658301102,2.0,0.1,200.0
147,1.0,2.0,0.9993805593065679,0.7858436305359864,3.0,0.1,200.0
148,1.0,2.0,1.1192767241074622,0.8819884133627333,4.0,0.1,200.0
149,1.0,2.0,1.3061555428340057,1.0269890917853057,5.0,0.1,200.0
150,1.0,2.0,1.0514142861590423,0.8211474801656378,1.0,0.15,200.0
151,1.0,2.0,0.8324719540278096,0.6603263618516222,2.0,0.15,200.0
152,1.0,2.0,0.9151978953469013,0.7211778377844286,3.0,0.15,200.0
153,1.0,2.0,1.1321651246142703,0.8892294390197616,4.0,0.15,200.0
154,1.0,2.0,1.2612048682023216,0.9919264097271322,5.0,0.15,200.0
155,1.0,2.0,1.0304184641927039,0.809326460367901,1.0,0.2,200.0
156,1.0,2.0,0.8063192981347858,0.63684879205594,2.0,0.2,200.0
157,1.0,2.0,0.9774023750030758,0.7674486568722774,3.0,0.2,200.0
158,1.0,2.0,1.1642369680814049,0.9112778463553068,4.0,0.2,200.0
159,1.0,2.0,1.2942052263021826,1.0158545581913168,5.0,0.2,200.0
160,1.0,2.0,1.3395624401283053,1.0311903518044665,1.0,0.05,300.0
161,1.0,2.0,0.922537069690457,0.7238327977179152,2.0,0.05,300.0
162,1.0,2.0,0.95817369691027,0.7586701202493187,3.0,0.05,300.0
163,1.0,2.0,1.1179514199658096,0.8774701241484366,4.0,0.05,300.0
164,1.0,2.0,1.301189643682867,1.0197246542835365,5.0,0.05,300.0
165,1.0,2.0,1.0600407265969132,0.8257198454583388,1.0,0.1,300.0
166,1.0,2.0,0.8105657121182012,0.6386211783799294,2.0,0.1,300.0
167,1.0,2.0,0.9844160064012815,0.773774130091392,3.0,0.1,300.0
168,1.0,2.0,1.1181766567500286,0.8811787886617709,4.0,0.1,300.0
169,1.0,2.0,1.3056405699710345,1.0265805219676505,5.0,0.1,300.0
170,1.0,2.0,1.0124916243635929,0.7938141019216172,1.0,0.15,300.0
171,1.0,2.0,0.8201373737620313,0.6513445591755187,2.0,0.15,300.0
172,1.0,2.0,0.9106454047351668,0.7175749709340911,3.0,0.15,300.0
173,1.0,2.0,1.1318854725634306,0.8887952737540807,4.0,0.15,300.0
174,1.0,2.0,1.2610210012108551,0.9917954737622784,5.0,0.15,300.0
175,1.0,2.0,1.019403455118956,0.8016516400745816,1.0,0.2,300.0
176,1.0,2.0,0.7917791168003698,0.6249063752665444,2.0,0.2,300.0
