,seed,disturbance_level,rmse,mae,target_tree_size,v,epochs,method
202,5,1,2.067169126646934,1.661254676671414,3,0.05,1000,Baseline (XGBoost)
203,5,1,2.1908981095046656,1.7481936603952315,4,0.05,1000,Baseline (XGBoost)
204,5,1,2.3265244068825854,1.8383434841739659,5,0.05,1000,Baseline (XGBoost)
205,5,1,1.803081463192992,1.420732840810612,1,0.08,1000,Baseline (XGBoost)
206,5,1,1.8092525826307855,1.4559945344167688,2,0.08,1000,Baseline (XGBoost)
207,5,1,2.0838234803923728,1.67254724175676,3,0.08,1000,Baseline (XGBoost)
208,5,1,2.2092485365788086,1.7644647929973583,4,0.08,1000,Baseline (XGBoost)
209,5,1,2.341342572134836,1.8545085371610865,5,0.08,1000,Baseline (XGBoost)
210,5,1,1.817996782128932,1.4324376197771358,1,0.1,1000,Baseline (XGBoost)
211,5,1,1.802797520062459,1.4547080409411837,2,0.1,1000,Baseline (XGBoost)
212,5,1,2.0454144887000285,1.6456085257522355,3,0.1,1000,Baseline (XGBoost)
213,5,1,2.1683897000902634,1.7369623926658926,4,0.1,1000,Baseline (XGBoost)
214,5,1,2.385271300169681,1.890305156452677,5,0.1,1000,Baseline (XGBoost)
215,5,1,1.7772278928083876,1.3987368770382917,1,0.12,1000,Baseline (XGBoost)
216,5,1,1.7883845553415516,1.4381146657737451,2,0.12,1000,Baseline (XGBoost)
217,5,1,2.0939238570447927,1.6942752161423085,3,0.12,1000,Baseline (XGBoost)
218,5,1,2.2467231743795266,1.790356876550194,4,0.12,1000,Baseline (XGBoost)
219,5,1,2.3723879931414356,1.8733883926539547,5,0.12,1000,Baseline (XGBoost)
220,5,1,1.80427728056047,1.4174121317406965,1,0.15,1000,Baseline (XGBoost)
221,5,1,1.78146831192675,1.4316900913569621,2,0.15,1000,Baseline (XGBoost)
222,5,1,2.104555716787402,1.6908499715330223,3,0.15,1000,Baseline (XGBoost)
223,5,1,2.210508013936106,1.7619051935735275,4,0.15,1000,Baseline (XGBoost)
224,5,1,2.3615909374454183,1.868982543733907,5,0.15,1000,Baseline (XGBoost)
