,seed,lr,n_estimators,tree_size,rmse,mae
0,860.0,0.1,10.0,1.0,96.59345778033068,95.58506896830183
1,860.0,0.1,10.0,2.0,78.12593650972214,70.1900922232352
2,860.0,0.1,10.0,3.0,76.91297961219495,66.1076337203765
3,860.0,0.1,10.0,4.0,72.42795883710576,61.09010811044029
4,860.0,0.1,20.0,1.0,104.78933690252535,104.77583534429961
5,860.0,0.1,20.0,2.0,78.12593650972214,70.1900922232352
6,860.0,0.1,20.0,3.0,76.91299538608925,66.10774915643289
7,860.0,0.1,20.0,4.0,72.3816483451803,61.0252160042258
8,860.0,0.1,30.0,1.0,104.78933690252535,104.77583534429961
9,860.0,0.1,30.0,2.0,78.47743288816704,70.50701826720174
10,860.0,0.1,30.0,3.0,76.66801329336931,66.13685985762068
11,860.0,0.1,30.0,4.0,71.56805951246805,60.40149964985568
12,860.0,0.1,50.0,1.0,104.78933690252535,104.77583534429961
13,860.0,0.1,50.0,2.0,78.09679319167088,70.16478087759576
14,860.0,0.1,50.0,3.0,74.62193336095645,65.6883872955771
15,860.0,0.1,50.0,4.0,71.5123007928243,60.22398495166126
16,860.0,0.1,100.0,1.0,104.78933690252535,104.77583534429961
17,860.0,0.1,100.0,2.0,77.77021278245584,67.93075674005104
18,860.0,0.1,100.0,3.0,71.91076800737221,62.33909785757821
19,860.0,0.1,100.0,4.0,65.9430095365871,56.02435166431437
20,860.0,0.1,150.0,1.0,104.78933690252535,104.77583534429961
21,860.0,0.1,150.0,2.0,77.53198909540028,67.8097651575952
22,860.0,0.1,150.0,3.0,71.62384727215066,62.25429283371699
23,860.0,0.1,150.0,4.0,68.61520653273254,58.57021875495423
24,860.0,0.5,10.0,1.0,104.78933690252535,104.77583534429961
25,860.0,0.5,10.0,2.0,78.47743288816704,70.50701826720174
26,860.0,0.5,10.0,3.0,75.2923334675375,67.07173273366358
27,860.0,0.5,10.0,4.0,74.22204837043198,61.87667345570688
28,860.0,0.5,20.0,1.0,104.78933690252535,104.77583534429961
29,860.0,0.5,20.0,2.0,77.9032146010447,67.98292587643012
30,860.0,0.5,20.0,3.0,74.66651888711642,65.37454833683687
31,860.0,0.5,20.0,4.0,66.72002834999533,56.88680512500772
32,860.0,0.5,30.0,1.0,104.78933690252535,104.77583534429961
