,seed,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,860.0,0.05,1.0,5.626343885806442,4.629717227038433,7.667618328598233,5.999272547322225
1,860.0,0.05,2.0,8.986238350771272,5.448917507100578,7.164370688620378,5.815970898934634
2,860.0,0.05,3.0,8.972221479579717,6.393288978607701,7.758102638089349,5.9339893170323075
3,860.0,0.05,4.0,11.550390119514503,7.583158071841036,11.860211270246113,8.063746769251301
4,860.0,0.05,5.0,13.716178509886811,7.893206877702818,12.169701166949487,8.116938873026927
5,860.0,0.05,6.0,12.59306042376599,7.701215338832289,11.257615356420404,7.951031211985771
6,860.0,0.05,7.0,12.447085234278916,7.641055616247211,11.275523559171674,8.045616605767531
7,860.0,0.075,1.0,5.46904561361015,4.583468548552042,8.360178157239917,6.366338279006593
8,860.0,0.075,2.0,9.720542105674058,5.981365811429926,7.88905450783442,5.757795263409262
9,860.0,0.075,3.0,9.567301309017942,6.783674528862012,7.823821959527054,6.054846846687852
10,860.0,0.075,4.0,15.311304826605214,8.973672371605403,14.572398107113978,9.598549321420657
11,860.0,0.075,5.0,15.411907370498044,9.207565106375004,13.176016629935935,8.786361841885606
12,860.0,0.075,6.0,14.879396000802211,9.06150762836833,13.790372685876175,9.32242853513797
13,860.0,0.075,7.0,14.85671216520399,9.742051046840999,14.312974494343582,9.823667564148375
14,860.0,0.1,1.0,5.969821069565136,4.821428446756924,8.438443963551633,6.435817468528171
15,860.0,0.1,2.0,8.701656544964623,5.499809438000679,8.438443576658582,6.475822646588329
16,860.0,0.1,3.0,9.520157191948336,6.74337430064276,9.483973612791777,7.186739501493844
17,860.0,0.1,4.0,14.385263193200121,8.819941849142664,14.56515479756223,9.458361214296874
18,860.0,0.1,5.0,16.27562664986724,9.762578511205708,14.11289524836406,9.185395097474407
19,860.0,0.1,6.0,22.95266950091972,12.877037789839731,17.37815257282803,11.593659495862848
20,860.0,0.1,7.0,22.52429820418446,13.958507275969458,18.72764876786793,12.555004716368506
21,860.0,0.125,1.0,6.094681493621762,4.918610010527293,8.71806125326385,6.749457277433641
22,860.0,0.125,2.0,9.407142148133158,6.507704523130153,9.490253341198612,6.936515307457186
23,860.0,0.125,3.0,8.914570372897279,6.11572060439377,10.151333937483551,6.970794546139979
24,860.0,0.125,4.0,17.334649308364405,10.43271623683044,17.751880102486403,12.349700970654679
25,860.0,0.125,5.0,17.508302512155197,10.678829780500623,18.72683800033142,12.4742406755414
26,860.0,0.125,6.0,26.372135962711564,15.969573376078818,20.8296338455786,13.797409227786103
27,860.0,0.125,7.0,24.724934368128967,14.71796115797803,19.96357842943588,13.899417109150445
28,860.0,0.15,1.0,6.187597465413138,4.8903151010556725,8.987156416066572,6.946740778181131
29,860.0,0.15,2.0,8.499714173856535,6.276820464699656,12.171319242087332,8.89791874823472
30,860.0,0.15,3.0,13.715661148396046,9.088371190464882,12.365639308604361,8.593556764186495
31,860.0,0.15,4.0,12.454930690400127,8.358811980801109,16.493601076871833,11.406465781485801
32,860.0,0.15,5.0,16.74563190003912,10.005715920047786,18.52963934090998,12.702251572657248
33,860.0,0.15,6.0,27.948817990897833,14.564333774170455,20.381908618100933,13.931083744116728
34,860.0,0.15,7.0,28.915755888549796,17.040241292905343,24.506718804468772,14.99509640943081
35,860.0,0.175,1.0,8.20426357927207,6.030169798425285,10.720362129366128,7.579805861988491
36,860.0,0.175,2.0,9.225808285120575,6.653456632623076,11.870407417281669,9.126769118189912
37,860.0,0.175,3.0,11.816664344590913,8.299085728222856,13.243828900180885,9.057337842620182
38,860.0,0.175,4.0,13.846421908752367,9.466570986361779,16.744673452225605,11.294807474135755
39,860.0,0.175,5.0,17.408375820566924,10.60722499785089,19.637252015068686,13.989643347611349
40,860.0,0.175,6.0,25.283766050356594,14.926652734283822,20.6201720842424,15.050636758807418
41,860.0,0.175,7.0,31.20837963054755,19.203384915548273,20.879655763384065,14.64242003519698
42,860.0,0.2,1.0,8.254883164799791,6.05520013438162,9.801608196770838,7.818686021302483
43,860.0,0.2,2.0,11.377371756003967,8.377759197057264,15.29742716277449,10.432119921357918
44,860.0,0.2,3.0,13.434188078344501,9.445629715835663,16.017569730240975,11.38780710938188
45,860.0,0.2,4.0,17.346785744952474,11.111980721556913,21.484538634855266,14.494384421280875
46,860.0,0.2,5.0,18.434821203325694,11.914635449519285,19.27132842318012,13.05492588667867
47,860.0,0.2,6.0,29.864021786102736,18.25306554868832,22.393578099748087,15.852518501731499
48,860.0,0.2,7.0,30.78346498730724,19.414614723589622,22.34801842282714,15.185956137290624
49,860.0,0.225,1.0,8.857005309971832,6.4348269270516685,10.481743609803534,8.313767549333823
50,860.0,0.225,2.0,12.287830740097235,8.642434042717953,13.108465821584433,9.749380292425169
51,860.0,0.225,3.0,15.717174815122876,11.570906666986417,19.196737886520268,14.048412181449349
52,860.0,0.225,4.0,18.549043155808622,12.189646569057567,23.869723019564024,16.65256748808705
53,860.0,0.225,5.0,21.392381063142444,13.233132608217346,20.119466062146508,13.908219970020205
54,860.0,0.225,6.0,28.446544704177445,17.496749042232942,24.38938233153141,16.13505190290063
55,860.0,0.225,7.0,30.087161202166484,19.748796363251365,23.817044045866396,16.672372572212872
56,860.0,0.25,1.0,10.138215496718377,7.674257950083547,12.654885302007433,9.237617063676508
57,860.0,0.25,2.0,13.772845246487577,9.993678485985642,14.858217057580939,10.42335681219194
58,860.0,0.25,3.0,17.181244019819772,11.876592495521164,17.32948190138028,12.666681862080788
59,860.0,0.25,4.0,21.55108657830894,13.009494407032797,25.953138439611845,17.29601199134582
60,860.0,0.25,5.0,24.747967686499507,16.33745908660693,25.484652988710213,17.718058785193122
61,860.0,0.25,6.0,32.922263697134184,21.797898286780086,19.27249409789309,13.875572709418078
62,860.0,0.25,7.0,30.27556239250152,20.741456393062894,23.786137131365024,18.516327159434702
