,seed,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,860.0,0.05,1.0,138.09297831521397,137.51012731699927,137.9802002627272,137.0842588813919
1,860.0,0.05,2.0,29.262927716749047,21.754820791467214,32.40681334055377,24.64981120216008
2,860.0,0.05,3.0,16.604224970569987,12.430082818105952,17.143025670241183,13.283727668712567
3,860.0,0.05,4.0,17.582455326561185,13.105727056025078,14.645333269968567,12.352279668426826
4,860.0,0.05,5.0,15.761074006196573,10.40105178156548,14.419059742426974,10.571912516325728
5,860.0,0.05,6.0,17.0068383185152,11.270697150712751,14.457270922370064,10.021342685872478
6,860.0,0.05,7.0,15.21741101522498,10.590600725872122,15.33262860459131,10.155333654384407
7,860.0,0.075,1.0,141.75612054269752,140.33798477956438,141.63136409499356,139.7463479113398
8,860.0,0.075,2.0,26.602378434298142,20.225378710202797,30.041029982023396,22.332660628442227
9,860.0,0.075,3.0,15.664852030820692,11.910804858133648,18.13583489400868,13.741605405877069
10,860.0,0.075,4.0,14.188149888437367,9.7972761225777,13.992188987693966,10.239701522963964
11,860.0,0.075,5.0,16.299797134462917,10.338645344832731,15.486277724634915,10.144463172339918
12,860.0,0.075,6.0,15.302357486833484,10.24768289379428,14.416959340367585,10.06888810747507
13,860.0,0.075,7.0,14.63705029310087,9.56041477551444,15.053114082214824,10.143975672356527
14,860.0,0.1,1.0,145.7174893828774,143.17955646026908,145.34000918926404,142.18680798926135
15,860.0,0.1,2.0,24.648595253129358,19.706768903428316,29.88791079095432,23.44332801820552
16,860.0,0.1,3.0,19.465853332163643,15.213874289076056,19.973787168856255,15.7664003993009
17,860.0,0.1,4.0,16.699488782951907,10.684454485849914,14.273850312899313,10.843521533810636
18,860.0,0.1,5.0,16.48858245079517,11.61588015936118,15.34817384239039,10.384702631812242
19,860.0,0.1,6.0,13.440158955556688,9.30467493796476,14.483976145687267,9.902054224363143
20,860.0,0.1,7.0,16.1274500729845,10.144483040727192,12.715420823927197,8.834228293170185
21,860.0,0.125,1.0,150.1806508501031,146.3749806037424,149.89727692176095,145.59794639665066
22,860.0,0.125,2.0,25.650788884647508,20.170868476468353,30.15818034616188,22.48709141410271
23,860.0,0.125,3.0,14.772527041567686,11.323760191125793,18.28535233890395,13.191563911987993
24,860.0,0.125,4.0,17.54512021092041,12.551219725593036,15.573248448152183,12.145859831334494
25,860.0,0.125,5.0,19.25753403706893,12.30721277982646,15.252243067342896,11.153367347893358
26,860.0,0.125,6.0,15.026155674452648,9.702029624719248,15.235247526978796,9.786182036627915
27,860.0,0.125,7.0,15.180874366858005,10.133862669540184,14.71269218154628,9.448742001199653
28,860.0,0.15,1.0,154.72369411142836,149.36001872528374,153.77895659762618,147.53624277828314
29,860.0,0.15,2.0,31.214759329680422,23.935081093641895,33.154854024956954,25.008156663464614
30,860.0,0.15,3.0,17.984420533737758,13.054714540137075,17.831362600219624,13.456179537264246
31,860.0,0.15,4.0,15.812522008489003,10.929929047804855,18.052203906186612,13.421674844796502
32,860.0,0.15,5.0,16.076558194095977,10.478178001511104,13.311713849362405,9.272550531949399
33,860.0,0.15,6.0,15.916275896921714,11.19297651511373,15.726739072722342,10.266958962311657
34,860.0,0.15,7.0,15.262930207136833,9.560451464972145,12.954542186533093,8.686020783465887
35,860.0,0.175,1.0,112.25792350831485,95.30110128376053,110.08941855222241,93.27110312905224
36,860.0,0.175,2.0,29.135958215212423,22.98107558217325,32.5516991371434,25.09685387176512
37,860.0,0.175,3.0,15.9515760467439,11.05613531998536,21.34581894684537,14.44194514403328
38,860.0,0.175,4.0,15.887250493950717,10.869413702143644,14.884301221382481,11.141137802714383
39,860.0,0.175,5.0,16.159737649000842,11.259567086660219,13.680669215604999,9.84688327455518
40,860.0,0.175,6.0,15.539171951386871,10.778454832499676,14.173367183293147,10.402826852883233
41,860.0,0.175,7.0,13.741338433548632,9.21825902870594,15.166755935677328,9.859976070724521
42,860.0,0.2,1.0,110.98307345176133,95.92208736553923,109.10606300762373,94.24162386751124
43,860.0,0.2,2.0,30.62442449315639,22.795610167770676,32.92413254545719,25.45400619507218
44,860.0,0.2,3.0,16.16162818940004,12.140750949794262,16.499170381299557,12.51033022973604
45,860.0,0.2,4.0,19.01517497911347,12.918939559058808,18.37927821085368,12.797101126559875
46,860.0,0.2,5.0,17.878191672142336,12.312720907829613,16.276787389421006,10.689770967628652
47,860.0,0.2,6.0,14.742455909760086,9.687846200404696,14.851745182158865,10.920980421795727
48,860.0,0.2,7.0,13.817849228511264,9.54261218986759,15.433440820502913,10.512324571000528
49,860.0,0.225,1.0,113.18544837214527,99.02426070848372,110.17212296788193,95.36632915349193
50,860.0,0.225,2.0,27.517240802198437,21.611591776739797,31.074967015680382,23.570603762779115
51,860.0,0.225,3.0,19.851679138750903,13.123855338325995,20.351594219449673,12.575687698918886
52,860.0,0.225,4.0,15.089737125402676,10.403215489341978,14.963297598451657,11.553449459224147
53,860.0,0.225,5.0,17.84090337322152,11.91823739627729,16.269330110902633,11.278524145621462
54,860.0,0.225,6.0,17.33835795264338,10.80671363715828,18.39416061679575,12.112911364757874
55,860.0,0.225,7.0,15.132771482936622,10.37177810753844,16.57673877663862,10.218445250961533
56,860.0,0.25,1.0,112.78436587601885,101.20481261705214,113.1986941077287,100.79553873115351
57,860.0,0.25,2.0,26.220590695730568,20.257083784537638,32.103262800022016,23.511921565313248
58,860.0,0.25,3.0,17.316851451270566,12.314091927533822,17.586848241585574,12.717925110138058
59,860.0,0.25,4.0,18.70561618840585,13.199751151501927,16.302756537758174,12.177475357461548
60,860.0,0.25,5.0,17.226292889259234,11.051084637857258,16.158237780129127,10.277439636341828
61,860.0,0.25,6.0,15.106130321866031,10.980949587816843,15.399363138663674,10.828668392810597
62,860.0,0.25,7.0,14.034716899173066,9.86618749841882,15.725364140355614,10.876007293127023
63,860.0,0.275,1.0,113.15292222483515,100.85263216311867,114.32210842834976,100.74544720226099
64,860.0,0.275,2.0,28.129630508708267,21.37571962745874,33.068817910091965,24.491794451096794
65,860.0,0.275,3.0,20.468851477830672,13.173618656457837,21.76256838845192,14.39525464487924
66,860.0,0.275,4.0,17.94365478071016,12.54493423236927,14.446787013317705,11.000334731786747
67,860.0,0.275,5.0,20.812794551594934,14.393796617814713,17.005881022475002,12.330631306906968
68,860.0,0.275,6.0,18.49031535540046,12.553664863389377,15.773890412043361,10.496838786049457
69,860.0,0.275,7.0,14.807930158407558,10.335501431575485,16.23177978628376,11.524937425484902
70,860.0,0.3,1.0,115.32594258420603,104.40259411627903,115.10548192183941,102.0985204535084
71,860.0,0.3,2.0,29.11577760353752,22.407817073396405,33.04925676895724,25.65495016884872
72,860.0,0.3,3.0,16.86494341331376,11.666071521244032,18.59136908661276,14.168304565725382
73,860.0,0.3,4.0,21.9881155745753,13.277894453416886,19.475810437414513,12.74953027641548
74,860.0,0.3,5.0,18.375775514589535,11.195483465214076,13.087853693287775,9.805086772498807
75,860.0,0.3,6.0,20.931816541634458,14.148245627860879,16.918638252533345,11.776795645898924
76,860.0,0.3,7.0,15.568140955324528,11.597816953837837,13.84808757708287,9.836445804657593
77,861.0,0.05,1.0,137.97039838309428,137.14165935397946,138.9015760276896,138.21462360400818
78,861.0,0.05,2.0,29.991293990562657,22.305762549067495,34.80846185968958,27.23469441250993
79,861.0,0.05,3.0,13.375911469349214,10.5314290898195,12.988925409126677,9.709568993918586
80,861.0,0.05,4.0,13.019139702826415,10.872827310129246,13.271884214955618,10.661683272252414
81,861.0,0.05,5.0,11.946734129386957,9.605787080742367,12.448591810840691,9.837380133372813
82,861.0,0.05,6.0,12.030191918164737,9.369103452343653,12.869684723635984,9.615042198695255
83,861.0,0.05,7.0,10.974537033997095,8.42994864361771,13.12335224898613,9.444972699983989
84,861.0,0.075,1.0,142.45676637921198,140.78746522149248,141.8855842401052,140.2305339433637
85,861.0,0.075,2.0,29.244814249045227,22.214498917662038,33.84836895965113,26.42644337910246
86,861.0,0.075,3.0,17.641467354784886,13.901310038577455,17.502424814635383,13.359109834344327
87,861.0,0.075,4.0,13.568537464918146,11.236354230916069,13.522078916071923,10.60879618832401
88,861.0,0.075,5.0,12.054536786059074,9.432855054383301,11.906723707332592,8.95853182008914
89,861.0,0.075,6.0,11.983568454937824,9.710208170035694,14.382045213764249,10.599988610557839
90,861.0,0.075,7.0,10.806656912178877,8.63740945633627,12.698242580046259,9.204628468382207
91,861.0,0.1,1.0,147.11477958083805,144.40691788872883,145.19636742495607,142.32317869840927
92,861.0,0.1,2.0,29.80908354934967,22.004456239500815,33.457717004618964,26.089455771481703
93,861.0,0.1,3.0,16.56783801030301,13.534888835931874,16.473999347715765,12.703085156220554
94,861.0,0.1,4.0,12.729945289274461,10.483461095607765,11.758452257018776,8.449258802111446
95,861.0,0.1,5.0,12.474640349919424,10.288007992727916,12.316362611560308,9.849285776428506
96,861.0,0.1,6.0,11.840745644089381,9.34257683462307,13.347191998657465,9.295430848320619
97,861.0,0.1,7.0,10.738198506960329,8.534595098568774,11.307032889938883,8.656325764651854
98,861.0,0.125,1.0,151.98757065972447,148.1334207522949,148.56328460043056,144.30728616097437
99,861.0,0.125,2.0,25.6609792150148,19.584344853099342,30.99942060251048,23.966371210150136
100,861.0,0.125,3.0,17.02090110133205,13.414238228818123,13.842107886539237,11.2440774996011
101,861.0,0.125,4.0,13.447624786485118,10.765101214378575,12.634487917608833,8.836935645763477
102,861.0,0.125,5.0,11.869823751960938,9.672732293938868,13.009463055412029,9.629070486663744
103,861.0,0.125,6.0,11.83971889421503,9.562604774605807,13.451027290590954,9.724906736016623
104,861.0,0.125,7.0,10.802060767638897,8.058597401206482,12.850151786434623,8.354526512141636
105,861.0,0.15,1.0,113.52707788755696,99.78883373572135,100.9437896397123,86.92451613970687
106,861.0,0.15,2.0,28.250603223490334,21.788034573085643,30.07006892009781,23.999329142801464
107,861.0,0.15,3.0,14.599574861964262,10.567922934328827,13.515315674594989,9.79245751381665
108,861.0,0.15,4.0,12.70485939675959,10.441787690991815,12.603009601727495,10.086341057328594
109,861.0,0.15,5.0,13.120102320806168,10.151992399912613,14.996047642960836,10.822235149531307
110,861.0,0.15,6.0,11.141128455553755,8.668898308813151,13.643847987717006,10.091334750323826
111,861.0,0.15,7.0,10.72419463359182,8.559415236764305,12.126512692203473,8.665717992439685
112,861.0,0.175,1.0,110.37931066627287,96.12414662872507,98.3292845415505,83.69964692024479
113,861.0,0.175,2.0,30.689167488238827,22.94729961428267,35.857562678932375,27.447488938439733
114,861.0,0.175,3.0,17.29967888287482,13.193761047383699,12.460088456096377,9.480792297225918
115,861.0,0.175,4.0,13.178698256861571,10.398995440678137,13.007224415794505,9.732597674946712
116,861.0,0.175,5.0,12.793485189311319,10.338450561765525,13.387929163582236,9.844255252363308
117,861.0,0.175,6.0,13.61530717412112,10.78876229273901,13.311489376266426,9.959836264861135
118,861.0,0.175,7.0,10.753327704379961,8.323371596939735,12.567333273742703,8.724459984957598
119,861.0,0.2,1.0,115.26794931735508,102.59542345934841,102.90116715772743,90.21275196169722
120,861.0,0.2,2.0,30.18188462538768,23.19773135853755,33.265615369245815,26.431632253540137
121,861.0,0.2,3.0,14.278964637667498,10.887738095113319,14.046202823150141,10.460441764833037
122,861.0,0.2,4.0,17.34612126773455,12.207366445861956,14.739063159581368,11.238045424920466
123,861.0,0.2,5.0,13.640456574993701,10.395737348354222,15.319840600684978,10.719766904980217
124,861.0,0.2,6.0,12.549460586233188,9.910657690091297,11.637496780924781,8.272506894789082
125,861.0,0.2,7.0,10.070629755555577,7.777899443554916,9.996653559637366,6.888242988280802
126,861.0,0.225,1.0,111.84541150558627,99.25986646248604,101.60699249785812,88.94347424733728
127,861.0,0.225,2.0,29.52097903542316,22.536635498142314,33.07616268765215,24.94397181161186
128,861.0,0.225,3.0,17.302827030860353,13.440404014996838,13.259170680591149,9.75884846409878
129,861.0,0.225,4.0,13.248179837306617,10.631244351842394,13.789251465696895,9.302870442590283
130,861.0,0.225,5.0,12.423514980275959,9.835128652767201,13.187675323346243,9.845475406615474
131,861.0,0.225,6.0,10.853167060454384,8.459258247852635,14.004491594256121,10.69584500710382
132,861.0,0.225,7.0,11.253908471007785,8.879867431202877,12.044923444214241,8.56929967543811
