seed,learning_rate,dropout,d_main,num_blocks,val_rmse,val_mae,rmse,mae
860.0,0.001,0.0,64.0,2.0,37.32786178588867,13.396343231201172,214.26858520507812,51.26239013671875
861.0,0.001,0.0,64.0,2.0,25.24033546447754,13.648896217346191,43.627620697021484,17.672574996948242
862.0,0.001,0.0,64.0,2.0,38.90956497192383,15.472418785095215,214.17884826660156,53.32796859741211
863.0,0.001,0.0,64.0,2.0,146.93621826171875,38.59117889404297,22.96068572998047,10.439311981201172
864.0,0.001,0.0,64.0,2.0,11.905327796936035,7.3899970054626465,19.224943161010742,8.64567756652832
865.0,0.001,0.0,64.0,2.0,14.016803741455078,7.477337837219238,216.51351928710938,56.389644622802734
866.0,0.001,0.0,64.0,2.0,17.902164459228516,10.067694664001465,25.248750686645508,12.492101669311523
867.0,0.001,0.0,64.0,2.0,27.845191955566406,13.266748428344727,15.0673189163208,7.950404644012451
868.0,0.001,0.0,64.0,2.0,146.0669708251953,36.37065124511719,213.3074493408203,46.44956970214844
869.0,0.001,0.0,64.0,2.0,214.22206115722656,50.75603485107422,6.3901166915893555,5.183335304260254
870.0,0.001,0.0,64.0,2.0,217.829833984375,60.59943389892578,12.43885326385498,6.139122009277344
871.0,0.001,0.0,64.0,2.0,16.63884925842285,8.559459686279297,216.42755126953125,60.07809829711914
872.0,0.001,0.0,64.0,2.0,24.280323028564453,11.440535545349121,216.46246337890625,54.505882263183594
873.0,0.001,0.0,64.0,2.0,21.209854125976562,10.880508422851562,20.81537437438965,9.7479248046875
874.0,0.001,0.0,64.0,2.0,213.85968017578125,50.518348693847656,29.039018630981445,14.69890308380127
875.0,0.001,0.0,64.0,2.0,146.96438598632812,36.812095642089844,19.909591674804688,9.761750221252441
876.0,0.001,0.0,64.0,2.0,13.46306037902832,8.74398136138916,27.104276657104492,14.965865135192871
877.0,0.001,0.0,64.0,2.0,259.12298583984375,82.38545227050781,38.347389221191406,14.570067405700684
878.0,0.001,0.0,64.0,2.0,24.170921325683594,12.076395034790039,213.9855499267578,50.09634780883789
879.0,0.001,0.0,64.0,2.0,22.6374454498291,11.304255485534668,146.12242126464844,35.98168182373047
880.0,0.001,0.0,64.0,2.0,145.8953399658203,34.365299224853516,9.68011474609375,5.102785587310791
881.0,0.001,0.0,64.0,2.0,40.24044418334961,14.05333137512207,146.32394409179688,37.469852447509766
882.0,0.001,0.0,64.0,2.0,214.30191040039062,52.329280853271484,37.7180290222168,13.944683074951172
883.0,0.001,0.0,64.0,2.0,25.895780563354492,14.02119255065918,36.63548278808594,12.354890823364258
884.0,0.001,0.0,64.0,2.0,214.19471740722656,50.12259292602539,147.28207397460938,41.987056732177734
885.0,0.001,0.0,64.0,2.0,258.040283203125,77.27589416503906,46.50955581665039,22.55172348022461
886.0,0.001,0.0,64.0,2.0,31.390398025512695,14.180316925048828,11.060735702514648,6.232345104217529
887.0,0.001,0.0,64.0,2.0,146.8452606201172,37.341949462890625,20.892074584960938,10.36721134185791
888.0,0.001,0.0,64.0,2.0,213.6429901123047,49.98552703857422,12.802177429199219,7.09296989440918
889.0,0.001,0.0,64.0,2.0,20.811172485351562,8.994414329528809,151.146728515625,44.97258758544922
860.0,0.001,0.0,64.0,4.0,36.61548614501953,14.169045448303223,214.0922393798828,52.62411117553711
861.0,0.001,0.0,64.0,4.0,25.251489639282227,14.301761627197266,42.98955154418945,18.073772430419922
862.0,0.001,0.0,64.0,4.0,37.247440338134766,16.220518112182617,213.77545166015625,53.34304428100586
863.0,0.001,0.0,64.0,4.0,146.56243896484375,39.01044845581055,23.248605728149414,11.608189582824707
864.0,0.001,0.0,64.0,4.0,12.196523666381836,8.353109359741211,18.852792739868164,9.184484481811523
865.0,0.001,0.0,64.0,4.0,13.728911399841309,7.607354164123535,216.3865203857422,56.879451751708984
866.0,0.001,0.0,64.0,4.0,18.045467376708984,11.104573249816895,25.657611846923828,13.748017311096191
867.0,0.001,0.0,64.0,4.0,27.54804801940918,13.513371467590332,14.778794288635254,8.108458518981934
868.0,0.001,0.0,64.0,4.0,145.9505615234375,36.46105194091797,213.16030883789062,46.11135482788086
869.0,0.001,0.0,64.0,4.0,214.0657958984375,51.96272277832031,7.27963924407959,6.0214738845825195
870.0,0.001,0.0,64.0,4.0,217.49166870117188,61.425418853759766,12.3092622756958,6.74275541305542
871.0,0.001,0.0,64.0,4.0,16.896312713623047,9.726523399353027,216.4681396484375,59.357994079589844
872.0,0.001,0.0,64.0,4.0,24.062883377075195,11.96042251586914,216.2269287109375,55.10026168823242
873.0,0.001,0.0,64.0,4.0,20.96261978149414,12.052349090576172,20.86301612854004,9.869016647338867
874.0,0.001,0.0,64.0,4.0,213.84841918945312,50.65876007080078,29.0748233795166,14.908379554748535
875.0,0.001,0.0,64.0,4.0,146.61456298828125,36.910987854003906,19.576557159423828,9.794573783874512
876.0,0.001,0.0,64.0,4.0,12.96672534942627,8.131762504577637,26.727680206298828,14.813517570495605
877.0,0.001,0.0,64.0,4.0,258.9664001464844,82.29611206054688,38.05327224731445,14.367645263671875
878.0,0.001,0.0,64.0,4.0,24.506282806396484,13.481108665466309,213.9995574951172,50.76363754272461
879.0,0.001,0.0,64.0,4.0,22.417434692382812,11.706948280334473,145.92848205566406,36.439857482910156
880.0,0.001,0.0,64.0,4.0,145.56895446777344,34.151344299316406,9.583768844604492,5.6051859855651855
881.0,0.001,0.0,64.0,4.0,39.74245071411133,14.28292179107666,146.0790252685547,37.709129333496094
882.0,0.001,0.0,64.0,4.0,214.27684020996094,52.09112548828125,37.31302261352539,14.731937408447266
883.0,0.001,0.0,64.0,4.0,25.77469825744629,14.010107040405273,36.25659942626953,12.815337181091309
884.0,0.001,0.0,64.0,4.0,214.02713012695312,50.66770553588867,146.55206298828125,42.24905014038086
885.0,0.001,0.0,64.0,4.0,257.7513732910156,77.39814758300781,46.420127868652344,22.890541076660156
886.0,0.001,0.0,64.0,4.0,31.216402053833008,14.570379257202148,11.007523536682129,6.355385780334473
887.0,0.001,0.0,64.0,4.0,146.6240997314453,37.567691802978516,20.800859451293945,10.756978034973145
888.0,0.001,0.0,64.0,4.0,213.48655700683594,50.49391555786133,13.03085708618164,8.168634414672852
889.0,0.001,0.0,64.0,4.0,20.473764419555664,10.15986442565918,151.06387329101562,45.119693756103516
860.0,0.001,0.0,256.0,2.0,37.178680419921875,16.44209861755371,214.12994384765625,56.26957321166992
861.0,0.001,0.0,256.0,2.0,24.86670684814453,15.692358016967773,42.24284362792969,18.850351333618164
862.0,0.001,0.0,256.0,2.0,38.53926086425781,18.542593002319336,213.552490234375,53.7242431640625
