seed,learning_rate,dropout,d_main,num_blocks,val_rmse_scaled,val_mae_scaled,val_rmse_raw,val_mae_raw,test_rmse_scaled,test_mae_scaled,test_rmse_raw,test_mae_raw
860.0,0.001,0.0,64.0,2.0,0.46907690167427063,0.3021714687347412,2.688359260559082,1.7317956686019897,0.5171852707862854,0.39506587386131287,2.964075803756714,2.2641890048980713
860.0,0.001,0.0,64.0,4.0,0.5994563102722168,0.3422981798648834,3.4355850219726562,1.9617685079574585,0.4411148428916931,0.3403814733028412,2.5281031131744385,1.950783133506775
860.0,0.001,0.0,256.0,2.0,0.5648054480552673,0.31355392932891846,3.2369954586029053,1.7970308065414429,0.47097066044807434,0.36649033427238464,2.6992123126983643,2.1004178524017334
860.0,0.001,0.0,256.0,4.0,0.4351610243320465,0.30826589465141296,2.493981122970581,1.766723871231079,0.6283109188079834,0.4483824074268341,3.6009554862976074,2.5697550773620605
860.0,0.001,0.1,64.0,2.0,0.5168707370758057,0.3278962969779968,2.962273359298706,1.8792288303375244,0.5924836993217468,0.4415440261363983,3.3956239223480225,2.5305628776550293
860.0,0.001,0.1,64.0,4.0,0.4801148772239685,0.3033192753791809,2.751619577407837,1.7383739948272705,0.5133464336395264,0.39985349774360657,2.942074775695801,2.2916274070739746
860.0,0.001,0.1,256.0,2.0,0.6104529500007629,0.37203162908554077,3.4986090660095215,2.132175922393799,0.32485195994377136,0.27146467566490173,1.8617810010910034,1.555809497833252
860.0,0.001,0.1,256.0,4.0,0.5755159258842468,0.3436848819255829,3.298379421234131,1.9697163105010986,0.47043466567993164,0.31988784670829773,2.6961402893066406,1.8333311080932617
860.0,0.0005,0.0,64.0,2.0,0.48605215549468994,0.33008190989494324,2.785646677017212,1.8917548656463623,0.5146741271018982,0.3847677707672119,2.9496841430664062,2.2051687240600586
860.0,0.0005,0.0,64.0,4.0,0.461005300283432,0.2851794362068176,2.642098903656006,1.634411334991455,0.5271396040916443,0.4106435179710388,3.0211257934570312,2.3534669876098633
860.0,0.0005,0.0,256.0,2.0,0.5907555818557739,0.3455106019973755,3.3857195377349854,1.9801795482635498,0.42870333790779114,0.34475189447402954,2.4569709300994873,1.9758310317993164
860.0,0.0005,0.0,256.0,4.0,0.6008907556533813,0.3519803285598755,3.4438064098358154,2.017258644104004,0.4142763614654541,0.3285202980041504,2.3742876052856445,1.8828051090240479
860.0,0.0005,0.1,64.0,2.0,0.511923611164093,0.328879714012146,2.9339206218719482,1.8848650455474854,0.49216046929359436,0.38532936573028564,2.8206543922424316,2.2083873748779297
860.0,0.0005,0.1,64.0,4.0,0.5260238647460938,0.31733444333076477,3.0147314071655273,1.8186970949172974,0.6231812834739685,0.492487370967865,3.571556806564331,2.8225278854370117
860.0,0.0005,0.1,256.0,2.0,0.6188918948173523,0.3647931218147278,3.546973466873169,2.090690851211548,0.5710811018943787,0.4534793496131897,3.2729620933532715,2.598966598510742
860.0,0.0005,0.1,256.0,4.0,0.5749109387397766,0.3274416923522949,3.2949118614196777,1.876623511314392,0.37831538915634155,0.3231227993965149,2.1681888103485107,1.8518710136413574
860.0,0.0001,0.0,64.0,2.0,0.3946024477481842,0.26094889640808105,2.26153302192688,1.495542049407959,0.5391029119491577,0.41925206780433655,3.0896894931793213,2.402804136276245
860.0,0.0001,0.0,64.0,4.0,0.38750797510147095,0.2992374897003174,2.2208735942840576,1.7149807214736938,0.5611205101013184,0.4357362687587738,3.2158761024475098,2.4972782135009766
860.0,0.0001,0.0,256.0,2.0,0.517306923866272,0.31051263213157654,2.964773416519165,1.7796006202697754,0.615617573261261,0.4740048050880432,3.528207778930664,2.7166013717651367
860.0,0.0001,0.0,256.0,4.0,0.4867789149284363,0.2917136549949646,2.7898123264312744,1.6718599796295166,0.49185317754745483,0.41357100009918213,2.8188931941986084,2.3702449798583984
860.0,0.0001,0.1,64.0,2.0,0.5738425850868225,0.4442116320133209,3.2887885570526123,2.545851707458496,0.5413768887519836,0.45302921533584595,3.10272216796875,2.596386671066284
860.0,0.0001,0.1,64.0,4.0,0.442619651556015,0.29436683654785156,2.5367279052734375,1.6870660781860352,0.6302392482757568,0.5016489028930664,3.6120076179504395,2.8750343322753906
860.0,0.0001,0.1,256.0,2.0,0.57130366563797,0.31968653202056885,3.274237632751465,1.8321774005889893,0.48302266001701355,0.39057639241218567,2.768284320831299,2.2384588718414307
860.0,0.0001,0.1,256.0,4.0,0.548871636390686,0.3449985086917877,3.1456756591796875,1.9772446155548096,0.7144827842712402,0.5557258129119873,4.094820976257324,3.184957981109619
