,seed,learning_rate,dropout,val_rmse,val_mae,rmse,mae
0,860.0,0.001,0.0,815.7766723632812,761.3670654296875,821.9547729492188,768.7277221679688
1,860.0,0.001,0.1,74.43582916259766,68.94432067871094,92.72167205810547,81.67765045166016
2,860.0,0.001,0.2,148.4005889892578,143.56295776367188,149.19805908203125,144.62753295898438
3,860.0,0.0005,0.0,132.6699676513672,124.09007263183594,193.41041564941406,159.00059509277344
4,860.0,0.0005,0.1,67.4832992553711,61.94214630126953,98.09713745117188,79.96739196777344
5,860.0,0.0005,0.2,18.45758819580078,18.093536376953125,20.439590454101562,19.833656311035156
6,860.0,0.0001,0.0,11.86733627319336,9.608376502990723,21.23861312866211,15.187675476074219
7,860.0,0.0001,0.1,102.6386947631836,94.72389221191406,167.7406005859375,130.8411865234375
8,860.0,0.0001,0.2,39.548194885253906,36.55461502075195,73.84838104248047,57.299530029296875
9,860.0,5e-05,0.0,77.50884246826172,57.78839874267578,147.75704956054688,99.23219299316406
10,860.0,5e-05,0.1,42.15230178833008,38.149444580078125,88.9092025756836,67.69998168945312
11,860.0,5e-05,0.2,45.10028076171875,41.515567779541016,80.98491668701172,60.766448974609375
12,860.0,1e-05,0.0,4616.7734375,4528.89404296875,4453.76318359375,4376.7294921875
