,seed,v,target_tree_size,subsample,val_rmse,val_mae,rmse,mae
96,861.0,0.1,6.0,1.0,0.20215059648038267,0.1602306590360757,0.22763531289893318,0.1874923257266773
97,861.0,0.1,7.0,1.0,0.2012167688559133,0.1593513488769534,0.2391880339473316,0.1979136897068397
98,861.0,0.125,1.0,1.0,0.19546021715806947,0.153019654517081,0.21496732207636676,0.17154506608551623
99,861.0,0.125,2.0,1.0,0.19744561315468212,0.1535762712067257,0.21611779391243155,0.17147520476696537
100,861.0,0.125,3.0,1.0,0.19976127462696205,0.1542048136393237,0.2098806037920807,0.16449332143746176
101,861.0,0.125,4.0,1.0,0.19664299618265849,0.1571894327799486,0.21864921862451944,0.17208609487496165
102,861.0,0.125,5.0,1.0,0.2058629969371212,0.1636901257084869,0.22829157309132303,0.1840955547257966
103,861.0,0.125,6.0,1.0,0.19244779160692418,0.15356379490272723,0.2284565568708535,0.18607442519244025
104,861.0,0.125,7.0,1.0,0.2076437383909446,0.16500256108302724,0.22672669325900352,0.18589830585554523
105,861.0,0.15,1.0,1.0,0.19717905631401916,0.15357286041858223,0.2140432850437175,0.1705003626206342
106,861.0,0.15,2.0,1.0,0.1942646230236681,0.15132742489085552,0.214668977883993,0.1685194875679764
107,861.0,0.15,3.0,1.0,0.2018696678646919,0.15600380991019522,0.21127448085027184,0.16556345621744797
108,861.0,0.15,4.0,1.0,0.20114422413294886,0.15931188545975075,0.22235041612631712,0.17612668205710014
109,861.0,0.15,5.0,1.0,0.20714637046717396,0.1627616583132283,0.22441050078094993,0.18212174060297942
110,861.0,0.15,6.0,1.0,0.20451592407401423,0.16126242244944886,0.23086552169692315,0.19023334278779871
111,861.0,0.15,7.0,1.0,0.20616355250659474,0.1620349809235222,0.23129441657223365,0.1907901988309973
112,861.0,0.175,1.0,1.0,0.2007039700966035,0.1536869123870259,0.21715178215201483,0.17273323208678001
113,861.0,0.175,2.0,1.0,0.2003751475000748,0.15650582407035157,0.2145780495619402,0.16637957703833492
114,861.0,0.175,3.0,1.0,0.20108490621411088,0.15518631280637332,0.21833729782926606,0.17001510320925234
115,861.0,0.175,4.0,1.0,0.2044083005388897,0.15970059563131972,0.22557350838672133,0.17866652245615036
116,861.0,0.175,5.0,1.0,0.21165077746677516,0.1654611924115353,0.2495301316856874,0.20137382956112132
117,861.0,0.175,6.0,1.0,0.20964821534452285,0.16569807763193206,0.23385818870715686,0.18665298761106006
118,861.0,0.175,7.0,1.0,0.20569010399942425,0.164323275696998,0.23407290475649004,0.18298034667968743
119,861.0,0.2,1.0,1.0,0.19632351575461743,0.1513715856215542,0.21782669216237377,0.17305613499061734
120,861.0,0.2,2.0,1.0,0.20113465618070403,0.1552734524595979,0.21538813482290672,0.16876555798100495
121,861.0,0.2,3.0,1.0,0.20218323677810243,0.15558349010991193,0.2186151610410465,0.17231898588292743
122,861.0,0.2,4.0,1.0,0.20059843374908534,0.15729609470741487,0.22503084795216963,0.18015220492493877
123,861.0,0.2,5.0,1.0,0.21694749050062892,0.16664169909907373,0.24728814242289687,0.19213508157169118
124,861.0,0.2,6.0,1.0,0.21503018784217826,0.16657343845741487,0.2283374613730822,0.19010994107115525
125,861.0,0.2,7.0,1.0,0.20040815313113974,0.16134613635493317,0.2297201382009055,0.18989399928672634
126,861.0,0.225,1.0,1.0,0.19912094168556235,0.15326059378829723,0.21723308522175117,0.17330453910079657
127,861.0,0.225,2.0,1.0,0.19587845956362343,0.14819865507238114,0.21517823031615016,0.16894677854051787
128,861.0,0.225,3.0,1.0,0.19959230111282092,0.15537727206361138,0.21256525812174998,0.16635145299574913
129,861.0,0.225,4.0,1.0,0.19351985483398818,0.1539788190056302,0.22450806950980715,0.18076931822533696
130,861.0,0.225,5.0,1.0,0.2177925546713192,0.165512443991269,0.2374404004201825,0.19256000892788755
131,861.0,0.225,6.0,1.0,0.22401563956487602,0.1758002038095516,0.2502065418382311,0.19917280907724424
132,861.0,0.225,7.0,1.0,0.2052648071873482,0.16378574745327845,0.24396355314381898,0.2001863217821309
133,861.0,0.25,1.0,1.0,0.20148251942613565,0.15504195269416438,0.21611249995301854,0.17264093137254902
134,861.0,0.25,2.0,1.0,0.20142713158335018,0.15352768243527953,0.21352701134007884,0.16596296721813725
135,861.0,0.25,3.0,1.0,0.20540935893693948,0.1588560366163075,0.21441164711607782,0.16686064776252288
136,861.0,0.25,4.0,1.0,0.2104409491198591,0.16219667920879338,0.2409070311864567,0.18911405077167592
137,861.0,0.25,5.0,1.0,0.2228224225289605,0.17080462586646047,0.2301071714344757,0.18787434895833338
138,861.0,0.25,6.0,1.0,0.20343095418147614,0.16267013549804715,0.24615743460195427,0.19782984116498156
139,861.0,0.25,7.0,1.0,0.21920614404554867,0.16986764646043992,0.25790140700375924,0.21187129301183358
140,861.0,0.275,1.0,1.0,0.20194679842726998,0.15504157870423638,0.21266904651807028,0.16992905560661764
141,861.0,0.275,2.0,1.0,0.1972170480258545,0.15409999174230302,0.21778771374529185,0.17033127429438588
142,861.0,0.275,3.0,1.0,0.19970785349976913,0.15481395347445703,0.21609442967861442,0.16391101911956166
143,861.0,0.275,4.0,1.0,0.20645309411070664,0.16152734195484902,0.23948326449673737,0.18699838974896604
144,861.0,0.275,5.0,1.0,0.21722084949827464,0.17003610648360956,0.2251416478380923,0.17922957177255674
145,861.0,0.275,6.0,1.0,0.214533586152132,0.16787238027535273,0.24191396710025173,0.20036772185680912
146,861.0,0.275,7.0,1.0,0.22308259320014395,0.17556258556889592,0.2515065347936281,0.2004123912138097
147,861.0,0.3,1.0,1.0,0.2020644686662294,0.15409649119657712,0.21239152567510955,0.16890761431525736
148,861.0,0.3,2.0,1.0,0.1960018329212958,0.15109427956973878,0.21280485224764406,0.1619927799000459
149,861.0,0.3,3.0,1.0,0.20107321383644522,0.1577402002671194,0.21657815778499617,0.17022088742723634
150,861.0,0.3,4.0,1.0,0.20819305821033693,0.16509707581763214,0.23458481125911046,0.1832817077636718
151,861.0,0.3,5.0,1.0,0.1981228965524441,0.15712046903722493,0.2468427058174699,0.19577727972292439
152,861.0,0.3,6.0,1.0,0.21628905116701458,0.16857799455231362,0.24673325426817067,0.20217994241153486
153,861.0,0.3,7.0,1.0,0.21646040268904204,0.1679100635004983,0.2478756761817658,0.1938783982220818
154,862.0,0.05,1.0,1.0,0.2621604214967079,0.1979236079197306,0.1911697014489537,0.15479405721028647
155,862.0,0.05,2.0,1.0,0.2626714039637948,0.1969494389552698,0.18974120652366158,0.1537154702579274
156,862.0,0.05,3.0,1.0,0.26196557366909373,0.19480568380916857,0.1875027033751974,0.15048823637120864
157,862.0,0.05,4.0,1.0,0.26310525659866046,0.1956323062672337,0.19113779889395419,0.15448995852002956
158,862.0,0.05,5.0,1.0,0.25984369642184557,0.19135027118757683,0.19789651760956575,0.15850596708409959
159,862.0,0.05,6.0,1.0,0.260080379202907,0.1901585298426013,0.20028296574415855,0.15664940628350985
160,862.0,0.05,7.0,1.0,0.267516128898028,0.19822357776118268,0.2016908092394825,0.16217950559129912
161,862.0,0.075,1.0,1.0,0.263376049251456,0.19880772010952838,0.19236208596536197,0.1554413589776731
162,862.0,0.075,2.0,1.0,0.2619856391517063,0.19573036642635594,0.1882555004523971,0.1528496087766161
163,862.0,0.075,3.0,1.0,0.2617813936078495,0.1946269166235834,0.1873589271395284,0.1509468676997167
164,862.0,0.075,4.0,1.0,0.26364331714356803,0.19669122134937986,0.19156130313113676,0.1555458368039602
165,862.0,0.075,5.0,1.0,0.26235311028004,0.19347558115042918,0.19643782509140734,0.1574038486854705
166,862.0,0.075,6.0,1.0,0.2596488478605183,0.1885251213522522,0.20087620090722574,0.15746380675072796
167,862.0,0.075,7.0,1.0,0.26598356123929384,0.19587376912434915,0.20306745226811157,0.15913051530426636
168,862.0,0.1,1.0,1.0,0.2638789278118179,0.20068558337641723,0.19294071251154737,0.15543485155292586
169,862.0,0.1,2.0,1.0,0.26096981638139016,0.19357213039024235,0.18398114198313117,0.1498162961473653
170,862.0,0.1,3.0,1.0,0.2623314009724567,0.19423436183555468,0.1889072035885864,0.1530511594286153
171,862.0,0.1,4.0,1.0,0.2633953502507719,0.19420516070197635,0.19045123897456848,0.15222697538488084
172,862.0,0.1,5.0,1.0,0.26082177283697616,0.19245719161688143,0.19881613114378446,0.15832877065621204
173,862.0,0.1,6.0,1.0,0.2620871839076783,0.1938408496333105,0.20490716338947337,0.15979742910347766
174,862.0,0.1,7.0,1.0,0.2673616627436306,0.1973348879346662,0.208203290156143,0.1610333012599572
175,862.0,0.125,1.0,1.0,0.2636015700558379,0.19931636137120878,0.18944840807364732,0.15290166817459405
176,862.0,0.125,2.0,1.0,0.26210740331329035,0.19548368266984553,0.18468494563611568,0.15020165536917904
177,862.0,0.125,3.0,1.0,0.2627353366534255,0.19470867082184473,0.18491718902882717,0.14910082349590248
178,862.0,0.125,4.0,1.0,0.26200776016076754,0.1938630047966456,0.18734865026619635,0.15106842938591486
179,862.0,0.125,5.0,1.0,0.25942236517071937,0.18693165498621347,0.19319661604650595,0.15089619954427105
180,862.0,0.125,6.0,1.0,0.2634629572426649,0.19599555520450382,0.2010647440947287,0.15702767465628859
181,862.0,0.125,7.0,1.0,0.2676467436538841,0.1984231387867648,0.20626022117180348,0.16242041494332124
182,862.0,0.15,1.0,1.0,0.26192326075308076,0.19671749040192268,0.18877894805445108,0.1531514934464997
183,862.0,0.15,2.0,1.0,0.2621890434358316,0.19410844690659493,0.1833426063315861,0.1498924404967066
184,862.0,0.15,3.0,1.0,0.2628128076919411,0.19663120344573412,0.18740204577032812,0.15040477677887584
185,862.0,0.15,4.0,1.0,0.26548025823891847,0.19542424819048754,0.1905045776457154,0.1554999108408015
186,862.0,0.15,5.0,1.0,0.26711717989696787,0.1965669519761033,0.19703081469088649,0.1552492179122628
187,862.0,0.15,6.0,1.0,0.258550737259724,0.18967717488606803,0.20134298124640196,0.15835879456763197
188,862.0,0.15,7.0,1.0,0.26322535992907087,0.1950798483455882,0.20025364525364933,0.1607098448510263
189,862.0,0.175,1.0,1.0,0.26067960152807995,0.19518600164675265,0.1870414443091713,0.1520503175024893
190,862.0,0.175,2.0,1.0,0.26363183030362325,0.19775308347215853,0.18833168871474967,0.1525124194575291
191,862.0,0.175,3.0,1.0,0.26453917661583476,0.19746708589441667,0.18672439933090598,0.1518506966385189
192,862.0,0.175,4.0,1.0,0.2668510551533363,0.19786948409735025,0.191034134750656,0.15498063330556877
193,862.0,0.175,5.0,1.0,0.26256863232007943,0.19369918224858318,0.18868303465082234,0.1472562303730088
194,862.0,0.175,6.0,1.0,0.26571210229277376,0.19642208323759194,0.1941411538425311,0.1510539933746937
195,862.0,0.175,7.0,1.0,0.2652938304378721,0.1948023777382048,0.20584072659056854,0.16098713594324465
196,862.0,0.2,1.0,1.0,0.2636307796674561,0.19819774253695638,0.19046515737797043,0.15412132412779564
197,862.0,0.2,2.0,1.0,0.260229091933191,0.19273693608302728,0.185100736598334,0.1516451816932829
198,862.0,0.2,3.0,1.0,0.2621394925836885,0.19678453931621512,0.18881899075192884,0.15153756235160112
199,862.0,0.2,4.0,1.0,0.25966251678953944,0.18995819091796906,0.19238372861747144,0.1534301159428618
200,862.0,0.2,5.0,1.0,0.265283728430566,0.1953913969152116,0.20040497662312348,0.16143296185661798
201,862.0,0.2,6.0,1.0,0.26205880443599155,0.19056963453105866,0.20039214074718456,0.1582619760550708
202,862.0,0.2,7.0,1.0,0.26598118506633256,0.19118380079082456,0.19988627942227205,0.16176060695274225
203,862.0,0.225,1.0,1.0,0.26306900453127896,0.19836006912530652,0.18923439113222812,0.15312935324276195
204,862.0,0.225,2.0,1.0,0.2614800636436621,0.1963941985485603,0.18631166450249184,0.1515419305539601
205,862.0,0.225,3.0,1.0,0.2622888067009452,0.19601105334712046,0.19136714795660975,0.15738996617934295
206,862.0,0.225,4.0,1.0,0.2704767722287765,0.19755646948720926,0.1926085650699204,0.15525949515548418
207,862.0,0.225,5.0,1.0,0.25349931681163107,0.1868269378063728,0.200285118379153,0.16026618807923593
208,862.0,0.225,6.0,1.0,0.2634539758712462,0.19133118274165165,0.2075776792081743,0.16179333855124087
209,862.0,0.225,7.0,1.0,0.26354290799238583,0.19564316693474285,0.207444684058208,0.16825081320369972
210,862.0,0.25,1.0,1.0,0.26161630573666955,0.19801888559378855,0.1885543610737594,0.15226323744829975
211,862.0,0.25,2.0,1.0,0.26194254575359394,0.19427050422219705,0.18596884329303348,0.15147072287166843
212,862.0,0.25,3.0,1.0,0.2610907165302003,0.19340015486174975,0.18467432611421977,0.14675493427351433
213,862.0,0.25,4.0,1.0,0.27363637461052426,0.2048158084644995,0.19519120995230718,0.15780977735332435
214,862.0,0.25,5.0,1.0,0.26465944873428543,0.19760776594573412,0.19344200048621532,0.15770960789100824
215,862.0,0.25,6.0,1.0,0.24820400469371562,0.18573285271139708,0.19626032568396473,0.15262774299172827
216,862.0,0.25,7.0,1.0,0.25801738146014486,0.1866655835918352,0.19583132554424554,0.15375674378638207
217,862.0,0.275,1.0,1.0,0.26189160476169676,0.1974006054448149,0.18819232082695236,0.15143791647518393
218,862.0,0.275,2.0,1.0,0.26469646413240355,0.19717491000306409,0.18663915385691823,0.14937793507295496
219,862.0,0.275,3.0,1.0,0.25754408103838683,0.19261378867953446,0.18910456272722034,0.1541716930912992
220,862.0,0.275,4.0,1.0,0.2697174488387944,0.19961341409122274,0.193133974867867,0.1572508868049175
221,862.0,0.275,5.0,1.0,0.25945898335873313,0.19335442337335343,0.19441030538902215,0.1588489756864661
222,862.0,0.275,6.0,1.0,0.2571331892304687,0.19206417308134205,0.19608495360499706,0.15702972412109392
223,862.0,0.275,7.0,1.0,0.2585046396503335,0.18925908406575512,0.1967812809441576,0.16083134669883617
224,862.0,0.3,1.0,1.0,0.2594917598293643,0.1955172071269916,0.18693878807391387,0.15031006756950827
225,862.0,0.3,2.0,1.0,0.2632439655108638,0.19587050793217714,0.18199252926848894,0.1473458383597582
226,862.0,0.3,3.0,1.0,0.26075556680399253,0.19214636110791994,0.18771088446184667,0.1513660206514248
227,862.0,0.3,4.0,1.0,0.2580058843279452,0.1918618146110986,0.19680559229127254,0.15776362699620886
228,862.0,0.3,5.0,1.0,0.2576745633067125,0.18821607103534804,0.19518574469572914,0.15569791606828307
229,862.0,0.3,6.0,1.0,0.2568368455850232,0.18491137635474159,0.19553489672180105,0.15905426623774532
230,862.0,0.3,7.0,1.0,0.2572180073271681,0.18931447945389096,0.2026976728053186,0.1632607553519457
231,863.0,0.05,1.0,1.0,0.1995966209072629,0.15826404047947334,0.2577589105745239,0.16856752283432871
232,863.0,0.05,2.0,1.0,0.1973000371830688,0.15587437947591182,0.2559115768575796,0.16895916508693287
233,863.0,0.05,3.0,1.0,0.19876473143151266,0.15655833225624272,0.24791525708488849,0.16578174665862405
234,863.0,0.05,4.0,1.0,0.19564521729721687,0.15555943507774228,0.25047002645625244,0.16688217462277846
235,863.0,0.05,5.0,1.0,0.1992669958122493,0.16008284325693192,0.25845097148793544,0.17231146120557564
236,863.0,0.05,6.0,1.0,0.19817013278242662,0.1573792102290137,0.25957772502134885,0.1710837270699292
237,863.0,0.05,7.0,1.0,0.20190314991659364,0.1585958443435971,0.2568580589499538,0.16815447339824546
238,863.0,0.075,1.0,1.0,0.1996275044406525,0.15798781151865074,0.258160667311065,0.16843655156154225
239,863.0,0.075,2.0,1.0,0.19810037410033837,0.15681827021580147,0.258241883283497,0.16923008339077786
240,863.0,0.075,3.0,1.0,0.1985885674179879,0.1565023983226106,0.2496716903356636,0.16809607113108882
241,863.0,0.075,4.0,1.0,0.1976057366891369,0.1557166604434745,0.2509420385224031,0.1659877403109678
242,863.0,0.075,5.0,1.0,0.19333285978101333,0.15554098989449336,0.2646763352484219,0.17788328282973323
243,863.0,0.075,6.0,1.0,0.19847851005046965,0.1589720333323761,0.26024017365142327,0.1719382940554148
244,863.0,0.075,7.0,1.0,0.20153916335030586,0.1605873706294043,0.2529858938080368,0.16965110629212568
245,863.0,0.1,1.0,1.0,0.1995180375823817,0.15795729394052574,0.2578886369274266,0.1683357986749384
246,863.0,0.1,2.0,1.0,0.1994653246472069,0.15798534318512591,0.2570716590105475,0.1683533014035689
247,863.0,0.1,3.0,1.0,0.19963291152292867,0.1585277632171036,0.24798813808768663,0.16769160850375284
248,863.0,0.1,4.0,1.0,0.1975547301427048,0.154974574668735,0.2536755660814683,0.16709332933612864
249,863.0,0.1,5.0,1.0,0.2015117826257954,0.15935242596794608,0.26032179604833655,0.17297529332778
250,863.0,0.1,6.0,1.0,0.19602925207872723,0.15430335250555324,0.25707938474895803,0.17501525878906216
251,863.0,0.1,7.0,1.0,0.19604987104678148,0.15696264528760748,0.26377053561690056,0.17941872091854275
252,863.0,0.125,1.0,1.0,0.19937205545458642,0.15748928294462347,0.2578152867687619,0.16854418586282136
253,863.0,0.125,2.0,1.0,0.19665982073673105,0.15562913184072488,0.2560718447633225,0.17131036496629867
254,863.0,0.125,3.0,1.0,0.19870423377600538,0.15698783724915777,0.2466432539002817,0.16756617228190082
255,863.0,0.125,4.0,1.0,0.19544196740543737,0.15613328522326925,0.2574217522949225,0.17042001462450193
256,863.0,0.125,5.0,1.0,0.20073630242409926,0.16136091643688752,0.2642140677888588,0.17283026003370064
257,863.0,0.125,6.0,1.0,0.1985399408096063,0.156686176973231,0.25580491623105855,0.17314243690640296
