,seed,lr,n_estimators,tree_size,rmse,mae
0,860.0,0.1,10.0,1.0,15.3230914403988,12.619507512538389
1,860.0,0.1,10.0,2.0,16.31305804308713,13.191691407593046
2,860.0,0.1,10.0,3.0,16.36621317943415,13.26835007075022
3,860.0,0.1,10.0,4.0,16.281843576390152,13.293845696872507
4,860.0,0.1,20.0,1.0,15.17240770624933,12.438276605436787
5,860.0,0.1,20.0,2.0,15.974252689166955,12.787270944527622
6,860.0,0.1,20.0,3.0,16.35387635054639,13.233512838860234
7,860.0,0.1,20.0,4.0,16.282079086608203,13.205167806670513
8,860.0,0.1,30.0,1.0,15.641529898886628,12.786363302998287
9,860.0,0.1,30.0,2.0,15.974252689166955,12.787270944527622
10,860.0,0.1,30.0,3.0,17.52194275800907,14.288261459395729
11,860.0,0.1,30.0,4.0,16.920350700531085,13.685426095533654
12,860.0,0.1,50.0,1.0,15.641529898886628,12.786363302998287
13,860.0,0.1,50.0,2.0,15.974252689166955,12.787270944527622
14,860.0,0.1,50.0,3.0,15.777331524519875,12.74517357047493
15,860.0,0.1,50.0,4.0,15.810723740631243,12.702695815238727
16,860.0,0.1,100.0,1.0,15.641529898886628,12.786363302998287
17,860.0,0.1,100.0,2.0,16.601327990157188,13.389093343746026
18,860.0,0.1,100.0,3.0,16.158285651554,12.95444247206287
19,860.0,0.1,100.0,4.0,15.65423053957755,12.604852671538584
20,860.0,0.1,150.0,1.0,15.641529898886628,12.786363302998287
21,860.0,0.1,150.0,2.0,16.601327990157188,13.389093343746026
22,860.0,0.1,150.0,3.0,16.158285651554,12.95444247206287
23,860.0,0.1,150.0,4.0,15.823548269695307,12.793950815144374
24,860.0,0.5,10.0,1.0,15.641529898886628,12.786363302998287
25,860.0,0.5,10.0,2.0,16.601327990157188,13.389093343746026
26,860.0,0.5,10.0,3.0,15.764412351458592,12.734136635424822
27,860.0,0.5,10.0,4.0,15.838996364126018,12.718803469020234
28,860.0,0.5,20.0,1.0,15.641529898886628,12.786363302998287
29,860.0,0.5,20.0,2.0,16.601327990157188,13.389093343746026
30,860.0,0.5,20.0,3.0,16.158285651554,12.95444247206287
31,860.0,0.5,20.0,4.0,16.62275130115176,13.348311132848613
32,860.0,0.5,30.0,1.0,15.641529898886628,12.786363302998287
33,860.0,0.5,30.0,2.0,16.601327990157188,13.389093343746026
34,860.0,0.5,30.0,3.0,15.768462358312835,12.730997921983164
35,860.0,0.5,30.0,4.0,16.453908873871384,13.178914439127995
36,860.0,0.5,50.0,1.0,15.641529898886628,12.786363302998287
37,860.0,0.5,50.0,2.0,16.601327990157188,13.389093343746026
38,860.0,0.5,50.0,3.0,16.044164609640173,13.03660588478901
39,860.0,0.5,50.0,4.0,15.705323433238247,12.72458728626635
40,860.0,0.5,100.0,1.0,15.641529898886628,12.786363302998287
41,860.0,0.5,100.0,2.0,15.974252689166955,12.787270944527622
42,860.0,0.5,100.0,3.0,16.02212642386071,13.038062840749525
43,860.0,0.5,100.0,4.0,16.3198934552063,13.206432896393997
44,860.0,0.5,150.0,1.0,15.641529898886628,12.786363302998287
45,860.0,0.5,150.0,2.0,15.895421779277408,12.93463872029231
46,860.0,0.5,150.0,3.0,14.964913395442753,12.263982104747251
47,860.0,0.5,150.0,4.0,15.87088830454639,12.871680440733419
48,860.0,1.0,10.0,1.0,15.641529898886628,12.786363302998287
49,860.0,1.0,10.0,2.0,16.601327990157188,13.389093343746026
50,860.0,1.0,10.0,3.0,16.158285651554,12.95444247206287
51,860.0,1.0,10.0,4.0,15.698737125030844,12.699941976423094
52,860.0,1.0,20.0,1.0,15.641529898886628,12.786363302998287
53,860.0,1.0,20.0,2.0,16.601327990157188,13.389093343746026
54,860.0,1.0,20.0,3.0,16.020919579334304,13.017855051142226
55,860.0,1.0,20.0,4.0,15.75253884261659,12.742101417857517
56,860.0,1.0,30.0,1.0,15.641529898886628,12.786363302998287
57,860.0,1.0,30.0,2.0,16.601327990157188,13.389093343746026
58,860.0,1.0,30.0,3.0,15.124289055147619,12.305776288579908
59,860.0,1.0,30.0,4.0,15.823548269695307,12.793950815144374
60,860.0,1.0,50.0,1.0,15.641529898886628,12.786363302998287
61,860.0,1.0,50.0,2.0,16.302567526727398,13.19337483293206
62,860.0,1.0,50.0,3.0,15.961386075632399,12.834054753681613
63,860.0,1.0,50.0,4.0,15.823548269695307,12.793950815144374
64,860.0,1.0,100.0,1.0,15.641529898886628,12.786363302998287
65,860.0,1.0,100.0,2.0,15.809896002926543,12.888755017568373
66,860.0,1.0,100.0,3.0,15.455283147737497,12.538862930726722
67,860.0,1.0,100.0,4.0,15.93592439415755,12.879488102388102
68,860.0,1.0,150.0,1.0,15.641529898886628,12.786363302998287
69,860.0,1.0,150.0,2.0,13.796176416107308,11.437825545531052
70,860.0,1.0,150.0,3.0,13.908881870122984,11.479876005748318
71,860.0,1.0,150.0,4.0,15.834781290766454,12.749135522560257
72,861.0,0.1,10.0,1.0,16.95366665331009,14.115043778052698
73,861.0,0.1,10.0,2.0,19.338362906581782,15.77947763194699
74,861.0,0.1,10.0,3.0,19.885998156691358,15.991101037087526
75,861.0,0.1,10.0,4.0,19.558183767099965,15.837592561766945
76,861.0,0.1,20.0,1.0,16.616135439446428,13.775549446365538
77,861.0,0.1,20.0,2.0,21.23951703113666,16.636063655029385
78,861.0,0.1,20.0,3.0,18.477888894181202,14.907193869415826
79,861.0,0.1,20.0,4.0,19.20348226922797,15.502599674823017
80,861.0,0.1,30.0,1.0,17.885230164286487,14.70245395361319
81,861.0,0.1,30.0,2.0,21.23951703113666,16.636063655029385
82,861.0,0.1,30.0,3.0,18.40406793180833,14.866189639977451
83,861.0,0.1,30.0,4.0,19.365875840328066,15.700255477442544
84,861.0,0.1,50.0,1.0,17.885230164286487,14.70245395361319
85,861.0,0.1,50.0,2.0,21.23951703113666,16.636063655029385
86,861.0,0.1,50.0,3.0,18.388649903772187,14.91405059650805
87,861.0,0.1,50.0,4.0,18.204186970065315,14.749681391010622
88,861.0,0.1,100.0,1.0,17.885230164286487,14.70245395361319
89,861.0,0.1,100.0,2.0,22.08029846532555,17.746471629340267
90,861.0,0.1,100.0,3.0,20.966839568949677,16.743919975122754
91,861.0,0.1,100.0,4.0,20.82185059638491,16.507300418650612
92,861.0,0.1,150.0,1.0,17.885230164286487,14.70245395361319
93,861.0,0.1,150.0,2.0,22.08029846532555,17.746471629340267
94,861.0,0.1,150.0,3.0,21.944974338933005,17.663418203895613
95,861.0,0.1,150.0,4.0,20.938172228708133,16.610007141158423
96,861.0,0.5,10.0,1.0,17.885230164286487,14.70245395361319
97,861.0,0.5,10.0,2.0,22.08029846532555,17.746471629340267
98,861.0,0.5,10.0,3.0,18.137361609260047,14.765174581031124
99,861.0,0.5,10.0,4.0,20.007106161299706,16.006891374588015
100,861.0,0.5,20.0,1.0,17.885230164286487,14.70245395361319
101,861.0,0.5,20.0,2.0,22.08029846532555,17.746471629340267
102,861.0,0.5,20.0,3.0,20.821987485221186,16.672786894408908
103,861.0,0.5,20.0,4.0,20.532521833759255,16.34695668982331
104,861.0,0.5,30.0,1.0,17.885230164286487,14.70245395361319
105,861.0,0.5,30.0,2.0,22.08029846532555,17.746471629340267
106,861.0,0.5,30.0,3.0,20.71352439549249,16.461890872075006
107,861.0,0.5,30.0,4.0,20.666478100375453,16.39790825070714
108,861.0,0.5,50.0,1.0,17.885230164286487,14.70245395361319
109,861.0,0.5,50.0,2.0,21.228296279414806,16.95119256877335
110,861.0,0.5,50.0,3.0,21.944974338933005,17.663418203895613
111,861.0,0.5,50.0,4.0,20.69102595729292,16.422135728576478
112,861.0,0.5,100.0,1.0,17.885230164286487,14.70245395361319
113,861.0,0.5,100.0,2.0,22.08029846532555,17.746471629340267
114,861.0,0.5,100.0,3.0,20.648899195659475,16.45212162367691
115,861.0,0.5,100.0,4.0,19.81505693008252,15.985605837297157
116,861.0,0.5,150.0,1.0,17.885230164286487,14.70245395361319
117,861.0,0.5,150.0,2.0,22.08029846532555,17.746471629340267
118,861.0,0.5,150.0,3.0,21.52698620114577,17.23300350832516
119,861.0,0.5,150.0,4.0,20.83543931857722,16.69000630745521
120,861.0,1.0,10.0,1.0,17.885230164286487,14.70245395361319
121,861.0,1.0,10.0,2.0,20.740005135875222,16.63620030662717
122,861.0,1.0,10.0,3.0,20.481564372550736,16.229454634909093
123,861.0,1.0,10.0,4.0,20.66760770855508,16.41605031922019
124,861.0,1.0,20.0,1.0,17.885230164286487,14.70245395361319
125,861.0,1.0,20.0,2.0,22.08029846532555,17.746471629340267
126,861.0,1.0,20.0,3.0,21.660654371814143,17.48639139920297
127,861.0,1.0,20.0,4.0,20.684852283459207,16.403083423749933
128,861.0,1.0,30.0,1.0,17.885230164286487,14.70245395361319
129,861.0,1.0,30.0,2.0,22.080860355396506,17.748383783645178
130,861.0,1.0,30.0,3.0,21.696217945665303,17.506727474934955
131,861.0,1.0,30.0,4.0,18.347512983944206,15.04441644315889
132,861.0,1.0,50.0,1.0,17.885230164286487,14.70245395361319
133,861.0,1.0,50.0,2.0,22.067800873648977,17.73930593676821
134,861.0,1.0,50.0,3.0,19.886200567170928,15.746973914535792
