,seed,learning_rate,dropout,val_rmse,val_mae,rmse,mae
0,860.0,0.001,0.0,6.871561050415039,5.597497940063477,6.445582389831543,4.963864326477051
1,860.0,0.001,0.1,11.970467567443848,9.012359619140625,12.032418251037598,9.260860443115234
2,860.0,0.001,0.2,30.72641372680664,26.10637092590332,28.360401153564453,24.56623077392578
3,860.0,0.0005,0.0,5.975858211517334,4.950493335723877,5.515013217926025,4.259946823120117
4,860.0,0.0005,0.1,27.154850006103516,23.295272827148438,25.0032901763916,21.735925674438477
5,860.0,0.0005,0.2,31.87093162536621,27.213773727416992,29.84789276123047,26.055950164794922
6,860.0,0.0001,0.0,21.48257064819336,18.68319320678711,19.828338623046875,16.99077796936035
7,860.0,0.0001,0.1,27.354881286621094,23.562124252319336,25.36456871032715,22.158567428588867
8,860.0,0.0001,0.2,32.96561050415039,28.488435745239258,31.381227493286133,27.20928955078125
9,860.0,5e-05,0.0,6.896615505218506,5.423091888427734,6.318830490112305,4.727458953857422
10,860.0,5e-05,0.1,31.138591766357422,26.8062744140625,29.323759078979492,25.491458892822266
11,860.0,5e-05,0.2,32.334266662597656,29.026681900024414,30.390247344970703,26.906959533691406
12,860.0,1e-05,0.0,27.55855941772461,23.975013732910156,25.46820068359375,21.69513511657715
13,860.0,1e-05,0.1,34.89661407470703,29.928369522094727,33.14116668701172,28.703763961791992
14,860.0,1e-05,0.2,34.05821990966797,30.05413818359375,31.958080291748047,28.313955307006836
15,861.0,0.001,0.0,5.819906234741211,4.6689133644104,5.946582317352295,4.760326385498047
16,861.0,0.001,0.1,8.368021965026855,6.751209259033203,9.578024864196777,7.356164455413818
17,861.0,0.001,0.2,27.4534969329834,23.15636444091797,28.365468978881836,24.327314376831055
18,861.0,0.0005,0.0,6.207050800323486,4.77319860458374,6.765937805175781,5.434109687805176
19,861.0,0.0005,0.1,28.06415557861328,24.883562088012695,29.838838577270508,27.295194625854492
20,861.0,0.0005,0.2,29.666427612304688,26.117992401123047,30.664749145507812,27.34807777404785
21,861.0,0.0001,0.0,6.434889793395996,4.871104717254639,6.908729553222656,5.336282253265381
22,861.0,0.0001,0.1,29.9250431060791,26.986000061035156,31.072914123535156,28.512643814086914
23,861.0,0.0001,0.2,28.96305274963379,25.324874877929688,29.948808670043945,26.619234085083008
24,861.0,5e-05,0.0,17.53282356262207,14.965862274169922,19.02887725830078,16.751556396484375
25,861.0,5e-05,0.1,26.744400024414062,22.59659767150879,28.735126495361328,25.4188175201416
26,861.0,5e-05,0.2,33.82656478881836,30.93834114074707,34.71327209472656,31.717458724975586
27,861.0,1e-05,0.0,24.09461212158203,21.471384048461914,25.06450843811035,22.528457641601562
28,861.0,1e-05,0.1,31.42491912841797,27.95844841003418,31.868896484375,28.524417877197266
29,861.0,1e-05,0.2,32.74593734741211,29.59882926940918,33.55616760253906,30.520898818969727
30,862.0,0.001,0.0,5.869770526885986,4.6612114906311035,5.649356842041016,4.446091175079346
31,862.0,0.001,0.1,29.64659309387207,25.35718536376953,29.493253707885742,25.958457946777344
32,862.0,0.001,0.2,29.46250343322754,23.287681579589844,30.053213119506836,24.457399368286133
33,862.0,0.0005,0.0,5.732727527618408,4.3978424072265625,5.9429521560668945,4.700584411621094
34,862.0,0.0005,0.1,25.861896514892578,21.848934173583984,25.759296417236328,22.30898094177246
35,862.0,0.0005,0.2,32.97724151611328,26.914840698242188,34.8985710144043,29.40789794921875
36,862.0,0.0001,0.0,6.340986251831055,4.846658706665039,6.4507036209106445,5.048069953918457
37,862.0,0.0001,0.1,31.14354705810547,25.958406448364258,32.19648742675781,27.747045516967773
38,862.0,0.0001,0.2,32.437705993652344,27.425865173339844,32.56299591064453,28.530736923217773
39,862.0,5e-05,0.0,6.155517578125,4.974459171295166,6.580153465270996,5.286943435668945
40,862.0,5e-05,0.1,30.471214294433594,25.84967613220215,30.84993553161621,26.94085693359375
41,862.0,5e-05,0.2,34.18923568725586,29.96746253967285,33.502376556396484,30.334604263305664
