,seed,lr,n_estimators,tree_size,rmse,mae
0,860.0,0.1,10.0,1.0,10.005837691961895,8.622271660907776
1,860.0,0.1,10.0,2.0,10.520744715428052,9.010744419087333
2,860.0,0.1,10.0,3.0,10.376476106346951,8.875304413475817
3,860.0,0.1,10.0,4.0,10.448188249339038,8.899101750022487
4,860.0,0.1,20.0,1.0,10.005837691961895,8.622271660907776
5,860.0,0.1,20.0,2.0,10.527127645687054,9.018422534171235
6,860.0,0.1,20.0,3.0,10.470184828321798,8.942233521036163
7,860.0,0.1,20.0,4.0,10.765410125034661,9.176189460817795
8,860.0,0.1,30.0,1.0,10.005837691961895,8.622271660907776
9,860.0,0.1,30.0,2.0,10.527127645687054,9.018422534171235
10,860.0,0.1,30.0,3.0,10.765410125034661,9.176189460817795
11,860.0,0.1,30.0,4.0,10.765410125034661,9.176189460817795
12,860.0,0.1,50.0,1.0,10.005837691961895,8.622271660907776
13,860.0,0.1,50.0,2.0,10.527127645687054,9.018422534171235
14,860.0,0.1,50.0,3.0,10.765410125034661,9.176189460817795
15,860.0,0.1,50.0,4.0,10.765410125034661,9.176189460817795
16,860.0,0.1,100.0,1.0,10.005837691961895,8.622271660907776
17,860.0,0.1,100.0,2.0,10.527127645687054,9.018422534171235
18,860.0,0.1,100.0,3.0,10.765410125034661,9.176189460817795
19,860.0,0.1,100.0,4.0,10.765410125034661,9.176189460817795
20,860.0,0.1,150.0,1.0,10.005837691961895,8.622271660907776
21,860.0,0.1,150.0,2.0,10.516740928560564,9.00821603786648
22,860.0,0.1,150.0,3.0,10.765410125034661,9.176189460817795
23,860.0,0.1,150.0,4.0,10.765410125034661,9.176189460817795
24,860.0,0.5,10.0,1.0,10.005837691961895,8.622271660907776
25,860.0,0.5,10.0,2.0,10.527127645687054,9.018422534171235
26,860.0,0.5,10.0,3.0,10.765410125034661,9.176189460817795
27,860.0,0.5,10.0,4.0,10.765410125034661,9.176189460817795
28,860.0,0.5,20.0,1.0,10.005837691961895,8.622271660907776
29,860.0,0.5,20.0,2.0,10.527127645687054,9.018422534171235
30,860.0,0.5,20.0,3.0,10.765410125034661,9.176189460817795
31,860.0,0.5,20.0,4.0,10.765410125034661,9.176189460817795
32,860.0,0.5,30.0,1.0,10.005837691961895,8.622271660907776
33,860.0,0.5,30.0,2.0,10.520744715428052,9.010744419087333
34,860.0,0.5,30.0,3.0,10.765410125034661,9.176189460817795
35,860.0,0.5,30.0,4.0,10.765410125034661,9.176189460817795
36,860.0,0.5,50.0,1.0,10.005837691961895,8.622271660907776
37,860.0,0.5,50.0,2.0,10.4978221008497,8.996761804406331
38,860.0,0.5,50.0,3.0,10.615078504539538,9.065057459823313
39,860.0,0.5,50.0,4.0,10.765410125034661,9.176189460817795
40,860.0,0.5,100.0,1.0,10.005837691961895,8.622271660907776
41,860.0,0.5,100.0,2.0,10.376476106346951,8.875304413475817
42,860.0,0.5,100.0,3.0,10.615078504539538,9.065057459823313
43,860.0,0.5,100.0,4.0,10.765410125034661,9.176189460817795
44,860.0,0.5,150.0,1.0,10.005837691961895,8.622271660907776
