,seed,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,860.0,0.05,1.0,4.055078045283994,3.2667679547761623,4.377132862911121,3.5492484773334705
1,860.0,0.05,2.0,3.8512588346710896,3.0175538554944494,4.332027232870147,3.516099247179533
2,860.0,0.05,3.0,3.88642946787245,3.0852374002557057,4.38047756966535,3.510760377582752
3,860.0,0.05,4.0,3.926123064231827,3.0857480099326686,4.501423474849567,3.594199272557309
4,860.0,0.05,5.0,4.044548018951117,3.184234675357216,4.524161095327631,3.606419332403887
5,860.0,0.05,6.0,4.167975954151997,3.2789978565416833,4.5445061045422905,3.6100886623984905
6,860.0,0.05,7.0,4.222165911977009,3.3473458894428454,4.563307678214743,3.6320168802361747
7,860.0,0.075,1.0,4.027438102576083,3.2108686338725847,4.359332142892779,3.549064643458317
8,860.0,0.075,2.0,3.86390826893243,3.035393152337326,4.3247732786847735,3.5011976109554896
9,860.0,0.075,3.0,3.8999471887280794,3.093769003617136,4.365366618449098,3.5047843692177225
10,860.0,0.075,4.0,3.921452423634454,3.103271703619706,4.508096043457469,3.59912462736431
11,860.0,0.075,5.0,4.060194570480594,3.1929611968994136,4.527622262593007,3.610229311491315
12,860.0,0.075,6.0,4.153332899981149,3.2678638691149255,4.5467482043689245,3.6150537245901013
13,860.0,0.075,7.0,4.222322767846794,3.3602165776302937,4.5621249695333495,3.626024660612409
14,860.0,0.1,1.0,4.029987327015464,3.2274645265278075,4.341308142107949,3.5506658124421775
15,860.0,0.1,2.0,3.8368630015796903,3.0166132033498663,4.386279327749079,3.5725144878186677
16,860.0,0.1,3.0,3.905955690527354,3.096390482049239,4.3837105588580645,3.5119960383365023
17,860.0,0.1,4.0,3.9371933456546695,3.111420404534591,4.515442170038919,3.5960913664165304
18,860.0,0.1,5.0,4.005583348415722,3.1498471872430094,4.52108292854679,3.6042157424123675
19,860.0,0.1,6.0,4.156721617399251,3.2780051197252775,4.5379468406819585,3.6045086967066724
20,860.0,0.1,7.0,4.213002685354333,3.356042217856959,4.566770033232984,3.6307813198691927
21,860.0,0.125,1.0,4.008220430689478,3.1921800111469474,4.357196166039799,3.5458312112908614
22,860.0,0.125,2.0,3.8509303261181023,3.0248511561343547,4.31936306275061,3.5119865859182258
23,860.0,0.125,3.0,3.921709998317475,3.1162026359156556,4.339060102840956,3.4719654243870783
24,860.0,0.125,4.0,3.957114516892286,3.1396258689478826,4.47985637962002,3.5921069898103424
25,860.0,0.125,5.0,4.0580507331285505,3.2082252952174137,4.517899457488183,3.6074200881154925
26,860.0,0.125,6.0,4.161771704746174,3.285271502846166,4.534307536713592,3.6030506792570423
27,860.0,0.125,7.0,4.212907014395999,3.355077104267321,4.570421620531932,3.6386416714316936
28,860.0,0.15,1.0,4.016694452075229,3.216976265355161,4.395105253541896,3.565344592445775
29,860.0,0.15,2.0,3.870347851730086,3.041334748117548,4.322374192861262,3.5026360762746704
30,860.0,0.15,3.0,3.9354597805326046,3.1309923176012537,4.356270643142832,3.4784296136153365
31,860.0,0.15,4.0,3.927237766716556,3.1118176687140213,4.508484383234172,3.5905614350971433
32,860.0,0.15,5.0,4.103698323444551,3.2488221178556738,4.529336862575115,3.5980266972592014
33,860.0,0.15,6.0,4.157195520381808,3.2931161515085314,4.532836884281605,3.6009998996132313
34,860.0,0.15,7.0,4.2306591224275305,3.3820957031249996,4.576595574429789,3.6429332058555217
35,860.0,0.175,1.0,4.023654142360647,3.2115175363641044,4.388966911408141,3.5683745663291533
36,860.0,0.175,2.0,3.832566635946125,2.9986054936459197,4.326309472939989,3.4944552572149976
37,860.0,0.175,3.0,3.9493724559870507,3.135399084793894,4.353345139597863,3.473348436857524
38,860.0,0.175,4.0,3.970930111126038,3.148462448923211,4.482935637818597,3.5882378042120684
39,860.0,0.175,5.0,4.103167708389023,3.2683089969032686,4.497314976826905,3.5757259770443577
40,860.0,0.175,6.0,4.1719212685233655,3.304825481214021,4.51621275770464,3.581692285638107
41,860.0,0.175,7.0,4.215671320999244,3.371069615414268,4.5586408405423615,3.6257428966321448
42,860.0,0.2,1.0,4.0488125067457,3.25633594312166,4.412173647221512,3.578400361713611
43,860.0,0.2,2.0,3.85656253381046,3.0254398980391657,4.334682029662639,3.518643449482166
44,860.0,0.2,3.0,3.8576544880566592,3.032474199796978,4.359917920534728,3.4913563232421865
