,n_samples,time (s),Method
94,200,1.7577581405639648,LAD
95,200,1.7567172050476074,LAD
96,200,1.7751808166503906,LAD
97,200,1.7610459327697754,LAD
98,200,1.7474474906921387,LAD
99,200,1.7433321475982666,LAD
100,300,2.2777581214904785,LAD
101,300,2.2242631912231445,LAD
102,300,2.198397636413574,LAD
103,300,2.263401746749878,LAD
104,300,2.302368402481079,LAD
105,300,2.2862911224365234,LAD
106,300,2.260233163833618,LAD
107,300,2.301035165786743,LAD
108,300,2.344708204269409,LAD
109,300,2.2199745178222656,LAD
110,300,2.3073272705078125,LAD
111,300,2.214099645614624,LAD
112,300,2.2064905166625977,LAD
113,300,2.1528682708740234,LAD
114,300,2.1789162158966064,LAD
115,300,2.183088779449463,LAD
116,300,2.2430484294891357,LAD
117,300,2.1562764644622803,LAD
118,300,2.175114393234253,LAD
119,300,2.1779897212982178,LAD
120,300,2.182866334915161,LAD
121,300,2.184539794921875,LAD
122,300,2.247553825378418,LAD
123,300,2.227743625640869,LAD
124,300,2.2269277572631836,LAD
125,300,2.2306647300720215,LAD
126,300,2.2225375175476074,LAD
127,300,2.248159170150757,LAD
128,300,2.239201307296753,LAD
129,300,2.2532312870025635,LAD
130,300,2.2659518718719482,LAD
131,300,2.1456871032714844,LAD
132,300,2.161264419555664,LAD
133,300,2.1882901191711426,LAD
134,300,2.1638827323913574,LAD
135,300,2.654849052429199,LAD
136,300,2.3165886402130127,LAD
137,300,2.3149616718292236,LAD
138,300,2.2275302410125732,LAD
139,300,2.270585536956787,LAD
140,300,2.2352442741394043,LAD
141,300,2.253660202026367,LAD
142,300,2.251434564590454,LAD
143,300,2.2318310737609863,LAD
144,300,2.16641902923584,LAD
145,300,2.1538245677948,LAD
146,300,2.163022994995117,LAD
147,300,2.181627035140991,LAD
148,300,2.1552906036376953,LAD
149,300,2.1629140377044678,LAD
150,400,2.9672274589538574,LAD
151,400,2.949951648712158,LAD
152,400,2.991083860397339,LAD
153,400,3.016690492630005,LAD
154,400,2.9998245239257812,LAD
