,seed,target_instances,d,method,v,source_tree_size,target_tree_size,k,m_0,val_rmse,val_mae,rmse,mae
0,2,100,2,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7365891828246705,1.3897993279603433,1.8081171095003385,1.4356021385950537
0,2,100,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,10,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,6,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,4,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,8,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7501438140196643,1.4021983603892203,1.8250718413896434,1.4530158121497079
0,2,100,10,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,2,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7266191325761324,1.3828429570385088,1.7941446795035643,1.4229553387205591
0,2,100,7,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7501438140196643,1.4021983603892203,1.8250718413896434,1.4530158121497079
0,2,100,6,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,4,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,9,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.726281939977708,1.3825850561248065,1.7966332525196487,1.4253882226682117
0,2,100,2,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9272446706215556,1.5409286759192957,1.9879168220884316,1.584407432657094
0,2,100,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,10,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,4,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,1,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.6569452690465765,1.332107702657641,1.718853351973178,1.3691677567339242
0,2,100,2,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171858960622266,1.5345007198548375,1.9767274077557253,1.5748117479913835
0,2,100,2,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9318986079061362,1.541136012335136,1.9917955102550073,1.5852709079754348
0,2,100,2,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9044687644632365,1.5247764300875992,1.9628325727504619,1.5651490879552656
0,2,100,1,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.789623486064106,1.41532775151942,1.8382783675526955,1.4685706255614681
0,2,100,6,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7501438140196643,1.4021983603892203,1.8250718413896434,1.4530158121497079
0,2,100,2,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.6875643011721073,1.3476458795088913,1.7471069640315164,1.3954647558934754
0,2,100,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.6414986132286433,1.3069267362698624,1.688825560881076,1.3277715557789604
0,2,100,9,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.732350519312583,1.3863671890298146,1.8032115137813853,1.4319193174814626
0,2,100,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7501438140196643,1.4021983603892203,1.8250718413896434,1.4530158121497079
0,2,100,10,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7501438140196643,1.4021983603892203,1.8250718413896434,1.4530158121497079
0,2,100,8,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7413397962738457,1.393889669293083,1.8147978777764702,1.4429633583562813
0,2,100,1,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.761661662508447,1.3803418246139423,1.8054430432297233,1.4440091964787207
0,2,100,7,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7413397962738457,1.393889669293083,1.8147978777764702,1.4429633583562813
0,2,100,4,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7241423281859047,1.3813960601704927,1.793626326787059,1.4254565934949697
0,2,100,2,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.7501090334491207,1.3979831376365768,1.8243000037103931,1.4708393590453068
0,2,100,9,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.9261069706440346,1.5430432399995506,1.982914232977636,1.581422055582185
0,2,100,2,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.9300678810912975,1.5963746993561185,2.0000282334609647,1.629639010415682
0,2,100,1,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.8572342277330094,1.4850642971189272,1.9072706034987474,1.521273949590288
0,2,100,1,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.8627658408755023,1.4796519893129072,1.9218417207607288,1.534150548762625
0,2,100,2,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.6597278249751306,1.3263569421124755,1.7197609152204492,1.3647868771960103
0,2,100,2,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.7783517048309425,1.4000397232625228,1.8238101946782561,1.4588386567820084
0,2,100,9,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,1,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.6896811261802915,1.355176184438469,1.7482880018362672,1.3860455087057562
0,2,100,8,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.726281939977708,1.3825850561248065,1.7966332525196487,1.4253882226682117
0,2,100,2,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.7897580595501943,1.422674544884765,1.828259083564438,1.4793204297044529
0,2,100,6,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7413397962738457,1.393889669293083,1.8147978777764702,1.4429633583562813
0,2,100,7,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.726281939977708,1.3825850561248065,1.7966332525196487,1.4253882226682117
0,2,100,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.654117957783923,1.3261878991891598,1.7048829565057297,1.3472884968166718
0,2,100,2,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.855123707995535,1.4844692817831084,1.8955464415684025,1.506865680994924
0,2,100,9,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7413397962738457,1.393889669293083,1.8147978777764702,1.4429633583562813
0,2,100,10,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7413397962738457,1.393889669293083,1.8147978777764702,1.4429633583562813
0,2,100,2,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.826614376733397,1.4398858430614225,1.8787632967471632,1.4951103716883254
0,2,100,4,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.714136567964904,1.3728132602648657,1.7802673663644442,1.4124579616419757
0,2,100,9,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,1,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.676014483725474,1.344610379163565,1.7336029153442916,1.3727434990363006
0,2,100,1,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.6810540026027596,1.3461367729339675,1.7388549803579356,1.3781955461021702
0,2,100,9,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,8,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.732350519312583,1.3863671890298146,1.8032115137813853,1.4319193174814626
0,2,100,7,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.732350519312583,1.3863671890298146,1.8032115137813853,1.4319193174814626
0,2,100,6,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.726281939977708,1.3825850561248065,1.7966332525196487,1.4253882226682117
0,2,100,1,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.6645046577903333,1.3321996151404754,1.7174456315971607,1.3561499968750703
0,2,100,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.726281939977708,1.3825850561248065,1.7966332525196487,1.4253882226682117
0,2,100,10,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.726281939977708,1.3825850561248065,1.7966332525196487,1.4253882226682117
0,2,100,3,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.6513576960418395,1.3145602885807441,1.6936096757308496,1.3277075710756316
0,2,100,1,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.891627936650144,1.5198779498016635,1.9281133323608493,1.53125039288116
0,2,100,4,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.726281939977708,1.3825850561248065,1.7966332525196487,1.4253882226682117
0,2,100,8,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.9261069706440346,1.5430432399995506,1.982914232977636,1.581422055582185
0,2,100,9,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,7,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.9261069706440346,1.5430432399995506,1.982914232977636,1.581422055582185
0,2,100,1,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.8950694161395445,1.513131259590795,1.950453810046356,1.546523519871634
0,2,100,1,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.8656700134125008,1.5007643267866104,1.9132067216479953,1.5247802115034927
0,2,100,1,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.8680436880014297,1.4878386675169541,1.9196439664901266,1.520821930490316
0,2,100,9,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,6,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.732350519312583,1.3863671890298146,1.8032115137813853,1.4319193174814626
0,2,200,2,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.5232901113062436,1.1952910852707888,1.420807308384427,1.137372003489835
0,2,100,1,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.6362645829683438,1.301795376120779,1.6952801191567337,1.3496214894996965
0,2,100,8,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,9,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,7,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.732350519312583,1.3863671890298146,1.8032115137813853,1.4319193174814626
0,2,100,10,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.732350519312583,1.3863671890298146,1.8032115137813853,1.4319193174814626
0,2,100,9,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,8,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,4,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.732350519312583,1.3863671890298146,1.8032115137813853,1.4319193174814626
0,2,100,7,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,3,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.649795271451525,1.312884918861052,1.6966271369036865,1.3315612713026834
0,2,100,6,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.9261069706440346,1.5430432399995506,1.982914232977636,1.581422055582185
0,2,100,9,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,1,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.582803314466889,1.2482616927325048,1.6361973967258037,1.2981786000086253
0,2,100,9,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,8,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.9261069706440346,1.5430432399995506,1.982914232977636,1.581422055582185
0,2,100,7,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,10,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.9261069706440346,1.5430432399995506,1.982914232977636,1.581422055582185
0,2,100,9,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,4,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.9261069706440346,1.5430432399995506,1.982914232977636,1.581422055582185
0,2,100,3,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.8380111384712663,1.4565693116934735,1.8779029904796658,1.4820528195259695
0,2,100,1,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.6460495316205082,1.320332507358593,1.704925587649,1.3526843779800444
0,2,100,8,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,7,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,9,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,6,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,1,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.6305743021232562,1.3072354671905007,1.6961208408232753,1.3511880242714245
0,2,100,1,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.7806195231621667,1.3962586995503612,1.8229341555758163,1.4606320216091313
0,2,100,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,10,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,6,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,4,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.911945642914148,1.5320485325829423,1.9663090843436097,1.5694932825467776
0,2,100,1,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.7066696775427403,1.3341234991897168,1.741666576277318,1.3867857601555276
0,2,100,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.828952421032108,1.4636123586363665,1.8666339764135478,1.4778943401744622
0,2,100,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,1,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.8020690945565887,1.4308233078251902,1.8494966633048966,1.4746430011453227
0,2,100,8,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,10,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,7,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,4,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.9601531920043078,1.559308224126135,2.025137353506595,1.616198229950518
0,2,100,6,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,1,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.792525059565387,1.421242664673143,1.8260471644640703,1.4561728968559893
0,2,100,9,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,10,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.8723798688357751,1.4970351397292794,1.9115507196271166,1.5116554810803522
0,2,100,8,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,7,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,4,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.9432729135305242,1.5495837955258975,2.00467279193061,1.5983008999110708
0,2,100,9,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,6,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,8,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.832176126063667,1.4620083331531766,1.8694560643283265,1.4772451353566352
0,2,100,10,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,7,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,200,2,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.5180810278064611,1.190921390316243,1.4166530138578197,1.135307497880727
0,2,100,4,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,9,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,8,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,7,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,9,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,6,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,8,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,3,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,7,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,8,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,7,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,9,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,10,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,8,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,9,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,4,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,7,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,6,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,9,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,10,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,3,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,4,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,8,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,6,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,7,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,6,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,200,1,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.5122417929606806,1.189066381657643,1.4142466513363707,1.1340699740620588
0,2,100,10,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,3,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,4,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,10,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,6,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,4,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,6,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,200,2,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.520247324829033,1.1933655108105463,1.4183034588062533,1.136455439194479
0,2,100,8,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,7,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.7317154158202155,1.3874947433621017,1.802606923463406,1.431650464033375
0,2,100,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,3,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,10,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,6,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,4,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,10,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,3,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.9112161435833084,1.528442835852829,1.9699347216048708,1.570395219029449
0,2,100,4,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,10,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,8,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,4,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,7,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.7308136931811902,1.3859591099207103,1.795930266693936,1.4232317599412285
0,2,100,3,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.9171957567331668,1.5369166592886356,1.9760907349639254,1.5766800285562828
0,2,100,6,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,3,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9291066037676445,1.5371148427278545,1.9896230711311678,1.5862834500914658
0,2,100,8,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
0,2,100,3,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.9202334549955964,1.5389087527009107,1.9778834411230064,1.5783530791770246
0,2,100,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,10,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.728782067280871,1.3857443888495822,1.7984781477287135,1.4269513123886357
0,2,100,7,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.7281795822652075,1.3836525283539562,1.7940424540615303,1.4221616876126273
