,seed,target_instances,d,method,v,source_tree_size,target_tree_size,k,m_0,val_rmse,val_mae,rmse,mae
0,1,100,1,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.6943874129275498,1.3510244434664045,1.7303047078008507,1.3861419066265013
0,1,100,10,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.9456104060313701,1.5595938103998768,1.9961366028982361,1.5772603042346807
0,1,100,8,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.9867819986878739,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,4,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.9867819986878739,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,7,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.9867819986878739,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,3,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.9867819986878739,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,9,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9742469210569515,1.5699899620135858,2.042470392430549,1.613463015542845
0,1,100,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.9867819986878739,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,6,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.9867819986878739,1.5886134301056436,2.0281765615401097,1.596093871400059
0,1,100,2,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.945921041657199,1.569072545533972,1.964194656182077,1.5638612400736178
0,1,100,10,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9628338733865751,1.5693917108673,2.0057885289761095,1.5820013078386175
0,1,100,1,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9816906964755585,1.603820517425921,2.000770059834301,1.589639768342343
0,1,100,8,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9804602767152064,1.5818130489438664,2.024913284244181,1.5917325579003354
0,1,100,4,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9804602767152064,1.5818130489438664,2.024913284244181,1.5917325579003354
0,1,100,7,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9804602767152064,1.5818130489438664,2.024913284244181,1.5917325579003354
0,1,100,3,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9804602767152064,1.5818130489438664,2.024913284244181,1.5917325579003354
0,1,100,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9804602767152064,1.5818130489438664,2.024913284244181,1.5917325579003354
0,1,100,6,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9804602767152064,1.5818130489438664,2.024913284244181,1.5917325579003354
0,1,100,2,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.8736309782385658,1.508639038301479,1.8868122749619685,1.4982902323538252
0,1,100,8,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9974442567805963,1.5904364879861554,2.041827789954573,1.6061376883599292
0,1,100,4,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9974442567805963,1.5904364879861554,2.041827789954573,1.6061376883599292
0,1,100,7,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9974442567805963,1.5904364879861554,2.041827789954573,1.6061376883599292
0,1,100,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9974442567805963,1.5904364879861554,2.041827789954573,1.6061376883599292
0,1,100,1,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9975387428420435,1.6184871210916103,2.0218781420635876,1.6192181905860183
0,1,100,6,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9974442567805963,1.5904364879861554,2.041827789954573,1.6061376883599292
0,1,100,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9974442567805963,1.5904364879861554,2.041827789954573,1.6061376883599292
0,1,100,10,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.9592240441509134,1.5703713528046641,1.9972135627884484,1.5773412490215497
0,1,100,9,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.9523290386284873,1.563726808663138,2.0574463611831417,1.6433660109415502
0,1,100,8,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.033742543820171,1.623125278290762,2.125564707774797,1.7031495972572677
0,1,100,2,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.8426177194197961,1.4737871486605059,1.9291165728436939,1.5467541477486937
0,1,100,7,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.0230916102769103,1.6107198563804936,2.1067055154575804,1.682037350319367
0,1,100,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.0393085463076397,1.6244752098983348,2.1194972135711803,1.689263011774846
0,1,100,4,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.0478548253984665,1.632085853844159,2.128217302443189,1.6934538886593373
0,1,100,6,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.0478548253984665,1.632085853844159,2.128217302443189,1.6934538886593373
0,1,100,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.0478548253984665,1.632085853844159,2.128217302443189,1.6934538886593373
0,1,100,10,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.993466293572445,1.5973073318484057,2.066017907123645,1.6510314711203729
0,1,100,1,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.575794197042731,1.2686819325822853,1.6442627726944885,1.3236330633301723
0,1,100,9,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.944596202714009,1.5602812924974805,2.047831697807612,1.641308710885445
0,1,100,8,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.0402361296331253,1.6337250476467173,2.1224611678706173,1.703896876294526
0,1,100,7,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.0274195131262296,1.612935253210926,2.1111082953029383,1.6858774928643812
0,1,100,2,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.9606391970949955,1.5490860683395404,2.045124225114886,1.6137885556411484
