,seed,target_column,target_instances,method,n_estimators,lr,tree_size,val_rmse,val_mae,rmse,mae
0,1,Hgv,380,TradaBoostR2,10,0.1,1,2.2467071775490384,1.5850115627355286,2.3675482327833746,1.6465891320609722
0,2,Hgv,285,TradaBoostR2,10,0.1,1,2.1165517586995,1.514066846463994,2.1338497455403806,1.546812625685532
0,2,Hgv,95,TradaBoostR2,10,0.1,1,2.2730460694785464,1.5715588646961878,2.2033829446871978,1.6148029270555857
0,1,Hgv,380,TradaBoostR2,10,0.1,2,3.74138602653229,1.988143042874048,4.807751736408152,2.2703787728983587
0,1,Hgv,95,TradaBoostR2,10,0.1,1,3.3801520549428368,2.2993657437036457,3.677612425777754,2.4674814172065056
0,1,Hgv,380,TradaBoostR2,10,0.5,1,2.805181327980554,1.959314335397921,2.793486233020553,2.0010510204279552
0,2,Hgv,95,TradaBoostR2,10,0.1,2,3.560244408807659,2.316041692456197,3.40376385140591,2.333301682882261
0,2,Hgv,285,TradaBoostR2,10,0.1,2,2.3096367565715026,1.6754949410656934,2.652142370889669,1.717387016583483
0,2,Hgv,285,TradaBoostR2,10,0.5,1,2.413312433773268,1.7737736222819218,2.3900229740816683,1.7920275021337964
0,2,Hgv,95,TradaBoostR2,10,0.5,1,2.589949750217363,1.909306512526251,2.699177919631186,2.0302596578866345
0,1,Hgv,95,TradaBoostR2,10,0.1,2,4.246369957110546,2.6313182828752697,4.486374504007794,2.7412073268513906
0,1,Hgv,380,TradaBoostR2,10,0.5,2,2.7527425702064576,2.0044768249246623,2.970637278205401,2.0981132225356
0,1,Hgv,95,TradaBoostR2,10,0.5,1,3.032621538493591,2.212492563947147,3.4153655083333634,2.324147152298326
0,2,Hgv,285,TradaBoostR2,10,0.5,2,2.3767590607746234,1.7516991418874526,2.387783226489136,1.7361248937980878
0,2,Hgv,95,TradaBoostR2,10,0.5,2,3.925002827712892,2.480962774141158,4.3648648030631145,2.8439290174069796
0,1,Hgv,380,TradaBoostR2,20,0.1,1,2.315341136626089,1.6507782748404145,2.3682726546164488,1.6599949115912989
0,1,Hgv,95,TradaBoostR2,10,0.5,2,6.919676671072729,3.891459144975481,7.009134740188091,4.109668248744059
0,2,Hgv,285,TradaBoostR2,20,0.1,1,2.1700785908994757,1.5519754270243924,2.1538414249379376,1.5764629029729034
0,2,Hgv,95,TradaBoostR2,20,0.1,1,2.1816759315748255,1.5629306204938958,2.2472023639920025,1.6766145607282754
0,1,Hgv,190,TradaBoostR2,10,0.1,1,2.9075532430287767,1.9824380216603144,3.119708231922754,2.1735138223042156
0,2,Hgv,190,TradaBoostR2,10,0.1,1,2.069914894096052,1.4858614790847966,2.1267219215391284,1.5608184299205607
0,1,Hgv,95,TradaBoostR2,20,0.1,1,2.8063052671860205,1.9015974762443266,2.467342068353841,1.7594966005592174
0,1,Hgv,380,TradaBoostR2,20,0.1,2,2.560804971899567,1.839231814224087,2.642870163378484,1.8696440577427567
0,1,Hgv,285,TradaBoostR2,10,0.1,1,3.016464822267847,1.8337025830935298,2.8951037208155928,1.9531419953221683
0,1,Hgv,190,TradaBoostR2,10,0.1,2,8.78149397723378,4.405007930645523,9.07452781598562,4.519460338893694
