,seed,target_instances,d,method,base_lr,fine_tuning_lr,dropout_rate,batch_norm,val_rmse,val_mae,rmse,mae
0,2,300,1,MLP,0.0005,5e-05,0.1,True,1.9196905,1.5858967,1.9132845,1.5699959
0,2,300,3,MLP,0.0001,5e-05,0.0,True,3.6168113,3.2615542,3.6674194,3.256269
0,2,300,2,MLP,0.0001,0.0001,0.1,True,2.177277,1.7750815,2.1315796,1.7045797
0,2,300,1,MLP,0.0005,5e-05,0.1,False,1.5498543,1.2238857,1.6389415,1.3162694
0,2,300,2,MLP,0.0001,0.0001,0.1,False,1.5109975,1.2038139,1.6282817,1.2975498
0,2,300,3,MLP,0.0001,5e-05,0.0,False,1.3234589,1.0274206,1.3697171,1.0768142
0,2,300,1,MLP,0.0001,0.0001,0.0,True,2.5771582,2.2383876,2.5771,2.2018144
0,2,300,3,MLP,0.0001,5e-05,0.1,True,8.203669,6.7011976,7.8487997,6.309902
0,2,300,2,MLP,0.0001,5e-05,0.0,True,2.0258558,1.6195767,1.9951684,1.590021
0,2,300,3,MLP,0.0001,5e-05,0.1,False,1.7302353,1.3675842,1.8495924,1.4911706
0,2,300,1,MLP,0.0001,0.0001,0.0,False,1.1429417,0.88810277,1.2366925,0.96538717
0,3,100,3,MLP,0.0005,0.0001,0.0,True,3.0947022,2.5875902,3.2118556,2.7406487
0,2,300,2,MLP,0.0001,5e-05,0.0,False,1.3305851,1.0560008,1.4077283,1.1083623
0,2,300,1,MLP,0.0001,0.0001,0.1,True,1.9853909,1.6558523,1.9603019,1.6388236
0,3,100,3,MLP,0.0005,0.0001,0.0,False,2.270004,1.8304993,2.2302923,1.8077327
0,2,300,1,MLP,0.0001,0.0001,0.1,False,1.4781088,1.1739873,1.5724642,1.2566186
0,3,100,3,MLP,0.0005,0.0001,0.1,True,2.584539,2.219085,2.7118473,2.3413048
0,2,300,2,MLP,0.0001,5e-05,0.1,True,1.895856,1.5341482,1.8666503,1.5012333
0,2,300,1,MLP,0.0001,5e-05,0.0,True,2.855263,2.551517,2.8064814,2.4884725
0,3,100,3,MLP,0.0005,0.0001,0.1,False,2.4045548,1.9679968,2.3614633,1.9289491
0,2,300,2,MLP,0.0001,5e-05,0.1,False,1.673835,1.3236127,1.7823672,1.4349006
0,3,100,3,MLP,0.0005,5e-05,0.0,True,3.3991144,2.939922,3.5283296,3.0861812
0,2,300,1,MLP,0.0001,5e-05,0.0,False,1.1786572,0.9367211,1.2772207,1.0073669
0,3,100,3,MLP,0.0005,5e-05,0.0,False,2.425477,1.9745942,2.395573,1.9469434
0,3,100,2,MLP,0.0005,0.0001,0.0,True,1.8704841,1.4953212,1.9070065,1.5793138
0,3,100,2,MLP,0.0005,0.0001,0.0,False,2.5946083,2.1154377,2.5530465,2.0751176
0,3,100,3,MLP,0.0005,5e-05,0.1,True,2.8473449,2.3257935,3.0235627,2.515532
0,2,300,1,MLP,0.0001,5e-05,0.1,True,1.8895856,1.524446,1.8581296,1.5153431
0,3,100,2,MLP,0.0005,0.0001,0.1,True,1.835822,1.5212096,1.8702857,1.5484324
0,3,100,3,MLP,0.0005,5e-05,0.1,False,2.3598564,1.9220257,2.319589,1.8879694
0,2,300,1,MLP,0.0001,5e-05,0.1,False,1.6443353,1.3097261,1.7335439,1.3959733
0,3,100,2,MLP,0.0005,0.0001,0.1,False,2.5311818,2.070434,2.4959314,2.031533
0,3,100,3,MLP,0.0001,0.0001,0.0,True,3.0966399,2.5477061,3.285501,2.769302
0,3,100,1,MLP,0.0005,0.0001,0.0,True,2.3763576,1.9971272,2.4008853,2.0151076
0,3,100,2,MLP,0.0005,5e-05,0.0,True,1.9264692,1.5560261,2.0723062,1.654148
0,3,100,3,MLP,0.0001,0.0001,0.0,False,2.2303874,1.7900771,2.1810226,1.7593465
0,3,100,1,MLP,0.0005,0.0001,0.0,False,2.4575617,2.0080464,2.4157214,1.9751981
0,3,100,2,MLP,0.0005,5e-05,0.0,False,2.3033137,1.8664743,2.2606797,1.8409331
0,3,100,1,MLP,0.0005,0.0001,0.1,True,3.9260495,3.64898,4.085471,3.803784
0,3,100,3,MLP,0.0001,0.0001,0.1,True,2.1726427,1.7519971,2.3143694,1.9027796
0,3,100,1,MLP,0.0005,0.0001,0.1,False,2.1747139,1.7660117,2.1308331,1.734073
0,3,100,3,MLP,0.0001,0.0001,0.1,False,2.547598,2.0799897,2.5068164,2.045415
0,3,100,2,MLP,0.0005,5e-05,0.1,True,2.06924,1.7306622,2.1601748,1.8121939
0,3,100,2,MLP,0.0005,5e-05,0.1,False,2.446532,1.9916898,2.4110994,1.9637586
0,3,100,1,MLP,0.0005,5e-05,0.0,True,2.1627975,1.7598907,2.168325,1.7797076
0,3,100,3,MLP,0.0001,5e-05,0.0,True,2.542789,2.125858,2.6294806,2.188415
0,3,100,1,MLP,0.0005,5e-05,0.0,False,2.253394,1.8245945,2.2282624,1.8096341
0,3,100,2,MLP,0.0001,0.0001,0.0,True,2.0337133,1.638591,2.0355415,1.6725215
0,3,100,3,MLP,0.0001,5e-05,0.0,False,2.3952882,1.946362,2.3493235,1.908493
0,3,100,2,MLP,0.0001,0.0001,0.0,False,2.3930395,1.946343,2.3675802,1.9309729
0,3,100,1,MLP,0.0005,5e-05,0.1,True,2.0062582,1.670875,2.0673144,1.7305447
0,3,100,3,MLP,0.0001,5e-05,0.1,True,2.6126893,2.1618493,2.8132112,2.348956
0,3,100,1,MLP,0.0005,5e-05,0.1,False,2.6217067,2.1405108,2.6051128,2.122418
0,3,100,2,MLP,0.0001,0.0001,0.1,True,2.4433162,2.0820048,2.5292366,2.1816764
0,3,100,3,MLP,0.0001,5e-05,0.1,False,2.4762843,2.0122776,2.4607332,2.0096712
0,3,100,1,MLP,0.0001,0.0001,0.0,True,2.5995443,2.1991067,2.5407562,2.1656592
0,3,200,3,MLP,0.0005,0.0001,0.0,True,4.7621098,4.4933114,4.956636,4.674911
0,3,100,2,MLP,0.0001,0.0001,0.1,False,2.6034646,2.1213832,2.580838,2.0988095
0,3,100,1,MLP,0.0001,0.0001,0.0,False,2.3979115,1.9443364,2.3901792,1.9408561
0,3,200,3,MLP,0.0005,0.0001,0.0,False,1.6871593,1.3323125,1.5892916,1.2490267
0,3,100,2,MLP,0.0001,5e-05,0.0,True,2.2291105,1.877926,2.292682,1.9407666
0,3,100,1,MLP,0.0001,0.0001,0.1,True,2.7080517,2.3719463,2.8137918,2.4877522
0,3,100,2,MLP,0.0001,5e-05,0.0,False,2.2874794,1.8437165,2.2528765,1.824365
0,3,200,3,MLP,0.0005,0.0001,0.1,True,2.2671165,1.8830504,2.3987167,1.9927166
0,3,100,1,MLP,0.0001,0.0001,0.1,False,2.7441297,2.2410986,2.7362707,2.2327945
0,3,200,3,MLP,0.0005,0.0001,0.1,False,1.7996374,1.4489886,1.6910418,1.3595908
0,3,100,1,MLP,0.0001,5e-05,0.0,True,4.0365534,3.7582965,4.1951137,3.9173965
0,3,100,2,MLP,0.0001,5e-05,0.1,True,2.1362398,1.7157351,2.2056403,1.8073133
0,3,100,2,MLP,0.0001,5e-05,0.1,False,2.5633585,2.09431,2.5589335,2.088487
0,3,100,1,MLP,0.0001,5e-05,0.0,False,2.3776479,1.9373232,2.3599207,1.9358685
0,3,200,3,MLP,0.0005,5e-05,0.0,True,2.0115745,1.618999,1.9903141,1.6114048
0,3,200,3,MLP,0.0005,5e-05,0.0,False,1.408827,1.1174649,1.3247366,1.0424373
0,3,100,1,MLP,0.0001,5e-05,0.1,True,1.7342248,1.4122854,1.7703992,1.4519632
0,3,200,2,MLP,0.0005,0.0001,0.0,True,1.9373326,1.5599499,1.9566525,1.5821592
0,3,100,1,MLP,0.0001,5e-05,0.1,False,2.3367636,1.9000401,2.2978714,1.8709949
0,3,200,2,MLP,0.0005,0.0001,0.0,False,1.8021833,1.4439015,1.6983261,1.3584714
0,3,200,1,MLP,0.0005,0.0001,0.0,True,3.3631146,3.0551577,3.416414,3.125637
0,3,200,3,MLP,0.0005,5e-05,0.1,True,2.1288996,1.7481148,2.253684,1.8479125
0,3,200,3,MLP,0.0005,5e-05,0.1,False,1.8059936,1.4587662,1.7452394,1.4012568
0,3,200,2,MLP,0.0005,0.0001,0.1,True,1.9950655,1.658062,2.0414677,1.7021935
0,3,200,1,MLP,0.0005,0.0001,0.0,False,1.8430382,1.4726186,1.7736058,1.4014429
0,3,200,2,MLP,0.0005,0.0001,0.1,False,1.8620869,1.477533,1.7703795,1.4131669
0,3,200,1,MLP,0.0005,0.0001,0.1,True,4.617945,4.378697,4.682551,4.4582443
0,3,200,3,MLP,0.0001,0.0001,0.0,True,1.8346326,1.4407693,1.7855457,1.42758
0,3,200,1,MLP,0.0005,0.0001,0.1,False,1.7123352,1.355709,1.6545355,1.3014661
0,3,200,3,MLP,0.0001,0.0001,0.0,False,1.7491478,1.4009581,1.6675739,1.3266618
0,3,200,2,MLP,0.0005,5e-05,0.0,True,1.7752466,1.4172834,1.7869232,1.4287566
0,3,200,1,MLP,0.0005,5e-05,0.0,True,1.8291352,1.4682153,1.9316698,1.5582815
0,3,200,3,MLP,0.0001,0.0001,0.1,True,3.9949088,3.6910245,4.1363425,3.828168
0,3,200,2,MLP,0.0005,5e-05,0.0,False,1.6144817,1.3005711,1.536015,1.2220647
0,3,200,3,MLP,0.0001,0.0001,0.1,False,1.9407506,1.5713948,1.8731388,1.514005
0,3,200,1,MLP,0.0005,5e-05,0.0,False,1.774253,1.4208782,1.6867177,1.3534961
0,3,200,2,MLP,0.0005,5e-05,0.1,True,2.5436122,2.206867,2.6776664,2.328128
0,3,200,2,MLP,0.0005,5e-05,0.1,False,1.8383944,1.4521326,1.7700472,1.4090519
0,3,200,1,MLP,0.0005,5e-05,0.1,True,1.9557152,1.5616169,1.9428762,1.592406
0,3,200,3,MLP,0.0001,5e-05,0.0,True,1.739834,1.3703364,1.7685748,1.3985736
0,3,200,2,MLP,0.0001,0.0001,0.0,True,3.888707,3.573561,4.0208063,3.7166548
0,3,200,1,MLP,0.0005,5e-05,0.1,False,1.7910254,1.4384619,1.7085572,1.3714887
0,3,200,3,MLP,0.0001,5e-05,0.0,False,1.7134826,1.3738201,1.5912553,1.2792665
0,3,200,2,MLP,0.0001,0.0001,0.0,False,1.6931615,1.3583411,1.6398958,1.3042803
0,3,200,3,MLP,0.0001,5e-05,0.1,True,2.606506,2.2261653,2.7363188,2.3526382
0,3,200,1,MLP,0.0001,0.0001,0.0,True,1.6054959,1.2743758,1.6138071,1.2901597
0,3,200,3,MLP,0.0001,5e-05,0.1,False,1.9396743,1.5660847,1.8709322,1.5122192
0,3,200,1,MLP,0.0001,0.0001,0.0,False,1.769709,1.4137317,1.687589,1.3540031
0,3,200,2,MLP,0.0001,0.0001,0.1,True,1.8318514,1.4950398,1.9318093,1.5927525
0,3,300,3,MLP,0.0005,0.0001,0.0,True,2.3932805,2.0172424,2.5248988,2.138636
0,3,200,1,MLP,0.0001,0.0001,0.1,True,3.5882013,3.298781,3.6869593,3.4236307
0,3,200,2,MLP,0.0001,0.0001,0.1,False,1.6621029,1.326948,1.5589962,1.2405721
0,3,200,1,MLP,0.0001,0.0001,0.1,False,1.8596672,1.4982474,1.7747176,1.423478
0,3,300,3,MLP,0.0005,0.0001,0.0,False,1.0561059,0.8250342,1.0495368,0.80746967
0,3,200,2,MLP,0.0001,5e-05,0.0,True,1.7906921,1.4060581,1.6532556,1.3115854
0,3,300,3,MLP,0.0005,0.0001,0.1,True,6.6438584,6.418334,6.8180594,6.590437
0,3,200,1,MLP,0.0001,5e-05,0.0,True,1.8577967,1.4597706,1.8069962,1.44439
0,3,200,2,MLP,0.0001,5e-05,0.0,False,1.7294425,1.3955376,1.605058,1.28155
0,3,200,1,MLP,0.0001,5e-05,0.0,False,1.664095,1.3388498,1.5626692,1.2505363
0,3,200,2,MLP,0.0001,5e-05,0.1,True,3.5716784,3.2456987,3.6126611,3.2991152
0,3,300,3,MLP,0.0005,0.0001,0.1,False,1.1968482,0.9510576,1.1662223,0.9166092
0,3,200,2,MLP,0.0001,5e-05,0.1,False,1.8958015,1.527082,1.809773,1.4464741
0,3,200,1,MLP,0.0001,5e-05,0.1,True,1.6479199,1.3369704,1.7207208,1.3974928
0,3,300,3,MLP,0.0005,5e-05,0.0,True,1.8085647,1.4769331,1.8345526,1.4962238
0,3,200,1,MLP,0.0001,5e-05,0.1,False,1.7999725,1.450052,1.7431252,1.39297
0,3,300,2,MLP,0.0005,0.0001,0.0,True,1.7381567,1.3558335,1.8191466,1.4539527
0,3,300,3,MLP,0.0005,5e-05,0.0,False,1.0247184,0.78448987,1.01074,0.79828906
0,3,300,1,MLP,0.0005,0.0001,0.0,True,1.7469594,1.3791876,1.8218852,1.4401045
0,3,300,2,MLP,0.0005,0.0001,0.0,False,1.0952902,0.8629368,1.0313082,0.8243689
0,3,300,1,MLP,0.0005,0.0001,0.0,False,1.0580622,0.8263866,1.0256294,0.8137228
0,3,300,3,MLP,0.0005,5e-05,0.1,True,1.5113157,1.1679174,1.5702635,1.2314616
0,3,300,2,MLP,0.0005,0.0001,0.1,True,2.4355521,2.0904093,2.482705,2.1524262
0,3,300,3,MLP,0.0005,5e-05,0.1,False,1.258304,1.0130751,1.1904734,0.9501012
0,3,300,1,MLP,0.0005,0.0001,0.1,True,1.6016891,1.2683154,1.6200508,1.3045845
0,3,300,2,MLP,0.0005,0.0001,0.1,False,1.221898,0.98540074,1.2031441,0.96609044
0,3,300,3,MLP,0.0001,0.0001,0.0,True,2.2171526,1.8232592,2.2905288,1.8931991
0,3,300,2,MLP,0.0005,5e-05,0.0,True,1.9360051,1.5704994,1.9792659,1.6075152
0,3,300,1,MLP,0.0005,0.0001,0.1,False,1.1735758,0.93317,1.1636136,0.92306286
0,3,300,2,MLP,0.0005,5e-05,0.0,False,1.1665535,0.92967224,1.102296,0.8823453
0,3,300,3,MLP,0.0001,0.0001,0.0,False,1.1955934,0.95531446,1.1537223,0.92688
0,3,300,1,MLP,0.0005,5e-05,0.0,True,1.5913728,1.2504758,1.6648792,1.3022548
0,3,300,3,MLP,0.0001,0.0001,0.1,True,1.7940155,1.4435706,1.8976004,1.5267476
0,3,300,2,MLP,0.0005,5e-05,0.1,True,1.7541213,1.3991152,1.7704635,1.4309549
0,3,300,1,MLP,0.0005,5e-05,0.0,False,1.0580491,0.8457351,1.0551258,0.8466662
0,3,300,3,MLP,0.0001,0.0001,0.1,False,1.2726736,1.0241545,1.2355528,0.9804515
0,3,300,2,MLP,0.0005,5e-05,0.1,False,1.1759019,0.93740195,1.1362808,0.9065736
0,3,300,1,MLP,0.0005,5e-05,0.1,True,1.8144987,1.4799451,1.9151156,1.5608659
0,3,300,3,MLP,0.0001,5e-05,0.0,True,1.9692423,1.5713035,2.04035,1.6785837
0,3,300,2,MLP,0.0001,0.0001,0.0,True,1.7096242,1.3901467,1.6910988,1.3524758
0,3,300,1,MLP,0.0005,5e-05,0.1,False,1.1539422,0.9212524,1.1225474,0.886204
0,3,300,2,MLP,0.0001,0.0001,0.0,False,1.0385236,0.81279874,0.9831308,0.77056676
0,3,300,3,MLP,0.0001,5e-05,0.0,False,0.96678334,0.7657972,0.90236795,0.72344655
0,3,300,1,MLP,0.0001,0.0001,0.0,True,1.5397005,1.2345244,1.5997436,1.2832227
0,3,300,2,MLP,0.0001,0.0001,0.1,True,1.6170497,1.2913972,1.7073789,1.3585204
0,3,300,3,MLP,0.0001,5e-05,0.1,True,1.5082161,1.1911467,1.5704454,1.2536489
0,3,300,1,MLP,0.0001,0.0001,0.0,False,1.0736152,0.845269,0.98529845,0.7812725
0,3,300,2,MLP,0.0001,0.0001,0.1,False,1.2012656,0.958237,1.1668508,0.93271387
0,3,300,3,MLP,0.0001,5e-05,0.1,False,1.5071101,1.2132493,1.4537401,1.180265
0,3,300,1,MLP,0.0001,0.0001,0.1,True,1.7196265,1.3717959,1.771276,1.4375294
0,3,300,2,MLP,0.0001,5e-05,0.0,True,1.5907147,1.2614377,1.6826109,1.3600373
0,4,100,3,MLP,0.0005,0.0001,0.0,True,2.7691948,2.3151088,2.910633,2.4460783
0,3,300,1,MLP,0.0001,0.0001,0.1,False,1.2231784,0.9773205,1.1600207,0.9286424
0,4,100,3,MLP,0.0005,0.0001,0.0,False,2.3262255,1.8903373,2.2660189,1.8266377
0,3,300,2,MLP,0.0001,5e-05,0.0,False,1.0140388,0.80286145,0.9819908,0.7739674
0,4,100,3,MLP,0.0005,0.0001,0.1,True,4.0125794,3.5805595,4.0734453,3.6264162
0,3,300,1,MLP,0.0001,5e-05,0.0,True,2.7631555,2.4197476,2.917238,2.5769951
0,4,100,3,MLP,0.0005,0.0001,0.1,False,2.8783236,2.3407025,2.7952476,2.2676394
0,3,300,2,MLP,0.0001,5e-05,0.1,True,3.8097298,3.5347536,3.938162,3.6621978
0,3,300,1,MLP,0.0001,5e-05,0.0,False,1.2265768,0.9832168,1.1686379,0.93594015
0,4,100,3,MLP,0.0005,5e-05,0.0,True,2.74241,2.344469,2.843981,2.4079044
0,3,300,2,MLP,0.0001,5e-05,0.1,False,1.1068356,0.8649596,1.0767673,0.84550136
0,3,300,1,MLP,0.0001,5e-05,0.1,True,1.7751797,1.4538136,1.8475349,1.533679
0,4,100,3,MLP,0.0005,5e-05,0.0,False,2.568592,2.0901368,2.4850965,2.01116
0,4,100,2,MLP,0.0005,0.0001,0.0,True,3.0501435,2.641006,3.1128643,2.6868994
0,4,100,2,MLP,0.0005,0.0001,0.0,False,2.8839166,2.340979,2.7887073,2.251641
0,4,100,3,MLP,0.0005,5e-05,0.1,True,2.9217594,2.4876318,2.93315,2.5087667
0,3,300,1,MLP,0.0001,5e-05,0.1,False,1.2597631,1.0151556,1.2329301,0.9714057
0,4,100,3,MLP,0.0005,5e-05,0.1,False,2.5262103,2.045307,2.4437587,1.9672085
0,4,100,2,MLP,0.0005,0.0001,0.1,True,2.4966877,2.1417255,2.555294,2.1986597
0,4,100,1,MLP,0.0005,0.0001,0.0,True,2.5409744,2.1159241,2.591394,2.1457582
0,4,100,3,MLP,0.0001,0.0001,0.0,True,3.911896,3.4266324,4.032471,3.521256
0,4,100,2,MLP,0.0005,0.0001,0.1,False,2.2941322,1.8605955,2.2559934,1.8314689
0,4,100,3,MLP,0.0001,0.0001,0.0,False,2.8450074,2.3144853,2.7558665,2.235222
0,4,100,1,MLP,0.0005,0.0001,0.0,False,2.3133495,1.8618559,2.2235456,1.7875712
0,4,100,2,MLP,0.0005,5e-05,0.0,True,2.6726823,2.2896342,2.7638721,2.3575282
0,4,100,3,MLP,0.0001,0.0001,0.1,True,2.9032984,2.467022,2.945486,2.4961207
0,4,100,2,MLP,0.0005,5e-05,0.0,False,2.8016496,2.2695582,2.7018254,2.1787813
0,4,100,1,MLP,0.0005,0.0001,0.1,True,2.6535575,2.346437,2.7155182,2.4076538
0,4,100,3,MLP,0.0001,0.0001,0.1,False,2.8381348,2.3089612,2.7682128,2.235202
0,4,100,1,MLP,0.0005,0.0001,0.1,False,3.0088573,2.4320612,2.877654,2.3172808
0,4,100,2,MLP,0.0005,5e-05,0.1,True,2.86922,2.4826238,2.9333112,2.560099
0,4,100,3,MLP,0.0001,5e-05,0.0,True,2.7689817,2.3068237,2.824538,2.3555093
0,4,100,1,MLP,0.0005,5e-05,0.0,True,2.6393006,2.2162871,2.6208408,2.1762075
0,4,100,2,MLP,0.0005,5e-05,0.1,False,3.009207,2.447031,2.9082637,2.3610375
0,4,100,1,MLP,0.0005,5e-05,0.0,False,2.764995,2.2316139,2.6414454,2.1401594
0,4,100,3,MLP,0.0001,5e-05,0.0,False,2.8976998,2.3583252,2.8322904,2.2964487
0,4,100,2,MLP,0.0001,0.0001,0.0,True,7.9070034,7.683924,7.941879,7.728916
0,4,100,2,MLP,0.0001,0.0001,0.0,False,2.5246854,2.0461576,2.4263587,1.9687922
0,4,100,3,MLP,0.0001,5e-05,0.1,True,3.0945463,2.6322792,3.1871336,2.7204986
0,4,100,1,MLP,0.0005,5e-05,0.1,True,1.8986158,1.56758,1.9853921,1.6628249
0,4,100,3,MLP,0.0001,5e-05,0.1,False,2.4670289,2.0039887,2.4331973,1.963132
0,4,100,1,MLP,0.0005,5e-05,0.1,False,2.919996,2.3607144,2.8156183,2.276467
0,4,100,2,MLP,0.0001,0.0001,0.1,True,3.2987247,2.917035,3.3137274,2.9376018
0,4,100,2,MLP,0.0001,0.0001,0.1,False,1.8732537,1.5193356,1.8651584,1.4839102
0,4,200,3,MLP,0.0005,0.0001,0.0,True,2.0036147,1.6282192,2.0269144,1.6786776
0,4,100,1,MLP,0.0001,0.0001,0.0,True,2.6513507,2.2203324,2.7367005,2.3216915
0,4,100,1,MLP,0.0001,0.0001,0.0,False,2.6688397,2.1578515,2.5752208,2.086154
0,4,200,3,MLP,0.0005,0.0001,0.0,False,1.8177606,1.4954358,1.7984564,1.4589592
0,4,100,2,MLP,0.0001,5e-05,0.0,True,2.8177407,2.3859472,2.9242086,2.4786625
0,4,100,2,MLP,0.0001,5e-05,0.0,False,2.8074005,2.279563,2.722794,2.2052987
0,4,100,1,MLP,0.0001,0.0001,0.1,True,2.4764771,2.164486,2.4727674,2.168038
0,4,200,3,MLP,0.0005,0.0001,0.1,True,2.2313118,1.839708,2.2472098,1.872273
0,4,100,1,MLP,0.0001,0.0001,0.1,False,2.218571,1.7997053,2.1493354,1.7450544
0,4,200,3,MLP,0.0005,0.0001,0.1,False,1.8812017,1.5351633,1.846451,1.4914802
0,4,100,2,MLP,0.0001,5e-05,0.1,True,3.041667,2.6503155,3.070657,2.6741006
0,4,100,2,MLP,0.0001,5e-05,0.1,False,1.9688327,1.5952644,1.9830246,1.5986665
0,4,100,1,MLP,0.0001,5e-05,0.0,True,2.4575071,2.067465,2.53022,2.128056
0,4,200,3,MLP,0.0005,5e-05,0.0,True,1.8313912,1.4489003,1.8803381,1.4881703
0,4,100,1,MLP,0.0001,5e-05,0.0,False,2.4748342,1.9975493,2.3619208,1.9080969
0,4,200,3,MLP,0.0005,5e-05,0.0,False,1.8951609,1.5614035,1.852369,1.5033972
0,4,200,2,MLP,0.0005,0.0001,0.0,True,2.087953,1.7163265,2.0550327,1.7097545
0,4,100,1,MLP,0.0001,5e-05,0.1,True,3.2811902,3.0106294,3.298422,3.0522447
0,4,200,2,MLP,0.0005,0.0001,0.0,False,1.6780505,1.3629144,1.6698613,1.3397648
0,4,200,3,MLP,0.0005,5e-05,0.1,True,2.3770447,2.0287979,2.4365733,2.0886655
0,4,100,1,MLP,0.0001,5e-05,0.1,False,2.5469627,2.0562296,2.4831226,2.0034602
0,4,200,3,MLP,0.0005,5e-05,0.1,False,1.9302245,1.578087,1.8798039,1.5241115
0,4,200,2,MLP,0.0005,0.0001,0.1,True,1.8288902,1.466741,1.8577087,1.5175676
0,4,200,1,MLP,0.0005,0.0001,0.0,True,1.9366254,1.5886912,1.9176966,1.5721077
0,4,200,3,MLP,0.0001,0.0001,0.0,True,1.9798083,1.5931509,2.072384,1.7036499
0,4,200,2,MLP,0.0005,0.0001,0.1,False,1.7748297,1.4456503,1.7537175,1.408642
0,4,200,1,MLP,0.0005,0.0001,0.0,False,1.6867483,1.3780354,1.6800098,1.3764709
0,4,200,3,MLP,0.0001,0.0001,0.0,False,1.8102437,1.4940046,1.8161355,1.4695513
0,4,200,2,MLP,0.0005,5e-05,0.0,True,2.0711882,1.6618382,2.0278068,1.645794
0,4,200,1,MLP,0.0005,0.0001,0.1,True,1.8590559,1.4990453,1.8419493,1.4904236
0,4,200,3,MLP,0.0001,0.0001,0.1,True,2.2712498,1.8623061,2.2923152,1.9095461
0,4,200,2,MLP,0.0005,5e-05,0.0,False,1.7310873,1.4413148,1.7226987,1.420563
0,4,200,1,MLP,0.0005,0.0001,0.1,False,1.9213415,1.5656424,1.853669,1.4997354
0,4,200,3,MLP,0.0001,0.0001,0.1,False,1.8731399,1.5413234,1.8492367,1.5076684
0,4,200,2,MLP,0.0005,5e-05,0.1,True,2.0353882,1.7047437,2.1357794,1.780225
0,4,200,1,MLP,0.0005,5e-05,0.0,True,2.1566443,1.7590963,2.1009722,1.7205527
0,4,200,3,MLP,0.0001,5e-05,0.0,True,1.9527364,1.5747522,2.0126543,1.633438
0,4,200,1,MLP,0.0005,5e-05,0.0,False,1.8027815,1.4505749,1.7499733,1.4157169
0,4,200,2,MLP,0.0005,5e-05,0.1,False,1.6990521,1.3839778,1.6785468,1.352293
0,4,200,3,MLP,0.0001,5e-05,0.0,False,1.8183006,1.4872018,1.7831081,1.442967
0,4,200,2,MLP,0.0001,0.0001,0.0,True,2.2048035,1.8661238,2.2464712,1.9199783
0,4,200,1,MLP,0.0005,5e-05,0.1,True,2.0436969,1.7006872,2.0306625,1.7091289
0,4,200,2,MLP,0.0001,0.0001,0.0,False,1.8885359,1.565957,1.8497466,1.5168762
0,4,200,1,MLP,0.0005,5e-05,0.1,False,1.7416298,1.4072009,1.699737,1.361534
0,4,200,3,MLP,0.0001,5e-05,0.1,True,1.6233485,1.2759565,1.7093551,1.3515038
0,4,200,2,MLP,0.0001,0.0001,0.1,True,2.3433309,1.9981588,2.3104794,1.9754887
0,4,200,3,MLP,0.0001,5e-05,0.1,False,2.021778,1.6373972,1.9745578,1.593569
0,4,200,1,MLP,0.0001,0.0001,0.0,True,1.6960707,1.3660825,1.7110041,1.3730088
0,4,200,2,MLP,0.0001,0.0001,0.1,False,1.779563,1.4431564,1.7399396,1.3952203
0,4,200,1,MLP,0.0001,0.0001,0.0,False,1.8984971,1.5411099,1.85099,1.4935046
0,4,300,3,MLP,0.0005,0.0001,0.0,True,1.9187505,1.5521139,1.9882127,1.6010271
0,4,200,2,MLP,0.0001,5e-05,0.0,True,2.3024094,1.938392,2.3118978,1.9648957
0,4,300,3,MLP,0.0005,0.0001,0.0,False,1.4845687,1.1916519,1.6060389,1.2885252
0,4,200,2,MLP,0.0001,5e-05,0.0,False,1.8346778,1.4955318,1.8016844,1.4588689
0,4,200,1,MLP,0.0001,0.0001,0.1,True,1.625829,1.2835847,1.6711942,1.3436726
0,4,200,1,MLP,0.0001,0.0001,0.1,False,1.7401772,1.4305377,1.7143874,1.3886472
0,4,300,3,MLP,0.0005,0.0001,0.1,True,1.7191505,1.3940972,1.7773868,1.449355
0,4,200,2,MLP,0.0001,5e-05,0.1,True,2.0183537,1.7058449,2.0938601,1.7838088
0,4,200,2,MLP,0.0001,5e-05,0.1,False,2.000531,1.6319824,1.9593804,1.5976961
0,4,200,1,MLP,0.0001,5e-05,0.0,True,1.8046602,1.477529,1.824752,1.4630523
0,4,300,3,MLP,0.0005,0.0001,0.1,False,1.5350971,1.2493507,1.6362345,1.3096874
0,4,200,1,MLP,0.0001,5e-05,0.0,False,1.7366965,1.4440879,1.7316554,1.4296618
0,4,300,3,MLP,0.0005,5e-05,0.0,True,4.232719,3.9663947,4.3311596,4.0753217
0,4,300,2,MLP,0.0005,0.0001,0.0,True,1.6458733,1.3086401,1.7042061,1.3557568
0,4,300,3,MLP,0.0005,5e-05,0.0,False,1.5271313,1.2432777,1.6346598,1.3098606
0,4,200,1,MLP,0.0001,5e-05,0.1,True,1.8229113,1.4957595,1.8425821,1.5251794
0,4,300,2,MLP,0.0005,0.0001,0.0,False,1.3268026,1.0557722,1.4207017,1.1467206
0,4,200,1,MLP,0.0001,5e-05,0.1,False,1.811146,1.4658077,1.7537593,1.4151139
0,4,300,3,MLP,0.0005,5e-05,0.1,True,1.7730056,1.4613205,1.8774416,1.540262
0,4,300,2,MLP,0.0005,0.0001,0.1,True,1.7875819,1.4720329,1.8941318,1.578359
0,4,300,1,MLP,0.0005,0.0001,0.0,True,1.8234733,1.4709074,1.9191366,1.535064
