,seed,target_instances,d,method,base_lr,fine_tuning_lr,dropout_rate,batch_norm,val_rmse,val_mae,rmse,mae
0,2,200,1,MLP,0.0001,0.0001,0.0,True,2.296758,1.9071293,2.2715197,1.8974547
0,2,200,2,MLP,0.0001,5e-05,0.0,True,4.8193917,4.4629574,4.691582,4.2911487
0,2,200,3,MLP,0.0001,5e-05,0.1,False,1.7502494,1.3682483,1.83435,1.4523797
0,2,200,1,MLP,0.0001,0.0001,0.0,False,1.1909494,0.9311074,1.2603858,0.99625695
0,2,200,2,MLP,0.0001,5e-05,0.0,False,1.2650071,0.99043375,1.3481586,1.0598418
0,2,200,1,MLP,0.0001,0.0001,0.1,True,3.89378,3.5699365,3.7807717,3.4284592
0,2,300,3,MLP,0.0005,0.0001,0.0,True,2.1546693,1.716543,2.1324494,1.6892506
0,2,200,2,MLP,0.0001,5e-05,0.1,True,5.7927723,5.050237,5.6009164,4.8017306
0,2,200,1,MLP,0.0001,0.0001,0.1,False,1.5458978,1.2230171,1.6021956,1.2645217
0,2,200,2,MLP,0.0001,5e-05,0.1,False,1.720114,1.3502632,1.8009506,1.4253173
0,2,300,3,MLP,0.0005,0.0001,0.0,False,1.4811904,1.1817741,1.5984498,1.2573282
0,2,300,2,MLP,0.0005,0.0001,0.0,True,5.8490124,5.6681137,5.923413,5.719171
0,2,300,3,MLP,0.0005,0.0001,0.1,True,8.911446,7.3636007,8.520059,6.915238
0,2,200,1,MLP,0.0001,5e-05,0.0,True,2.8741434,2.5857456,2.7800488,2.4874244
0,2,300,3,MLP,0.0005,0.0001,0.1,False,1.6316985,1.2847527,1.7546682,1.4136982
0,2,200,1,MLP,0.0001,5e-05,0.0,False,1.1750475,0.92476094,1.2156446,0.96124434
0,2,300,2,MLP,0.0005,0.0001,0.0,False,1.2017033,0.95697165,1.266347,0.9825181
0,2,200,1,MLP,0.0001,5e-05,0.1,True,6.3588104,6.0115647,6.2266107,5.868626
0,2,300,3,MLP,0.0005,5e-05,0.0,True,2.2703083,1.8549469,2.29648,1.8800142
0,2,200,1,MLP,0.0001,5e-05,0.1,False,1.388015,1.0882883,1.4407971,1.1417686
0,2,300,2,MLP,0.0005,0.0001,0.1,True,2.107855,1.7237328,2.1451387,1.774467
0,2,300,2,MLP,0.0005,0.0001,0.1,False,1.6623758,1.3131045,1.7608882,1.4135202
0,2,300,1,MLP,0.0005,0.0001,0.0,True,2.6071784,2.2353125,2.5565546,2.2031968
0,2,300,3,MLP,0.0005,5e-05,0.0,False,1.3108175,1.026368,1.3843583,1.0890139
0,2,300,3,MLP,0.0005,5e-05,0.1,True,7.5986423,6.17667,7.319829,5.880423
0,2,300,2,MLP,0.0005,5e-05,0.0,True,2.9699068,2.596992,2.9205024,2.5179605
0,2,300,1,MLP,0.0005,0.0001,0.0,False,1.1834143,0.93666786,1.2335149,0.9836561
0,2,300,3,MLP,0.0005,5e-05,0.1,False,1.7195737,1.3600038,1.8356614,1.4837341
0,2,300,2,MLP,0.0005,5e-05,0.0,False,1.2986598,1.0255224,1.3843535,1.0899202
0,2,300,1,MLP,0.0005,0.0001,0.1,True,1.9290488,1.5997162,1.8779429,1.5492883
0,2,300,3,MLP,0.0001,0.0001,0.0,True,3.1969125,2.814435,3.1852338,2.7505295
0,2,300,2,MLP,0.0005,5e-05,0.1,True,5.4408145,4.5523186,5.1774755,4.2223015
0,2,300,1,MLP,0.0005,0.0001,0.1,False,1.5741299,1.2422676,1.6779226,1.3411667
0,2,300,2,MLP,0.0005,5e-05,0.1,False,1.8240993,1.447561,1.9270585,1.5548848
0,2,300,3,MLP,0.0001,0.0001,0.0,False,1.274772,1.0022775,1.3786598,1.0809116
0,2,300,1,MLP,0.0005,5e-05,0.0,True,2.1332388,1.7436512,2.0836198,1.68065
0,2,300,2,MLP,0.0001,0.0001,0.0,True,3.288074,2.9355505,3.2558684,2.863313
0,2,300,3,MLP,0.0001,0.0001,0.1,True,6.9378037,5.672489,6.756183,5.4659743
0,2,300,1,MLP,0.0005,5e-05,0.0,False,1.2535521,0.9930421,1.3479161,1.0660342
0,2,300,2,MLP,0.0001,0.0001,0.0,False,1.3133402,1.0389172,1.4011463,1.0893382
0,2,300,3,MLP,0.0001,0.0001,0.1,False,1.6297324,1.2999207,1.7361352,1.4040143
