,seed,target_column,train_size_,method,n_estimators,lr,tree_size,val_rmse,val_mae,rmse,mae
0,1,Volume,760,TradaBoostR2,20,1.0,1,89.63825618581289,65.90060087991006,87.35020475886847,64.44790963552425
0,1,Volume,855,TradaBoostR2,20,1.0,1,97.14103174639449,71.44666225113315,88.95633811095338,67.95415115645787
0,2,Volume,950,TradaBoostR2,20,1.0,1,92.6108723835724,68.64022026953113,104.64557011488215,73.65962592722315
0,3,Volume,95,TradaBoostR2,20,1.0,5,479.83111962800103,140.9830362157761,220.09596176193318,115.89056073730866
0,2,Volume,285,TradaBoostR2,20,1.0,4,1045.6411044958215,317.2972312543661,803.1326232850028,277.90234161645026
0,1,Volume,950,TradaBoostR2,20,1.0,2,88.13171846135063,63.41055182350206,80.7017675381756,56.58091846268954
0,2,Volume,95,TradaBoostR2,20,1.0,4,127.52538272769762,83.08260256776487,225.6806086416944,104.6287952841158
0,2,Volume,380,TradaBoostR2,20,1.0,3,112.84367336414316,66.70762637165264,109.56458823456747,70.74367291960844
0,2,Volume,760,TradaBoostR2,20,1.0,2,92.28894615312299,68.16208364220346,100.77049720069449,70.99295724167686
0,2,Volume,570,TradaBoostR2,20,1.0,3,91.73758619584605,62.85481018137933,97.8843454195514,64.07696406147981
0,2,Volume,190,TradaBoostR2,20,1.0,4,153.54560502023278,94.13481451742132,220.28457391422182,121.75387943700777
0,2,Volume,475,TradaBoostR2,20,1.0,3,85.80415606513692,58.994312623512215,102.35103073147168,64.37262930679245
0,1,Volume,570,TradaBoostR2,20,1.0,3,92.9557875758918,63.75694596177439,97.46500951305308,63.68831538155435
0,3,Volume,285,TradaBoostR2,20,1.0,5,137.51180565530498,87.02404675800868,135.00981564884336,86.77459941719135
0,1,Volume,95,TradaBoostR2,30,0.1,2,143.79061649165877,90.00066868692623,154.06648975132956,89.27802885384415
0,3,Volume,95,TradaBoostR2,30,0.1,1,489.2481489313179,104.58782772130223,127.42361423738319,75.72218197118319
0,1,Volume,665,TradaBoostR2,20,1.0,3,93.53315456988204,63.06611041705241,92.10873697291488,59.89278148409816
0,2,Volume,665,TradaBoostR2,20,1.0,2,90.59455132090883,67.15586146886757,87.23973749533586,64.08207844861565
0,1,Volume,760,TradaBoostR2,20,1.0,2,90.47525263185506,62.834888768691805,97.69540599915562,60.170782070847956
0,3,Volume,190,TradaBoostR2,20,1.0,5,637.8480548504267,151.05770433636235,241.9190017583058,137.59065964718258
0,3,Volume,475,TradaBoostR2,20,1.0,3,120.68669253263977,69.40788317316029,149.4740203947577,77.04124067024313
0,1,Volume,855,TradaBoostR2,20,1.0,2,88.02798205311244,62.12181287105627,83.90749923598463,57.213772251500075
0,2,Volume,950,TradaBoostR2,20,1.0,2,83.26276807390754,61.58105323761501,95.88434646408878,67.71558174040958
0,1,Volume,285,TradaBoostR2,20,1.0,5,151.86082637490784,88.08472707672294,257.95412832286104,108.78118529435181
0,3,Volume,285,TradaBoostR2,30,0.1,1,94.79445740042883,65.31450640967232,86.52882767684703,61.655597237104836
0,1,Volume,380,TradaBoostR2,20,1.0,4,184.58243832895778,101.45725258239428,211.97818857627402,106.21911885560095
0,1,Volume,190,TradaBoostR2,20,1.0,5,321.83637641077104,162.1267595463472,275.2380265871561,152.9933781941277
0,2,Volume,855,TradaBoostR2,20,0.5,5,117.60452976418351,72.5227953234485,108.95281897869187,71.55175505533512
0,1,Volume,950,TradaBoostR2,20,1.0,3,90.33793841924748,63.09596478600632,86.98732521969943,59.57511961271595
0,3,Volume,380,TradaBoostR2,20,1.0,5,194.66212905736523,115.43949917946254,235.43462988373736,127.90638572958024
0,3,Volume,190,TradaBoostR2,30,0.1,1,97.7643228915688,65.12145339019789,91.35471921682705,62.58414342517182
0,2,Volume,760,TradaBoostR2,20,1.0,3,80.88735383445267,59.110977785859234,84.66650418979826,61.03578346079925
0,1,Volume,475,TradaBoostR2,20,1.0,4,104.75624385180882,68.93248670984848,104.78170587332315,69.7327205015866
0,1,Volume,285,TradaBoostR2,30,0.1,1,85.4458192112515,57.73648688324011,88.74161676646855,57.23278595324319
0,3,Volume,95,TradaBoostR2,30,0.1,2,528.6042406023493,208.2865503723751,451.50244803295897,211.65529788097936
0,2,Volume,855,TradaBoostR2,20,1.0,1,92.34177647011035,68.94884113280642,98.52466759830203,70.96642237847618
0,1,Volume,190,TradaBoostR2,30,0.1,1,99.84883567399582,68.07683081067223,99.28782079910435,65.5141974472325
0,2,Volume,665,TradaBoostR2,20,1.0,3,88.41650591749872,58.92208302487434,98.84380686984017,62.996317925689496
0,3,Volume,380,TradaBoostR2,30,0.1,1,88.3757848876005,60.60430372983896,81.33901264625757,58.53822818032081
0,2,Volume,380,TradaBoostR2,20,1.0,4,122.07991844725764,75.33703423278092,144.9508167658031,76.92117706297905
0,1,Volume,760,TradaBoostR2,20,1.0,3,109.87517104861497,66.70414263272596,121.14979264164667,69.0729140877414
0,1,Volume,95,TradaBoostR2,30,0.1,3,254.51794405937184,141.674407135011,250.24017545608655,145.57333289309085
0,2,Volume,570,TradaBoostR2,20,1.0,4,111.58554998746737,70.36791226932783,117.34339099801701,73.97148596729247
0,3,Volume,285,TradaBoostR2,30,0.1,2,183.97442826389883,80.47949492290917,128.39448253508058,70.78291652453741
0,1,Volume,855,TradaBoostR2,20,1.0,3,86.18692716147397,59.863646227235726,78.63189909548072,53.26392907615668
0,2,Volume,950,TradaBoostR2,20,1.0,3,86.07893719083492,60.85296470627262,92.34541101716856,62.515612617118805
0,1,Volume,570,TradaBoostR2,20,1.0,4,104.31113502716313,67.07925344454698,97.07153648320082,62.6826041442934
0,2,Volume,475,TradaBoostR2,20,1.0,4,108.76613926565692,70.86224317734423,148.8527254979331,81.52198467606057
0,1,Volume,665,TradaBoostR2,20,1.0,4,96.22503853365748,64.036969282314,107.9170165035358,65.47319055906384
0,2,Volume,285,TradaBoostR2,20,1.0,5,214.63836106448713,122.25969909829544,227.19373453082764,137.32002096906325
0,3,Volume,190,TradaBoostR2,30,0.1,2,797.2406496755561,134.4351589857901,162.84229266568298,94.51594469152853
0,3,Volume,475,TradaBoostR2,20,1.0,4,107.16027448400824,72.31523379382362,101.70434694678367,69.78459766006559
0,1,Volume,285,TradaBoostR2,30,0.1,2,104.05253157375125,68.19980395474879,108.04282579514198,66.7751802039153
0,2,Volume,95,TradaBoostR2,20,1.0,5,230.73584438111502,141.1834026223114,444.4464668937403,169.096531244243
0,2,Volume,855,TradaBoostR2,20,1.0,2,95.47611696041295,71.54717138133316,98.70016261999052,70.82956164228354
0,2,Volume,190,TradaBoostR2,20,1.0,5,267.7988687214956,122.68967130870429,499.5838469765828,153.22020421177282
0,1,Volume,190,TradaBoostR2,30,0.1,2,181.37198611570074,95.18335828888351,210.34231752034907,100.83705465449817
0,3,Volume,380,TradaBoostR2,30,0.1,2,1820.2105119612704,293.5789377932325,1595.4473580966194,257.6129760847329
0,1,Volume,950,TradaBoostR2,20,1.0,4,100.65446486460507,68.23795087474024,92.72516983472816,61.555236948274484
0,2,Volume,285,TradaBoostR2,30,0.1,1,78.4734724002724,57.65246504633813,87.94222958817807,59.26069987992116
0,3,Volume,95,TradaBoostR2,30,0.1,3,247.41873109561251,130.037201001704,256.0826702597067,133.40639808621046
0,2,Volume,95,TradaBoostR2,30,0.1,1,105.64810579944933,63.94250504529197,109.2504228062756,65.96669798107798
0,1,Volume,380,TradaBoostR2,20,1.0,5,119.68258726632634,78.56524811462792,132.00246766857407,82.42763359532208
0,2,Volume,760,TradaBoostR2,20,1.0,4,104.12836428157918,67.25453594521849,113.86242038949909,70.23387355502666
0,2,Volume,190,TradaBoostR2,30,0.1,1,81.42930697530525,57.54302080920063,94.47127321572519,63.33309135574769
0,3,Volume,285,TradaBoostR2,30,0.1,3,114.7158766913742,69.91853509339445,127.73761351018584,72.73287909667235
0,2,Volume,665,TradaBoostR2,20,1.0,4,93.46463696545148,59.74959704764204,91.66029219927347,59.36341662576158
0,1,Volume,760,TradaBoostR2,20,1.0,4,108.95390506467898,67.36703207734864,103.95726949425661,65.15175693627386
0,1,Volume,475,TradaBoostR2,20,1.0,5,1011.6208309707926,176.18061860511327,936.1092001522798,189.2089164403211
0,1,Volume,95,TradaBoostR2,30,0.1,4,134.33888113426102,86.74790852689424,137.9829505555396,87.39935118898914
0,1,Volume,380,TradaBoostR2,30,0.1,1,88.54341865581453,60.116336931213596,84.06463646040076,55.950720937501075
0,3,Volume,190,TradaBoostR2,30,0.1,3,175.93912047749419,94.12714386294235,285.88126349436595,113.54900754063598
0,1,Volume,285,TradaBoostR2,30,0.1,3,102.50456096436127,67.35996463255876,180.81427032268695,71.90441005921114
0,2,Volume,950,TradaBoostR2,20,1.0,4,101.40708837339099,65.48091060735602,117.1199641346873,68.47012276309117
0,1,Volume,855,TradaBoostR2,20,1.0,4,104.60852369612384,68.27428975677373,95.08304362554603,62.28230869466105
0,2,Volume,855,TradaBoostR2,20,1.0,3,89.26106514838911,62.745597593321236,89.8968388901509,64.3392025946124
0,2,Volume,285,TradaBoostR2,30,0.1,2,86.36848126754187,61.16583941214153,91.40009891864277,61.34658638278758
0,2,Volume,95,TradaBoostR2,30,0.1,2,116.40914549433195,74.20681859970614,153.80448560650237,81.69150059707736
0,2,Volume,380,TradaBoostR2,20,1.0,5,250.74122643949926,137.7774550415629,279.9846762750782,162.92684600877408
0,1,Volume,190,TradaBoostR2,30,0.1,3,184.05536426292716,108.15482727515855,209.1976589643105,111.78558233840575
0,2,Volume,190,TradaBoostR2,30,0.1,2,114.56234531821411,75.37009391087902,137.46159341922038,78.53041300031846
0,2,Volume,570,TradaBoostR2,20,1.0,5,154.24041424890652,86.5385354383315,190.32964903759597,92.04968508511827
0,3,Volume,380,TradaBoostR2,30,0.1,3,157.0109348500617,87.46769458444531,149.51244379179255,87.39481254741314
0,1,Volume,475,TradaBoostR2,30,0.1,1,97.06183066972191,69.28426307378307,89.99758038613673,62.96373816939753
0,1,Volume,570,TradaBoostR2,20,1.0,5,172.21957182910768,99.38321472025451,451.18786625836054,129.75794332842204
0,1,Volume,665,TradaBoostR2,20,1.0,5,188.76963984586965,104.05645043357488,203.22065071460995,111.94476931585069
0,2,Volume,475,TradaBoostR2,20,1.0,5,270.1827390113252,137.51207558917386,760.8192867809352,178.31179715829975
0,3,Volume,475,TradaBoostR2,20,1.0,5,133.4621156931307,86.70884400483973,139.39250970005446,86.82095866653404
0,1,Volume,380,TradaBoostR2,30,0.1,2,259.4342794604043,98.63462447260656,195.1624001327713,96.15029703090138
0,2,Volume,380,TradaBoostR2,30,0.1,1,80.05811883838754,57.21361711429602,85.79735826869054,59.05239927680873
0,2,Volume,570,TradaBoostR2,30,0.1,1,81.65608016104257,58.094937087465446,87.9773210704412,60.80076903005915
0,3,Volume,95,TradaBoostR2,30,0.1,4,172.7278636595773,106.54352505799518,182.34895702912925,114.48661494823517
0,1,Volume,570,TradaBoostR2,30,0.1,1,87.22604948912416,61.311024918185964,81.42970398682348,57.76831846432846
0,1,Volume,665,TradaBoostR2,30,0.1,1,85.71274357530258,58.968383334548385,85.9752009198527,58.42826300444628
0,2,Volume,475,TradaBoostR2,30,0.1,1,79.79502646296851,56.575550538556264,87.23382292874399,59.596059269493765
0,3,Volume,285,TradaBoostR2,30,0.1,4,185.66241158481233,90.29420641975483,160.1791046032704,91.31085468419789
0,3,Volume,475,TradaBoostR2,30,0.1,1,86.93239211799697,60.12727932070363,81.67538891527128,59.055922025176756
0,1,Volume,475,TradaBoostR2,30,0.1,2,124.94031042191287,73.13946863371989,135.67165603617443,67.6039494360833
0,1,Volume,950,TradaBoostR2,20,1.0,5,141.51336253708914,83.70017445150442,136.22606374966102,83.46772018228322
0,2,Volume,285,TradaBoostR2,30,0.1,3,127.09829600136287,76.4054352510647,500.8225280425414,105.62464869785279
0,2,Volume,95,TradaBoostR2,30,0.1,3,236.8363741955637,129.93650233699015,381.9135241777898,157.00135368487196
0,2,Volume,760,TradaBoostR2,20,1.0,5,96.22327293762619,62.3909345309522,101.99035135196145,68.758151288115
0,2,Volume,855,TradaBoostR2,20,1.0,4,95.79934755357928,59.587177249482764,91.92160309617255,60.64447791718579
0,1,Volume,285,TradaBoostR2,30,0.1,4,175.76438229290864,104.09046922625295,177.3262014125872,103.67134007740297
0,3,Volume,190,TradaBoostR2,30,0.1,4,318.8120422734351,140.31271449687978,196.87226170638127,121.87474386807902
0,2,Volume,190,TradaBoostR2,30,0.1,3,220.22994961694906,109.81351387285437,230.0040724241451,116.17904714224211
0,2,Volume,570,TradaBoostR2,30,0.1,2,77.79587012334214,54.230766724616295,82.69955522595883,57.27202409576732
0,2,Volume,380,TradaBoostR2,30,0.1,2,99.37515427177497,59.20063047539556,94.06927757865859,59.537521239184244
0,2,Volume,665,TradaBoostR2,20,1.0,5,106.99452442216563,69.6320866887761,126.68875713851251,72.79895523055495
0,1,Volume,760,TradaBoostR2,20,1.0,5,211.95131423051367,108.56353737494909,200.94108416064736,100.80548094471068
0,1,Volume,950,TradaBoostR2,30,0.1,1,81.06042614919826,57.08778625295046,71.12193427783477,51.392418215403055
0,1,Volume,570,TradaBoostR2,30,0.1,2,86.32419262585069,58.26580524423769,79.46669057843806,52.9962731270527
0,1,Volume,95,TradaBoostR2,30,0.1,5,175.68925682804388,103.25002223956808,227.11762919206674,113.0120302958646
0,1,Volume,665,TradaBoostR2,30,0.1,2,82.02074905361796,56.37321209445506,84.22103051670621,54.50272875152549
0,1,Volume,190,TradaBoostR2,30,0.1,4,169.66835309418056,105.83896379411333,177.1308917454856,108.94511525019354
0,2,Volume,475,TradaBoostR2,30,0.1,2,80.00564020250141,54.56337608489068,87.48629162120096,55.675731895680684
0,1,Volume,855,TradaBoostR2,20,1.0,5,107.879137218168,70.17666422977939,109.87860417699322,68.86449469861678
0,2,Volume,760,TradaBoostR2,30,0.1,1,77.85445440366703,55.753503364553936,82.89793502117561,57.46123163069832
0,2,Volume,950,TradaBoostR2,20,1.0,5,127.84759325208694,78.12647152537737,175.95730732155164,94.52045524894397
0,3,Volume,380,TradaBoostR2,30,0.1,4,128.11479764173941,79.38506092240256,129.35875099477374,80.77604261297745
0,1,Volume,380,TradaBoostR2,30,0.1,3,164.9167797239039,93.63242347638267,172.46736576383535,92.71792885001709
0,3,Volume,475,TradaBoostR2,30,0.1,2,100.2996853249061,66.29518136051811,126.08149304046724,73.5713024135735
0,2,Volume,665,TradaBoostR2,30,0.1,1,77.13991252412369,56.37573945353235,83.71121217835967,58.6305044508289
0,1,Volume,95,TradaBoostR2,30,0.5,1,256.1938079189087,125.78336333907208,243.68099044565355,116.51837991546843
0,1,Volume,760,TradaBoostR2,30,0.1,1,80.15322173719593,56.55966387224267,76.4456341002099,54.37647502469351
0,1,Volume,855,TradaBoostR2,30,0.1,1,82.15933045123788,57.87039586598552,72.67543529422294,52.59185324858015
0,1,Volume,475,TradaBoostR2,30,0.1,3,96.91760496992133,66.11745732966935,105.23235183575109,63.35056784371272
0,2,Volume,950,TradaBoostR2,30,0.1,1,75.19467602762651,53.942829324739776,83.06482951851869,56.63253190106443
0,1,Volume,950,TradaBoostR2,30,0.1,2,83.49383281732405,56.31038160783626,78.91686726538576,51.45110495747587
0,2,Volume,570,TradaBoostR2,30,0.1,3,96.57859616525639,60.96097950369384,100.61304617109006,60.925102863812604
0,2,Volume,760,TradaBoostR2,30,0.1,2,74.53032975312816,51.985120539321,80.314761825373,53.93946822641629
0,1,Volume,95,TradaBoostR2,30,0.5,2,164.38294239454174,103.72349002989013,231.6796703200626,118.17106102202857
0,2,Volume,380,TradaBoostR2,30,0.1,3,99.65395664760418,64.01235599668917,105.3445395939758,66.18185531890724
0,3,Volume,95,TradaBoostR2,30,0.1,5,374.0108271865177,133.25099118376065,308.3594805281017,138.936267877749
0,2,Volume,665,TradaBoostR2,30,0.1,2,72.06883262066374,51.49927984047559,79.17295286209063,53.81312481073658
0,2,Volume,285,TradaBoostR2,30,0.1,4,232.75118386349118,127.14964905677697,463.3423572963141,174.64993689757068
0,1,Volume,570,TradaBoostR2,30,0.1,3,103.18329076932339,65.87983372634041,93.9515652702361,58.21915146064582
0,2,Volume,95,TradaBoostR2,30,0.1,4,329.281623787908,149.8433915474119,307.1948803737158,160.40417606360285
0,1,Volume,760,TradaBoostR2,30,0.1,2,82.52633159898981,55.26240497640902,84.93376322775644,54.26265342439955
0,1,Volume,665,TradaBoostR2,30,0.1,3,117.46232273698402,64.20964350336692,104.02470585227947,59.73342709098229
0,2,Volume,475,TradaBoostR2,30,0.1,3,119.74446996974282,67.71212385413844,126.50903431583244,69.13085078426778
0,3,Volume,285,TradaBoostR2,30,0.1,5,198.8362892484853,95.5874161056465,142.75180321358536,89.27922386472963
0,1,Volume,855,TradaBoostR2,30,0.1,2,84.24746262372389,55.258753718251036,96.63430989344619,57.1666014596003
0,2,Volume,190,TradaBoostR2,30,0.1,4,228.79555615748401,130.74477075284878,259.9232075703292,141.28349122079564
0,3,Volume,475,TradaBoostR2,30,0.1,3,117.39830895879092,72.0089488258453,127.55053768209129,73.16763365203204
0,3,Volume,95,TradaBoostR2,30,0.5,1,227.95361074139478,112.13311386556433,204.13995311906442,106.05407736073472
0,2,Volume,950,TradaBoostR2,30,0.1,2,76.81917461856136,53.66977036247037,81.04830018511538,55.19452318005115
0,1,Volume,285,TradaBoostR2,30,0.1,5,128.49475221186114,86.02482767077115,131.8416871279254,86.06257836142633
0,2,Volume,855,TradaBoostR2,20,1.0,5,92.00933533847675,60.14807662932533,94.45862350464748,63.33974356704302
0,3,Volume,190,TradaBoostR2,30,0.1,5,540.7126709475731,130.8793068518638,235.10548010670217,118.85683952789867
0,3,Volume,285,TradaBoostR2,30,0.5,1,143.53641740522795,81.89883280309986,100.09743057788907,71.6321898076445
0,1,Volume,380,TradaBoostR2,30,0.1,4,228.00366146601743,120.85317034600362,180.1455786012143,108.13188734867143
0,1,Volume,950,TradaBoostR2,30,0.1,3,81.37684163238839,55.264909617975995,76.15513974647423,50.57887548621551
0,1,Volume,190,TradaBoostR2,30,0.1,5,143.31483788963888,91.04802962705334,129.58108040145316,86.25070763208831
0,1,Volume,285,TradaBoostR2,30,0.5,1,99.83916860121391,73.70984422090712,107.80285327988764,76.31309331463906
0,1,Volume,95,TradaBoostR2,30,0.5,3,222.16039799422325,130.30483081724543,326.1063541185091,152.7074941124587
0,3,Volume,190,TradaBoostR2,30,0.5,1,173.44227350811977,89.91962338533291,115.60302356917933,87.16253242311049
0,2,Volume,855,TradaBoostR2,30,0.1,1,76.75220373491618,54.427653597623156,83.72326680502027,56.94619081256959
0,3,Volume,380,TradaBoostR2,30,0.1,5,139.20118623177558,83.28527987510695,137.07352477664335,85.3179632562102
0,2,Volume,760,TradaBoostR2,30,0.1,3,79.00925407747252,54.64981805892914,86.97696657450055,55.00338263219141
0,3,Volume,95,TradaBoostR2,30,0.5,2,445.0131494797214,117.4883779173101,181.45957626472082,101.23757014408471
0,1,Volume,475,TradaBoostR2,30,0.1,4,275.43565526548076,105.23963421045626,168.1927148945449,85.16679611714407
0,2,Volume,665,TradaBoostR2,30,0.1,3,87.84459658400273,58.324161122774505,92.29524403158709,61.63073894678562
0,3,Volume,285,TradaBoostR2,30,0.5,2,313.9691652922168,84.09887050236497,99.93818939810087,67.9365338853106
0,1,Volume,190,TradaBoostR2,30,0.5,1,104.55379133784506,73.30108057945395,110.82401914312246,72.92342372244401
0,1,Volume,760,TradaBoostR2,30,0.1,3,87.82794211983857,55.41618639684157,101.97621217879725,56.87090676640107
0,3,Volume,380,TradaBoostR2,30,0.5,1,113.55340629314435,78.63424282931,108.78957703482345,78.93784382014235
0,1,Volume,855,TradaBoostR2,30,0.1,3,129.2728295109423,66.7368760537306,118.37563349250361,62.45455775806956
0,2,Volume,570,TradaBoostR2,30,0.1,4,110.70657874809162,67.18231636314074,113.63958877629842,72.97389097445017
0,2,Volume,950,TradaBoostR2,30,0.1,3,86.94080885699525,55.871908388630025,81.88797440360705,53.97324330116778
0,1,Volume,285,TradaBoostR2,30,0.5,2,95.02877147218102,66.40800305730049,115.90715161230223,70.82928822817348
0,2,Volume,380,TradaBoostR2,30,0.1,4,103.80135059500834,66.96789179866846,140.82826483560072,79.6837768151639
0,3,Volume,190,TradaBoostR2,30,0.5,2,926.2929535375184,146.53705946022308,192.06889392946553,100.61502106817778
0,1,Volume,570,TradaBoostR2,30,0.1,4,120.15491363735563,72.00513707874876,133.12200902062773,72.11884892696818
0,2,Volume,475,TradaBoostR2,30,0.1,4,103.73175945772745,65.99107680567066,110.12268864470066,70.25274991403319
0,1,Volume,665,TradaBoostR2,30,0.1,4,124.90847670371733,77.90340476695896,130.90996803662136,68.51655617116431
0,2,Volume,855,TradaBoostR2,30,0.1,2,75.99596640097452,51.64913207075759,87.60026166518402,55.094643100419695
0,1,Volume,190,TradaBoostR2,30,0.5,2,155.38412496105227,94.61811272321617,136.4677278021807,83.154516939879
0,3,Volume,475,TradaBoostR2,30,0.1,4,149.76106426948988,85.36676364974369,166.65579101538162,97.46047285870594
0,3,Volume,95,TradaBoostR2,30,0.5,3,452.07025708013015,159.36836658757935,407.0409381581104,170.12804810247255
0,3,Volume,380,TradaBoostR2,30,0.5,2,132.02956546559588,74.1289572225588,110.4997468053051,74.11123066699248
0,2,Volume,95,TradaBoostR2,30,0.1,5,249.65653586713606,116.13775919662467,636.4209559307869,159.37526558196913
0,2,Volume,285,TradaBoostR2,30,0.1,5,397.22442265848065,135.3301110039933,421.61497569553296,144.97806361179656
0,3,Volume,285,TradaBoostR2,30,0.5,3,626.7904378423717,117.86463592487806,164.96083454095864,85.59647759751716
0,1,Volume,95,TradaBoostR2,30,0.5,4,169.65188745799506,101.54123319229004,203.75406903700562,104.08366652947949
0,1,Volume,950,TradaBoostR2,30,0.1,4,98.3324092428609,63.22434336971,93.76770897657902,57.99973941591901
0,2,Volume,190,TradaBoostR2,30,0.1,5,388.50095506014793,152.79917099911876,2567.3478764283786,284.8507580048591
0,2,Volume,95,TradaBoostR2,30,0.5,1,99.20944774616352,71.24822314034604,108.92003537504898,76.96629683742353
0,2,Volume,285,TradaBoostR2,30,0.5,1,95.15912116795778,70.17978229606516,98.1531825787152,70.18416149848726
0,1,Volume,285,TradaBoostR2,30,0.5,3,118.41670842341135,77.90656904419968,141.38800262484955,79.37522832000346
0,3,Volume,190,TradaBoostR2,30,0.5,3,152.82314936667356,87.8140026771738,133.75152563311116,83.29449763510024
0,2,Volume,760,TradaBoostR2,30,0.1,4,101.0868118770211,61.834574388098815,110.66318655261621,65.59507937421058
0,2,Volume,665,TradaBoostR2,30,0.1,4,99.1455134049514,63.55728789345336,94.69949482262277,62.84533080818925
0,1,Volume,380,TradaBoostR2,30,0.1,5,170.40710468138573,99.30117074114634,169.50252617258624,99.79970735916616
0,2,Volume,190,TradaBoostR2,30,0.5,1,100.49873184167473,75.73203700790854,113.91526811475734,78.26598121830487
0,1,Volume,190,TradaBoostR2,30,0.5,3,170.67458537387472,101.16599870377435,165.8347925996275,91.64205801414975
0,1,Volume,760,TradaBoostR2,30,0.1,4,99.10716335271856,63.53799565456084,116.27237623586103,66.8231002567376
0,2,Volume,855,TradaBoostR2,30,0.1,3,86.1467446978203,56.491797424574,87.56897478432252,57.12490537392911
0,3,Volume,380,TradaBoostR2,30,0.5,3,108.54026613438248,64.77384757258478,141.2485997713113,72.55066952600222
0,2,Volume,95,TradaBoostR2,30,0.5,2,140.51752992096198,82.84619628703479,164.25160722451363,91.02648968076286
0,2,Volume,285,TradaBoostR2,30,0.5,2,80.81958474107853,60.8785341404187,97.44423323404969,65.60171219029877
0,1,Volume,380,TradaBoostR2,30,0.5,1,93.84675306533758,69.3156384409215,95.99897969063029,66.78893007411195
0,1,Volume,855,TradaBoostR2,30,0.1,4,102.22744176927733,64.400219311551,93.11943479365598,59.04895778168933
0,1,Volume,475,TradaBoostR2,30,0.1,5,167.3345135902032,97.42223246855153,183.18833108839914,105.23245893198734
0,2,Volume,950,TradaBoostR2,30,0.1,4,98.17506466086165,60.5536958603849,101.69501274234433,62.37703786911311
0,3,Volume,95,TradaBoostR2,30,0.5,4,273.78215500085867,142.95840365816707,261.92582151507713,153.05550492748648
0,2,Volume,190,TradaBoostR2,30,0.5,2,98.9449531810232,68.15904189148387,103.81745377772685,71.34278042591603
0,2,Volume,380,TradaBoostR2,30,0.1,5,125.72909755988869,78.33510767293104,164.90417693943638,88.02294356176594
0,2,Volume,570,TradaBoostR2,30,0.1,5,155.21675694794757,93.6905939406538,183.7844011823197,108.88423173252707
0,1,Volume,475,TradaBoostR2,30,0.5,1,100.25897674605253,76.43253067768019,103.64841970104231,75.78257717210487
0,3,Volume,285,TradaBoostR2,30,0.5,4,291.85874388933206,123.36383367913999,211.88658070649498,105.03621385602506
0,1,Volume,570,TradaBoostR2,30,0.1,5,288.4486011025242,116.19931530241999,206.1615145014528,107.80691597604836
0,2,Volume,475,TradaBoostR2,30,0.1,5,156.72433989887526,94.91841329231981,211.79307877846975,110.89079010906222
0,1,Volume,380,TradaBoostR2,30,0.5,2,102.36194565712154,69.0534619464208,102.53904468785886,66.00882067154113
0,3,Volume,190,TradaBoostR2,30,0.5,4,480.6872095990352,177.90341231901783,339.060255044205,155.0531499176492
0,1,Volume,665,TradaBoostR2,30,0.1,5,107.67827825618603,68.94599438236192,112.99552825663517,68.73535017494356
0,2,Volume,380,TradaBoostR2,30,0.5,1,91.67256332479515,67.94306525921627,95.44910901316021,69.35940630515096
0,1,Volume,285,TradaBoostR2,30,0.5,4,160.42731308084973,95.50001206368593,201.28863805213996,104.28607170304444
0,2,Volume,570,TradaBoostR2,30,0.5,1,120.01981593472205,86.01232166109601,127.03060479504623,86.60278450050008
0,1,Volume,95,TradaBoostR2,30,0.5,5,278.4903110123515,119.4033586261907,270.07331746757126,131.52887732684337
0,2,Volume,285,TradaBoostR2,30,0.5,3,197.82785948036442,104.78480640916601,177.12842338047042,105.1761456928701
0,2,Volume,95,TradaBoostR2,30,0.5,3,218.64644569037495,115.16240963196431,289.3840624499552,133.79506712287656
0,1,Volume,570,TradaBoostR2,30,0.5,1,100.2632946301885,75.681232606227,109.66500343553675,77.1732279722664
0,3,Volume,475,TradaBoostR2,30,0.1,5,198.54810959211434,100.40469760835971,178.70833593968334,105.18367864303806
0,2,Volume,475,TradaBoostR2,30,0.5,1,107.43985441791769,77.32894919527135,111.4960125462983,76.0652431793718
0,1,Volume,475,TradaBoostR2,30,0.5,2,86.48375565730458,60.47773835031979,88.34402080463745,59.97996737345626
0,1,Volume,665,TradaBoostR2,30,0.5,1,98.65882449164731,75.54451117443159,100.93090924847945,71.5546283667458
0,1,Volume,190,TradaBoostR2,30,0.5,4,151.68880732488142,93.38231887844404,231.038736627786,93.24782109890967
0,3,Volume,380,TradaBoostR2,30,0.5,4,108.9504374658714,69.02451050138401,114.79743017168755,75.1378862953515
0,1,Volume,95,TradaBoostR2,30,1.0,1,142.36467946505368,88.70820764550626,144.0937850567905,86.6265724829297
0,2,Volume,190,TradaBoostR2,30,0.5,3,303.7703981957493,163.45754663455122,339.0726237271828,166.24788133009477
0,3,Volume,475,TradaBoostR2,30,0.5,1,103.49919227721361,73.95371790702742,95.68029570024356,72.01957245955921
0,2,Volume,380,TradaBoostR2,30,0.5,2,91.68576621593151,64.54300584243049,93.41170791725908,65.78420710435168
0,2,Volume,570,TradaBoostR2,30,0.5,2,88.06412881610379,65.22490082690614,90.79511934473912,63.5436633621594
0,1,Volume,950,TradaBoostR2,30,0.1,5,131.25876813923267,75.36022580019814,121.58639405652855,70.66804000889303
0,2,Volume,665,TradaBoostR2,30,0.1,5,156.84272099405257,88.72811869551467,173.02873776153552,96.68804118365647
