,seed,target_column,train_size_,method,n_estimators,lr,tree_size,val_rmse,val_mae,rmse,mae
0,2,Volume,380,TradaBoostR2,10,0.1,5,126.68134118286925,81.24364368503603,144.4539787053364,87.07988444287044
0,1,Volume,475,TradaBoostR2,10,0.1,5,178.75582830978436,110.21318717818296,198.22785640493845,119.35706657588757
0,3,Volume,285,TradaBoostR2,10,0.5,2,145.1445568046559,78.55989152600706,122.79979439258226,69.83340795267786
0,2,Volume,285,TradaBoostR2,10,0.5,1,79.30660814319658,58.19589395590904,88.51366313055034,61.44651116703713
0,2,Volume,475,TradaBoostR2,10,0.1,5,248.37080597050056,108.64402745251341,274.82352941871574,124.68139064168827
0,3,Volume,380,TradaBoostR2,10,0.5,2,144.54972779933777,69.29802158434043,126.95512417574501,66.71991250306007
0,3,Volume,95,TradaBoostR2,10,0.5,2,432.645744921829,100.44217205723257,156.26373096380993,84.7414598560975
0,2,Volume,190,TradaBoostR2,10,0.5,1,86.47201185705406,62.267313398451186,101.87075044562283,67.9452551159925
0,1,Volume,665,TradaBoostR2,10,0.1,5,149.51163338776956,91.40815430732258,146.26689968984434,85.80193139122338
0,2,Volume,570,TradaBoostR2,10,0.1,5,186.75484081717104,112.38608786962183,228.8565321374186,121.02693855395641
0,1,Volume,570,TradaBoostR2,10,0.1,5,293.38690671745803,126.03669143663926,248.23968749656177,130.22008108674888
0,3,Volume,475,TradaBoostR2,10,0.1,5,179.22697038267356,96.8194245431839,194.35607556650203,104.82029387724464
0,1,Volume,380,TradaBoostR2,10,0.5,1,95.21953349219358,65.66538211675494,90.39585668294713,61.12543717026436
0,1,Volume,760,TradaBoostR2,10,0.1,5,192.60062013813373,100.47632280903338,197.6751999250172,104.18110140423524
0,3,Volume,190,TradaBoostR2,10,0.5,2,221.43586839368007,87.01581691524764,129.6008792169445,80.41406587481528
0,1,Volume,950,TradaBoostR2,10,0.1,5,271.68534233573234,137.23661178532362,373.4397297936402,162.39237443298322
0,1,Volume,190,TradaBoostR2,10,0.5,2,167.4247843397302,96.21875752792954,159.45723051053434,87.25225545021326
0,1,Volume,855,TradaBoostR2,10,0.1,5,170.44931703558706,97.03265342066946,177.52592743373424,104.2171847503973
0,2,Volume,380,TradaBoostR2,10,0.5,1,82.89462715826971,60.101591236619655,86.42568634915338,61.14229113544307
0,2,Volume,95,TradaBoostR2,10,0.5,2,121.72541903480257,75.89087597568987,161.6109764690372,85.81958837490188
0,2,Volume,950,TradaBoostR2,10,0.1,5,413.14967142714215,130.82488517088166,368.470372591286,142.20813856499765
0,2,Volume,760,TradaBoostR2,10,0.1,5,230.32321244769022,105.59369095836313,266.384034881603,116.94605144150933
0,2,Volume,475,TradaBoostR2,10,0.5,1,91.30079534134701,65.43957604729322,97.93330575029754,65.92666618390551
0,1,Volume,475,TradaBoostR2,10,0.5,1,98.6764881981725,71.99068183251076,95.88292661374378,66.93132670590796
0,2,Volume,665,TradaBoostR2,10,0.1,5,193.6414782070477,110.21616955913167,226.9879537867546,126.11264247249883
0,1,Volume,665,TradaBoostR2,10,0.5,1,89.15964773627813,64.674880274558,88.39856761619777,62.0943345135399
0,2,Volume,570,TradaBoostR2,10,0.5,1,90.10498536617575,65.11538594947055,97.18715666639868,67.28014793757686
0,1,Volume,570,TradaBoostR2,10,0.5,1,91.49806638982548,66.75814600569399,86.22584564476723,62.4472952826173
0,3,Volume,475,TradaBoostR2,10,0.5,1,91.13260706922532,63.62735936620447,84.4736316543885,61.45048777947692
0,1,Volume,285,TradaBoostR2,10,0.5,3,101.39298066046508,67.82903302141771,109.54862395577797,69.03869171337729
0,1,Volume,950,TradaBoostR2,10,0.5,1,86.32673613310016,61.03729812994658,74.28659020694782,54.48794040764098
0,2,Volume,285,TradaBoostR2,10,0.5,2,94.37795252820959,65.3478655217918,102.18767441878119,67.3012506633919
0,1,Volume,760,TradaBoostR2,10,0.5,1,88.90142635274114,64.57689062901056,84.41608163788808,59.69655429841459
0,2,Volume,190,TradaBoostR2,10,0.5,2,101.76602229863427,69.79060765905882,106.1042718935347,68.57852767661025
0,1,Volume,95,TradaBoostR2,10,0.5,3,217.02460960327574,126.02427471200747,247.96549857863232,134.85405475671416
0,1,Volume,855,TradaBoostR2,10,0.5,1,90.63287211043726,64.22269524935945,79.96089769454369,59.0147357375999
0,2,Volume,950,TradaBoostR2,10,0.5,1,84.67491361452123,61.64639141951343,91.80311192006081,62.235737477797755
0,2,Volume,760,TradaBoostR2,10,0.5,1,84.54608933630122,60.53622304008773,94.34727022902163,64.54397954207558
0,2,Volume,665,TradaBoostR2,10,0.5,1,85.6856295378769,62.27303534908304,95.35406811197966,65.88807182062052
0,1,Volume,380,TradaBoostR2,10,0.5,2,98.65827329467687,63.54504092726651,118.7137242875366,67.86658076558236
0,3,Volume,285,TradaBoostR2,10,0.5,3,461.8070727240257,103.31852385912721,146.26358212904563,82.8229581950049
0,3,Volume,95,TradaBoostR2,10,0.5,3,433.16435974954675,150.56403497638755,398.50707704282627,165.14527168958276
0,3,Volume,380,TradaBoostR2,10,0.5,3,279.8329934914289,88.16460001717199,235.93383287408943,87.84960279956543
0,2,Volume,380,TradaBoostR2,10,0.5,2,116.49579313187618,66.30777665466908,107.75648491766952,64.32017029045772
0,2,Volume,855,TradaBoostR2,10,0.1,5,265.3867922430152,117.36981931040624,235.24227594988093,113.8185664820979
0,2,Volume,475,TradaBoostR2,10,0.5,2,81.36995994436023,57.44398317938101,97.42801337594034,62.18778515876349
0,1,Volume,475,TradaBoostR2,10,0.5,2,91.5111110901798,62.88444325182905,83.88439613283553,56.15446594889072
0,2,Volume,570,TradaBoostR2,10,0.5,2,85.29295141714556,59.77615054573444,86.55625912590523,58.78288360924851
0,3,Volume,190,TradaBoostR2,10,0.5,3,158.8982646853076,92.07526079896807,156.5059986956942,94.48724799636652
0,1,Volume,190,TradaBoostR2,10,0.5,3,131.78126975472824,83.1688386897138,126.5041080226576,76.16615185729503
0,1,Volume,665,TradaBoostR2,10,0.5,2,84.5015843295888,58.80199924850481,86.08045089003355,57.51967154704103
0,1,Volume,570,TradaBoostR2,10,0.5,2,91.29522130602848,61.10982595225515,81.68724445839972,55.13706041843419
0,3,Volume,475,TradaBoostR2,10,0.5,2,91.34270420320757,61.07254547224004,93.27453024811743,62.85744815274092
0,2,Volume,95,TradaBoostR2,10,0.5,3,216.50542947941886,112.37561977652143,258.99594415801033,125.45507277831334
0,1,Volume,950,TradaBoostR2,10,0.5,2,85.80724141664163,58.02579538223741,78.50046709028547,54.094124748848095
0,1,Volume,760,TradaBoostR2,10,0.5,2,80.78948778081644,55.69602843066552,87.27431835135832,55.338010042971
0,1,Volume,855,TradaBoostR2,10,0.5,2,84.46660765427545,57.13555207433879,88.70636180316738,55.40456377864615
0,2,Volume,665,TradaBoostR2,10,0.5,2,77.94749248666596,56.456954351750106,83.67548399243053,55.752913376438606
0,2,Volume,855,TradaBoostR2,10,0.5,1,83.35962809268669,60.26007746769411,92.18042340541447,63.42110901783657
0,2,Volume,950,TradaBoostR2,10,0.5,2,78.09878788284011,53.298018161594456,86.10622839986351,58.03146255234183
0,2,Volume,760,TradaBoostR2,10,0.5,2,77.20123902344609,54.90335214037518,81.02191199484875,55.17925221123998
0,2,Volume,285,TradaBoostR2,10,0.5,3,143.70237669621483,79.23298389211241,140.451294166543,76.97990683314151
0,2,Volume,190,TradaBoostR2,10,0.5,3,161.83030918310962,96.16367125673496,238.58718244901635,117.7957779229145
0,1,Volume,380,TradaBoostR2,10,0.5,3,116.25257686948468,71.34848037423755,157.85799054140443,77.26945591432857
0,1,Volume,285,TradaBoostR2,10,0.5,4,159.03991566153303,96.35446581124579,194.56534225706295,108.69525281444552
0,1,Volume,95,TradaBoostR2,10,0.5,4,189.16678412780962,112.16550045292172,201.1815123654423,117.86522422955679
0,2,Volume,380,TradaBoostR2,10,0.5,3,84.70020682229503,57.44060061979171,86.72030719696193,58.97417533459609
0,2,Volume,475,TradaBoostR2,10,0.5,3,83.86519733091107,57.18762642547045,86.35748148119426,57.82283577633069
0,3,Volume,95,TradaBoostR2,10,0.5,4,187.80352404306987,112.64715997351206,271.32652794938764,127.25516749101082
0,2,Volume,570,TradaBoostR2,10,0.5,3,90.13694061588743,58.47092331456893,89.14111514606304,59.88301556821633
0,1,Volume,475,TradaBoostR2,10,0.5,3,109.16468997403554,70.53486377653914,110.48086704530074,65.21497739695548
0,3,Volume,285,TradaBoostR2,10,0.5,4,133.69504344217867,80.02798674573053,128.48715221429723,80.94933768757174
0,1,Volume,665,TradaBoostR2,10,0.5,3,95.12793115904746,61.1803495323945,108.60524552849007,61.922510650896676
0,3,Volume,380,TradaBoostR2,10,0.5,4,117.14314386051822,75.2492491539028,140.43635697597847,85.44165866112881
0,2,Volume,855,TradaBoostR2,10,0.5,2,75.92954099005665,55.00490308670875,87.40583805426678,57.06206022398153
0,1,Volume,570,TradaBoostR2,10,0.5,3,93.31419117277301,61.782749753194494,93.02100011020593,58.736830354130205
0,3,Volume,190,TradaBoostR2,10,0.5,4,235.75667573502298,130.31281537964762,279.1668112073304,153.9402007423469
0,1,Volume,950,TradaBoostR2,10,0.5,3,87.11126252009007,57.43991579181914,81.31609109401529,54.12417927316016
0,3,Volume,475,TradaBoostR2,10,0.5,3,123.7040860418292,75.4228951157579,105.59189282917156,68.7235187728259
0,1,Volume,190,TradaBoostR2,10,0.5,4,181.95505892807796,105.20474061243931,188.42165812960292,110.19615625222066
0,1,Volume,760,TradaBoostR2,10,0.5,3,96.99720304677179,58.671511316243546,85.77098529343455,54.36746629218589
0,1,Volume,855,TradaBoostR2,10,0.5,3,85.57441060627319,58.19381939950785,86.50886776104515,55.81620507360038
0,2,Volume,665,TradaBoostR2,10,0.5,3,87.90301433965509,57.68931440137414,106.03057244525057,63.5643765029388
0,2,Volume,760,TradaBoostR2,10,0.5,3,85.10380718662303,55.826163615801015,88.58142604243287,57.650716039891265
0,2,Volume,950,TradaBoostR2,10,0.5,3,84.36768509005783,55.72975337813215,85.2861552178532,57.06040915764889
0,2,Volume,95,TradaBoostR2,10,0.5,4,158.78853846176779,92.20779804260977,285.12962162092936,108.58524659506872
0,2,Volume,190,TradaBoostR2,10,0.5,4,250.03830035250422,139.40754324922764,320.65584490208624,156.75358468677464
0,2,Volume,285,TradaBoostR2,10,0.5,4,170.56713873400906,99.85441159970703,243.79829359356236,124.70334957939576
0,1,Volume,380,TradaBoostR2,10,0.5,4,149.97610179785772,80.48343256857397,119.3106903441347,76.42243682659458
0,2,Volume,855,TradaBoostR2,10,0.5,3,85.16109250781925,55.57486355823234,98.10503816940387,62.14905608059968
0,1,Volume,475,TradaBoostR2,10,0.5,4,228.11312477815872,88.83586009557551,148.01767478086532,84.5676537635419
0,2,Volume,380,TradaBoostR2,10,0.5,4,133.41214417717154,78.51378648468284,152.6856309314445,87.15636422384843
0,2,Volume,475,TradaBoostR2,10,0.5,4,94.76419455494465,62.70486555279445,125.04965106228752,74.2979541031775
0,1,Volume,95,TradaBoostR2,10,0.5,5,139.4976459277968,92.34113922406848,154.94859821639542,92.69547672104373
0,2,Volume,570,TradaBoostR2,10,0.5,4,90.63162884523004,59.992291107074855,102.41645562484895,64.94096747698661
0,1,Volume,285,TradaBoostR2,10,0.5,5,210.67765538891877,121.86206272214083,358.26510615386144,143.258269191603
0,1,Volume,665,TradaBoostR2,10,0.5,4,99.96683352615307,64.29677550625482,118.60320553656045,66.79414118330814
0,3,Volume,475,TradaBoostR2,10,0.5,4,374.83322978053127,113.18323472622302,201.10953260357317,108.71354159043999
0,1,Volume,570,TradaBoostR2,10,0.5,4,109.12295763715828,68.87993538594355,118.47194773501808,70.92989954020474
0,3,Volume,95,TradaBoostR2,10,0.5,5,3279.4277222129986,292.43235012468125,692.2994424901556,187.91143274163184
0,3,Volume,285,TradaBoostR2,10,0.5,5,5703.145923173621,530.8756555580852,637.0646223302228,176.29895956911565
0,1,Volume,950,TradaBoostR2,10,0.5,4,97.42000966117111,64.48952426760059,100.57629098810173,62.69740281663963
0,1,Volume,95,TradaBoostR2,10,1.0,1,222.87963294976888,114.71616231676877,215.40095299649525,106.76179867248858
0,1,Volume,190,TradaBoostR2,10,0.5,5,163.3504719707533,94.75351178480238,202.1074127866653,97.1830525592868
0,3,Volume,190,TradaBoostR2,10,0.5,5,170.2126849851691,95.28076671774129,201.8302329502359,96.45809946908456
0,1,Volume,285,TradaBoostR2,10,1.0,1,92.99092653650182,67.94255677931531,101.91102688324636,68.98421892988578
0,2,Volume,665,TradaBoostR2,10,0.5,4,100.62067957490078,62.43672327070231,105.12834056932189,67.26280141273253
0,1,Volume,760,TradaBoostR2,10,0.5,4,108.65841564649519,67.3110147659753,129.58747722356836,69.74285089333294
0,1,Volume,855,TradaBoostR2,10,0.5,4,102.69100698239468,64.00189762402988,111.41857759633115,67.87806643037175
0,2,Volume,950,TradaBoostR2,10,0.5,4,97.11112061594018,60.57638606966377,114.12565491926003,66.33807452162667
0,2,Volume,760,TradaBoostR2,10,0.5,4,111.18976611719135,66.58641662121569,95.98598639735378,63.6449278470364
0,3,Volume,380,TradaBoostR2,10,0.5,5,163.05875659934412,105.14365624480519,168.2467671650057,104.3937679936531
0,3,Volume,95,TradaBoostR2,10,1.0,1,298.27236898057294,82.23745718086536,111.81132264407567,70.06609786919566
