,seed,target_column,target_instances,method,n_estimators,lr,tree_size,val_rmse,val_mae,rmse,mae
0,1,Hgv,380,TradaBoostR2,10,0.1,1,3.5795143709649455,2.7398159620852858,3.580725017558105,2.6786309256800127
0,2,Hgv,95,TradaBoostR2,10,0.1,1,4.693345491062057,3.5838447078773585,6.039304348977892,4.201628742688889
0,1,Hgv,380,TradaBoostR2,10,0.1,2,4.816372572598535,3.3090326919619044,6.579612702349538,3.54627158963465
0,2,Hgv,475,TradaBoostR2,10,0.1,1,3.3143214883616245,2.577894078219968,3.8222883866685744,2.734673089863662
0,1,Hgv,380,TradaBoostR2,10,0.5,1,3.2017907072258756,2.35928868139709,3.3732079226542253,2.3919930457886984
0,2,Hgv,95,TradaBoostR2,10,0.1,2,7.936519753451693,4.651118585280757,11.829465663449685,5.85722148665492
0,2,Hgv,95,TradaBoostR2,10,0.5,1,3.8835117722383092,3.0237965384252825,4.162491823541667,3.2729609324632736
0,1,Hgv,665,TradaBoostR2,10,0.1,1,3.0888334546440555,2.370228068766959,3.033502846575644,2.317312673757216
0,2,Hgv,475,TradaBoostR2,10,0.1,2,3.2850215670060448,2.509732337469638,3.651386123573547,2.610382686694856
0,1,Hgv,95,TradaBoostR2,10,0.1,1,10.190779116471319,5.392451106381532,10.243538598856167,5.629214276306973
0,1,Hgv,380,TradaBoostR2,10,0.5,2,3.0966785116746673,2.2274481725246176,3.398101887339131,2.330147015371299
0,2,Hgv,475,TradaBoostR2,10,0.5,1,2.6380458445984813,2.045623744216525,2.555250685453149,2.014548004218461
0,2,Hgv,95,TradaBoostR2,10,0.5,2,5.1342901595154595,3.174160854414876,4.845171430397334,3.4249476529393674
0,1,Hgv,95,TradaBoostR2,10,0.1,2,11.501959820245279,5.913631388690049,16.474764769607656,7.1013828797507506
0,1,Hgv,665,TradaBoostR2,10,0.1,2,6.703881386511542,3.1164006611727313,7.937681162353231,3.2271803170863373
0,1,Hgv,380,TradaBoostR2,20,0.1,1,3.430379482519767,2.600376309454736,3.386280338677334,2.545346718954676
0,2,Hgv,475,TradaBoostR2,10,0.5,2,2.9860677201870818,2.202491260252029,3.1445370700418462,2.2241669279054537
0,1,Hgv,95,TradaBoostR2,10,0.5,1,3.9471725372153967,2.9712137912271395,4.093706970101602,2.8389933136178125
0,1,Hgv,760,TradaBoostR2,10,0.1,1,2.949296349516026,2.258659201510464,3.0193066921584024,2.261377604868721
0,1,Hgv,665,TradaBoostR2,10,0.5,1,2.6018893519175603,1.9807439663893542,2.5279484249414566,1.9264469736239023
0,2,Hgv,95,TradaBoostR2,20,0.1,1,4.4878691053230755,3.426755815701019,5.728350324331194,4.001309692823238
0,1,Hgv,95,TradaBoostR2,10,0.5,2,10.623139342973367,5.116348516115106,14.8706545958658,5.774696304395629
0,2,Hgv,285,TradaBoostR2,10,0.1,1,3.66855427912268,2.9325433591721866,3.915249023745294,3.0101020236151568
0,1,Hgv,475,TradaBoostR2,10,0.1,1,3.3828292905123125,2.574360571810766,3.4902908241261037,2.6219357218098613
0,2,Hgv,475,TradaBoostR2,20,0.1,1,3.204226174844629,2.4837281440200036,3.6616454265162455,2.6246062591498527
0,1,Hgv,760,TradaBoostR2,10,0.1,2,3.114773099058208,2.391491348722664,3.237914305826952,2.3675470213434058
0,1,Hgv,665,TradaBoostR2,10,0.5,2,2.9628523212641076,2.169040077716,2.712171326543656,1.975624635674474
0,2,Hgv,190,TradaBoostR2,10,0.1,1,3.978013362592429,3.1442329900146926,4.545500990852024,3.339887017224606
0,1,Hgv,380,TradaBoostR2,20,0.1,2,3.5784427304272683,2.714059513756167,3.7037921391966178,2.658043028683325
0,1,Hgv,760,TradaBoostR2,10,0.5,1,2.487943565234994,1.9091608590054634,2.43648246889275,1.8438736867089685
0,2,Hgv,285,TradaBoostR2,10,0.1,2,3.641513852678296,2.7526639428486317,6.4762524035959945,3.6276816581649247
0,2,Hgv,95,TradaBoostR2,20,0.1,2,7.7063057596436675,4.406274415283491,11.712178890838022,5.612073990239657
0,1,Hgv,95,TradaBoostR2,20,0.1,1,9.82026319170493,4.962816286839447,9.925101891917254,5.213685286055669
0,1,Hgv,475,TradaBoostR2,10,0.1,2,3.9534230480819486,2.883709470193438,4.00462011352984,2.8449281388811034
0,1,Hgv,665,TradaBoostR2,20,0.1,1,2.9711890590565537,2.2506125958468433,3.099804314110535,2.2861682405239327
0,2,Hgv,285,TradaBoostR2,10,0.5,1,3.0636230323158746,2.368086964526962,3.0678687781720617,2.384037578037981
0,1,Hgv,760,TradaBoostR2,10,0.5,2,2.7406135932668656,2.0801634615130555,2.9336604854851003,1.9835957334291736
0,1,Hgv,380,TradaBoostR2,20,0.5,1,2.852786858210413,2.0003879310136545,2.937168517528222,2.055182574446845
0,2,Hgv,190,TradaBoostR2,10,0.1,2,5.0275492431713324,3.3956023383089664,7.06400532406611,4.313007474068844
0,1,Hgv,475,TradaBoostR2,10,0.5,1,2.8263859176448416,2.1291356586974253,2.846182319810102,2.149696047191821
0,2,Hgv,95,TradaBoostR2,20,0.5,1,3.428611279312159,2.6344124457538327,3.690651847776054,2.779304516560856
0,2,Hgv,475,TradaBoostR2,20,0.1,2,5.78866337420684,2.903546827200224,7.71877938190707,3.2382722049807975
0,1,Hgv,285,TradaBoostR2,10,0.1,1,3.8877893815119644,2.93853067084707,4.111617117090703,2.9475789280956124
0,2,Hgv,190,TradaBoostR2,10,0.5,1,8.348104139165244,3.1394782599306352,3.3952775429679183,2.6155106084102884
0,1,Hgv,190,TradaBoostR2,10,0.1,1,4.351569962016153,3.3838980564253065,4.297388497926283,3.2474624530327487
0,2,Hgv,285,TradaBoostR2,10,0.5,2,62.449578256075135,7.25869032736646,3.8160253456290216,2.663854469894256
0,1,Hgv,760,TradaBoostR2,20,0.1,1,2.867988449072261,2.1870455366379025,2.9661033233486194,2.1843572944275778
0,1,Hgv,475,TradaBoostR2,10,0.5,2,2.955709302327441,2.2057439270246775,2.924965783887071,2.1598899739009823
0,1,Hgv,95,TradaBoostR2,20,0.1,2,11.395315198999935,5.737703908741058,16.393550481374046,6.955271377675538
0,1,Hgv,665,TradaBoostR2,20,0.1,2,6.598243129200013,2.944365552160565,7.835431789447428,3.019378449548925
0,2,Hgv,475,TradaBoostR2,20,0.5,1,2.551648486421961,1.834671121614642,2.920316706774678,1.9314140779202018
0,1,Hgv,380,TradaBoostR2,20,0.5,2,3.314296312381575,2.152213779764165,3.570831514290513,2.2915145699340993
0,1,Hgv,285,TradaBoostR2,10,0.1,2,7.640325817107052,3.8875316189372646,16.331412848337422,5.110895889235352
0,2,Hgv,285,TradaBoostR2,20,0.1,1,3.4127529266479733,2.6978566218137616,3.769877053489761,2.837949345251397
