,Description,radius,datum,east,north,ForestClass,Biomassa_above,Biomassa_below,Basal_area,Basal_Area_Pine,Basal_Area_Spruce,Basal_Area_Contorta,Basal_Area_Decideous,Volume,Volume_Pine,Volume_Spruce,Volume_Contorta,Volume_Decideous,Dgv,Hgv,Mean_Age_basal_area_weighted,ScanDatum,leaveson,scanner_type,Plot,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,itot,imax,imean,isd,iskew,ikurt,ipground,ipcumzq10,ipcumzq30,ipcumzq50,ipcumzq70,ipcumzq90,p1th,p2th,p3th,p4th,p5th,pground,n,area,l_1,l_2,t_3,t_4,raster_image_path,north_processed,east_processed,area_code,gh,mahalanobi
1027,201826881060,10,2018-08-28,884800,7359100,23,12.542811026899,4.33982487123552,4.48639692187603,1.87,6.48,0.0,-3.86360307812397,15.3700753130122,7.6,25.75,0.0,-17.9799246869878,8.6,5.8,49.5,2018-09-08,2,0,201826881060,7.67,1.4279940564636,1.89932224439663,1.13212964295795,3.04077406734496,0.639235057440459,36.849925705795,31.6493313521545,0.0,0.0,0.02,0.04,0.06,0.07,0.09,0.12,0.154,0.19,0.23,0.41,1.64,2.28,2.75,3.338,3.924,4.59,5.114,56.3973063973064,59.0909090909091,67.003367003367,75.0841750841751,82.4915824915825,88.8888888888889,95.7912457912458,98.1481481481482,99.3265993265993,4850224,23075,7206.87072808321,5573.70289145842,-0.115259841755017,1.16226152725854,84.257263169701,18.4375814395376,48.8889379129706,76.4445930744642,93.891313061005,98.2254015484646,72.3625557206538,27.1916790490342,0.445765230312036,0.0,0.0,55.2748885586924,673,381.5512,1.42799405646359,0.95729423158565,0.413301440426864,0.0518745815647572,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826881060.tif,7359100,884800,4,0.0,0.8001797635538521
1028,201826883060,10,2018-08-28,884900,7357900,23,29.0312026355982,9.48544042537909,9.89130725726215,6.62,0.82,0.0,2.45130725726215,45.754929312377,27.94,4.33,0.0,13.484929312377,12.1,8.8,36.3,2018-09-08,2,0,201826883060,14.74,2.31723910171731,2.92979158695961,1.41417388582347,5.10156183064142,0.62532127389393,39.3659180977543,41.4795244385733,0.0,0.03,0.05,0.07,0.09,0.11,0.13,0.17,0.21,0.31,1.278,2.22,3.17,3.74,4.35,4.968,5.58,6.268,7.26,53.125,61.6477272727273,74.0056818181818,86.3636363636364,94.8863636363636,97.3011363636364,98.0113636363636,98.4375,99.2897727272727,4592748,27802,6067.03830911493,5663.36941395322,0.333260077578609,1.44007640946465,83.6428430212152,19.8215316842988,57.1208348465886,85.6024759033154,94.273080081903,97.9630495729354,66.3143989431968,31.9682959048877,1.58520475561427,0.132100396301189,0.0,48.2166446499339,757,384.3098,2.31723910171731,1.48282013377786,0.372591460325039,0.0490609306374631,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826883060.tif,7357900,884900,4,1.8028537250810465e-07,0.5034524645763555
1029,201826884060,10,2018-08-28,884300,7358500,42,86.7416273767434,28.4784985825115,20.4484430793206,9.93,7.51,0.0,3.0084430793206,151.065090591859,81.57,50.87,0.0,18.625090591859,20.7,15.3,141.9,2018-09-08,2,0,201826884060,19.05,4.38095785440613,5.28426738705703,1.10179614500371,2.95151495925775,0.726304821980717,36.2707535121328,52.234993614304,0.02,0.06,0.09,0.114,0.13,0.16,0.2,0.27,0.878000000000001,2.45,3.307,4.006,4.573,5.388,6.8,9.47,11.817,13.622,15.469,45.778364116095,56.9920844327177,70.712401055409,77.3087071240106,79.5514511873351,83.7730870712401,88.2585751978892,93.9313984168866,98.2849604221636,3548382,24301,4531.77777777778,5033.72821381978,0.905973800542589,2.18536018892763,62.6566699977624,18.5230902422569,53.9251692743341,77.8426336285101,88.9191749929968,95.1716303374327,61.3026819923372,34.7381864623244,3.83141762452107,0.127713920817369,0.0,34.610472541507,783,385.0854,4.38095785440613,2.75151339362998,0.362428353536847,0.0486321785769778,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826884060.tif,7358500,884300,4,4.902851579605015e-07,0.5240985650257673
1030,201826893060,10,2018-06-12,846700,7387300,42,63.4443838330623,20.9646772576747,15.948518408739,15.924,0.008,0.0,0.0165184087390005,132.772507826814,132.78,0.016,0.0,-0.0234921731859945,21.86,17.2,97.9,2020-09-22,2,0,201826893060,19.09,5.32307490144547,6.43269428744272,0.55648661057821,1.5562380718656,0.592085888223992,41.6557161629435,42.838370565046,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.07,0.09,0.14,0.220000000000001,6.85,9.6,11.19,12.07,12.91,13.98,14.82,15.98,45.4697986577181,46.1409395973154,47.1476510067114,51.006711409396,55.0335570469799,63.5906040268456,77.1812080536913,90.4362416107383,98.8255033557047,3718263,12417,4886.0223390276,5366.86164868066,0.554733987728163,1.3318633935237,90.6209700604825,31.3403059439313,48.5580498205748,82.2622821462602,95.1146005540759,98.0971222315366,66.754270696452,27.5952693823916,5.65045992115637,0.0,0.0,55.3219448094612,761,381.7587,5.32307490144547,3.35271159831247,0.287394336847384,-0.0962375418931155,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826893060.tif,7387300,846700,4,0.0,0.9382790078170026
1032,201826902120,10,2018-08-27,859900,7392600,23,14.6280037558261,4.68667209008207,5.35790102341976,4.106,0.0,0.0,1.25190102341976,22.0964185424369,15.736,0.0,0.0,6.3604185424369,7.54,6.84,27.5,2020-09-22,2,0,201826902120,9.59,1.25711538461538,2.01199700868639,1.83233467862629,5.41712654368751,0.5263103129554,28.9940828402367,21.1538461538462,0.0075,0.05,0.08,0.1,0.12,0.14,0.15,0.17,0.18,0.19,0.22,0.24,0.28,1.175,1.49,2.35,3.565,4.73,5.725,66.9266770670827,77.3790951638065,80.3432137285491,86.1154446177847,89.8595943837753,95.0078003120125,96.8798751950078,99.0639625585023,99.6879875195008,5020811,19626,7427.23520710059,5417.60135902748,-0.350930295769119,1.19118228728905,86.1602438331178,14.9417892846395,46.1621439245572,71.5561489966462,96.5695183507206,98.9938876408612,78.698224852071,20.8579881656805,0.443786982248521,0.0,0.0,61.094674556213,676,384.7452,1.25711538461538,0.899878566732413,0.563083247974621,0.235540261757961,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826902120.tif,7392600,859900,4,0.0,0.5348891429063143
1033,201826903120,10,2018-08-27,858700,7392500,31,99.2625795798729,34.61501249059,29.7432157897679,19.712,0.008,0.0,10.0232157897679,172.136047214543,122.63,0.02,0.0,49.486047214543,14.88,11.62,72.9,2020-09-22,2,0,201826903120,15.53,3.8521581920904,4.78957018469638,0.668785269934756,1.69647488695649,0.594670204548318,38.4180790960452,40.1129943502825,0.0,0.03,0.06,0.09,0.1,0.12,0.14,0.15,0.17,0.21,0.26,2.228,6.46400000000001,8.24,9.11,9.732,10.38,11.002,11.908,56.394640682095,58.2216808769793,59.3179049939099,61.9975639464068,65.4080389768575,74.6650426309379,88.5505481120585,96.8331303288672,99.7563946406821,3297263,17778,3725.7209039548,4839.98839305095,1.07292711688879,2.2280407028079,90.2703545334418,13.8466055028064,46.3329737421613,82.5761548290203,95.1614718025223,98.1826442112746,59.2090395480226,37.6271186440678,3.05084745762712,0.112994350282486,0.0,55.0282485875706,885,361.0872,3.85215819209039,2.46448802311016,0.322955561182748,-0.0679908230210192,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826903120.tif,7392500,858700,4,3.770290212845961e-07,1.502925301384161
1034,201826904060,10,2018-08-27,858700,7393100,33,73.5121837366683,24.9175200118218,17.1790778469468,11.388,2.144,0.0,3.6470778469468,139.123035663382,97.106,14.276,0.0,27.741035663382,23.1,17.3,78.7,2020-09-22,2,0,201826904060,17.39,4.13957219251337,5.73955743027723,0.909963661651391,2.1121271388741,0.609271801424687,33.2887700534759,36.8983957219251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.14,1.256,2.6,7.81300000000001,10.055,11.248,12.3595,13.673,14.98,35.8447488584475,42.4657534246575,44.7488584474886,46.8036529680365,51.1415525114155,60.0456621004566,73.972602739726,84.703196347032,95.4337899543379,3878591,16545,5185.2820855615,5453.31430578175,0.452812056474423,1.24433786356577,87.0401390608084,66.0852098094385,66.0852098094385,81.1405224216732,96.3364531088738,98.6720693158933,67.7807486631016,27.4064171122995,4.54545454545455,0.267379679144385,0.0,53.3422459893048,748,379.4535,4.13957219251337,2.8660723464267,0.406172485867621,-0.0031534584735026,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826904060.tif,7393100,858700,4,9.425800124171835e-07,1.1701025819971451
1035,201826911060,10,2018-06-09,871500,7398900,42,145.528947418214,53.0572653126064,33.3356398601164,0.0,19.116,0.0,14.2196398601164,204.788312887132,0.0,124.816,0.0,79.972312887132,18.74,13.2,133.4,2020-09-22,2,0,201826911060,16.44,5.95826923076923,5.50721438218348,0.214989322288673,1.44616763346327,0.804933601710097,48.868778280543,59.5022624434389,0.0,0.0,0.04,0.09,0.15,0.21,0.32,1.704,3.714,5.6,7.253,8.468,9.29,10.43,11.47,12.114,12.881,13.476,14.2025,32.3566878980892,36.5605095541401,41.656050955414,47.3885350318471,53.8853503184713,63.1847133757962,72.2292993630573,85.9872611464968,96.8152866242038,1903253,20859,2153.00113122172,3692.08483229086,2.27290732562451,6.5287382257414,61.3004681983951,21.7735634726439,62.691927978046,83.1479577334175,89.4925162340477,95.8609811727605,56.447963800905,35.7466063348416,7.69230769230769,0.113122171945701,0.0,29.4117647058824,884,387.6936,5.95826923076923,3.08160788498691,0.113883791458902,-0.118317480945528,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826911060.tif,7398900,871500,4,8.009625568120826e-07,1.515421333051491
1036,201826911120,10,2018-06-09,872100,7398900,31,13.8197921636288,4.78688936359961,3.76067370488523,0.0,3.684,0.0,0.0766737048852297,16.9871860279622,0.0,16.714,0.0,0.2731860279622,13.52,8.74,38.7,2020-09-22,2,0,201826911120,8.73,1.65339314845024,2.13444201516386,1.23492992947121,3.15183463970667,0.581322153504867,31.973898858075,30.5057096247961,0.09,0.13,0.18,0.2,0.22,0.25,0.28,0.318,0.36,0.39,0.436,0.5,0.724000000000002,2.128,3.25,3.87,4.66,5.188,6.016,65.4485049833887,68.1063122923588,71.7607973421927,77.0764119601329,81.5614617940199,90.1993355481728,95.8471760797342,98.0066445182724,99.6677740863787,4188759,16545,6833.21207177814,5363.98665825939,-0.181042608607646,1.07015944622138,68.9218930953058,16.3075268832606,45.258058532372,75.1350698381072,95.7706089082709,98.0340716665724,80.4241435562806,19.0864600326264,0.489396411092985,0.0,0.0,45.1876019575856,613,378.4698,1.65339314845024,1.04813469596648,0.446774933641247,0.0963405828525872,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826911120.tif,7398900,872100,4,0.0,1.6302757935792132
1037,201826912060,10,2018-06-09,872100,7398300,31,64.2243409868365,22.0072969476178,19.2984546802654,0.0,18.438,0.0,0.860454680265402,73.7641703065781,0.0,70.19,0.0,3.5741703065781,10.56,6.88,39.1,2020-09-22,2,0,201826912060,8.63,2.4338788522848,2.59385582166887,0.603274742038033,1.91232424780293,0.789275221009719,42.826780021254,46.4399574920298,0.0,0.0,0.02,0.05,0.09,0.11,0.170000000000001,0.23,0.38,1.4,2.17,2.87,3.56,4.24,4.86,5.29,5.7,6.25,7.12,38.7254901960784,44.4852941176471,52.0833333333333,58.578431372549,66.1764705882353,75.3676470588235,86.1519607843137,93.2598039215686,97.7941176470588,4295705,21475,4565.04250797024,5247.58269275865,0.888823277316479,2.21039401377962,72.0646087196397,22.8606945774908,55.3200929765894,80.8912623189907,87.3591878399471,95.7488933714024,66.7375132837407,31.9872476089267,1.27523910733262,0.0,0.0,40.2763018065887,941,364.3838,2.4338788522848,1.41556901892509,0.245222516976736,-0.0589147704974191,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826912060.tif,7398300,872100,4,0.0,1.1210552630204047
1039,201826913060,10,2018-06-09,871600,7397700,33,74.6471108128446,25.8864505092884,16.6983799822917,6.336,0.604,0.0,9.7583799822917,119.356816069777,51.806,1.724,0.0,65.826816069777,22.42,15.72,62.0,2020-09-22,2,0,201826913060,19.2,5.70435401831129,6.50248052033324,0.538138139425818,1.60193880468071,0.685195856359053,42.8280773143438,47.6093591047813,0.0,0.0,0.01,0.05,0.07,0.11,0.14,0.18,0.25,0.62,2.972,7.26,9.523,11.05,12.445,13.436,14.302,15.506,16.52,44.0718562874251,48.2634730538922,49.7005988023952,53.8922155688623,59.2814371257485,66.2275449101796,76.5269461077844,87.065868263473,97.125748502994,4358673,23324,4434.0518819939,5323.04193658184,0.828666079683467,1.90184454882902,84.3506957278052,21.8943701443077,54.5156518968044,88.7352182648251,91.4597860403843,96.5837308740527,61.7497456765005,30.9257375381485,7.01932858596134,0.305188199389624,0.0,46.998982706002,983,384.3554,5.70435401831129,3.46994066130325,0.260402860406254,-0.0961974365666522,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826913060.tif,7397700,871600,4,1.0857084758906003e-06,1.607209757840699
1040,201826913120,10,2018-06-09,871000,7397700,21,0.764,0.4,0.0,0.0,0.0,0.0,0,0.968,0.168,0.586,0.0,0.214,0.0,0.0,0.0,2020-09-22,2,0,201826913120,2.15,0.126779141104294,0.327735413206468,4.26653992476037,21.1618369623924,0.162357829279598,21.1656441717791,0.306748466257669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.07,0.08,0.09,0.11,0.13,0.16,0.209000000000001,0.4,83.4254143646409,91.4364640883978,91.4364640883978,92.5414364640884,93.0939226519337,94.1988950276243,95.5801104972376,97.2375690607735,99.1712707182321,7801569,12719,11965.5966257669,2046.60275806715,-4.99456331743432,26.2631197205537,90.7516936657229,45.848136445374,45.848136445374,51.8968428017492,72.9808452633054,92.9093878423686,98.4662576687116,1.53374233128834,0.0,0.0,0.0,87.7300613496933,652,382.776,0.126779141104294,0.101409959194444,0.688842021905558,0.484267077012348,Image_data/ALS_raster_metrics_plot_center_cut_90x90/201826913120.tif,7397700,871000,4,0.0,1.0477053793273952
