,seed,method,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,7,LSTransferTreeBoost,0.05,1,1.2348982290683634,0.9777976756745266,1.2108271607691954,0.9653532645515
1,7,LADTransferTreeBoost,0.05,1,1.4979414911556055,1.2037026525245014,1.4864911699288454,1.1868078830147624
