,seed,method,d,v,target_tree_size,rmse,mae
0,11,xgboost,1,0.005,1,2.097043419352412,1.6804954547323927
1,11,xgboost_naive_transfer,1,0.005,1,2.2964130902113338,1.79205020553123
2,11,xgboost,1,0.005,2,1.592725784354179,1.2608514584119488
3,11,xgboost_naive_transfer,1,0.005,2,1.594942431654098,1.248015039909379
4,11,xgboost,1,0.005,3,1.5314277353342014,1.2016251612111473
5,11,xgboost_naive_transfer,1,0.005,3,1.22592458266926,0.9785014729581903
6,11,xgboost,1,0.005,4,1.6247021755885642,1.262515813864137
7,11,xgboost_naive_transfer,1,0.005,4,1.0654631557972827,0.8618341982372472
8,11,xgboost,1,0.005,5,1.7624185525836864,1.3617439743932005
9,11,xgboost_naive_transfer,1,0.005,5,1.035786323787632,0.8250337338320063
10,11,xgboost,1,0.005,6,1.927482211661639,1.5237351144474198
11,11,xgboost_naive_transfer,1,0.005,6,1.0339353282678712,0.8269764937795441
12,11,xgboost,1,0.005,7,2.115340553259133,1.6707752693088425
13,11,xgboost_naive_transfer,1,0.005,7,1.0491503126872852,0.8493141157890703
14,11,xgboost,1,0.01,1,1.5928165342844722,1.2658272798291879
15,11,xgboost_naive_transfer,1,0.01,1,1.737677081825684,1.368858643321361
16,11,xgboost,1,0.01,2,1.4383168990590534,1.1189729375604416
17,11,xgboost_naive_transfer,1,0.01,2,1.0867864580092388,0.8742136746511935
18,11,xgboost,1,0.01,3,1.5025276371247327,1.1785942725094387
19,11,xgboost_naive_transfer,1,0.01,3,0.9532436881471511,0.7724864339926177
20,11,xgboost,1,0.01,4,1.6228974060691876,1.2625054044519002
21,11,xgboost_naive_transfer,1,0.01,4,0.940830044442894,0.7590773907805767
22,11,xgboost,1,0.01,5,1.7553647680549473,1.3582301540339403
23,11,xgboost_naive_transfer,1,0.01,5,0.9891133293662461,0.7922026951367516
24,11,xgboost,1,0.01,6,1.9407626075774653,1.5312999296138616
25,11,xgboost_naive_transfer,1,0.01,6,1.025610469337824,0.8261599450912438
26,11,xgboost,1,0.01,7,2.1043891216417157,1.6687412512900093
27,11,xgboost_naive_transfer,1,0.01,7,1.058807251037402,0.8553887134822044
28,11,xgboost,1,0.02,1,1.3722597973930957,1.0762383743163733
29,11,xgboost_naive_transfer,1,0.02,1,1.2901540130558358,1.0376806694345506
30,11,xgboost,1,0.02,2,1.4415109825032602,1.1228754463808444
31,11,xgboost_naive_transfer,1,0.02,2,0.9081175197508637,0.7287993555542923
32,11,xgboost,1,0.02,3,1.4957619334748002,1.169198187899163
33,11,xgboost_naive_transfer,1,0.02,3,0.9269222849460855,0.7493919143913994
34,11,xgboost,1,0.02,4,1.6325647759698136,1.2698423917558503
35,11,xgboost_naive_transfer,1,0.02,4,0.9400056719213971,0.7577678539747803
36,11,xgboost,1,0.02,5,1.7472530809841622,1.3541855024305105
37,11,xgboost_naive_transfer,1,0.02,5,0.9890827417952982,0.7944205613205706
38,11,xgboost,1,0.02,6,1.942460658645421,1.523638543374425
39,11,xgboost_naive_transfer,1,0.02,6,1.0127930727532783,0.8150546097295166
40,11,xgboost,1,0.02,7,2.094291536317025,1.6592376550545964
41,11,xgboost_naive_transfer,1,0.02,7,1.044903958358797,0.8472707567031407
42,11,xgboost,1,0.03,1,1.3718667432944043,1.0761500587547952
