,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
88,14,6,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.453442515194861,1.1474150095393656
89,14,6,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.4379721235787095,1.136523817921295
90,14,6,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.5228524942989161,1.1957490377500308
91,14,6,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.58169235241054,1.245283827898796
92,14,6,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.581943387649459,1.2371425138013243
93,14,6,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.6211197564052375,1.2683606342852665
94,14,6,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.6417231631557456,1.2939916444915176
95,14,6,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.554268392460545,1.2327271380463152
96,15,2,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.9318586280791612,1.5382128547080773
97,15,2,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.7768069155441801,1.414589032547199
98,15,2,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.8781272753764353,1.4972054517246762
99,15,2,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.8421474718196351,1.4690009110534898
100,15,2,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.8378439519652097,1.4665561028564025
101,15,2,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.7633091418457572,1.4031285399368865
102,15,2,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.8888241973706517,1.5056848356244954
103,15,2,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.8894318907667549,1.5092494827003191
104,15,2,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.825837200259317,1.4528305825765129
105,15,2,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.6156041786523494,1.2746746653877608
106,15,2,LSTransferTreeBoost,0.05,2,1,0.05,0.5,2.163045206040033,1.7218353919194274
107,15,2,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.8692796913012346,1.4864094165194683
108,15,2,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.7991856207760082,1.43870570599781
109,15,2,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.7450520338463507,1.3826151781619833
110,15,2,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.8577109157871583,1.4849963070359937
111,15,2,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.8455357382095439,1.4685590584754733
112,15,2,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.757763001104509,1.3982661378746988
113,15,2,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7008552192751938,1.349715413884694
114,15,2,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.8506912999152665,1.4743923332000135
115,15,2,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.8342859399138303,1.459915863373373
116,15,2,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.8111465569951197,1.4461930673828924
117,15,2,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.7268735328523999,1.3709403512552532
118,15,2,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9000435464769445,1.516015758359514
119,15,2,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.861808534237887,1.4898378783727244
120,15,2,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.731030470983295,1.373503646647559
121,15,2,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.488604968452886,1.1781653738838607
122,15,2,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.867086055708473,1.486628560073463
123,15,2,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.8955553874035806,1.4994243616617406
124,15,2,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.786646209541601,1.4269153998410566
125,15,2,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.736979770540211,1.3789812715960774
126,15,2,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.8700403520808282,1.4929282283366563
127,15,2,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.7927698366414737,1.4247546974536234
128,15,4,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.8192934096632747,1.4521923898686335
129,15,4,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.7592735384938376,1.4008118229029036
130,15,4,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.8289615529043477,1.455906337458477
131,15,4,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.8189922829516032,1.4500892523868059
132,15,4,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.8410740939538022,1.4619652878820175
133,15,4,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.7885517681968437,1.4185978306175195
134,15,4,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9013616682165537,1.5196826856753332
135,15,4,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.8977658950689957,1.513079515738404
136,15,4,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.7537086482868898,1.390595014858931
137,15,4,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7105175960003163,1.3534928246868383
138,15,4,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.8376246447722557,1.4647283420155566
139,15,4,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.8511231700729966,1.475417183306199
140,15,4,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.798145115002189,1.4291180299895168
141,15,4,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.6806424973885474,1.3447111378778898
142,15,4,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.922721185425709,1.524476447667298
143,15,4,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.8878918619861202,1.497759049082025
144,15,4,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.789447464963694,1.4151522625704887
145,15,4,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.7915383555965518,1.4137811353318734
146,15,4,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.8219760868554866,1.450832781392642
147,15,4,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.801673900306679,1.4393777038660736
148,15,4,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.8460735457333945,1.4658677920554972
149,15,4,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.7728732056318421,1.410769763666279
150,15,4,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.882400636152152,1.4970871855320766
151,15,4,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.8713129013765994,1.4875788799866358
152,15,4,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.720997106306564,1.3610924532163526
153,15,4,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.6737294642009086,1.3198605517186202
154,15,4,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.8269764051993242,1.4513007001678027
155,15,4,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.736923708523031,1.377492189719031
156,15,4,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.7724437591497602,1.409485948915652
157,15,4,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.908905515770902,1.5135751378834794
158,15,4,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.8538136310245588,1.47321011100341
159,15,4,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.7825398281496263,1.4105302061682603
160,15,6,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.8169322286781058,1.4423045635395264
161,15,6,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.8386788834196712,1.4693967670159076
162,15,6,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.8461485921449212,1.468573176861704
163,15,6,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.8746766962292334,1.493891035608692
164,15,6,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.894800456631121,1.507428169016665
165,15,6,LSTransferTreeBoost,0.05,1,2,0.01,0.9,4.062340608627596,3.314941267556097
166,15,6,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.9040944029578468,1.5185813578162566
167,15,6,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.8697769137359848,1.4873233971687263
168,15,6,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.8328097724511525,1.4580982087839767
169,15,6,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.7805439997837775,1.4283817809970254
170,15,6,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.874293876290786,1.4951499112370417
171,15,6,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.8631469636168405,1.4859137787295953
172,15,6,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.8712691071015726,1.4864105345140715
173,15,6,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.8601657669112865,1.4872195107515624
174,15,6,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.884604811754448,1.5020018920760254
175,15,6,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.8617385662655592,1.482658697810427
176,15,6,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.8936092266863604,1.4990550165355239
177,15,6,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.836247678069823,1.4697223826092132
178,15,6,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.8375862273173607,1.4613233665735872
179,15,6,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.8232429124090495,1.4502227754155743
180,15,6,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.910906662561329,1.5164990679739503
181,15,6,LSTransferTreeBoost,0.1,1,2,0.01,0.9,4.044985389330592,3.299069646847683
182,15,6,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.9761750227232502,1.5759029402278257
183,15,6,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.8725058377276529,1.49121670654614
184,15,6,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.8064941271666106,1.4418699046081849
185,15,6,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.7882759003165367,1.4311158639453887
186,15,6,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.8083619046848067,1.4409566206024065
187,15,6,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.8363867758839107,1.4628970853829235
188,15,6,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.9215902900185484,1.5139301448350797
189,15,6,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.8731182032305134,1.478561182355676
190,15,6,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.9049492987024974,1.5165730713515995
191,15,6,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.8816551347201964,1.4930881514718286
192,16,2,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.621639463218289,1.27952869394875
193,16,2,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.6216017084638161,1.2805086222498199
194,16,2,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.6443092128891401,1.3003997843286907
195,16,2,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.653737326309706,1.3067039489894556
196,16,2,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.6143115000929178,1.2758697921571696
197,16,2,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.5581510535228942,1.230402664436062
198,16,2,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.6278155035914126,1.2890819828359494
199,16,2,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.6209947885505074,1.278570283397411
200,16,2,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.6083492997859157,1.2716581233467295
201,16,2,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.5958518669344703,1.258888852880031
202,16,2,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.7197187602750719,1.3523395745590772
203,16,2,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.72826469001132,1.3588278156904003
204,16,2,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.6193272957154188,1.2853384053418704
205,16,2,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.6199038791877045,1.295471415412611
206,16,2,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.6579746069074985,1.3121834337795184
207,16,2,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.641513197472021,1.3044797390337863
208,16,2,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.6133617105913158,1.2753230358472998
209,16,2,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.5859039259525411,1.2497721920162843
210,16,2,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.6293193615316588,1.2865724258410451
211,16,2,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.6237919931835472,1.2787960063711319
212,16,2,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.5985651278396515,1.267760496974079
213,16,2,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.577851560095785,1.2387784657705179
214,16,2,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.6097107932270454,1.2725199654410384
215,16,2,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.616602845521496,1.276240949886575
216,16,2,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.5415826764758855,1.2141653213058439
217,16,2,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.59051021013167,1.2548967116591383
218,16,2,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.692609054638465,1.3322847822847774
219,16,2,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.59903606632909,1.2614514025000663
220,16,2,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.6167225681296227,1.285672426976791
221,16,2,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.6084957799078905,1.2797484354772144
222,16,2,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.639461758970923,1.2978364911827462
223,16,2,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.605408099913194,1.264757654742747
224,16,4,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.5890155137909452,1.244487282319969
225,16,4,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.656839177097252,1.2943458678588515
226,16,4,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.6248101219068414,1.2773389973488023
227,16,4,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.5858118383637534,1.242899054520219
228,16,4,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.6125631541962024,1.267013599990008
229,16,4,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.5839640309268042,1.2175269549965875
230,16,4,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.620678184275466,1.2674974552797658
231,16,4,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.5992215481141463,1.2500036237427858
232,16,4,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.5859256479644135,1.241180164027961
233,16,4,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.5801045606811261,1.2335208411990413
234,16,4,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.5821006901696675,1.242186707651343
235,16,4,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.6902389016187072,1.3268281011673004
236,16,4,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.5915890618587047,1.2431632210826156
237,16,4,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.6388316601247903,1.2923997404734269
238,16,4,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.671151154350605,1.3186061049194033
239,16,4,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.625421567859695,1.275055888542194
240,16,4,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.5857125336224793,1.247501324922071
241,16,4,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.6292659249359662,1.2878346285639832
242,16,4,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.584745081126545,1.243427538162084
243,16,4,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.5710064765281568,1.232664478017429
244,16,4,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.6284887647853437,1.2832492804232218
245,16,4,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.6062915782321525,1.26824310124429
246,16,4,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.612942561783462,1.268855668750714
247,16,4,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.6155974242187057,1.2383201341694343
248,16,4,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.6337344800850597,1.2857969169616004
249,16,4,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.592438176959323,1.2490332221415077
250,16,4,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.572107753785144,1.232005191729065
251,16,4,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.5605604790549918,1.220651881622881
252,16,4,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.6377661315547734,1.2899599657171938
253,16,4,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.6202100474308294,1.279790509795297
254,16,4,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.6084339728716628,1.257683493742465
255,16,4,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.6048699191718927,1.264103433462526
256,16,6,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.6119083048460487,1.2637801548491552
257,16,6,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.6017059854302156,1.2577884228183032
258,16,6,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.6116822723408577,1.2660325357067836
259,16,6,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.6385502087341686,1.2822409245185116
260,16,6,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.5876037863527703,1.2496101395147516
261,16,6,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.561974983358279,1.2341935473602195
262,16,6,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.5947045961110808,1.2468669201679312
263,16,6,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.5566790249278084,1.2231823404451374
264,16,6,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.58760178865147,1.2411258788130828
265,16,6,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.5982879285799982,1.2506398457825694
266,16,6,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.6038365472962617,1.2551947597041884
267,16,6,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.5876164925646692,1.2390372461787884
268,16,6,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.5993819815624555,1.2504811816692163
269,16,6,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.5971683910219228,1.2529018779327858
