,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
27,11,3,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.2641906276997603,0.9876793847177224
28,11,3,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.2299953487493012,0.9614882740780665
29,11,3,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.2423646880896475,0.9642145360583035
30,11,3,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.3026285822218653,1.021308159321929
31,11,3,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.262587953061968,0.9964861782575304
32,12,3,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.5126183978653283,1.1955916608177022
33,12,3,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.524803824692309,1.2075134570288901
34,12,3,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.5600593827409213,1.2385233461867529
35,12,3,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.5477861091623746,1.2292362117646785
36,12,3,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.455163920205367,1.1234893226950622
37,12,3,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.4450838022546375,1.1196015211576882
38,12,3,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.4842029107615917,1.1491741303852823
39,12,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.460608401775271,1.1254890644062612
40,12,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.5759096331546198,1.250158562979504
41,12,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.5123705836899028,1.2005401633577768
42,12,3,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.6087408656966184,1.2756657305284114
43,12,3,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.5970793905096867,1.2701670488297718
44,12,3,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.4841939663110766,1.1511739705230757
45,12,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.4827448394187275,1.1538557877236622
46,12,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.4549210751478274,1.12892349677808
47,12,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.4161535421950575,1.0978291854821132
48,12,3,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.5616545449607473,1.2365308602793617
49,12,3,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.4814950895783532,1.171774662924533
50,12,3,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.5644115160651213,1.2396495986232146
51,12,3,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.5640962655693753,1.2398688886872034
52,12,3,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.466744769561197,1.1343480526569656
53,12,3,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.4288702497902876,1.1047474640239134
54,12,3,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.477723644020576,1.1389987825460088
55,12,3,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.431333222578956,1.1004443915665953
56,12,3,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.4966262267401051,1.1894179686015502
57,12,3,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.469994961644822,1.1640256731254026
58,12,3,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.5394635046433347,1.2227943243580521
59,12,3,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.5789874295167563,1.2549217700114697
60,12,3,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.4185351430661444,1.104156887915309
61,12,3,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.3720148583644278,1.070540808660827
62,12,3,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.4798691655810332,1.1476817404417363
63,12,3,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.4104304634329101,1.1026017384178421
64,13,3,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.3402053274461225,1.0520571935403418
65,13,3,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.3364615885522826,1.0484483627121712
66,13,3,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.3436636965566404,1.0552727360032477
67,13,3,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.342100242632249,1.053995873348375
68,13,3,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.4576767688042178,1.1393968154033924
69,13,3,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.449885125083725,1.1324186521371238
70,13,3,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.4894841694332814,1.168316391179401
71,13,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.514462925038509,1.179681875345069
72,13,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.3513081853108833,1.0655426443056977
73,13,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.3138722880512006,1.0346676967276285
74,13,3,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.4435306431523618,1.1684825587786278
75,13,3,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.3715106409171602,1.1012598564025398
76,13,3,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.430546645435162,1.127076987865433
77,13,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.4567132600322021,1.142294176246232
78,13,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.4625283796927606,1.144622442249586
79,13,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.4122314334002997,1.1209652792928633
80,13,3,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.3235530019988462,1.0422310624687263
81,13,3,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.311097883932752,1.0300774950546543
82,13,3,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.3369766370176759,1.0523300049755404
83,13,3,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.3196171600485018,1.0383893203266947
84,13,3,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.428481581287785,1.1204937530822985
85,13,3,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.4361769172023053,1.1210367161085384
86,13,3,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.4677675743424126,1.148323341635658
87,13,3,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.5013801110495457,1.1693313461298709
88,13,3,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.329213283142291,1.0472109254962407
89,13,3,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.3170210422052149,1.0367061765068104
90,13,3,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.2908175705794456,1.0202270082153277
91,13,3,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.29787706570502,1.0241764854789035
92,13,3,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.4387553161221733,1.1362575991252148
93,13,3,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.405763175476159,1.1086311508398685
94,13,3,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.4712028422019472,1.1508552179061813
95,13,3,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.4217021730297308,1.1261203453832904
96,14,3,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.2985714681351739,1.028340743560672
97,14,3,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.314172850878279,1.0387681504836888
98,14,3,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.341564746627139,1.0586437092232204
99,14,3,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.3620030599156496,1.0772965645499866
100,14,3,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.2473724571571523,0.9733753341652084
101,14,3,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.2574689601285145,0.978187763426063
102,14,3,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.2948074528035587,1.013841348212088
103,14,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.2988559945796314,1.020083921448309
104,14,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.261185440628223,0.9893770206343665
105,14,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.2354521534683836,0.9715545650189672
106,14,3,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.3226126685215494,1.0445794793412955
107,14,3,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.2940608875309072,1.0255721663386286
108,14,3,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.2106218076358306,0.9526854339834071
109,14,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.198031788585272,0.9392372897379907
110,14,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.240844509054674,0.9748788731344848
111,14,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.234948619257699,0.9761987156809616
112,14,3,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.3342896650959373,1.053812824854329
113,14,3,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.3102240878678637,1.0376783323382073
114,14,3,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.3333732030081873,1.0540647814767745
115,14,3,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.3194257347818013,1.0460983560979709
116,14,3,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.2191638483690566,0.9545558208247164
117,14,3,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.2218517469805192,0.95738488682918
118,14,3,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.2510009375043554,0.9862271768065247
119,14,3,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.2478279754073518,0.9850493408619627
120,14,3,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.2614107338628548,0.9872424594825009
121,14,3,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.2216526526725675,0.9634879509267061
122,14,3,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.3126055860660861,1.0388667009274177
123,14,3,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.261385693416072,0.9993443100532491
124,14,3,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.2079557475323324,0.9492903460747218
125,14,3,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.2146746751796607,0.9505531374586736
126,14,3,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.2523779583865269,0.9866717424437192
127,14,3,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.2475892724961768,0.9805688301147695
