,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
0,11,3,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.2713002693141973,0.9988923576233274
1,11,3,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.2680445429243623,0.9967753898314221
2,11,3,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.2902950705657361,1.0134919779358542
3,11,3,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.2860299359995355,1.0105872726773946
4,11,3,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.3031147242305237,1.027037381143102
5,11,3,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.269365862127527,0.991806293237498
6,11,3,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.3021011187881542,1.0231723138840123
7,11,3,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.3036869482318492,1.0250450975505518
8,11,3,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.24713896190513,0.9801970069517697
9,11,3,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.2198180177911493,0.9561145993701273
10,11,3,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.3604246875982715,1.0786818549023265
11,11,3,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.3416959294937205,1.0629590073189596
12,11,3,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.2631192945366563,0.9924205425507334
13,11,3,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.190567388462471,0.9344955892792043
14,11,3,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.3091062002944476,1.0222430987486306
15,11,3,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.28309219867655,1.0054160722849952
16,11,3,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.259581805039654,0.9868547427136942
17,11,3,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.2238507220915928,0.9545551564779554
18,11,3,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.2830736753149854,1.0093662402687325
19,11,3,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.2636063487808364,0.9868313391135121
20,11,3,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.308091302352769,1.0204624509115872
21,11,3,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.2385408941296392,0.963258016210216
22,11,3,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.3075869869003385,1.0305951018397004
23,11,3,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.3047643337057342,1.0303119924324662
24,11,3,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.1010601332284597,0.8613068607161113
25,11,3,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.2072128508207713,0.9440291608467981
26,11,3,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.3809369273855763,1.0991362997289689
