,seed,method,d,v,target_tree_size,rmse,mae
0,11,xgboost,1,0.005,1,2.339517453631528,1.868959012250164
1,11,xgboost_naive_transfer,1,0.005,1,2.303092045926508,1.7945338435295912
2,11,xgboost,1,0.005,2,1.947491753594549,1.5539157398337262
3,11,xgboost_naive_transfer,1,0.005,2,1.5991801022521508,1.2533825931582188
4,11,xgboost,1,0.005,3,1.9038356386287674,1.5219291938846002
5,11,xgboost_naive_transfer,1,0.005,3,1.2383282212470463,0.9905174108294571
6,11,xgboost,1,0.005,4,1.982984066797174,1.5793814190614412
7,11,xgboost_naive_transfer,1,0.005,4,1.0808046917316914,0.8720132748133408
8,11,xgboost,1,0.005,5,2.140522686543182,1.710645749767383
9,11,xgboost_naive_transfer,1,0.005,5,1.0218056357814886,0.8161521698953396
10,11,xgboost,1,0.005,6,2.266158547034238,1.8508860997040657
11,11,xgboost_naive_transfer,1,0.005,6,1.0311391757166402,0.8209895877271475
12,11,xgboost,1,0.005,7,2.3491398342356002,1.886933888619495
13,11,xgboost_naive_transfer,1,0.005,7,1.057998794764303,0.8453140502950136
14,11,xgboost,1,0.01,1,1.9346135224063459,1.5328877980325712
15,11,xgboost_naive_transfer,1,0.01,1,1.7486842644790699,1.3741130505325299
16,11,xgboost,1,0.01,2,1.8406488375581052,1.4686750604273051
17,11,xgboost_naive_transfer,1,0.01,2,1.091308267089118,0.8772018438171731
18,11,xgboost,1,0.01,3,1.8510969317461292,1.4780473468886175
19,11,xgboost_naive_transfer,1,0.01,3,0.9644206502060958,0.7821539239280424
20,11,xgboost,1,0.01,4,1.9419577314795904,1.5464566662712005
21,11,xgboost_naive_transfer,1,0.01,4,0.9434129751069577,0.7559078538402189
22,11,xgboost,1,0.01,5,2.1216436398395664,1.6904411558668695
23,11,xgboost_naive_transfer,1,0.01,5,0.9726444638616947,0.7805212172658351
24,11,xgboost,1,0.01,6,2.2612901614649448,1.8436492348882572
25,11,xgboost_naive_transfer,1,0.01,6,1.0116650082941603,0.8088316877756292
26,11,xgboost,1,0.01,7,2.3431158906148086,1.886363053517463
27,11,xgboost_naive_transfer,1,0.01,7,1.057739319015044,0.845182290641622
28,11,xgboost,1,0.02,1,1.8461885070867776,1.4730000339933875
29,11,xgboost_naive_transfer,1,0.02,1,1.300191004969037,1.040734853697612
30,11,xgboost,1,0.02,2,1.797379742322708,1.4354086442758027
31,11,xgboost_naive_transfer,1,0.02,2,0.9135284071049673,0.7326224438848059
32,11,xgboost,1,0.02,3,1.8413720354018808,1.4684105725737646
33,11,xgboost_naive_transfer,1,0.02,3,0.9189608020090222,0.7468773253718958
34,11,xgboost,1,0.02,4,1.9335946513395696,1.538244880424582
35,11,xgboost_naive_transfer,1,0.02,4,0.9496278988965854,0.7649523736883765
36,11,xgboost,1,0.02,5,2.129711839471231,1.7010303959998796
37,11,xgboost_naive_transfer,1,0.02,5,0.9752698752181016,0.7829672606691408
38,11,xgboost,1,0.02,6,2.254024112063008,1.8301969662082311
39,11,xgboost_naive_transfer,1,0.02,6,1.0128465974767908,0.8102124239593919
40,11,xgboost,1,0.02,7,2.34488869437991,1.8836565691281713
41,11,xgboost_naive_transfer,1,0.02,7,1.0516358799574963,0.8418708672205221
42,11,xgboost,1,0.03,1,1.8060146345280406,1.4473573699291231
43,11,xgboost_naive_transfer,1,0.03,1,1.1571227804011597,0.9320507889049668
44,11,xgboost,1,0.03,2,1.8233096227617982,1.45487235644058
45,11,xgboost_naive_transfer,1,0.03,2,0.9002062374884142,0.7226078422630562
46,11,xgboost,1,0.03,3,1.8237366103745858,1.4562493257025462
47,11,xgboost_naive_transfer,1,0.03,3,0.9327318644864866,0.7553656455520997
48,11,xgboost,1,0.03,4,1.9600747561611755,1.5536296085087435
49,11,xgboost_naive_transfer,1,0.03,4,0.9480405847385935,0.7625730246846765
50,11,xgboost,1,0.03,5,2.1180063704244336,1.6877417675987996
51,11,xgboost_naive_transfer,1,0.03,5,0.9872174063568593,0.7936306945968201
52,11,xgboost,1,0.03,6,2.249038499876347,1.8279149629254612
53,11,xgboost_naive_transfer,1,0.03,6,1.009117644843849,0.8115188123448402
54,11,xgboost,1,0.03,7,2.3651818730311547,1.897862915038652
55,11,xgboost_naive_transfer,1,0.03,7,1.0667447736215727,0.8542816224841318
56,11,xgboost,1,0.05,1,1.8010864114222027,1.4444633846746158
57,11,xgboost_naive_transfer,1,0.05,1,1.095098826109045,0.8823237988532502
58,11,xgboost,1,0.05,2,1.8085168034608423,1.4430140999602425
59,11,xgboost_naive_transfer,1,0.05,2,0.902877311032239,0.7248519719527147
60,11,xgboost,1,0.05,3,1.8582141448829306,1.4791853170654148
61,11,xgboost_naive_transfer,1,0.05,3,0.9176840194544374,0.7428266967715513
62,11,xgboost,1,0.05,4,1.8935521386920746,1.4981226082389016
63,11,xgboost_naive_transfer,1,0.05,4,0.9496350703325008,0.7623073137250158
64,11,xgboost,1,0.05,5,2.1335833287950385,1.6990405980954961
65,11,xgboost_naive_transfer,1,0.05,5,0.9927252946002417,0.796828953411534
66,11,xgboost,1,0.05,6,2.2418048946835154,1.807009214175183
67,11,xgboost_naive_transfer,1,0.05,6,1.0290251402884427,0.822497416002175
68,11,xgboost,1,0.05,7,2.36681198582814,1.9045228492327597
69,11,xgboost_naive_transfer,1,0.05,7,1.0786327986156239,0.8617728045885585
70,11,xgboost,1,0.08,1,1.7989553770359954,1.4413543685118007
71,11,xgboost_naive_transfer,1,0.08,1,1.119604644614904,0.9038835642443286
72,11,xgboost,1,0.08,2,1.8320866326727785,1.4622352550745754
73,11,xgboost_naive_transfer,1,0.08,2,0.9110675149426257,0.7339045760840017
74,11,xgboost,1,0.08,3,1.846317683725899,1.473139255749264
75,11,xgboost_naive_transfer,1,0.08,3,0.9246630176245708,0.745746560469861
76,11,xgboost,1,0.08,4,1.960320291778924,1.5527918963526917
77,11,xgboost_naive_transfer,1,0.08,4,0.9559824294471285,0.7736349937790378
78,11,xgboost,1,0.08,5,2.143015120049327,1.7102959562102105
79,11,xgboost_naive_transfer,1,0.08,5,0.9979901904718674,0.8080955674013283
80,11,xgboost,1,0.08,6,2.2071229296388357,1.7846842369715066
81,11,xgboost_naive_transfer,1,0.08,6,1.0287604818729281,0.8210096277936859
82,11,xgboost,1,0.08,7,2.3536947809589654,1.8994468261357096
83,11,xgboost_naive_transfer,1,0.08,7,1.0695189350195986,0.860454823719758
