,seed,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
0,1,LSTransferTreeBoost,0.05,1,1,0.01,0.5,7.095908108630525,4.562645620526118
1,1,LSTransferTreeBoost,0.05,1,1,0.01,0.9,7.091639554216523,4.560962786933937
2,1,LSTransferTreeBoost,0.05,1,1,0.05,0.5,7.330237642597023,4.738019001529429
3,1,LSTransferTreeBoost,0.05,1,1,0.05,0.9,7.221770455402231,4.635722030530159
