,seed,method,d,v,target_tree_size,rmse,mae
0,11,xgboost,5,0.005,1,2.477377432129131,1.9944913537360962
1,11,xgboost_naive_transfer,5,0.005,1,5.796028040541956,4.790814761509621
2,11,xgboost,5,0.005,2,2.235186475093428,1.7965945859901082
3,11,xgboost_naive_transfer,5,0.005,2,5.815453172667044,4.811129930226726
4,11,xgboost,5,0.005,3,2.372377391750922,1.8940113497341489
5,11,xgboost_naive_transfer,5,0.005,3,5.825432479480364,4.819353211645144
6,11,xgboost,5,0.005,4,2.538152936669797,2.002940846415951
7,11,xgboost_naive_transfer,5,0.005,4,5.7976078532011694,4.795186347948479
8,11,xgboost,5,0.005,5,2.7430776278097335,2.1902852348173427
9,11,xgboost_naive_transfer,5,0.005,5,3.339527103722884,2.720331578810296
10,11,xgboost,5,0.005,6,2.7744101725440067,2.212705686693296
11,11,xgboost_naive_transfer,5,0.005,6,3.326748174106689,2.6999673588137822
12,11,xgboost,5,0.005,7,2.8041479837719043,2.2318531721887465
13,11,xgboost_naive_transfer,5,0.005,7,3.39817490016413,2.7750613467487173
14,11,xgboost,5,0.01,1,2.1395728593641006,1.7125650906532375
15,11,xgboost_naive_transfer,5,0.01,1,5.808704424644652,4.814298877755972
16,11,xgboost,5,0.01,2,2.1121469586900687,1.6841473201516313
17,11,xgboost_naive_transfer,5,0.01,2,5.847458856786402,4.855058733981381
18,11,xgboost,5,0.01,3,2.3249855065309037,1.850511925791756
19,11,xgboost_naive_transfer,5,0.01,3,5.8619926761864605,4.868538844186576
20,11,xgboost,5,0.01,4,2.7214446322167647,2.1545256643460644
21,11,xgboost_naive_transfer,5,0.01,4,5.81211568959282,4.8236371844221155
22,11,xgboost,5,0.01,5,2.7560335841003902,2.1976465990480363
23,11,xgboost_naive_transfer,5,0.01,5,3.1917020496700306,2.580499941950135
24,11,xgboost,5,0.01,6,2.777449821843955,2.2166116353839844
25,11,xgboost_naive_transfer,5,0.01,6,3.235124249784305,2.621863462037231
26,11,xgboost,5,0.01,7,2.801919339834992,2.2286206601435663
27,11,xgboost_naive_transfer,5,0.01,7,3.3060721652168255,2.6709774461519284
28,11,xgboost,5,0.02,1,2.0461225556371,1.6286734300478232
29,11,xgboost_naive_transfer,5,0.02,1,5.830189813278743,4.856732205743421
30,11,xgboost,5,0.02,2,2.086943216250599,1.663455316198945
31,11,xgboost_naive_transfer,5,0.02,2,5.907613791786212,4.939367135725742
32,11,xgboost,5,0.02,3,2.3192262793206115,1.8416189907931286
33,11,xgboost_naive_transfer,5,0.02,3,5.9109423260176035,4.951854082289701
34,11,xgboost,5,0.02,4,2.5003651552899657,1.963233258528349
35,11,xgboost_naive_transfer,5,0.02,4,5.833464586212379,4.878188937159673
36,11,xgboost,5,0.02,5,2.757138821258519,2.2040802087919693
37,11,xgboost_naive_transfer,5,0.02,5,3.1775975440619693,2.5706275862461974
38,11,xgboost,5,0.02,6,2.733204069100266,2.169108503711035
39,11,xgboost_naive_transfer,5,0.02,6,3.2431424977481,2.630366810163611
40,11,xgboost,5,0.02,7,2.78909624158107,2.2133834995633532
41,11,xgboost_naive_transfer,5,0.02,7,3.308222435052131,2.674328147636428
42,11,xgboost,5,0.03,1,2.0235481680890097,1.60647076329145
43,11,xgboost_naive_transfer,5,0.03,1,5.852794411196132,4.899149393935419
44,11,xgboost,5,0.03,2,2.094573095043628,1.6703118678278372
45,11,xgboost_naive_transfer,5,0.03,2,5.975833241506698,5.0307187075553195
46,11,xgboost,5,0.03,3,2.331809064000414,1.8529086586389965
47,11,xgboost_naive_transfer,5,0.03,3,5.963628798163644,5.033638262340132
48,11,xgboost,5,0.03,4,2.5076428158651427,1.9799905797587671
49,11,xgboost_naive_transfer,5,0.03,4,5.846675247688765,4.926231282129802
50,11,xgboost,5,0.03,5,2.7403520566698294,2.1821091508763306
51,11,xgboost_naive_transfer,5,0.03,5,3.167364998404631,2.553493583688083
52,11,xgboost,5,0.03,6,2.744392907690543,2.1873700276101173
53,11,xgboost_naive_transfer,5,0.03,6,3.1991273684941786,2.5782979331875677
54,11,xgboost,5,0.03,7,2.7837845081148855,2.207672996667611
55,11,xgboost_naive_transfer,5,0.03,7,3.3468168764849704,2.7063332602444916
56,11,xgboost,5,0.05,1,2.015683252775921,1.5987004616299805
57,11,xgboost_naive_transfer,5,0.05,1,5.93099597815138,4.998084666421886
58,11,xgboost,5,0.05,2,2.102815053497804,1.6766702575736399
59,11,xgboost_naive_transfer,5,0.05,2,6.113274290169474,5.207716800152622
60,11,xgboost,5,0.05,3,2.3438671768872252,1.8636138324702325
61,11,xgboost_naive_transfer,5,0.05,3,6.070377979175686,5.185021559944189
62,11,xgboost,5,0.05,4,2.48163592373041,1.9567625306148997
63,11,xgboost_naive_transfer,5,0.05,4,5.877443723169357,5.010236431203235
64,11,xgboost,5,0.05,5,2.7325863263782315,2.186933289555762
65,11,xgboost_naive_transfer,5,0.05,5,3.197047880333349,2.5944724001145887
66,11,xgboost,5,0.05,6,2.7557296789892765,2.1874359657465803
67,11,xgboost_naive_transfer,5,0.05,6,3.227095908510225,2.604673641786126
68,11,xgboost,5,0.05,7,2.788363064472149,2.217117687696987
69,11,xgboost_naive_transfer,5,0.05,7,3.291313892561995,2.663776709697166
70,11,xgboost,5,0.08,1,2.0206269422734215,1.602590390688476
71,11,xgboost_naive_transfer,5,0.08,1,6.050632157135133,5.144325867917116
72,11,xgboost,5,0.08,2,2.072882494961362,1.6537054626199539
73,11,xgboost_naive_transfer,5,0.08,2,6.29844935979224,5.454709572332003
74,11,xgboost,5,0.08,3,2.282086262055914,1.8137562100033984
75,11,xgboost_naive_transfer,5,0.08,3,6.139117054602233,5.320327055377245
76,11,xgboost,5,0.08,4,2.4620183595783653,1.9348168667588597
77,11,xgboost_naive_transfer,5,0.08,4,3.2556316388196023,2.6565394670561555
78,11,xgboost,5,0.08,5,2.656191989673545,2.0940024811762514
79,11,xgboost_naive_transfer,5,0.08,5,3.200077359275727,2.584546280524464
80,11,xgboost,5,0.08,6,2.744362529568455,2.1799528032810076
81,11,xgboost_naive_transfer,5,0.08,6,3.230164891632301,2.621773710995204
82,11,xgboost,5,0.08,7,2.786275912534409,2.2033184257945626
83,11,xgboost_naive_transfer,5,0.08,7,3.314885842914021,2.667861190860431
84,11,xgboost,5,0.1,1,2.0176270473473137,1.6005953975085545
85,11,xgboost_naive_transfer,5,0.1,1,6.119507175356759,5.236346003272977
86,11,xgboost,5,0.1,2,2.109250244632742,1.6954184695004613
87,11,xgboost_naive_transfer,5,0.1,2,6.2468387006640285,5.430206638423064
88,11,xgboost,5,0.1,3,2.332436968738054,1.8608656595712465
89,11,xgboost_naive_transfer,5,0.1,3,6.1738752082552395,5.386732804067057
90,11,xgboost,5,0.1,4,2.588864658432879,2.020968867692519
91,11,xgboost_naive_transfer,5,0.1,4,3.26462933188753,2.6333504843783584
92,11,xgboost,5,0.1,5,2.655221538908376,2.1046610880157606
93,11,xgboost_naive_transfer,5,0.1,5,3.1831885826329827,2.572712339615139
94,11,xgboost,5,0.1,6,2.739389743868342,2.1689058967836248
95,11,xgboost_naive_transfer,5,0.1,6,3.281009377926734,2.662523040241548
96,11,xgboost,5,0.1,7,2.8058870221874583,2.2185164946739104
97,11,xgboost_naive_transfer,5,0.1,7,3.3671500493800823,2.722656262835811
98,11,xgboost,5,0.12,1,2.0216960606031815,1.6003954063719263
99,11,xgboost_naive_transfer,5,0.12,1,6.184369178384863,5.325314751598439
100,11,xgboost,5,0.12,2,2.1105623864014484,1.6886192669433582
101,11,xgboost_naive_transfer,5,0.12,2,6.272625848802531,5.495831387191061
102,11,xgboost,5,0.12,3,2.3146677637328277,1.8360280212684381
103,11,xgboost_naive_transfer,5,0.12,3,6.092835800384458,5.343031951443474
104,11,xgboost,5,0.12,4,2.500023997551535,1.9753850780516362
105,11,xgboost_naive_transfer,5,0.12,4,3.181801417321326,2.5279914703675095
106,11,xgboost,5,0.12,5,2.6196261036554236,2.075558009642654
107,11,xgboost_naive_transfer,5,0.12,5,3.1897913841177954,2.586459397542399
108,11,xgboost,5,0.12,6,2.7509147748378746,2.167823271412469
109,11,xgboost_naive_transfer,5,0.12,6,3.241618670076433,2.617186677372589
110,11,xgboost,5,0.12,7,2.81357608669059,2.2268673095153635
111,11,xgboost_naive_transfer,5,0.12,7,3.367385219530929,2.728611261656926
112,11,xgboost,5,0.15,1,1.9831908525150415,1.5693970247457283
