,seed,method,v,source_tree_size,target_tree_size,m_0,k,val_rmse,val_mae,rmse,mae
38,2,LSTransferTreeBoost,0.1,1,1,0.9,0.05,1.5036104686402005,1.1920178711417801,1.4338425665910532,1.1480742571087892
39,2,LADTransferTreeBoost,0.1,1,1,0.9,0.05,1.3880888699211689,1.0901818245306902,1.332572467878682,1.0553216205753402
40,2,LSTransferTreeBoost,0.1,1,2,0.5,0.01,1.4426503054922746,1.1416261276746809,1.4021032777932807,1.111094290571634
41,2,LADTransferTreeBoost,0.1,1,2,0.5,0.01,1.280364480341967,1.0159413543314977,1.2813047382417695,1.006658469460444
42,2,LSTransferTreeBoost,0.1,1,2,0.9,0.01,1.4328359032111608,1.1393067591174713,1.400249036348792,1.1076957600544652
43,2,LADTransferTreeBoost,0.1,1,2,0.9,0.01,1.2049601545252047,0.9505897565203602,1.2141866104875498,0.9574054200559639
44,2,LSTransferTreeBoost,0.1,1,2,0.5,0.05,1.4453100185473298,1.1470322096959618,1.4160001469967647,1.120541834191396
45,2,LADTransferTreeBoost,0.1,1,2,0.5,0.05,1.2789149450795858,1.012633114631063,1.2917283389582481,1.0194728073000219
46,2,LSTransferTreeBoost,0.1,1,2,0.9,0.05,1.418757519747257,1.1298075010454949,1.374877308134315,1.0894114135041073
47,2,LADTransferTreeBoost,0.1,1,2,0.9,0.05,1.2952371592795213,1.0279428505861403,1.3182393425273973,1.0539913316207332
48,2,LSTransferTreeBoost,0.1,2,1,0.5,0.01,1.5058565527249017,1.192895153772213,1.4405361157405658,1.1552036760219533
49,2,LADTransferTreeBoost,0.1,2,1,0.5,0.01,1.3708639936662015,1.0784586193097827,1.3233959785559908,1.0561569704252638
50,2,LSTransferTreeBoost,0.1,2,1,0.9,0.01,1.4994501695473508,1.1867792914090336,1.4357654892681435,1.1515961697311696
51,2,LADTransferTreeBoost,0.1,2,1,0.9,0.01,1.3629623335692393,1.0730205348260888,1.3080098866664402,1.0398983270901112
52,2,LSTransferTreeBoost,0.1,2,1,0.5,0.05,1.5281115882028196,1.212621444248121,1.4512722361369392,1.1622913597652864
53,2,LADTransferTreeBoost,0.1,2,1,0.5,0.05,1.3243170553997834,1.0476042986982261,1.2863497994920219,1.0328667226671586
54,2,LSTransferTreeBoost,0.1,2,1,0.9,0.05,1.5036104686402005,1.1920178711417801,1.4338425665910532,1.1480742571087892
55,2,LADTransferTreeBoost,0.1,2,1,0.9,0.05,1.3880888699211689,1.0901818245306902,1.332572467878682,1.0553216205753402
56,2,LSTransferTreeBoost,0.1,2,2,0.5,0.01,1.4426503054922748,1.1416261276746809,1.4021032777932807,1.111094290571634
57,2,LADTransferTreeBoost,0.1,2,2,0.5,0.01,1.2173443564739628,0.9620127032727529,1.2365659941214464,0.9817063896896638
58,2,LSTransferTreeBoost,0.1,2,2,0.9,0.01,1.4328359032111608,1.1393067591174713,1.400249036348792,1.1076957600544652
59,2,LADTransferTreeBoost,0.1,2,2,0.9,0.01,1.2284825158196475,0.9678308971339038,1.234298595716622,0.9731780144182159
60,2,LSTransferTreeBoost,0.1,2,2,0.5,0.05,1.4453100185473293,1.1470322096959615,1.4160001469967642,1.1205418341913955
61,2,LADTransferTreeBoost,0.1,2,2,0.5,0.05,1.2566172052923736,0.9949612082932767,1.2590568100915236,0.9918399673037536
62,2,LSTransferTreeBoost,0.1,2,2,0.9,0.05,1.4187575197472573,1.129807501045495,1.3748773081343153,1.0894114135041073
63,2,LADTransferTreeBoost,0.1,2,2,0.9,0.05,1.254823075507144,0.9968233045251639,1.2619005052236338,1.0026519168245798
64,3,LSTransferTreeBoost,0.05,1,1,0.5,0.01,1.3816722330580384,1.0900114470127036,1.4005511490856979,1.1075022974515378
65,3,LADTransferTreeBoost,0.05,1,1,0.5,0.01,1.2260686589674783,0.969869874382412,1.1970209199373818,0.9535414959173677
66,3,LSTransferTreeBoost,0.05,1,1,0.9,0.01,1.4187705477731645,1.124530667634178,1.4268471033232868,1.1263104379795148
67,3,LADTransferTreeBoost,0.05,1,1,0.9,0.01,1.2649348031611043,1.0042384701728266,1.225655488883616,0.9778023555871709
68,3,LSTransferTreeBoost,0.05,1,1,0.5,0.05,1.3857814824877448,1.095003812959354,1.4049367098965189,1.111100043488389
69,3,LADTransferTreeBoost,0.05,1,1,0.5,0.05,1.2226944241325708,0.9611963593287057,1.2063942407141763,0.9593643353902975
70,3,LSTransferTreeBoost,0.05,1,1,0.9,0.05,1.4023330407177927,1.109899667179794,1.4161786982914195,1.117781956437992
71,3,LADTransferTreeBoost,0.05,1,1,0.9,0.05,1.2050203444667067,0.9537140284510871,1.1800003188394648,0.9382904264775225
72,3,LSTransferTreeBoost,0.05,1,2,0.5,0.01,1.258034476843284,0.9920687057295209,1.2652965624678263,1.005402468359825
73,3,LADTransferTreeBoost,0.05,1,2,0.5,0.01,1.0614012142593272,0.8224072882486031,1.0387167529432297,0.7991605002230727
74,3,LSTransferTreeBoost,0.05,1,2,0.9,0.01,1.2668578239088488,0.9998231212860165,1.2727972147976814,1.0095700333243096
75,3,LADTransferTreeBoost,0.05,1,2,0.9,0.01,1.0339850590419406,0.8023365531294562,1.0345363098518985,0.800226665513469
76,3,LSTransferTreeBoost,0.05,1,2,0.5,0.05,1.2779587135982104,1.0155945076402149,1.2806880758556318,1.023068014797506
77,3,LADTransferTreeBoost,0.05,1,2,0.5,0.05,1.0760650568078713,0.8327892192507156,1.0824354766082533,0.8382368252756822
78,3,LSTransferTreeBoost,0.05,1,2,0.9,0.05,1.2639177828581345,0.9959814699852224,1.2762746280586967,1.0156104671697057
79,3,LADTransferTreeBoost,0.05,1,2,0.9,0.05,1.114130046493735,0.8635930980030521,1.0962779779801552,0.8487955290527965
80,3,LSTransferTreeBoost,0.05,2,1,0.5,0.01,1.4453754881909948,1.1582183402687256,1.4605978368188899,1.1594231049109198
81,3,LADTransferTreeBoost,0.05,2,1,0.5,0.01,1.6017644492855216,1.3126248492714063,1.5408384433581845,1.253808221578255
82,3,LSTransferTreeBoost,0.05,2,1,0.9,0.01,1.3703172933733774,1.0881785787005018,1.387523967743482,1.0942815888095219
83,3,LADTransferTreeBoost,0.05,2,1,0.9,0.01,1.1567962944524006,0.9127899938042385,1.1069520313409804,0.8800900074086212
84,3,LSTransferTreeBoost,0.05,2,1,0.5,0.05,1.4275050609122797,1.135797371193722,1.4489557590510138,1.1461756471779005
85,3,LADTransferTreeBoost,0.05,2,1,0.5,0.05,1.3964619949059103,1.13894183221772,1.3795194375011428,1.1162085352898297
86,3,LSTransferTreeBoost,0.05,2,1,0.9,0.05,1.426721412695366,1.1374003334257263,1.4466765069606722,1.1449334586446382
87,3,LADTransferTreeBoost,0.05,2,1,0.9,0.05,3.115103761953091,2.5356663742863277,2.9918786139703286,2.4192746377426957
88,3,LSTransferTreeBoost,0.05,2,2,0.5,0.01,1.2583009906084532,0.9966581630352446,1.2723832655911405,1.0125257345887473
89,3,LADTransferTreeBoost,0.05,2,2,0.5,0.01,0.9474787154202683,0.7426142928238483,0.9388212793371039,0.7306396434292729
90,3,LSTransferTreeBoost,0.05,2,2,0.9,0.01,1.2739880846194322,1.0105082289020677,1.2725399865265217,1.0136844242524086
91,3,LADTransferTreeBoost,0.05,2,2,0.9,0.01,0.9721106714609811,0.7587398184760636,0.9546666238334381,0.7388990930629384
92,3,LSTransferTreeBoost,0.05,2,2,0.5,0.05,1.3417793603185426,1.0794231461206931,1.344012715971155,1.078441019653781
93,3,LADTransferTreeBoost,0.05,2,2,0.5,0.05,0.9894660883738978,0.774876666180481,0.9773082526619803,0.7603919169914893
94,3,LSTransferTreeBoost,0.05,2,2,0.9,0.05,1.2823172978820332,1.0215237582239485,1.2917862395990347,1.0308092701272926
95,3,LADTransferTreeBoost,0.05,2,2,0.9,0.05,1.7901597684909314,1.4587215136655631,1.7078361148085868,1.3637557307814865
96,3,LSTransferTreeBoost,0.1,1,1,0.5,0.01,1.4061482474092897,1.1146300047933988,1.4172244188838123,1.1198581101497416
97,3,LADTransferTreeBoost,0.1,1,1,0.5,0.01,1.1409864897959487,0.9006573040194824,1.114149420214291,0.8863717919884532
98,3,LSTransferTreeBoost,0.1,1,1,0.9,0.01,1.4017692038490555,1.1096927903728218,1.4103136640779899,1.114427319471079
99,3,LADTransferTreeBoost,0.1,1,1,0.9,0.01,1.1188476666099374,0.8869615330093354,1.0748796007018462,0.8572362215499614
100,3,LSTransferTreeBoost,0.1,1,1,0.5,0.05,1.378419056978556,1.08796663218202,1.3973987042212017,1.1054135747034168
101,3,LADTransferTreeBoost,0.1,1,1,0.5,0.05,1.1286139729594171,0.8856081818436571,1.1025403061884065,0.8737786638837424
102,3,LSTransferTreeBoost,0.1,1,1,0.9,0.05,1.3909578413756591,1.0971398990783932,1.4083568070683108,1.113625870716615
103,3,LADTransferTreeBoost,0.1,1,1,0.9,0.05,1.1359561090990915,0.8933416984268934,1.1077268262969868,0.8788649110009751
104,3,LSTransferTreeBoost,0.1,1,2,0.5,0.01,1.3045827260403087,1.032395499490703,1.30913683187454,1.0480616678101462
105,3,LADTransferTreeBoost,0.1,1,2,0.5,0.01,1.064249660701096,0.8242185813410289,1.0422600600203737,0.801348383670519
106,3,LSTransferTreeBoost,0.1,1,2,0.9,0.01,1.2838101582924872,1.0112050265790669,1.2984631992560387,1.0338197176333102
107,3,LADTransferTreeBoost,0.1,1,2,0.9,0.01,1.0185724454646374,0.7896045289889891,1.018602596302668,0.7888899529287798
108,3,LSTransferTreeBoost,0.1,1,2,0.5,0.05,1.2753500090564958,1.0116690543677074,1.2884619154969672,1.0279976458238995
109,3,LADTransferTreeBoost,0.1,1,2,0.5,0.05,1.038494987044328,0.8118650308785346,1.0314257680271404,0.8036994069809207
110,3,LSTransferTreeBoost,0.1,1,2,0.9,0.05,1.2801063750100319,1.0093271420420138,1.2977773420777825,1.0339927629051013
111,3,LADTransferTreeBoost,0.1,1,2,0.9,0.05,1.023719855410669,0.7967620181038441,1.0076899153253054,0.7889225254793791
112,3,LSTransferTreeBoost,0.1,2,1,0.5,0.01,1.4095143562367773,1.1250362976313155,1.4221029750514516,1.1253353587477632
113,3,LADTransferTreeBoost,0.1,2,1,0.5,0.01,1.0796472501813892,0.8553311090299357,1.0206117716872294,0.8189748435021743
114,3,LSTransferTreeBoost,0.1,2,1,0.9,0.01,1.3678337457112038,1.0918449694386516,1.3868590619551793,1.0982356146431955
115,3,LADTransferTreeBoost,0.1,2,1,0.9,0.01,1.140316492053348,0.9039482545419756,1.0871949064078512,0.8652611727570756
116,3,LSTransferTreeBoost,0.1,2,1,0.5,0.05,1.4110087983068236,1.1226385375748322,1.4335918441189597,1.1309177962783303
117,3,LADTransferTreeBoost,0.1,2,1,0.5,0.05,1.8515403937020039,1.519443366859808,1.7849664636570495,1.4506136484733798
118,3,LSTransferTreeBoost,0.1,2,1,0.9,0.05,1.4325525363823823,1.1421949917907472,1.4518661721240511,1.1493361214261122
119,3,LADTransferTreeBoost,0.1,2,1,0.9,0.05,1.434489122955408,1.1615281196939535,1.3699710780799659,1.1113746083218126
120,3,LSTransferTreeBoost,0.1,2,2,0.5,0.01,1.2887719412756375,1.0250502352233573,1.3007672603526188,1.0401607709808842
121,3,LADTransferTreeBoost,0.1,2,2,0.5,0.01,0.9324257810951723,0.7290597596081994,0.9291223533134896,0.7312192774272586
122,3,LSTransferTreeBoost,0.1,2,2,0.9,0.01,1.257134103745466,0.9891925197477136,1.2749283020952407,1.0127722705923978
123,3,LADTransferTreeBoost,0.1,2,2,0.9,0.01,0.9012365565737125,0.6979896811509447,0.8776596987679363,0.6861440892763493
124,3,LSTransferTreeBoost,0.1,2,2,0.5,0.05,1.340371844972689,1.0758875102041905,1.3402181028170481,1.0735456895952007
125,3,LADTransferTreeBoost,0.1,2,2,0.5,0.05,1.0220375310926366,0.8112978383657081,0.998988593430034,0.7805840538840785
126,3,LSTransferTreeBoost,0.1,2,2,0.9,0.05,1.2782613852568372,1.013540714205293,1.2968526949277226,1.0248465420248107
127,3,LADTransferTreeBoost,0.1,2,2,0.9,0.05,1.4213659080795957,1.154231421432578,1.380943790347056,1.0994567900800434
128,4,LSTransferTreeBoost,0.05,1,1,0.5,0.01,1.6729126964677061,1.3613592148168778,1.6374689957156154,1.3143565190797681
129,4,LADTransferTreeBoost,0.05,1,1,0.5,0.01,1.3337248486230564,1.0552993326104174,1.337710820909515,1.0502146860065453
130,4,LSTransferTreeBoost,0.05,1,1,0.9,0.01,1.6061504521499335,1.3041505269012783,1.5753177478194818,1.2601580756055908
131,4,LADTransferTreeBoost,0.05,1,1,0.9,0.01,1.2662062363930373,1.0204535929243024,1.2583582928330665,0.988645862508241
132,4,LSTransferTreeBoost,0.05,1,1,0.5,0.05,1.789159455102589,1.4558753385991645,1.7514607782228535,1.4062961780049887
133,4,LADTransferTreeBoost,0.05,1,1,0.5,0.05,1.9316866508511037,1.5540185538776157,1.891663085062289,1.5030177639375284
134,4,LSTransferTreeBoost,0.05,1,1,0.9,0.05,1.6612999615034123,1.3505755586076877,1.637666941262838,1.313363082316573
135,4,LADTransferTreeBoost,0.05,1,1,0.9,0.05,1.6715182835715672,1.3452316358038987,1.6708478409292662,1.319147730104592
136,4,LSTransferTreeBoost,0.05,1,2,0.5,0.01,1.640981106311186,1.3437900973709442,1.6607960260746344,1.31580324770667
137,4,LADTransferTreeBoost,0.05,1,2,0.5,0.01,1.5594157346978468,1.2527851488697543,1.520118699447771,1.196182204735286
138,4,LSTransferTreeBoost,0.05,1,2,0.9,0.01,1.6191733773221824,1.3219602389135967,1.6299921824201087,1.297725380623734
139,4,LADTransferTreeBoost,0.05,1,2,0.9,0.01,1.289717942095142,1.026004819845983,1.2932597664805985,1.0152709384729268
140,4,LSTransferTreeBoost,0.05,1,2,0.5,0.05,1.726022998275789,1.4174683802387007,1.7472418476642961,1.3959098909624894
141,4,LADTransferTreeBoost,0.05,1,2,0.5,0.05,1.5762201830268117,1.266948150805657,1.5680869387882086,1.2281209065478291
142,4,LSTransferTreeBoost,0.05,1,2,0.9,0.05,1.6693212446014851,1.3677045035798743,1.6949366497233087,1.3403224283597213
143,4,LADTransferTreeBoost,0.05,1,2,0.9,0.05,1.1468527668309318,0.9002836313046771,1.1620459182514706,0.9080417020191897
144,4,LSTransferTreeBoost,0.05,2,1,0.5,0.01,1.5763475764910488,1.273239219210793,1.5550445892657387,1.2474547273407417
145,4,LADTransferTreeBoost,0.05,2,1,0.5,0.01,1.4541758962920621,1.1643645435282337,1.4646930890949477,1.1680062955883987
146,4,LSTransferTreeBoost,0.05,2,1,0.9,0.01,1.616152733658128,1.3109059606415387,1.5853072694596624,1.2756701441719298
147,4,LADTransferTreeBoost,0.05,2,1,0.9,0.01,1.3997250730125126,1.1285428095741445,1.3942159847452724,1.1008051267929708
148,4,LSTransferTreeBoost,0.05,2,1,0.5,0.05,1.5496583113320903,1.2582079060894285,1.5480636654250293,1.234481432399014
149,4,LADTransferTreeBoost,0.05,2,1,0.5,0.05,2.35787866470552,1.9075929340996731,2.2972739543376104,1.8576886664818462
150,4,LSTransferTreeBoost,0.05,2,1,0.9,0.05,1.5146722888600774,1.2260477013885316,1.5142490304742198,1.2116715733184984
151,4,LADTransferTreeBoost,0.05,2,1,0.9,0.05,2.587914110930182,2.066270010421758,2.5302867659927424,2.0381594552588624
152,4,LSTransferTreeBoost,0.05,2,2,0.5,0.01,1.63842968092423,1.3314208943522654,1.6362348810593654,1.3028526070696687
153,4,LADTransferTreeBoost,0.05,2,2,0.5,0.01,1.451210039779741,1.1590663791335982,1.4382366654782681,1.1284960978842247
154,4,LSTransferTreeBoost,0.05,2,2,0.9,0.01,1.6464186600261106,1.3207648712812357,1.62826702002886,1.2962838548002928
155,4,LADTransferTreeBoost,0.05,2,2,0.9,0.01,1.2317349125776722,0.976428479242573,1.2551591498275299,0.9892755909380393
156,4,LSTransferTreeBoost,0.05,2,2,0.5,0.05,1.6283556055969597,1.327640878867083,1.6547414466058128,1.3142065388937278
157,4,LADTransferTreeBoost,0.05,2,2,0.5,0.05,1.2751310114681564,1.014784127510963,1.2839439135359474,1.0029750311098484
158,4,LSTransferTreeBoost,0.05,2,2,0.9,0.05,1.5810041645665711,1.2864902054661351,1.6037296818042712,1.2693540046569443
159,4,LADTransferTreeBoost,0.05,2,2,0.9,0.05,1.153221236568866,0.9168615679856282,1.1892084719404705,0.9364964345307223
160,4,LSTransferTreeBoost,0.1,1,1,0.5,0.01,1.614738914364806,1.3112508396981373,1.586957562669827,1.2705499145760317
161,4,LADTransferTreeBoost,0.1,1,1,0.5,0.01,1.3570888916573065,1.0788551780713689,1.3506074863296762,1.0529595028298584
162,4,LSTransferTreeBoost,0.1,1,1,0.9,0.01,1.609162635270562,1.3078203681112364,1.5729505951458855,1.2617127058825663
163,4,LADTransferTreeBoost,0.1,1,1,0.9,0.01,1.3322666980829123,1.0752229423895414,1.329716846934452,1.048460083294703
164,4,LSTransferTreeBoost,0.1,1,1,0.5,0.05,1.6732335053096068,1.3618825309028961,1.648997474817411,1.325314252617512
165,4,LADTransferTreeBoost,0.1,1,1,0.5,0.05,1.7455540741172098,1.3986771168972225,1.7379144381295144,1.3721563732273403
166,4,LSTransferTreeBoost,0.1,1,1,0.9,0.05,1.7340591235263638,1.4125868732164262,1.6914465215326162,1.3599013972260139
167,4,LADTransferTreeBoost,0.1,1,1,0.9,0.05,1.3131789173621216,1.0570944052736904,1.323121713513539,1.0418706153750863
168,4,LSTransferTreeBoost,0.1,1,2,0.5,0.01,1.631123526536505,1.3339691972223113,1.6533564451971177,1.30867043164622
169,4,LADTransferTreeBoost,0.1,1,2,0.5,0.01,1.2103887890182299,0.9696362002309704,1.2109707732087363,0.9594687350556653
170,4,LSTransferTreeBoost,0.1,1,2,0.9,0.01,1.5922856921584465,1.2903893340347694,1.6168916034728484,1.2831276702388918
171,4,LADTransferTreeBoost,0.1,1,2,0.9,0.01,1.2169489658092514,0.9722125171829679,1.233698286541499,0.9683765337945986
172,4,LSTransferTreeBoost,0.1,1,2,0.5,0.05,1.7186824454229266,1.4094772921032475,1.748187818928817,1.3913998073012201
173,4,LADTransferTreeBoost,0.1,1,2,0.5,0.05,1.2024227124561497,0.96458784075632,1.2231259796824505,0.9582019783412884
174,4,LSTransferTreeBoost,0.1,1,2,0.9,0.05,1.6533022870640526,1.3513399710634508,1.6745761565454818,1.3315854612464864
175,4,LADTransferTreeBoost,0.1,1,2,0.9,0.05,1.2455439872809477,0.9870776034332805,1.2591208639001485,0.9754965280624579
176,4,LSTransferTreeBoost,0.1,2,1,0.5,0.01,1.6308143849348784,1.3178004313740161,1.5979308666620389,1.285067422957711
177,4,LADTransferTreeBoost,0.1,2,1,0.5,0.01,1.4304021931826554,1.1404594109833583,1.4362723149202412,1.1247684783147665
178,4,LSTransferTreeBoost,0.1,2,1,0.9,0.01,1.6753469745319503,1.3591059973297914,1.6334885072278456,1.319003484141133
179,4,LADTransferTreeBoost,0.1,2,1,0.9,0.01,1.4364480535518833,1.1508104559330237,1.451607685872729,1.1415316786070722
180,4,LSTransferTreeBoost,0.1,2,1,0.5,0.05,1.5143829938541962,1.2257408849538556,1.5126837193788267,1.210169149431937
181,4,LADTransferTreeBoost,0.1,2,1,0.5,0.05,2.394916584923443,1.9286483775734047,2.3453779824735608,1.8900228236435224
182,4,LSTransferTreeBoost,0.1,2,1,0.9,0.05,1.534511464884695,1.2429894929093197,1.5236917420911562,1.224098402502987
183,4,LADTransferTreeBoost,0.1,2,1,0.9,0.05,1.3334626457659484,1.066277180802288,1.3329253776573389,1.0465015259337804
184,4,LSTransferTreeBoost,0.1,2,2,0.5,0.01,1.7058227439787723,1.3840095162663892,1.6994731501638987,1.360089867720382
185,4,LADTransferTreeBoost,0.1,2,2,0.5,0.01,1.2384227000055723,0.9801561453486968,1.2564216809525002,0.9806413136236855
186,4,LSTransferTreeBoost,0.1,2,2,0.9,0.01,1.7152971624794728,1.3770060375597564,1.684110635515739,1.3465810606903479
187,4,LADTransferTreeBoost,0.1,2,2,0.9,0.01,1.1632727429986836,0.9224443944380283,1.2015162490590423,0.9495746946243521
188,4,LSTransferTreeBoost,0.1,2,2,0.5,0.05,1.661516312757016,1.3476699845611169,1.6708403915164471,1.3297295231035529
189,4,LADTransferTreeBoost,0.1,2,2,0.5,0.05,1.3101719070507787,1.0409639157794208,1.3157927629195245,1.0362850590371937
190,4,LSTransferTreeBoost,0.1,2,2,0.9,0.05,1.6368072718150761,1.3378806294189152,1.6398879136352258,1.3092200935541523
191,4,LADTransferTreeBoost,0.1,2,2,0.9,0.05,1.1812611821705548,0.9342224695111381,1.2347339944450018,0.9749523503508132
192,5,LSTransferTreeBoost,0.05,1,1,0.5,0.01,1.608024872034043,1.2590428018335589,1.6327260945579725,1.3203505455115445
193,5,LADTransferTreeBoost,0.05,1,1,0.5,0.01,1.5867989646639782,1.2635746350315038,1.5655326686686932,1.2496267646099337
194,5,LSTransferTreeBoost,0.05,1,1,0.9,0.01,1.624441503732702,1.27916055919835,1.6562266353649662,1.3453907892778207
195,5,LADTransferTreeBoost,0.05,1,1,0.9,0.01,1.7658274845710114,1.4020889539880403,1.7609094128019338,1.4050121443215793
196,5,LSTransferTreeBoost,0.05,1,1,0.5,0.05,1.603362543290876,1.2525245056769754,1.62470597308206,1.3041934803144402
197,5,LADTransferTreeBoost,0.05,1,1,0.5,0.05,1.5836945328293883,1.2554788581283114,1.5542107300850136,1.2307029371342044
198,5,LSTransferTreeBoost,0.05,1,1,0.9,0.05,1.6279073598289593,1.2721447356140383,1.646466374922748,1.3216255862523039
199,5,LADTransferTreeBoost,0.05,1,1,0.9,0.05,1.5971134754383336,1.264603980469541,1.5694912932186809,1.252931380588791
200,5,LSTransferTreeBoost,0.05,1,2,0.5,0.01,1.5493132211486162,1.223259567948127,1.5579028362504928,1.2338021141914919
201,5,LADTransferTreeBoost,0.05,1,2,0.5,0.01,1.491594460505434,1.1383884921932426,1.4810478641503004,1.1203523746129118
202,5,LSTransferTreeBoost,0.05,1,2,0.9,0.01,1.5504140293288062,1.2274337226117522,1.5639736849973385,1.2535752394676998
203,5,LADTransferTreeBoost,0.05,1,2,0.9,0.01,1.301794626616657,1.0158945755571407,1.2847673706876517,1.011556240644252
204,5,LSTransferTreeBoost,0.05,1,2,0.5,0.05,1.600321687853831,1.2598589314287953,1.6097204086556152,1.2656819965987034
205,5,LADTransferTreeBoost,0.05,1,2,0.5,0.05,1.6783353658962015,1.2847854076052665,1.6692000040920072,1.280034173487409
