,seed,method,v,source_tree_size,target_tree_size,m_0,k,val_rmse,val_mae,rmse,mae
206,5,LSTransferTreeBoost,0.05,1,2,0.9,0.05,1.6058045712038649,1.2553090157209854,1.6247519552554563,1.2766598648257035
207,5,LADTransferTreeBoost,0.05,1,2,0.9,0.05,1.493783544358024,1.1419193470513462,1.4837352578163097,1.1320875380718174
208,5,LSTransferTreeBoost,0.05,2,1,0.5,0.01,1.562847841561467,1.224525806768232,1.58383334597837,1.28038767477172
209,5,LADTransferTreeBoost,0.05,2,1,0.5,0.01,1.8635830744198916,1.465289683976211,1.8518280679220818,1.455047223839487
210,5,LSTransferTreeBoost,0.05,2,1,0.9,0.01,1.6353256842428834,1.319105047172709,1.672285317398765,1.3638371703842023
211,5,LADTransferTreeBoost,0.05,2,1,0.9,0.01,1.7004382412005894,1.3484182774917186,1.6719759428795535,1.3320634210507964
212,5,LSTransferTreeBoost,0.05,2,1,0.5,0.05,1.8053933916427154,1.4215104888659844,1.8299584604036894,1.4725216206158134
213,5,LADTransferTreeBoost,0.05,2,1,0.5,0.05,2.8464124051494393,2.233761346415363,2.8815469450419524,2.231917746847692
214,5,LSTransferTreeBoost,0.05,2,1,0.9,0.05,1.554729141190625,1.215335679851181,1.5769997842312065,1.2675445164428105
215,5,LADTransferTreeBoost,0.05,2,1,0.9,0.05,2.6452878777438014,2.070292327483072,2.674727608942732,2.073990175054099
216,5,LSTransferTreeBoost,0.05,2,2,0.5,0.01,1.481582665340599,1.15926562602078,1.4950935956485452,1.1781971349508857
217,5,LADTransferTreeBoost,0.05,2,2,0.5,0.01,1.529526955485571,1.1663461126835193,1.510011953023507,1.1535529847030226
218,5,LSTransferTreeBoost,0.05,2,2,0.9,0.01,1.5114987933344632,1.1836950614712864,1.5573884451498077,1.2418144972858907
219,5,LADTransferTreeBoost,0.05,2,2,0.9,0.01,1.401964948103154,1.0858971981561858,1.3808193157219442,1.071898058016688
220,5,LSTransferTreeBoost,0.05,2,2,0.5,0.05,1.5362975833791497,1.2036383039099712,1.5513437936699817,1.2202578867899716
221,5,LADTransferTreeBoost,0.05,2,2,0.5,0.05,2.265548096867102,1.7624702575927156,2.2789881894283304,1.7553115134827746
222,5,LSTransferTreeBoost,0.05,2,2,0.9,0.05,1.488892218931072,1.1607140392302304,1.5186295948965995,1.1918973603403524
223,5,LADTransferTreeBoost,0.05,2,2,0.9,0.05,2.3399719429506214,1.81478999075173,2.3590068830537017,1.8147186859412872
224,5,LSTransferTreeBoost,0.1,1,1,0.5,0.01,1.6105145284707265,1.2649837105533848,1.6405240166893187,1.3293068568456532
225,5,LADTransferTreeBoost,0.1,1,1,0.5,0.01,1.7008986771688581,1.3476625791904457,1.6935353838819387,1.34212938534757
226,5,LSTransferTreeBoost,0.1,1,1,0.9,0.01,1.6113255776856341,1.2705578563512616,1.6392883749611895,1.3306366919172006
227,5,LADTransferTreeBoost,0.1,1,1,0.9,0.01,1.7955576555552204,1.4202779046954561,1.7908243927507783,1.4291751729605298
228,5,LSTransferTreeBoost,0.1,1,1,0.5,0.05,1.6049069859910121,1.2576847164090097,1.6261960288007986,1.3079640916770414
229,5,LADTransferTreeBoost,0.1,1,1,0.5,0.05,1.5926788963136236,1.259483576435052,1.5583279411618358,1.2390207344500477
230,5,LSTransferTreeBoost,0.1,1,1,0.9,0.05,1.6240274320233787,1.2735410874558595,1.6480003748094312,1.3314955384962202
231,5,LADTransferTreeBoost,0.1,1,1,0.9,0.05,1.6605789461117646,1.318023986393265,1.6494361803184212,1.3181161155267964
232,5,LSTransferTreeBoost,0.1,1,2,0.5,0.01,1.5539858155210047,1.2336038796521698,1.5775567434982556,1.2612287470267456
233,5,LADTransferTreeBoost,0.1,1,2,0.5,0.01,1.0917922787038532,0.8508442469622046,1.0573826743203512,0.8318368073455155
234,5,LSTransferTreeBoost,0.1,1,2,0.9,0.01,1.503732934214921,1.185096785722037,1.5350189783805184,1.2340522086353267
235,5,LADTransferTreeBoost,0.1,1,2,0.9,0.01,1.2567623314653749,0.9799588329618655,1.223918194021191,0.9717676910941259
236,5,LSTransferTreeBoost,0.1,1,2,0.5,0.05,1.6056089881111815,1.2726562281357605,1.6116898977956082,1.2745755578052256
237,5,LADTransferTreeBoost,0.1,1,2,0.5,0.05,1.5436774254514445,1.1899169606739908,1.53665199215008,1.188359442870475
238,5,LSTransferTreeBoost,0.1,1,2,0.9,0.05,1.5417154491849467,1.2279807648364922,1.5581697486532133,1.2363487217459086
239,5,LADTransferTreeBoost,0.1,1,2,0.9,0.05,1.310099893490082,1.0123669773060162,1.2857788595385053,1.001874934307883
240,5,LSTransferTreeBoost,0.1,2,1,0.5,0.01,1.5602975002790493,1.235869188830182,1.5900220725729284,1.2914437815231719
241,5,LADTransferTreeBoost,0.1,2,1,0.5,0.01,2.1669162892826477,1.687566467853502,2.159036729970895,1.681818290388836
242,5,LSTransferTreeBoost,0.1,2,1,0.9,0.01,1.5759144579288458,1.2396853488388644,1.5866806522449304,1.2826204815791051
243,5,LADTransferTreeBoost,0.1,2,1,0.9,0.01,1.6200128220327212,1.298736045745061,1.592490330731001,1.273744421366352
244,5,LSTransferTreeBoost,0.1,2,1,0.5,0.05,1.5419657036114405,1.2062799862168663,1.5712580333969879,1.2685737709388478
245,5,LADTransferTreeBoost,0.1,2,1,0.5,0.05,2.8766446048681313,2.2485245820350346,2.891970912649048,2.2387397360784207
246,5,LSTransferTreeBoost,0.1,2,1,0.9,0.05,1.5599519981400944,1.2240705441323274,1.580440346672796,1.275473765682094
247,5,LADTransferTreeBoost,0.1,2,1,0.9,0.05,2.6015270673996294,2.044930188055598,2.6184869920570177,2.0365275838869588
248,5,LSTransferTreeBoost,0.1,2,2,0.5,0.01,1.469996501929953,1.1570381113374766,1.483796067585542,1.1800407735381433
249,5,LADTransferTreeBoost,0.1,2,2,0.5,0.01,1.2517624641411425,0.9650581231091323,1.2186607667063452,0.9452342898405547
250,5,LSTransferTreeBoost,0.1,2,2,0.9,0.01,1.5486252542675745,1.2162576114489425,1.576848630838629,1.2511330319814025
251,5,LADTransferTreeBoost,0.1,2,2,0.9,0.01,1.3920177050066251,1.0784662311255615,1.36960992249261,1.0764345520168577
252,5,LSTransferTreeBoost,0.1,2,2,0.5,0.05,1.4757822971784633,1.151563298906382,1.5183967519085677,1.1962225389453014
253,5,LADTransferTreeBoost,0.1,2,2,0.5,0.05,2.035640045759252,1.5777412163357831,2.0753480162912843,1.5925313496474987
254,5,LSTransferTreeBoost,0.1,2,2,0.9,0.05,1.4829046482366046,1.1582242034963488,1.5063670659284514,1.1865200505658522
255,5,LADTransferTreeBoost,0.1,2,2,0.9,0.05,1.3543860463639787,1.0535994137452065,1.3130789578365065,1.0167194630856802
256,6,LSTransferTreeBoost,0.05,1,1,0.5,0.01,1.4279267096863706,1.1470936814491848,1.471886154653021,1.1684076208296093
257,6,LADTransferTreeBoost,0.05,1,1,0.5,0.01,1.2943550784892943,1.0198827456099342,1.3319463344323108,1.0383739171327626
258,6,LSTransferTreeBoost,0.05,1,1,0.9,0.01,1.4267242624329328,1.1459558794450848,1.4693694822053147,1.1677025594768529
259,6,LADTransferTreeBoost,0.05,1,1,0.9,0.01,1.3257114518704882,1.0473465448872268,1.3662388983012212,1.0657166786683379
260,6,LSTransferTreeBoost,0.05,1,1,0.5,0.05,1.426910197280549,1.1464955258418335,1.4708416980941972,1.168221121842905
261,6,LADTransferTreeBoost,0.05,1,1,0.5,0.05,1.318756412593546,1.0400362256810372,1.3487848979715902,1.0520070540403053
262,6,LSTransferTreeBoost,0.05,1,1,0.9,0.05,1.4290194739549593,1.147240714675003,1.4704127480444542,1.1681336313336215
263,6,LADTransferTreeBoost,0.05,1,1,0.9,0.05,1.31616005611071,1.03831737998818,1.3495392302711313,1.0528301191187943
264,6,LSTransferTreeBoost,0.05,1,2,0.5,0.01,1.3094125596069304,1.0207499971236715,1.340564990452307,1.057455846306855
265,6,LADTransferTreeBoost,0.05,1,2,0.5,0.01,1.2559113343421513,0.9668750507444265,1.2805091483768762,0.9802075449116708
266,6,LSTransferTreeBoost,0.05,1,2,0.9,0.01,1.3212327264179164,1.0245676348508252,1.344845473883602,1.062057813759331
267,6,LADTransferTreeBoost,0.05,1,2,0.9,0.01,1.1798949851378011,0.908414885842455,1.2071449117956443,0.9219118852206121
268,6,LSTransferTreeBoost,0.05,1,2,0.5,0.05,1.3123164853415894,1.0192964749568976,1.3482034508982672,1.0646900124926262
269,6,LADTransferTreeBoost,0.05,1,2,0.5,0.05,1.2171465265382406,0.9294225432725223,1.244027923444954,0.9525312334509364
270,6,LSTransferTreeBoost,0.05,1,2,0.9,0.05,1.3136394500821855,1.020414441904224,1.3404871531999847,1.0603054099578604
271,6,LADTransferTreeBoost,0.05,1,2,0.9,0.05,1.219474425755664,0.933664802705449,1.246039388040372,0.9510816220056396
272,6,LSTransferTreeBoost,0.05,2,1,0.5,0.01,1.419031157525206,1.1400913473658825,1.462864034211373,1.1614980241742783
273,6,LADTransferTreeBoost,0.05,2,1,0.5,0.01,1.3096492511685918,1.0320925544454362,1.3506932022390574,1.0534559982407112
274,6,LSTransferTreeBoost,0.05,2,1,0.9,0.01,1.4260375584076788,1.14704476698086,1.4743616913976088,1.1690993873426723
275,6,LADTransferTreeBoost,0.05,2,1,0.9,0.01,1.3263749564054368,1.0473034226657219,1.3639658269535901,1.064855531069596
276,6,LSTransferTreeBoost,0.05,2,1,0.5,0.05,1.422433828653665,1.1439228639394348,1.4689606842732001,1.1655398559779053
277,6,LADTransferTreeBoost,0.05,2,1,0.5,0.05,1.3294057182816685,1.049235169150371,1.3614962999942566,1.064562784887385
278,6,LSTransferTreeBoost,0.05,2,1,0.9,0.05,1.4234403155041278,1.1445944232595402,1.4704358534961282,1.1658608706350568
279,6,LADTransferTreeBoost,0.05,2,1,0.9,0.05,1.3268772873699564,1.0459886826322013,1.3639314092227985,1.0631297459031785
280,6,LSTransferTreeBoost,0.05,2,2,0.5,0.01,1.3007539003011406,1.0125830605033017,1.339083243903346,1.0590786739402682
281,6,LADTransferTreeBoost,0.05,2,2,0.5,0.01,1.1934238703342483,0.9150147713959761,1.2192346930253743,0.9309030229982757
282,6,LSTransferTreeBoost,0.05,2,2,0.9,0.01,1.3113869159090954,1.0211566693177807,1.348323569825784,1.065780841077281
283,6,LADTransferTreeBoost,0.05,2,2,0.9,0.01,1.212214009571238,0.9291526964822185,1.2372199630785767,0.9428832243170534
284,6,LSTransferTreeBoost,0.05,2,2,0.5,0.05,1.31560675187339,1.0233304980607938,1.353502293936875,1.0678185447378599
285,6,LADTransferTreeBoost,0.05,2,2,0.5,0.05,1.1569336259381524,0.8961237782848148,1.185376568895057,0.9062006264572385
286,6,LSTransferTreeBoost,0.05,2,2,0.9,0.05,1.3311701987121871,1.03976613396147,1.3698168343211095,1.0803473266973183
287,6,LADTransferTreeBoost,0.05,2,2,0.9,0.05,1.1729628821184908,0.9085684878510675,1.1922116274444565,0.9125695193575262
288,6,LSTransferTreeBoost,0.1,1,1,0.5,0.01,1.4266766278432281,1.1462938966692724,1.4676066155331344,1.1677381902327306
289,6,LADTransferTreeBoost,0.1,1,1,0.5,0.01,1.241870908324491,0.9772409144762261,1.268500086119549,0.9889034658030919
290,6,LSTransferTreeBoost,0.1,1,1,0.9,0.01,1.4250908873772203,1.1442283331884888,1.4671117440868742,1.165797077985109
291,6,LADTransferTreeBoost,0.1,1,1,0.9,0.01,1.2970250389526035,1.0234922667509594,1.3309528418129541,1.0345941605190412
292,6,LSTransferTreeBoost,0.1,1,1,0.5,0.05,1.4214770314691176,1.1403327601288324,1.465678164881024,1.1643119453324215
293,6,LADTransferTreeBoost,0.1,1,1,0.5,0.05,1.324832009092456,1.0439472975090298,1.3561722204053845,1.0559406122909776
294,6,LSTransferTreeBoost,0.1,1,1,0.9,0.05,1.4238107925027668,1.143694858158682,1.468782425652676,1.1665894109752848
295,6,LADTransferTreeBoost,0.1,1,1,0.9,0.05,1.303054714835993,1.0267988642713066,1.3347624221320313,1.041322425163037
296,6,LSTransferTreeBoost,0.1,1,2,0.5,0.01,1.3303298338516452,1.0362841201968604,1.3608785133301995,1.0753262082555604
297,6,LADTransferTreeBoost,0.1,1,2,0.5,0.01,1.1820930566500927,0.9081127680588693,1.1967862840243404,0.9113695370013202
298,6,LSTransferTreeBoost,0.1,1,2,0.9,0.01,1.3073372152990546,1.0185824329727002,1.3400967401105832,1.058113884886012
299,6,LADTransferTreeBoost,0.1,1,2,0.9,0.01,1.1219797328387495,0.8578172846631753,1.1641928880300434,0.8932727293146202
300,6,LSTransferTreeBoost,0.1,1,2,0.5,0.05,1.336539766944842,1.0392278008659797,1.3745668669503182,1.0845165900582214
301,6,LADTransferTreeBoost,0.1,1,2,0.5,0.05,1.2110771034537493,0.9294664008839957,1.2276375569971587,0.939526432290623
302,6,LSTransferTreeBoost,0.1,1,2,0.9,0.05,1.3225966834684513,1.0343080347549372,1.3588186730906506,1.0703880332239386
303,6,LADTransferTreeBoost,0.1,1,2,0.9,0.05,1.1684701339664296,0.8967255268870571,1.1735315220898292,0.907396563690546
304,6,LSTransferTreeBoost,0.1,2,1,0.5,0.01,1.4240740508156002,1.143894690771488,1.4692431716458376,1.1667562486050993
305,6,LADTransferTreeBoost,0.1,2,1,0.5,0.01,1.2489744903396347,0.9857028983563184,1.276532352629768,0.995736650219097
306,6,LSTransferTreeBoost,0.1,2,1,0.9,0.01,1.4157254400225865,1.1361374768515902,1.4552423475291143,1.157485492336275
307,6,LADTransferTreeBoost,0.1,2,1,0.9,0.01,1.2932491363107907,1.01747669152425,1.3281923393458517,1.0337064656315533
308,6,LSTransferTreeBoost,0.1,2,1,0.5,0.05,1.4246063569262526,1.1454235896405038,1.4674871268525564,1.1661972004267451
309,6,LADTransferTreeBoost,0.1,2,1,0.5,0.05,1.2752498141001447,1.0037589645789244,1.3130517677536329,1.0247155538499368
310,6,LSTransferTreeBoost,0.1,2,1,0.9,0.05,1.4207317047604975,1.1415078407889443,1.4624798343212821,1.162211609506914
311,6,LADTransferTreeBoost,0.1,2,1,0.9,0.05,1.2734225468128644,1.0029288343383536,1.300477468805679,1.014086258401687
312,6,LSTransferTreeBoost,0.1,2,2,0.5,0.01,1.3154951715692962,1.023413691652299,1.3436393417993797,1.062831304764808
313,6,LADTransferTreeBoost,0.1,2,2,0.5,0.01,1.1689152055912342,0.9031615500999757,1.208559660341471,0.9260210078596169
314,6,LSTransferTreeBoost,0.1,2,2,0.9,0.01,1.317582727779336,1.0259432390387135,1.3390861869374753,1.0588835921146467
315,6,LADTransferTreeBoost,0.1,2,2,0.9,0.01,1.1301489922954908,0.8750818547023423,1.150445324719314,0.8815354598614275
316,6,LSTransferTreeBoost,0.1,2,2,0.5,0.05,1.316377681623296,1.0273646714545057,1.3533068383878968,1.07173871188151
317,6,LADTransferTreeBoost,0.1,2,2,0.5,0.05,1.172584985635721,0.9089290177137384,1.2043718902445202,0.9208292290555656
318,6,LSTransferTreeBoost,0.1,2,2,0.9,0.05,1.2801606842597206,0.9996232409181556,1.326738705140165,1.050783550992414
319,6,LADTransferTreeBoost,0.1,2,2,0.9,0.05,1.2202303500740712,0.9307610231123504,1.2513376220320984,0.9570292365491742
