,seed,method,d,v,target_tree_size,rmse,mae
0,14,xgboost,2,0.01,1,1.8397465457227358,1.462683077385241
1,14,xgboost_naive_transfer,2,0.01,1,1.8153793620974816,1.3991743737617401
2,14,xgboost,2,0.01,2,1.6829617370678491,1.341526837049436
3,14,xgboost_naive_transfer,2,0.01,2,1.3201978539216845,1.012431293031099
4,14,xgboost,2,0.01,3,1.8269328435419219,1.438231533889323
5,14,xgboost_naive_transfer,2,0.01,3,1.0336164034498676,0.8217849352409601
6,14,xgboost,2,0.01,4,2.002185603939514,1.5883604263797946
7,14,xgboost_naive_transfer,2,0.01,4,1.0474226934760105,0.827967694514347
8,14,xgboost,2,0.02,1,1.6508391292744078,1.3032849193320994
9,14,xgboost_naive_transfer,2,0.02,1,1.5393108641385567,1.1819047572691321
10,14,xgboost,2,0.02,2,1.6610442742070537,1.323444662294788
11,14,xgboost_naive_transfer,2,0.02,2,0.9832147927038977,0.7928034331504487
12,14,xgboost,2,0.02,3,1.8210171043720513,1.4400186000508428
13,14,xgboost_naive_transfer,2,0.02,3,1.0108491316579378,0.8071445712945957
14,14,xgboost,2,0.02,4,2.003003533264949,1.5915648797901958
15,14,xgboost_naive_transfer,2,0.02,4,1.0418664347290232,0.82850882217662
16,14,xgboost,2,0.05,1,1.673750469108692,1.3236608315547884
17,14,xgboost_naive_transfer,2,0.05,1,1.1631036903604577,0.9439027701734495
18,14,xgboost,2,0.05,2,1.6619018372916603,1.3241366101600174
19,14,xgboost_naive_transfer,2,0.05,2,0.9867827720206878,0.7922590011008817
20,14,xgboost,2,0.05,3,1.827939884565592,1.4479813381258586
21,14,xgboost_naive_transfer,2,0.05,3,1.0094073648741384,0.8010356158049119
22,14,xgboost,2,0.05,4,2.0164275564630447,1.6097259834095559
23,14,xgboost_naive_transfer,2,0.05,4,1.04700649089393,0.8341920447069006
24,14,xgboost,2,0.1,1,1.6688591243180841,1.3189825255429064
25,14,xgboost_naive_transfer,2,0.1,1,1.1651508087836415,0.946073636848062
26,14,xgboost,2,0.1,2,1.6776051557724316,1.3310220035764815
27,14,xgboost_naive_transfer,2,0.1,2,0.9714460934699543,0.7807565064038686
28,14,xgboost,2,0.1,3,1.8529414123031804,1.4606583905039516
29,14,xgboost_naive_transfer,2,0.1,3,0.9858207384579343,0.7822770516494881
30,14,xgboost,2,0.1,4,1.9961280241008073,1.573844764127054
31,14,xgboost_naive_transfer,2,0.1,4,1.0765353013295684,0.8511283127674281
32,14,xgboost,2,0.15,1,1.6605450000021083,1.3104909708328532
33,14,xgboost_naive_transfer,2,0.15,1,1.1669271922366138,0.9476795802445327
34,14,xgboost,2,0.15,2,1.7170841370776844,1.3626803254256443
35,14,xgboost_naive_transfer,2,0.15,2,0.9866266008872379,0.7857403811441039
36,14,xgboost,2,0.15,3,1.7779972758526121,1.3859223132559884
37,14,xgboost_naive_transfer,2,0.15,3,1.027629332348225,0.8143042584564223
38,14,xgboost,2,0.15,4,2.038900049418593,1.6154237985643318
39,14,xgboost_naive_transfer,2,0.15,4,1.0837335293986385,0.8520129159051335
40,14,xgboost,4,0.01,1,1.8397465457227358,1.462683077385241
41,14,xgboost_naive_transfer,4,0.01,1,2.1117772695788646,1.6480630671500527
42,14,xgboost,4,0.01,2,1.6829617370678491,1.341526837049436
43,14,xgboost_naive_transfer,4,0.01,2,1.611613196904035,1.2516489799443307
44,14,xgboost,4,0.01,3,1.8269328435419219,1.438231533889323
45,14,xgboost_naive_transfer,4,0.01,3,1.345315847437489,1.054618694894511
46,14,xgboost,4,0.01,4,2.002185603939514,1.5883604263797946
47,14,xgboost_naive_transfer,4,0.01,4,1.3223957457971796,1.0353812230278285
48,14,xgboost,4,0.02,1,1.6508391292744078,1.3032849193320994
49,14,xgboost_naive_transfer,4,0.02,1,1.805937545092785,1.3950020212712653
50,14,xgboost,4,0.02,2,1.6610442742070537,1.323444662294788
51,14,xgboost_naive_transfer,4,0.02,2,1.2328036611925033,0.9710739037969406
52,14,xgboost,4,0.02,3,1.8210171043720513,1.4400186000508428
53,14,xgboost_naive_transfer,4,0.02,3,1.2942975687558114,1.0131549386331122
54,14,xgboost,4,0.02,4,2.003003533264949,1.5915648797901958
55,14,xgboost_naive_transfer,4,0.02,4,1.3020538590462365,1.0158352061088678
56,14,xgboost,4,0.05,1,1.673750469108692,1.3236608315547884
57,14,xgboost_naive_transfer,4,0.05,1,1.4239183970432006,1.116850246048613
58,14,xgboost,4,0.05,2,1.6619018372916603,1.3241366101600174
59,14,xgboost_naive_transfer,4,0.05,2,1.2341279683907107,0.9711542561587666
60,14,xgboost,4,0.05,3,1.827939884565592,1.4479813381258586
61,14,xgboost_naive_transfer,4,0.05,3,1.2574868828532968,0.9791404176192453
62,14,xgboost,4,0.05,4,2.0164275564630447,1.6097259834095559
63,14,xgboost_naive_transfer,4,0.05,4,1.3139201121341468,1.0311904419989035
64,14,xgboost,4,0.1,1,1.6688591243180841,1.3189825255429064
65,14,xgboost_naive_transfer,4,0.1,1,1.3177526272709092,1.0423547033558855
66,14,xgboost,4,0.1,2,1.6776051557724316,1.3310220035764815
67,14,xgboost_naive_transfer,4,0.1,2,1.2354523088394387,0.971505818923507
68,14,xgboost,4,0.1,3,1.8529414123031804,1.4606583905039516
69,14,xgboost_naive_transfer,4,0.1,3,1.2790798866130502,1.0031827649016725
70,14,xgboost,4,0.1,4,1.9961280241008073,1.573844764127054
71,14,xgboost_naive_transfer,4,0.1,4,1.3135032100957227,1.0319988041471242
72,14,xgboost,4,0.15,1,1.6605450000021083,1.3104909708328532
73,14,xgboost_naive_transfer,4,0.15,1,1.3426691848123034,1.0573839112360983
74,14,xgboost,4,0.15,2,1.7170841370776844,1.3626803254256443
75,14,xgboost_naive_transfer,4,0.15,2,1.253288589085425,0.9944474078820151
76,14,xgboost,4,0.15,3,1.7779972758526121,1.3859223132559884
77,14,xgboost_naive_transfer,4,0.15,3,1.3056543430611636,1.0227799677790266
78,14,xgboost,4,0.15,4,2.038900049418593,1.6154237985643318
79,14,xgboost_naive_transfer,4,0.15,4,1.3353652277226207,1.0476086211148783
80,14,xgboost,6,0.01,1,1.8397465457227358,1.462683077385241
81,14,xgboost_naive_transfer,6,0.01,1,2.8605935468805224,2.3605479129359956
82,14,xgboost,6,0.01,2,1.6829617370678491,1.341526837049436
83,14,xgboost_naive_transfer,6,0.01,2,1.8978971521955346,1.5633652869307808
84,14,xgboost,6,0.01,3,1.8269328435419219,1.438231533889323
85,14,xgboost_naive_transfer,6,0.01,3,1.5184291388942097,1.2199303028367277
86,14,xgboost,6,0.01,4,2.002185603939514,1.5883604263797946
87,14,xgboost_naive_transfer,6,0.01,4,1.434238133112566,1.1358961060737403
88,14,xgboost,6,0.02,1,1.6508391292744078,1.3032849193320994
89,14,xgboost_naive_transfer,6,0.02,1,2.0358300446196105,1.663899721714048
90,14,xgboost,6,0.02,2,1.6610442742070537,1.323444662294788
91,14,xgboost_naive_transfer,6,0.02,2,1.292880305904398,1.0235257986261386
92,14,xgboost,6,0.02,3,1.8210171043720513,1.4400186000508428
93,14,xgboost_naive_transfer,6,0.02,3,1.3654154261200646,1.0720823457794801
94,14,xgboost,6,0.02,4,2.003003533264949,1.5915648797901958
95,14,xgboost_naive_transfer,6,0.02,4,1.4430649458282783,1.1418912031812587
96,14,xgboost,6,0.05,1,1.673750469108692,1.3236608315547884
97,14,xgboost_naive_transfer,6,0.05,1,1.3606837859618188,1.0812884796480406
98,14,xgboost,6,0.05,2,1.6619018372916603,1.3241366101600174
99,14,xgboost_naive_transfer,6,0.05,2,1.2842573217905375,1.0143159777176212
100,14,xgboost,6,0.05,3,1.827939884565592,1.4479813381258586
101,14,xgboost_naive_transfer,6,0.05,3,1.344819540142685,1.0539482815113328
102,14,xgboost,6,0.05,4,2.0164275564630447,1.6097259834095559
103,14,xgboost_naive_transfer,6,0.05,4,1.382855600404821,1.0809967235876892
104,14,xgboost,6,0.1,1,1.6688591243180841,1.3189825255429064
105,14,xgboost_naive_transfer,6,0.1,1,1.3774294472135282,1.097639262077617
106,14,xgboost,6,0.1,2,1.6776051557724316,1.3310220035764815
107,14,xgboost_naive_transfer,6,0.1,2,1.263503557846318,0.9984899606196608
108,14,xgboost,6,0.1,3,1.8529414123031804,1.4606583905039516
109,14,xgboost_naive_transfer,6,0.1,3,1.358835133430843,1.0588171730228224
